  1  0
  0  0  2  0 -2  0  0  0   -0.0000000    0.0000112
  0  1 -1  0  0  0  0  0    0.0000000    0.0000076
  0  2 -2  0  0  0  0  0    0.0000000   -0.0000041
  0  3 -3  0  0  0  0  0    0.0000000   -0.0000025
  0  0  2  0 -3  0  0  0   -0.0000004    0.0000020
  0  0  3  0 -3  0  0  0    0.0000000    0.0000018
  0  4 -4  0  0  0  0  0   -0.0000000   -0.0000016
  0  2 -3  0  0  0  0  0    0.0000015    0.0000000
  0  0  1  0 -1  0  0  0   -0.0000000    0.0000011
  0  5 -5  0  0  0  0  0   -0.0000000   -0.0000010
  0  0  1  0 -2  0  0  0    0.0000006    0.0000003
  0  6 -6  0  0  0  0  0   -0.0000000   -0.0000007
  1  0 -1  0  0  0  0  0   -0.0000000    0.0000006
  0  0  1 -2  0  0  0  0   -0.0000003   -0.0000003
  0  3 -5  0  0  0  0  0   -0.0000001   -0.0000004
  0  0  3  0 -4  0  0  0   -0.0000001    0.0000004
  0  0  2  0  0 -2  0  0   -0.0000000    0.0000005
  0  3 -4  0  0  0  0  0    0.0000005    0.0000000
  0  7 -7  0  0  0  0  0   -0.0000000   -0.0000005
  0  0  2 -3  0  0  0  0    0.0000002    0.0000003
  0  1 -2  0  0  0  0  0   -0.0000003    0.0000001
  0  0  2 -4  0  0  0  0   -0.0000002   -0.0000001
  0  0  2 -2  0  0  0  0   -0.0000000    0.0000004
  0  0  2  0 -4  0  0  0   -0.0000001    0.0000002
  0  0  2  0 -1  0  0  0   -0.0000001   -0.0000002
  0  8 -8  0  0  0  0  0   -0.0000000   -0.0000003
  0  0  4  0 -4  0  0  0    0.0000000    0.0000003
  0  4 -5  0  0  0  0  0    0.0000003    0.0000000
  0  9 -9  0  0  0  0  0   -0.0000000   -0.0000002
999999999999999999999999    0.0          0.0
  2  0
  0  0  4 -8  3  0  0  0   -0.0000097    0.0000322
  0  0  2  0 -2  0  0  0   -0.0000206   -0.0000000
  0  1 -1  0  0  0  0  0    0.0000166    0.0000000
  0  0  0  0  1  0  0  0   -0.0000125    0.0000017
  0  2 -2  0  0  0  0  0    0.0000127    0.0000000
  0  8-13  0  0  0  0  0    0.0000049    0.0000076
  0  0  1 -2  0  0  0  0   -0.0000065    0.0000056
  0  2 -3  0  0  0  0  0   -0.0000002    0.0000109
  0  3 -3  0  0  0  0  0    0.0000060    0.0000000
  0  3 -5  0  0  0  0  0   -0.0000046    0.0000012
  0  0  1  0 -1  0  0  0   -0.0000051   -0.0000001
  0  0  8-16  4  5  0  0    0.0000011    0.0000035
  0  0  2  0 -3  0  0  0   -0.0000037   -0.0000006
  0  0  2 -4  0  0  0  0   -0.0000015    0.0000024
  0  0  1  0 -2  0  0  0   -0.0000013    0.0000020
  0  4 -4  0  0  0  0  0    0.0000033    0.0000000
  0  0  3  0 -3  0  0  0   -0.0000028    0.0000000
  0  0  2 -3  0  0  0  0   -0.0000014    0.0000008
  0  5 -5  0  0  0  0  0    0.0000019    0.0000000
  0  3 -7  4  0  0  0  0    0.0000011   -0.0000007
  0  0  0  0  0  1  0  0    0.0000001    0.0000016
  0  3 -4  0  0  0  0  0   -0.0000000    0.0000014
  0  0  0  0  2 -5  0  0    0.0000009    0.0000005
  0  0  8-15  0  0  0  0    0.0000009   -0.0000004
  0  6 -6  0  0  0  0  0    0.0000012   -0.0000000
  0  0  3 -5  0  0  0  0   -0.0000004    0.0000007
  0  0  2 -2  0  0  0  0   -0.0000011   -0.0000000
