# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2020-02-28 09:30:34
# Reference JD         = 2458907.896227
# Begin point
#     Lat    =  +45.677657 deg
#     Lon    =   15.115666 deg
#     Height =  37.4927 km
# End point
#     Lat    =  +45.811166 deg
#     Lon    =   15.021867 deg
#     Height =  19.6649 km
# Radiant
#     RA     = 332.1527 deg
#     Dec    =  +5.5987 deg
#     Az     = 154.9788 deg
#     Alt    = +47.3466 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -0.186000,  37.4452,  +45.678012,   15.115418, -15.62
 -0.182000,  37.3818,  +45.678484,   15.115087, -13.33
 -0.179000,  37.3343,  +45.678839,   15.114838, -16.73
 -0.176000,  37.2868,  +45.679193,   15.114590, -16.40
 -0.172000,  37.2235,  +45.679666,   15.114258, -14.56
 -0.169000,  37.1760,  +45.680021,   15.114010, -17.37
 -0.159000,  37.0176,  +45.681202,   15.113181, -17.22
 -0.155000,  36.9542,  +45.681675,   15.112850, -16.45
 -0.152000,  36.9067,  +45.682030,   15.112601, -16.95
 -0.149000,  36.8592,  +45.682384,   15.112353, -16.81
 -0.145000,  36.7959,  +45.682857,   15.112021, -16.33
 -0.142000,  36.7484,  +45.683212,   15.111773, -17.92
 -0.139000,  36.7009,  +45.683566,   15.111524, -16.82
 -0.135000,  36.6375,  +45.684039,   15.111193, -12.43
 -0.132000,  36.5900,  +45.684394,   15.110944, -15.68
 -0.128000,  36.5267,  +45.684866,   15.110613, -16.67
 -0.125000,  36.4792,  +45.685221,   15.110364, -17.69
 -0.122000,  36.4317,  +45.685576,   15.110116, -16.40
 -0.118000,  36.3683,  +45.686048,   15.109784, -16.42
 -0.115000,  36.3208,  +45.686403,   15.109535, -16.75
 -0.105000,  36.1625,  +45.687585,   15.108707, -17.64
 -0.095000,  36.0041,  +45.688767,   15.107878, -17.80
 -0.091000,  35.9408,  +45.689240,   15.107546, -16.49
 -0.088000,  35.8933,  +45.689595,   15.107298, -17.35
 -0.085000,  35.8458,  +45.689949,   15.107049, -17.52
 -0.081000,  35.7824,  +45.690422,   15.106717, -17.26
 -0.078000,  35.7349,  +45.690777,   15.106469, -17.47
 -0.075000,  35.6874,  +45.691132,   15.106220, -17.73
 -0.071000,  35.6241,  +45.691604,   15.105888, -16.89
 -0.068000,  35.5766,  +45.691959,   15.105639, -17.30
 -0.064000,  35.5133,  +45.692432,   15.105308, -17.85
 -0.061000,  35.4658,  +45.692787,   15.105059, -18.99
 -0.058000,  35.4183,  +45.693141,   15.104810, -18.67
 -0.054000,  35.3549,  +45.693614,   15.104479, -19.04
 -0.051000,  35.3074,  +45.693969,   15.104230, -19.42
 -0.048000,  35.2599,  +45.694324,   15.103981, -19.54
 -0.044000,  35.1966,  +45.694797,   15.103650, -19.74
 -0.041000,  35.1491,  +45.695152,   15.103401, -19.96
 -0.037000,  35.0858,  +45.695625,   15.103069, -19.96
 -0.034000,  35.0383,  +45.695979,   15.102820, -20.21
 -0.031000,  34.9908,  +45.696334,   15.102571, -20.22
 -0.027000,  34.9275,  +45.696807,   15.102240, -20.22
 -0.024000,  34.8800,  +45.697162,   15.101991, -20.42
 -0.021000,  34.8325,  +45.697517,   15.101742, -20.51
 -0.017000,  34.7691,  +45.697990,   15.101410, -20.56
 -0.014000,  34.7216,  +45.698344,   15.101161, -20.52
 -0.010000,  34.6583,  +45.698817,   15.100830, -20.55
 -0.004000,  34.5633,  +45.699527,   15.100332, -20.48
  0.000000,  34.5000,  +45.700000,   15.100000, -20.57
  0.003000,  34.4525,  +45.700355,   15.099751, -20.54
  0.006000,  34.4050,  +45.700710,   15.099502, -20.52
  0.010000,  34.3417,  +45.701183,   15.099170, -20.47
  0.013000,  34.2942,  +45.701537,   15.098921, -20.52
  0.017000,  34.2309,  +45.702011,   15.098590, -20.45
  0.020000,  34.1834,  +45.702365,   15.098341, -20.33
  0.027000,  34.0726,  +45.703193,   15.097760, -20.17
  0.030000,  34.0251,  +45.703548,   15.097511, -20.20
  0.034000,  33.9618,  +45.704021,   15.097179, -20.13
  0.037000,  33.9143,  +45.704376,   15.096930, -20.02
  0.040000,  33.8668,  +45.704731,   15.096681, -19.87
  0.044000,  33.8035,  +45.705204,   15.096349, -19.85
  0.047000,  33.7560,  +45.705559,   15.096100, -19.66
  0.050000,  33.7085,  +45.705914,   15.095851, -19.73
  0.054000,  33.6452,  +45.706387,   15.095519, -19.61
  0.057000,  33.5977,  +45.706742,   15.095270, -19.65
  0.061000,  33.5344,  +45.707215,   15.094938, -19.50
  0.064000,  33.4869,  +45.707570,   15.094689, -19.54
  0.067000,  33.4394,  +45.707925,   15.094440, -19.56
  0.071000,  33.3761,  +45.708398,   15.094108, -19.61
  0.074000,  33.3286,  +45.708753,   15.093859, -19.46
  0.077000,  33.2811,  +45.709108,   15.093610, -19.51
  0.081000,  33.2178,  +45.709581,   15.093278, -19.54
  0.084000,  33.1703,  +45.709936,   15.093029, -19.27
  0.088000,  33.1070,  +45.710409,   15.092697, -19.50
  0.091000,  33.0595,  +45.710764,   15.092448, -19.52
  0.094000,  33.0120,  +45.711119,   15.092199, -19.36
  0.098000,  32.9487,  +45.711593,   15.091867, -19.46
  0.101000,  32.9012,  +45.711948,   15.091618, -19.40
  0.104000,  32.8537,  +45.712302,   15.091368, -19.53
  0.108000,  32.7904,  +45.712776,   15.091036, -19.46
  0.111000,  32.7429,  +45.713131,   15.090787, -19.52
  0.115000,  32.6796,  +45.713604,   15.090455, -19.42
  0.118000,  32.6321,  +45.713959,   15.090206, -19.43
  0.121000,  32.5847,  +45.714314,   15.089957, -19.41
  0.125000,  32.5214,  +45.714787,   15.089625, -19.13
  0.128000,  32.4739,  +45.715142,   15.089375, -19.18
  0.131000,  32.4264,  +45.715497,   15.089126, -19.18
