-0.699, -16.216226812931204
-0.695, -15.897279730994935
-0.692, -16.925654288487394
-0.689, nan
-0.685, -16.385606273598313
-0.682, nan
-0.678, nan
-0.675, -17.063273204314658
-0.672, -16.68886740348133
-0.665, nan
-0.662, -14.569716761534185
-0.658, nan
-0.655, -15.539875129141002
-0.651, nan
-0.648, nan
-0.645, nan
-0.641, -16.857537000635237
-0.638, nan
-0.635, nan
-0.631, -15.812736302703676
-0.628, nan
-0.621, -15.133295850117591
-0.618, nan
-0.614, nan
-0.611, -14.188867403481328
-0.608, nan
-0.604, nan
-0.601, -17.167929321007534
-0.597, -13.378197759958354
-0.594, -17.385271097868504
-0.591, nan
-0.587, -16.670464654365404
-0.584, -14.865882436126597
-0.581, -13.486220116647925
-0.577, -16.455678082598922
-0.574, -16.51080343445661
-0.57, nan
-0.567, -16.623045056675455
-0.564, -17.101373120706498
-0.56, -14.826034433372978
-0.557, nan
-0.554, -14.860980684212777
-0.55, -17.037109620119246
-0.543, -14.503492810801127
-0.54, -16.932965671030686
-0.533, -15.950793280350382
-0.53, nan
-0.527, -16.385606273598313
-0.523, -16.793178239139408
-0.513, nan
-0.51, -16.74227503252014
-0.506, -17.219504324825564
-0.503, -15.178229277647347
-0.5, nan
-0.496, -15.936292414321375
-0.493, -16.679705018265317
-0.489, -15.041601268345701
-0.486, -16.26583760451273
-0.483, -15.921595253119037
-0.479, -16.833847270925546
-0.476, -15.483215167551144
-0.473, nan
-0.469, -17.15017846996269
-0.466, -15.558123225994752
-0.462, nan
-0.456, nan
-0.452, -16.464688393270986
-0.449, -16.706963425791127
-0.442, nan
-0.439, -15.125622770798405
-0.435, -16.219043250839338
-0.429, nan
-0.425, -14.865882436126597
-0.422, nan
-0.419, nan
-0.415, -16.45227984444211
-0.412, -16.724762778598496
-0.408, -14.826034433372978
-0.405, -16.724762778598496
-0.402, -17.87862499493219
-0.398, -15.603685276260247
-0.395, nan
-0.392, -16.670464654365404
-0.388, -17.21389327251943
-0.385, -17.069716761534185
-0.381, -16.48799072899295
-0.378, -16.391621448013012
-0.375, -17.017064690079625
-0.371, -15.806584806334534
-0.368, -17.61789507835555
-0.365, -15.578609422532931
-0.361, -16.573459444213025
-0.358, -17.331096149789015
-0.354, nan
-0.351, -17.191154510433112
-0.348, -15.357063567397951
-0.344, -16.724762778598496
-0.341, -16.053783821011933
-0.338, nan
-0.334, -15.979226622550296
-0.327, -15.200017357392873
-0.324, -16.715899576686873
-0.317, -16.068423182634564
-0.314, -16.833847270925546
-0.311, -16.670464654365404
-0.307, -14.945994752370343
-0.304, -16.313280228749125
-0.3, -16.308110046575692
-0.297, -16.817761995912022
-0.294, -16.5
-0.29, nan
-0.287, -16.895906230238126
-0.284, -16.87304778163845
-0.28, -16.459065717811338
-0.277, -14.563273204314658
-0.273, -17.43228000742527
-0.27, nan
-0.263, -16.563264663161924
-0.26, -17.499184303702595
-0.253, -14.309629102417716
-0.25, -15.163457128621044
