# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
4.00000e-02,1.79684e+02,4.83200e-01,1.20800e+01,1.79684e+02,4.83200e-01,1.20800e+01,6.60222e-08,1.79684e+02,4.83200e-01,1.20800e+01,6.60222e-08,1.22100e-01,1.22100e-01,0.00000e+00,-6.63893e-01,-6.63893e-01,inf,3.74700e+00,3.74700e+00,-inf,1.42525e+01,5.71000e+05,5.71000e+05
8.00000e-02,1.79367e+02,9.66400e-01,1.20800e+01,1.79367e+02,9.66400e-01,1.20800e+01,6.81083e-08,1.79367e+02,9.66400e-01,1.20800e+01,6.81083e-08,1.22100e-01,1.22100e-01,0.00000e+00,-6.97669e-01,-6.97669e-01,inf,3.76051e+00,3.76051e+00,-inf,1.42660e+01,5.71000e+05,5.71000e+05
1.20000e-01,1.79051e+02,1.44960e+00,1.20800e+01,1.79051e+02,1.44960e+00,1.20800e+01,7.02038e-08,1.79051e+02,1.44960e+00,1.20800e+01,7.02038e-08,1.22100e-01,1.22100e-01,0.00000e+00,-7.30570e-01,-7.30570e-01,inf,3.77367e+00,3.77367e+00,-inf,1.42792e+01,5.71000e+05,5.71000e+05
1.60000e-01,1.78734e+02,1.93280e+00,1.20800e+01,1.78734e+02,1.93280e+00,1.20800e+01,7.23069e-08,1.78734e+02,1.93280e+00,1.20800e+01,7.23069e-08,1.22100e-01,1.22100e-01,0.00000e+00,-7.62617e-01,-7.62617e-01,inf,3.78649e+00,3.78649e+00,-inf,1.42920e+01,5.71000e+05,5.71000e+05
2.00000e-01,1.78418e+02,2.41600e+00,1.20800e+01,1.78418e+02,2.41600e+00,1.20800e+01,7.44158e-08,1.78418e+02,2.41600e+00,1.20800e+01,7.44158e-08,1.22100e-01,1.22100e-01,0.00000e+00,-7.93831e-01,-7.93831e-01,inf,3.79898e+00,3.79898e+00,-inf,1.43045e+01,5.71000e+05,5.71000e+05
2.40000e-01,1.78102e+02,2.89920e+00,1.20800e+01,1.78102e+02,2.89920e+00,1.20800e+01,7.65290e-08,1.78102e+02,2.89920e+00,1.20800e+01,7.65290e-08,1.22100e-01,1.22100e-01,0.00000e+00,-8.24233e-01,-8.24233e-01,inf,3.81114e+00,3.81114e+00,-inf,1.43167e+01,5.71000e+05,5.71000e+05
2.80000e-01,1.77785e+02,3.38240e+00,1.20800e+01,1.77785e+02,3.38240e+00,1.20800e+01,7.86447e-08,1.77785e+02,3.38240e+00,1.20800e+01,7.86447e-08,1.22100e-01,1.22100e-01,0.00000e+00,-8.53842e-01,-8.53842e-01,inf,3.82298e+00,3.82298e+00,-inf,1.43285e+01,5.71000e+05,5.71000e+05
3.20000e-01,1.77469e+02,3.86560e+00,1.20800e+01,1.77469e+02,3.86560e+00,1.20800e+01,8.07614e-08,1.77469e+02,3.86560e+00,1.20800e+01,8.07614e-08,1.22100e-01,1.22100e-01,0.00000e+00,-8.82678e-01,-8.82678e-01,inf,3.83451e+00,3.83451e+00,-inf,1.43400e+01,5.71000e+05,5.71000e+05
3.60000e-01,1.77153e+02,4.34880e+00,1.20800e+01,1.77153e+02,4.34880e+00,1.20800e+01,8.28777e-08,1.77153e+02,4.34880e+00,1.20800e+01,8.28777e-08,1.22100e-01,1.22100e-01,0.00000e+00,-9.10762e-01,-9.10762e-01,inf,3.84575e+00,3.84575e+00,-inf,1.43513e+01,5.71000e+05,5.71000e+05
4.00000e-01,1.76836e+02,4.83200e+00,1.20800e+01,1.76836e+02,4.83200e+00,1.20800e+01,8.49920e-08,1.76836e+02,4.83200e+00,1.20800e+01,8.49920e-08,1.22100e-01,1.22100e-01,0.00000e+00,-9.38113e-01,-9.38113e-01,inf,3.85669e+00,3.85669e+00,-inf,1.43622e+01,5.71000e+05,5.71000e+05
