# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2013-04-30 08:40:38
# Reference JD         = 2456412.861551
# Begin point
#     Lat    =  +35.618662 deg
#     Lon    =  -30.963936 deg
#     Height =  44.7832 km
# End point
#     Lat    =  +35.424244 deg
#     Lon    =  -30.532613 deg
#     Height =   6.3652 km
# Radiant
#     RA     = 252.2721 deg
#     Dec    = +41.4573 deg
#     Az     = 297.7700 deg
#     Alt    = +39.5000 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -3.058000,  44.7600,  +35.618546,  -30.963678, -16.21
 -3.054000,  44.7291,  +35.618392,  -30.963334, -18.04
 -3.048000,  44.6828,  +35.618161,  -30.962818, -17.63
 -3.031000,  44.5514,  +35.617506,  -30.961356, -14.58
 -3.027000,  44.5206,  +35.617352,  -30.961012, -12.63
 -3.024000,  44.4974,  +35.617236,  -30.960753, -16.93
 -3.017000,  44.4433,  +35.616967,  -30.960151, -15.26
 -3.014000,  44.4201,  +35.616851,  -30.959893, -17.30
 -3.004000,  44.3429,  +35.616466,  -30.959033, -16.99
 -3.000000,  44.3120,  +35.616312,  -30.958689, -16.85
 -2.993000,  44.2579,  +35.616042,  -30.958086, -16.31
 -2.987000,  44.2116,  +35.615811,  -30.957570, -16.93
 -2.983000,  44.1807,  +35.615657,  -30.957226, -15.79
 -2.980000,  44.1575,  +35.615541,  -30.956968, -14.04
 -2.977000,  44.1343,  +35.615426,  -30.956710, -16.61
 -2.973000,  44.1034,  +35.615271,  -30.956366, -16.52
 -2.963000,  44.0262,  +35.614886,  -30.955505, -16.59
 -2.953000,  43.9490,  +35.614501,  -30.954645, -16.84
 -2.919000,  43.6864,  +35.613190,  -30.951719, -17.72
 -2.916000,  43.6632,  +35.613075,  -30.951461, -17.00
 -2.902000,  43.5551,  +35.612535,  -30.950256, -15.68
 -2.899000,  43.5319,  +35.612420,  -30.949998, -17.37
 -2.892000,  43.4779,  +35.612150,  -30.949396, -16.89
 -2.889000,  43.4547,  +35.612034,  -30.949138, -16.48
 -2.885000,  43.4238,  +35.611880,  -30.948794, -16.49
 -2.875000,  43.3466,  +35.611494,  -30.947933, -15.72
 -2.865000,  43.2693,  +35.611109,  -30.947073, -16.48
 -2.862000,  43.2462,  +35.610993,  -30.946815, -16.58
 -2.858000,  43.2153,  +35.610839,  -30.946470, -16.48
 -2.852000,  43.1690,  +35.610608,  -30.945954, -15.56
 -2.842000,  43.0917,  +35.610222,  -30.945094, -18.12
 -2.838000,  43.0608,  +35.610068,  -30.944749, -16.31
 -2.835000,  43.0377,  +35.609952,  -30.944491, -17.54
 -2.832000,  43.0145,  +35.609837,  -30.944233, -16.92
 -2.825000,  42.9605,  +35.609567,  -30.943630, -16.34
 -2.821000,  42.9296,  +35.609413,  -30.943286, -16.31
 -2.815000,  42.8832,  +35.609181,  -30.942770, -15.17
 -2.811000,  42.8524,  +35.609027,  -30.942426, -16.18
 -2.808000,  42.8292,  +35.608911,  -30.942168, -16.86
 -2.801000,  42.7751,  +35.608641,  -30.941565, -17.67
 -2.798000,  42.7520,  +35.608526,  -30.941307, -17.28
 -2.794000,  42.7211,  +35.608371,  -30.940963, -15.86
 -2.791000,  42.6979,  +35.608256,  -30.940704, -17.13
 -2.784000,  42.6439,  +35.607986,  -30.940102, -16.60
 -2.781000,  42.6207,  +35.607870,  -30.939844, -14.72
 -2.774000,  42.5667,  +35.607600,  -30.939241, -15.40
 -2.767000,  42.5126,  +35.607330,  -30.938639, -14.81
 -2.764000,  42.4894,  +35.607214,  -30.938381, -14.58
 -2.761000,  42.4663,  +35.607099,  -30.938123, -17.15
 -2.757000,  42.4354,  +35.606945,  -30.937778, -16.93
 -2.744000,  42.3350,  +35.606443,  -30.936660, -17.91
 -2.740000,  42.3041,  +35.606289,  -30.936315, -15.89
 -2.737000,  42.2810,  +35.606173,  -30.936057, -16.70
 -2.734000,  42.2578,  +35.606057,  -30.935799, -16.31
 -2.730000,  42.2269,  +35.605903,  -30.935454, -16.97
 -2.727000,  42.2038,  +35.605787,  -30.935196, -16.02
 -2.723000,  42.1729,  +35.605633,  -30.934852, -16.57
 -2.720000,  42.1497,  +35.605517,  -30.934594, -16.15
 -2.717000,  42.1266,  +35.605402,  -30.934336, -17.05
 -2.713000,  42.0957,  +35.605247,  -30.933991, -16.77
