Bolide Detection Notification: 2020-295

At 06:38:49 UT on 21 Oct 2020, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 29.7 °S, Lon 93.9 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 1.03e+10 watts/steradian, and total radiated flash
energy 2.53e+10 joules (6000K blackbody model).

Intensity-time signature of the event and integrated intensity are depicted on the
plots below.

Columns: time, intensity (w/sr)
Intensity=[(-0.219, -9.18e+08),
           (-0.216, -9.28e+08),
           (-0.213,  2.05e+09),
           (-0.209,  2.99e+08),
           (-0.206, -5.30e+08),
           (-0.202, -9.56e+08),
           (-0.199, -1.48e+07),
           (-0.196, -9.40e+08),
           (-0.189,  7.84e+08),
           (-0.186, -1.84e+09),
           (-0.182,  9.38e+07),
           (-0.179,  9.21e+08),
           (-0.172,  6.74e+08),
           (-0.169,  3.13e+08),
           (-0.165,  2.16e+09),
           (-0.159, -2.16e+07),
           (-0.155,  1.11e+09),
           (-0.152,  1.19e+09),
           (-0.148, -3.46e+08),
           (-0.145, -6.64e+08),
           (-0.142,  6.92e+08),
           (-0.138, -1.60e+08),
           (-0.135,  7.87e+08),
           (-0.132, -7.41e+08),
           (-0.128, -7.12e+07),
           (-0.125,  3.69e+08),
           (-0.121, -3.99e+08),
           (-0.118,  1.95e+09),
           (-0.115, -2.92e+07),
           (-0.111, -4.70e+08),
           (-0.108,  1.25e+09),
           (-0.105,  1.01e+09),
           (-0.101,  2.25e+08),
           (-0.098,  2.11e+09),
           (-0.094,  1.57e+09),
           (-0.091,  9.19e+08),
           (-0.088,  1.42e+09),
           (-0.084,  1.74e+09),
           (-0.081,  9.90e+08),
           (-0.078,  4.54e+08),
           (-0.074,  8.69e+08),
           (-0.071, -7.81e+08),
           (-0.067,  7.36e+08),
           (-0.064,  1.19e+09),
           (-0.061, -1.25e+09),
           (-0.057,  5.81e+08),
           (-0.054,  9.15e+08),
           (-0.051,  1.74e+09),
           (-0.047,  8.57e+08),
           (-0.044,  1.07e+09),
           (-0.040, -2.69e+08),
           (-0.037, -2.76e+08),
           (-0.034,  3.10e+08),
           (-0.030,  6.75e+08),
           (-0.027,  1.00e+09),
           (-0.024,  1.57e+09),
           (-0.020,  1.46e+09),
           (-0.017,  1.73e+09),
           (-0.013,  2.13e+09),
           (-0.010,  3.89e+09),
           (-0.007,  3.85e+09),
           (-0.003,  5.29e+09),
           ( 0.000,  5.91e+09),
           ( 0.003,  7.07e+09),
           ( 0.007,  8.07e+09),
           ( 0.010,  7.43e+09),
           ( 0.017,  9.58e+09),
           ( 0.020,  8.31e+09),
           ( 0.024,  8.03e+09),
           ( 0.027,  9.76e+09),
           ( 0.030,  1.03e+10),
           ( 0.034,  9.43e+09),
           ( 0.037,  8.72e+09),
           ( 0.041,  8.34e+09),
           ( 0.044,  8.41e+09),
           ( 0.047,  1.00e+10),
           ( 0.051,  7.82e+09),
           ( 0.054,  8.16e+09),
           ( 0.057,  7.27e+09),
           ( 0.061,  7.01e+09),
           ( 0.064,  8.15e+09),
           ( 0.068,  8.05e+09),
           ( 0.071,  9.05e+09),
           ( 0.074,  7.93e+09),
           ( 0.078,  6.63e+09),
