Bolide Detection Notification: 2015-127

At 20:34:34 UT on 07 May 2015, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 21.5 °S, Lon 29.3 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 2.15e+10 watts/steradian, and total radiated flash
energy 5.01e+10 joules (6000K blackbody model).

Intensity-time signature of the event and integrated intensity are depicted on the
plots below.

Columns: time, intensity (w/sr)
Intensity=[(-0.199,  1.20e+09),
           (-0.196,  1.10e+09),
           (-0.192,  7.79e+08),
           (-0.189,  1.01e+09),
           (-0.186,  9.70e+08),
           (-0.182,  6.89e+08),
           (-0.179,  2.23e+09),
           (-0.176,  8.66e+08),
           (-0.172,  1.23e+09),
           (-0.169,  6.74e+08),
           (-0.165,  4.40e+08),
           (-0.162, -3.16e+08),
           (-0.159, -8.18e+08),
           (-0.155,  6.73e+08),
           (-0.152,  1.33e+09),
           (-0.149, -3.33e+08),
           (-0.145,  6.60e+08),
           (-0.142, -4.33e+07),
           (-0.138,  1.16e+09),
           (-0.135,  8.22e+08),
           (-0.132, -9.04e+07),
           (-0.128,  1.10e+09),
           (-0.125,  9.99e+08),
           (-0.121,  1.56e+09),
           (-0.118, -1.42e+08),
           (-0.115,  1.90e+09),
           (-0.108,  9.50e+08),
           (-0.105,  7.01e+08),
           (-0.101, -2.50e+07),
           (-0.098,  2.39e+09),
           (-0.095,  5.95e+08),
           (-0.091,  3.47e+06),
           (-0.088, -2.29e+08),
           (-0.084,  1.60e+09),
           (-0.081,  1.29e+09),
           (-0.078,  1.12e+09),
           (-0.074,  8.02e+08),
           (-0.071,  7.16e+08),
           (-0.068,  1.84e+09),
           (-0.064,  1.92e+09),
           (-0.057, -2.35e+08),
           (-0.054,  1.88e+09),
           (-0.051,  5.21e+08),
           (-0.047,  6.29e+08),
           (-0.044,  1.57e+09),
           (-0.040,  6.44e+08),
           (-0.037,  8.14e+08),
           (-0.034,  3.30e+09),
           (-0.030,  1.83e+09),
           (-0.027,  3.49e+09),
           (-0.024,  1.50e+09),
           (-0.020,  3.04e+09),
           (-0.017,  2.67e+09),
           (-0.014,  3.88e+09),
           (-0.010,  3.12e+09),
           (-0.007,  4.90e+09),
           (-0.003,  2.32e+09),
           ( 0.000,  3.01e+09),
           ( 0.003,  5.26e+09),
           ( 0.007,  3.82e+09),
           ( 0.010,  4.26e+09),
           ( 0.014,  4.90e+09),
           ( 0.017,  5.79e+09),
           ( 0.024,  7.22e+09),
           ( 0.027,  1.00e+10),
           ( 0.030,  9.44e+09),
           ( 0.034,  1.14e+10),
           ( 0.037,  1.31e+10),
           ( 0.040,  1.18e+10),
           ( 0.044,  1.19e+10),
           ( 0.047,  1.40e+10),
           ( 0.051,  1.38e+10),
           ( 0.054,  1.50e+10),
           ( 0.057,  1.65e+10),
           ( 0.061,  1.74e+10),
           ( 0.064,  1.82e+10),
           ( 0.067,  2.00e+10),
           ( 0.071,  2.05e+10),
           ( 0.074,  2.15e+10),
           ( 0.078,  1.81e+10),
           ( 0.081,  1.97e+10),
           ( 0.084,  2.05e+10),
           ( 0.088,  1.90e+10),
           ( 0.091,  1.82e+10),
           ( 0.094,  1.88e+10),
           ( 0.098,  1.92e+10),
           ( 0.101,  1.81e+10),
           ( 0.105,  1.75e+10),
           ( 0.108,  1.71e+10),
           ( 0.111,  1.57e+10),
           ( 0.115,  1.77e+10),
           ( 0.118,  1.76e+10),
           ( 0.121,  1.50e+10),
           ( 0.125,  1.62e+10),
           ( 0.128,  1.37e+10),
           ( 0.132,  1.52e+10),
           ( 0.135,  1.44e+10),
           ( 0.138,  1.53e+10),
           ( 0.142,  1.53e+10),
           ( 0.145,  1.49e+10),
           ( 0.149,  1.39e+10),
           ( 0.152,  1.45e+10),
           ( 0.155,  1.40e+10),
           ( 0.159,  1.22e+10),
           ( 0.162,  1.24e+10),
           ( 0.165,  1.42e+10),
           ( 0.169,  1.24e+10),
           ( 0.172,  1.29e+10),
           ( 0.175,  1.33e+10),
           ( 0.179,  1.21e+10),
           ( 0.182,  1.27e+10),
           ( 0.186,  1.22e+10),
           ( 0.189,  1.13e+10),
           ( 0.192,  1.12e+10),
           ( 0.196,  1.25e+10),
           ( 0.199,  9.17e+09),
           ( 0.202,  1.16e+10),
           ( 0.206,  1.06e+10),
           ( 0.209,  9.91e+09),
           ( 0.213,  1.10e+10),
           ( 0.216,  9.57e+09),
           ( 0.219,  1.04e+10),
           ( 0.223,  8.95e+09),
           ( 0.226,  7.96e+09),
           ( 0.229,  8.38e+09),
           ( 0.233,  8.99e+09),
           ( 0.236,  9.09e+09),
           ( 0.240,  7.45e+09),
           ( 0.243,  7.38e+09),
           ( 0.246,  6.38e+09),
           ( 0.250,  7.33e+09),
           ( 0.253,  6.86e+09),
           ( 0.257,  6.70e+09),
           ( 0.260,  7.32e+09),
           ( 0.263,  4.86e+09),
           ( 0.267,  6.66e+09),
           ( 0.270,  7.50e+09),
           ( 0.273,  6.27e+09),
           ( 0.277,  6.60e+09),
           ( 0.280,  6.34e+09),
           ( 0.283,  3.82e+09),
           ( 0.287,  5.65e+09),
           ( 0.290,  6.57e+09),
           ( 0.294,  4.91e+09),
           ( 0.297,  4.86e+09),
           ( 0.300,  5.45e+09),
           ( 0.304,  4.90e+09),
           ( 0.307,  4.81e+09),
           ( 0.310,  5.88e+09),
           ( 0.314,  2.30e+09),
           ( 0.317,  3.72e+09),
           ( 0.321,  4.97e+09),
           ( 0.324,  4.91e+09),
           ( 0.327,  3.81e+09),
           ( 0.331,  4.43e+09),
           ( 0.334,  4.01e+09),
           ( 0.337,  1.76e+09),
           ( 0.341,  2.10e+09),
           ( 0.344,  2.19e+09),
           ( 0.348,  1.80e+09),
           ( 0.351,  1.31e+09),
           ( 0.354,  1.17e+09),
           ( 0.358,  1.64e+09),
           ( 0.361,  5.08e+08),
           ( 0.364,  1.94e+09),
           ( 0.368,  1.12e+09),
           ( 0.371,  1.66e+09),
           ( 0.375, -2.92e+08),
           ( 0.378,  7.65e+08),
           ( 0.381,  1.10e+09),
           ( 0.385,  1.35e+08),
           ( 0.388, -5.82e+08),
           ( 0.392,  8.37e+07),
           ( 0.395, -6.35e+08),
           ( 0.398,  2.25e+08),
           ( 0.402, -1.40e+07),
           ( 0.405, -2.18e+09),
           ( 0.408, -1.23e+09),
           ( 0.412, -2.14e+09),
           ( 0.415, -9.06e+08),
           ( 0.418, -2.49e+09),
           ( 0.422, -3.22e+08),
           ( 0.425, -1.45e+09),
           ( 0.429, -8.62e+08),
           ( 0.432, -1.20e+09),
           ( 0.435, -1.90e+09),
           ( 0.439, -8.46e+08),
           ( 0.442, -2.65e+08),
           ( 0.445, -1.89e+07),
           ( 0.449, -2.62e+09),
           ( 0.452, -2.52e+09),
           ( 0.456, -2.32e+09),
           ( 0.459, -1.55e+09),
           ( 0.462, -1.51e+09),
           ( 0.466, -8.03e+08),
           ( 0.469, -6.45e+08),
           ( 0.472, -1.40e+09),
           ( 0.476, -1.49e+08),
           ( 0.479, -1.57e+09),
           ( 0.483,  2.55e+08),
           ( 0.486,  2.21e+08),
           ( 0.489, -3.32e+08),
           ( 0.493, -1.29e+09),
