Bolide Detection Notification: 2020-021

At 20:07:43 UT on 21 Jan 2020, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 33.1 °N, Lon 34.3 °E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 1.38e+10 watts/steradian, and total radiated flash
energy 2.54e+10 joules (6000K blackbody model).

Intensity-time signature of the event and integrated intensity are depicted on the
plots below.

Columns: time, intensity (w/sr)
Intensity=[(-0.597,  4.38e+08),
           (-0.594,  4.34e+08),
           (-0.591,  3.91e+08),
           (-0.587,  9.27e+07),
           (-0.584,  6.51e+08),
           (-0.580,  5.70e+08),
           (-0.577,  1.31e+09),
           (-0.574,  1.11e+09),
           (-0.567, -3.51e+08),
           (-0.564,  6.27e+08),
           (-0.560,  1.30e+09),
           (-0.557,  1.38e+09),
           (-0.553,  4.90e+08),
           (-0.550,  1.26e+09),
           (-0.547,  7.06e+08),
           (-0.543,  8.88e+08),
           (-0.540,  1.24e+09),
           (-0.537,  5.74e+08),
           (-0.533,  1.90e+08),
           (-0.530,  9.66e+08),
           (-0.523,  1.34e+08),
           (-0.520,  5.03e+08),
           (-0.516,  7.32e+08),
           (-0.513,  8.96e+08),
           (-0.510,  5.13e+08),
           (-0.506,  5.29e+08),
           (-0.503,  7.76e+08),
           (-0.499,  3.58e+08),
           (-0.496, -2.50e+08),
           (-0.493,  6.98e+08),
           (-0.489,  3.65e+08),
           (-0.486, -4.68e+08),
           (-0.479,  1.11e+09),
           (-0.476,  6.99e+08),
           (-0.472,  5.99e+08),
           (-0.469, -4.35e+08),
           (-0.466,  2.09e+08),
           (-0.462, -8.40e+07),
           (-0.459,  2.78e+08),
           (-0.456, -1.07e+09),
           (-0.452,  1.43e+08),
           (-0.449,  5.27e+08),
           (-0.445,  3.23e+08),
           (-0.442,  5.67e+08),
           (-0.439,  6.85e+08),
           (-0.435,  2.04e+08),
           (-0.432,  4.10e+08),
           (-0.429, -5.83e+08),
           (-0.425,  4.77e+08),
           (-0.422,  4.69e+08),
           (-0.418, -3.27e+07),
           (-0.415,  8.99e+08),
           (-0.412, -7.06e+08),
           (-0.408, -9.52e+07),
           (-0.405,  1.10e+09),
           (-0.402,  3.46e+08),
           (-0.398,  3.23e+08),
           (-0.395,  2.83e+08),
           (-0.391, -3.18e+08),
           (-0.388,  3.94e+08),
           (-0.385, -9.85e+08),
           (-0.381,  3.47e+08),
           (-0.378, -5.42e+08),
           (-0.375,  1.42e+07),
           (-0.371, -5.74e+08),
           (-0.368, -2.80e+08),
           (-0.364, -5.77e+07),
           (-0.361,  2.17e+08),
           (-0.358,  6.89e+08),
           (-0.354, -2.23e+08),
           (-0.351,  3.30e+08),
           (-0.348, -2.99e+08),
           (-0.344, -5.27e+08),
           (-0.341,  1.02e+09),
           (-0.337, -5.56e+07),
           (-0.334, -1.20e+08),
           (-0.331, -6.98e+08),
           (-0.327,  1.49e+08),
           (-0.324, -3.73e+08),
           (-0.321,  2.13e+08),
           (-0.317,  1.13e+09),
           (-0.314, -4.24e+08),
           (-0.310,  8.54e+08),
           (-0.307,  8.06e+08),
           (-0.304,  4.71e+07),
           (-0.300,  1.59e+09),
           (-0.297,  8.67e+07),
           (-0.294, -9.87e+08),
           (-0.290,  7.50e+08),
           (-0.287, -7.72e+08),
           (-0.283,  4.66e+08),
           (-0.280, -7.00e+08),
           (-0.277, -1.64e+09),
           (-0.273,  4.02e+08),
           (-0.270, -8.15e+08),
           (-0.267,  7.53e+08),
           (-0.263,  4.39e+07),
           (-0.260,  7.69e+08),
           (-0.256, -6.20e+08),
           (-0.253, -1.04e+09),
           (-0.250, -6.13e+08),
           (-0.246,  2.13e+08),
           (-0.243, -4.27e+08),
           (-0.240,  1.92e+08),
           (-0.236,  6.40e+08),
           (-0.229, -9.22e+08),
           (-0.226,  6.37e+08),
           (-0.223, -5.02e+08),
           (-0.219,  5.67e+08),
           (-0.216,  2.88e+08),
           (-0.213, -1.45e+09),
           (-0.209,  5.03e+07),
           (-0.206,  6.63e+08),
           (-0.202, -8.58e+08),
           (-0.199, -1.03e+09),
           (-0.196, -2.32e+08),
           (-0.192,  3.94e+08),
           (-0.189,  9.81e+07),
           (-0.186,  1.16e+07),
           (-0.182,  5.09e+08),
           (-0.179,  8.35e+07),
           (-0.175,  2.50e+08),
           (-0.172, -1.22e+09),
           (-0.169,  1.94e+07),
           (-0.165, -4.47e+08),
           (-0.162,  5.30e+08),
           (-0.159, -7.96e+08),
           (-0.155, -5.89e+08),
           (-0.152, -5.61e+07),
           (-0.148, -5.51e+08),
           (-0.145,  1.58e+08),
           (-0.142,  6.35e+07),
           (-0.138, -4.19e+08),
           (-0.135, -1.27e+09),
           (-0.132,  7.94e+07),
           (-0.128,  7.63e+08),
           (-0.125, -3.03e+08),
           (-0.121,  9.30e+07),
           (-0.118, -1.07e+09),
           (-0.115,  7.61e+08),
           (-0.111,  1.13e+09),
           (-0.108,  4.85e+08),
           (-0.105, -5.94e+08),
           (-0.101, -4.14e+08),
           (-0.098,  2.27e+08),
           (-0.095, -6.66e+08),
           (-0.091, -3.37e+08),
           (-0.088,  6.73e+07),
           (-0.084, -2.92e+08),
           (-0.081,  3.62e+07),
           (-0.078,  4.35e+08),
           (-0.074,  2.93e+08),
           (-0.071,  3.42e+08),
           (-0.067,  1.09e+09),
           (-0.061,  2.79e+08),
           (-0.057,  5.52e+08),
           (-0.054, -3.78e+08),
           (-0.051,  2.04e+08),
           (-0.047,  1.07e+09),
           (-0.044, -2.44e+07),
           (-0.040,  1.30e+09),
           (-0.037,  2.18e+09),
           (-0.034,  1.61e+09),
           (-0.030,  2.02e+09),
           (-0.027,  1.69e+09),
           (-0.024,  1.85e+09),
           (-0.020,  9.93e+08),
           (-0.017,  1.04e+09),
           (-0.013,  2.19e+09),
           (-0.010,  1.90e+09),
           (-0.007,  2.29e+09),
           (-0.003,  2.95e+09),
           ( 0.000,  1.68e+09),
           ( 0.003,  2.39e+09),
           ( 0.007,  3.73e+09),
           ( 0.010,  4.27e+09),
           ( 0.014,  6.19e+09),
           ( 0.017,  4.94e+09),
           ( 0.020,  5.58e+09),
           ( 0.024,  6.57e+09),
           ( 0.027,  9.68e+09),
           ( 0.030,  1.09e+10),
           ( 0.034,  1.08e+10),
           ( 0.037,  1.26e+10),
           ( 0.040,  1.32e+10),
           ( 0.044,  9.75e+09),
           ( 0.047,  8.68e+09),
           ( 0.051,  7.82e+09),
           ( 0.054,  5.53e+09),
           ( 0.057,  5.29e+09),
           ( 0.064,  4.21e+09),
           ( 0.068,  5.11e+09),
           ( 0.071,  4.51e+09),
           ( 0.074,  3.68e+09),
           ( 0.078,  3.43e+09),
           ( 0.081,  2.78e+09),
           ( 0.084,  3.57e+09),
           ( 0.088,  3.14e+09),
           ( 0.091,  3.23e+09),
           ( 0.095,  2.60e+09),
           ( 0.098,  2.28e+09),
           ( 0.101,  2.24e+09),
           ( 0.108,  2.24e+09),
           ( 0.115,  2.78e+09),
           ( 0.118,  2.66e+09),
           ( 0.122,  2.21e+09),
           ( 0.128,  3.55e+09),
           ( 0.132,  2.31e+09),
           ( 0.135,  2.70e+09),
           ( 0.138,  2.86e+09),
           ( 0.142,  2.75e+09),
           ( 0.145,  2.56e+09),
           ( 0.149,  2.86e+09),
           ( 0.152,  2.90e+09),
           ( 0.155,  2.49e+09),
           ( 0.159,  3.48e+09),
           ( 0.162,  2.15e+09),
