Bolide Detection Notification: 2015-093

At 01:39:38 UT on 03 Apr 2015, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 8.4 °N, Lon 157.9 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 2.28e+10 watts/steradian, and total radiated flash
energy 4.24e+10 joules (6000K blackbody model).

Intensity-time signature of the event and integrated intensity are depicted on the
plots below.

Columns: time, intensity (w/sr)
Intensity=[(-0.199, -9.54e+08),
           (-0.196,  9.02e+08),
           (-0.192, -1.21e+08),
           (-0.189,  4.55e+06),
           (-0.186,  1.64e+08),
           (-0.182,  6.92e+08),
           (-0.179,  1.33e+09),
           (-0.176,  1.36e+09),
           (-0.169, -1.25e+08),
           (-0.165, -1.28e+09),
           (-0.162, -2.19e+08),
           (-0.159,  3.28e+08),
           (-0.155, -5.13e+07),
           (-0.152, -9.06e+08),
           (-0.149,  8.94e+08),
           (-0.145,  9.07e+08),
           (-0.142, -5.92e+07),
           (-0.138, -1.35e+09),
           (-0.135,  1.28e+09),
           (-0.132,  3.84e+08),
           (-0.128,  4.73e+08),
           (-0.125, -3.68e+07),
           (-0.121,  1.67e+09),
           (-0.118, -1.47e+08),
           (-0.115,  2.60e+08),
           (-0.111, -1.38e+09),
           (-0.108,  4.12e+08),
           (-0.105,  4.90e+08),
           (-0.101, -6.16e+07),
           (-0.098, -1.20e+09),
           (-0.095,  5.27e+08),
           (-0.091, -6.12e+07),
           (-0.088,  1.07e+09),
           (-0.084, -5.67e+08),
           (-0.081,  8.17e+08),
           (-0.078,  4.31e+08),
           (-0.074, -8.98e+08),
           (-0.071,  6.15e+08),
           (-0.068,  1.10e+09),
           (-0.064, -1.45e+09),
           (-0.061,  2.07e+08),
           (-0.057, -6.63e+07),
           (-0.054,  8.36e+08),
           (-0.051,  1.47e+09),
           (-0.047, -2.24e+08),
           (-0.044, -2.41e+07),
           (-0.040,  1.03e+08),
           (-0.037,  1.37e+09),
           (-0.034,  1.04e+09),
           (-0.030, -2.95e+08),
           (-0.027, -6.16e+08),
           (-0.024,  1.54e+09),
           (-0.020,  7.33e+08),
           (-0.017,  8.51e+08),
           (-0.014,  1.52e+09),
           (-0.010,  1.90e+09),
           (-0.007,  3.19e+09),
           (-0.003,  3.66e+09),
           ( 0.000,  5.23e+09),
           ( 0.003,  6.03e+09),
           ( 0.007,  6.11e+09),
           ( 0.010,  5.76e+09),
           ( 0.014,  6.79e+09),
           ( 0.017,  8.84e+09),
           ( 0.020,  9.37e+09),
           ( 0.024,  8.70e+09),
           ( 0.027,  7.95e+09),
           ( 0.030,  9.48e+09),
           ( 0.034,  8.43e+09),
           ( 0.037,  8.90e+09),
           ( 0.040,  1.12e+10),
           ( 0.044,  1.27e+10),
           ( 0.047,  1.36e+10),
           ( 0.051,  1.54e+10),
           ( 0.054,  1.67e+10),
           ( 0.057,  1.64e+10),
           ( 0.061,  1.88e+10),
           ( 0.064,  1.87e+10),
           ( 0.067,  1.90e+10),
           ( 0.071,  1.96e+10),
           ( 0.074,  1.79e+10),
           ( 0.078,  1.97e+10),
           ( 0.084,  2.28e+10),
           ( 0.088,  2.19e+10),
           ( 0.091,  2.10e+10),
           ( 0.094,  2.12e+10),
           ( 0.101,  2.03e+10),
           ( 0.105,  2.07e+10),
           ( 0.108,  2.12e+10),
           ( 0.111,  2.00e+10),
           ( 0.115,  1.61e+10),
           ( 0.118,  1.99e+10),
           ( 0.121,  1.94e+10),
           ( 0.125,  1.92e+10),
           ( 0.128,  1.83e+10),
           ( 0.132,  1.77e+10),
           ( 0.135,  1.76e+10),
           ( 0.138,  1.59e+10),
           ( 0.142,  1.59e+10),
           ( 0.145,  1.62e+10),
           ( 0.149,  1.42e+10),
           ( 0.152,  1.55e+10),
           ( 0.155,  1.34e+10),
           ( 0.159,  1.33e+10),
           ( 0.162,  1.43e+10),
           ( 0.165,  1.19e+10),
           ( 0.169,  1.09e+10),
           ( 0.172,  1.30e+10),
           ( 0.175,  1.10e+10),
           ( 0.179,  1.03e+10),
           ( 0.182,  1.14e+10),
           ( 0.186,  1.03e+10),
           ( 0.189,  8.23e+09),
           ( 0.192,  9.10e+09),
           ( 0.196,  1.08e+10),
           ( 0.199,  9.64e+09),
           ( 0.202,  7.79e+09),
           ( 0.206,  5.75e+09),
           ( 0.209,  7.02e+09),
           ( 0.213,  7.22e+09),
           ( 0.216,  5.48e+09),
           ( 0.219,  7.05e+09),
           ( 0.223,  5.41e+09),
           ( 0.226,  4.88e+09),
           ( 0.229,  3.48e+09),
           ( 0.233,  4.17e+09),
           ( 0.236,  4.40e+09),
           ( 0.240,  2.28e+09),
           ( 0.243,  2.00e+09),
           ( 0.246,  2.04e+09),
           ( 0.250,  3.70e+09),
           ( 0.253,  3.31e+09),
           ( 0.257,  3.29e+09),
           ( 0.260,  1.89e+09),
           ( 0.263,  2.43e+09),
           ( 0.267,  2.68e+09),
           ( 0.270,  1.26e+09),
           ( 0.273,  1.82e+09),
           ( 0.277,  1.19e+09),
           ( 0.280,  2.54e+09),
           ( 0.283,  2.32e+09),
           ( 0.287,  3.56e+09),
           ( 0.294,  1.81e+09),
           ( 0.297,  1.66e+09),
           ( 0.300,  1.98e+09),
           ( 0.304,  5.13e+08),
           ( 0.307,  1.02e+09),
           ( 0.310,  1.06e+09),
