Bolide Detection Notification: 2018-109

At 14:02:27 UT on 19 Apr 2018, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 7.5 °N, Lon 3.6 °E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 8.92e+09 watts/steradian, and total radiated flash
energy 2.73e+10 joules (6000K blackbody model).

Intensity-time signature of the event and integrated intensity are depicted on the
plots below.

Columns: time, intensity (w/sr)
Intensity=[(-0.439, -5.08e+08),
           (-0.435,  1.00e+09),
           (-0.432, -1.48e+09),
           (-0.429, -8.68e+07),
           (-0.425,  4.79e+07),
           (-0.422,  7.29e+08),
           (-0.418, -2.46e+08),
           (-0.415, -9.82e+07),
           (-0.412,  4.63e+08),
           (-0.408,  4.48e+08),
           (-0.405, -2.11e+08),
           (-0.402, -1.22e+09),
           (-0.398,  1.36e+08),
           (-0.395,  3.36e+08),
           (-0.391,  8.12e+08),
           (-0.388,  4.17e+06),
           (-0.385, -3.25e+08),
           (-0.381, -7.81e+08),
           (-0.378, -1.07e+09),
           (-0.375, -8.74e+06),
           (-0.371,  1.24e+09),
           (-0.368, -3.86e+08),
           (-0.364, -4.38e+08),
           (-0.361,  2.26e+08),
           (-0.358, -3.27e+08),
           (-0.354, -2.44e+08),
           (-0.351, -4.98e+08),
           (-0.348, -5.57e+08),
           (-0.344,  6.95e+08),
           (-0.341, -1.37e+09),
           (-0.337, -2.28e+09),
           (-0.331,  9.38e+08),
           (-0.327, -2.60e+09),
           (-0.324, -4.84e+08),
           (-0.321,  7.54e+08),
           (-0.317, -4.35e+08),
           (-0.314, -8.48e+08),
           (-0.310, -2.90e+08),
           (-0.307, -3.95e+08),
           (-0.304, -5.76e+08),
           (-0.300, -7.88e+07),
           (-0.297, -2.08e+09),
           (-0.294,  8.23e+08),
           (-0.290,  6.25e+07),
           (-0.287,  1.77e+08),
           (-0.283,  6.13e+08),
           (-0.280,  2.63e+08),
           (-0.277,  6.34e+08),
           (-0.273, -1.73e+08),
           (-0.270, -7.05e+08),
           (-0.267, -1.38e+08),
           (-0.263, -8.21e+08),
           (-0.260, -6.55e+08),
           (-0.256,  1.18e+09),
           (-0.253,  6.20e+08),
           (-0.250,  1.11e+09),
           (-0.246, -3.35e+08),
           (-0.243, -4.95e+08),
           (-0.240, -1.26e+09),
           (-0.236, -8.40e+08),
           (-0.233,  4.53e+08),
           (-0.229, -1.90e+08),
           (-0.226,  1.02e+09),
           (-0.223,  2.56e+08),
           (-0.219, -2.40e+08),
           (-0.216, -8.55e+08),
           (-0.213, -8.15e+08),
           (-0.209,  1.17e+08),
           (-0.206, -3.02e+08),
           (-0.202, -6.58e+05),
           (-0.199, -1.92e+09),
           (-0.196, -6.62e+08),
           (-0.192,  1.07e+08),
           (-0.189, -1.78e+09),
           (-0.186,  1.46e+09),
           (-0.182,  4.76e+08),
           (-0.179, -1.73e+08),
           (-0.175, -4.96e+08),
           (-0.172, -3.83e+08),
           (-0.169,  1.55e+09),
           (-0.165,  5.03e+08),
           (-0.162, -9.06e+08),
           (-0.159,  1.34e+08),
           (-0.155, -1.68e+08),
           (-0.152,  4.67e+08),
           (-0.148,  8.67e+07),
           (-0.145,  4.91e+07),
           (-0.142, -6.49e+08),
           (-0.138,  1.63e+09),
           (-0.135,  1.19e+09),
           (-0.132, -5.28e+08),
           (-0.128, -2.52e+08),
           (-0.125, -2.41e+08),
           (-0.121, -1.60e+09),
           (-0.118,  4.00e+08),
           (-0.115, -3.50e+08),
           (-0.111,  2.03e+09),
           (-0.108, -4.50e+08),
           (-0.105, -1.15e+09),
           (-0.101, -9.08e+08),
           (-0.098, -1.27e+08),
           (-0.094,  5.11e+08),
           (-0.091, -3.17e+08),
           (-0.088, -8.85e+08),
           (-0.084,  4.00e+08),
           (-0.081, -1.20e+09),
           (-0.078, -4.81e+08),
           (-0.074,  1.62e+09),
           (-0.071,  1.46e+08),
           (-0.067,  6.62e+07),
           (-0.064, -3.06e+08),
           (-0.061,  2.02e+09),
           (-0.057,  6.16e+08),
           (-0.054, -1.96e+09),
           (-0.051,  8.24e+08),
           (-0.047,  5.05e+08),
           (-0.044, -3.71e+08),
           (-0.040,  7.39e+08),
           (-0.037,  2.46e+09),
           (-0.034,  1.80e+09),
           (-0.030,  8.13e+08),
           (-0.027,  3.35e+09),
           (-0.024,  3.08e+09),
           (-0.020,  1.17e+09),
           (-0.017,  2.76e+09),
           (-0.013,  1.80e+09),
           (-0.010,  1.06e+09),
           (-0.007,  1.49e+09),
           (-0.003,  2.08e+09),
           ( 0.000,  3.07e+09),
           ( 0.003,  4.38e+09),
           ( 0.007,  3.44e+09),
           ( 0.010,  2.94e+09),
           ( 0.014,  3.42e+09),
           ( 0.017,  3.55e+09),
           ( 0.020,  3.06e+09),
           ( 0.027,  1.35e+09),
           ( 0.030,  1.57e+09),
           ( 0.034,  1.50e+09),
           ( 0.037,  2.79e+09),
           ( 0.041,  3.28e+09),
           ( 0.044,  1.26e+09),
           ( 0.047,  2.13e+09),
           ( 0.051,  2.19e+09),
           ( 0.054,  2.20e+09),
           ( 0.057,  8.59e+08),
           ( 0.061,  2.97e+09),
           ( 0.064,  2.64e+09),
           ( 0.068,  2.86e+09),
           ( 0.074,  2.63e+09),
           ( 0.078,  1.39e+09),
           ( 0.081,  1.87e+09),
           ( 0.084,  6.31e+08),
           ( 0.088,  2.64e+09),
           ( 0.091,  3.08e+09),
           ( 0.095,  1.46e+09),
           ( 0.098,  1.39e+09),
           ( 0.101,  2.82e+09),
           ( 0.105,  2.21e+09),
           ( 0.108,  2.49e+09),
           ( 0.111,  1.76e+09),
           ( 0.115,  3.28e+09),
           ( 0.118,  2.71e+09),
           ( 0.122,  3.41e+09),
           ( 0.125,  1.51e+07),
           ( 0.128,  1.26e+09),
           ( 0.132,  1.47e+09),
           ( 0.135,  8.89e+08),
           ( 0.138,  5.38e+08),
           ( 0.145,  2.35e+09),
           ( 0.149,  2.47e+09),
           ( 0.152,  9.39e+08),
           ( 0.155,  1.60e+09),
           ( 0.159,  2.77e+09),
           ( 0.162,  1.70e+09),
           ( 0.165,  3.47e+09),
           ( 0.169,  2.74e+09),
           ( 0.172,  1.31e+09),
           ( 0.176,  2.93e+09),
           ( 0.179,  2.13e+09),
           ( 0.182,  2.14e+09),
           ( 0.186,  2.26e+09),
           ( 0.189,  1.03e+09),
           ( 0.192,  1.56e+09),
           ( 0.196,  2.31e+09),
           ( 0.199,  2.37e+09),
           ( 0.203,  1.02e+09),
           ( 0.206,  1.84e+09),
           ( 0.209,  1.54e+09),
           ( 0.213,  9.78e+08),
           ( 0.216,  2.72e+09),
           ( 0.219,  2.41e+09),
           ( 0.223,  2.36e+09),
           ( 0.226,  2.05e+09),
           ( 0.230,  2.39e+09),
           ( 0.233,  3.00e+09),
           ( 0.236,  1.80e+09),
           ( 0.243,  1.33e+09),
           ( 0.246,  3.42e+09),
           ( 0.250,  2.88e+08),
           ( 0.253,  4.49e+08),
           ( 0.257,  1.33e+09),
           ( 0.260,  2.39e+09),
           ( 0.263,  2.99e+09),
           ( 0.267,  2.06e+09),
           ( 0.270,  3.51e+08),
           ( 0.273,  1.80e+09),
           ( 0.277,  2.04e+09),
           ( 0.280,  3.34e+09),
           ( 0.284, -3.47e+07),
           ( 0.287,  1.35e+09),
           ( 0.290,  3.16e+09),
           ( 0.294,  1.42e+09),
           ( 0.297,  2.51e+09),
           ( 0.300,  2.19e+09),
           ( 0.304,  4.91e+08),
           ( 0.307,  9.49e+08),
           ( 0.311,  3.43e+09),
           ( 0.314,  1.43e+09),
           ( 0.317,  2.17e+09),
           ( 0.321,  4.16e+08),
           ( 0.324,  1.32e+09),
           ( 0.327,  1.73e+09),
           ( 0.331,  3.18e+09),
           ( 0.334,  1.44e+09),
           ( 0.338,  1.71e+09),
           ( 0.341,  2.55e+09),
           ( 0.344,  2.50e+09),
           ( 0.348, -4.18e+07),
           ( 0.351,  1.22e+09),
           ( 0.354,  1.63e+09),
           ( 0.358,  1.47e+09),
           ( 0.361,  1.85e+09),
           ( 0.365,  1.51e+09),
           ( 0.368,  3.03e+09),
           ( 0.371,  1.66e+08),
           ( 0.375, -1.30e+09),
           ( 0.378,  8.06e+07),
           ( 0.381,  1.20e+09),
           ( 0.385,  1.75e+09),
           ( 0.388, -4.17e+07),
           ( 0.392,  1.21e+09),
           ( 0.395,  3.81e+08),
           ( 0.398,  1.98e+09),
           ( 0.402,  1.86e+09),
           ( 0.405,  2.10e+08),
           ( 0.408, -2.77e+08),
           ( 0.412,  1.63e+09),
           ( 0.415,  1.15e+09),
           ( 0.419, -8.05e+08),
           ( 0.422,  1.44e+09),
           ( 0.425,  1.03e+09),
           ( 0.429, -7.11e+07),
           ( 0.432,  2.23e+09),
           ( 0.435,  1.32e+09),
           ( 0.439,  2.28e+09),
           ( 0.442,  1.93e+09),
           ( 0.446,  2.63e+09),
           ( 0.449,  1.02e+09),
           ( 0.452,  1.16e+09),
           ( 0.456,  2.68e+09),
           ( 0.459,  1.74e+09),
           ( 0.462,  1.49e+09),
           ( 0.466, -4.79e+08),
