Bolide Detection Notification: 2015-250

At 01:41:18 UT on 07 Sep 2015, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 14.4 °N, Lon 98.9 °E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 4.29e+11 watts/steradian, and total radiated flash
energy 1.80e+12 joules (6000K blackbody model).

Intensity-time signature of the event and integrated intensity are depicted on the
plots below.

Columns: time, intensity (w/sr)
Intensity=[(-0.500,  2.71e+08),
           (-0.496,  1.10e+09),
           (-0.493,  1.56e+08),
           (-0.489,  1.46e+09),
           (-0.486, -1.26e+08),
           (-0.483, -2.42e+08),
           (-0.479,  1.18e+09),
           (-0.476,  3.79e+08),
           (-0.473, -9.56e+08),
           (-0.469, -2.99e+08),
           (-0.466,  2.47e+09),
           (-0.462,  2.78e+08),
           (-0.456, -6.47e+08),
           (-0.452,  5.14e+08),
           (-0.446,  3.67e+08),
           (-0.442,  1.43e+09),
           (-0.435,  2.46e+08),
           (-0.432,  1.47e+09),
           (-0.429,  1.33e+09),
           (-0.425, -8.20e+07),
           (-0.422,  1.68e+09),
           (-0.419,  1.62e+09),
           (-0.415,  1.03e+08),
           (-0.412, -8.33e+07),
           (-0.408,  1.05e+09),
           (-0.405,  7.05e+08),
           (-0.402,  9.92e+08),
           (-0.398,  7.58e+08),
           (-0.395,  1.66e+09),
           (-0.392,  2.01e+09),
           (-0.388,  6.43e+08),
           (-0.385,  7.29e+08),
           (-0.381,  1.70e+09),
           (-0.378,  6.52e+08),
           (-0.371, -7.78e+07),
           (-0.368,  9.86e+08),
           (-0.365,  8.57e+07),
           (-0.361,  8.29e+08),
           (-0.358,  5.13e+08),
           (-0.354,  9.50e+08),
           (-0.351, -1.00e+08),
           (-0.348,  4.04e+08),
           (-0.344,  1.96e+09),
           (-0.341, -4.69e+08),
           (-0.338,  1.72e+09),
           (-0.334,  9.90e+08),
           (-0.331,  1.49e+09),
           (-0.327, -4.78e+08),
           (-0.324,  3.86e+08),
           (-0.321, -4.35e+08),
           (-0.317,  4.45e+08),
           (-0.314, -6.55e+08),
           (-0.310,  8.50e+08),
           (-0.300,  9.01e+08),
           (-0.297,  5.42e+07),
           (-0.294, -3.27e+08),
           (-0.290,  9.74e+08),
           (-0.287,  1.50e+09),
