,packed_desig,year,obs
252000316,C9072,C2005,o7494G96
252000317,C9072,C2005,o7494G96
252000318,C9072,C2005,o7494G96
252000319,C9072,C2005,o7494G96
252000320,C9072,C2005,p2088G96
252000321,C9072,C2005,p2088G96
252000322,C9072,C2005,p2088G96
252000323,C9072,C2005,p3704G96
252000324,C9072,C2005,p3704G96
252000325,C9072,C2005,p3704G96
252000326,C9072,C2005,p3704G96
252000342,C9072,C2006,q0457G96
252000343,C9072,C2006,q0457G96
252000344,C9072,C2006,q0457G96
252000345,C9072,C2006,q0457G96
252000346,C9072,C2007,u2239703
252000347,C9072,C2007,u2239703
252000348,C9072,C2007,u2239703
252000349,C9072,C2007,u2239703
252000356,C9072,C2008,z1302G96
252000357,C9072,C2008,z1302G96
252000358,C9072,C2008,z1302G96
252000359,C9072,C2008,z1302G96
252000360,C9072,C2008,z2386703
252000361,C9072,C2008,z2386703
252000362,C9072,C2008,z2386703
252000363,C9072,C2008,z2386703
252000364,C9072,C2009,~09X3703
252000365,C9072,C2009,~09X3703
252000366,C9072,C2009,~09X3703
252000367,C9072,C2009,~09X3703
252000368,C9072,C2009,~0AUN703
252000369,C9072,C2009,~0AUN703
252000370,C9072,C2009,~0AUN703
252000371,C9072,C2009,~0AUN703
252000374,C9072,C2009,~0BBH703
252000375,C9072,C2009,~0BBH703
252000376,C9072,C2009,~0BBH703
252000377,C9072,C2009,~0BBH703
252000387,C9072,C2011,~0VhsG96
252000388,C9072,C2011,~0VhsG96
252000389,C9072,C2011,~0VhsG96
252000392,C9072,C2012,~0dJS703
252000393,C9072,C2012,~0dJS703
252000394,C9072,C2012,~0dJT703
252000395,C9072,C2012,~0dJT703
252000400,C9072,C2012,~0e0a703
252000401,C9072,C2012,~0e0a703
252000402,C9072,C2012,~0e0a703
252000868,C9073,C2005,m9118G96
252000869,C9073,C2005,m9118G96
252000870,C9073,C2005,m9118G96
252000871,C9073,C2005,m9118G96
252000876,C9073,C2006,q1820G96
252000878,C9073,C2006,q1820G96
252000879,C9073,C2006,q1820G96
252000880,C9073,C2006,q1820G96
252000886,C9073,C2006,q3845703
252000887,C9073,C2006,q3845703
252000888,C9073,C2006,q3845703
252000899,C9073,C2006,q8760G96
252000900,C9073,C2006,q8760G96
252000901,C9073,C2006,q8760G96
252000902,C9073,C2006,q8760G96
252000906,C9073,C2008,z6399G96
252000907,C9073,C2008,z6399G96
252000908,C9073,C2008,z6399G96
252000909,C9073,C2008,z6399G96
252000910,C9073,C2008,z7551G96
252000911,C9073,C2008,z7551G96
252000912,C9073,C2008,z7551G96
252000913,C9073,C2008,z7551G96
252000920,C9073,C2009,~0AAbG96
252000921,C9073,C2009,~0AAbG96
252000922,C9073,C2009,~0AAbG96
252000923,C9073,C2009,~0AAbG96
252000946,C9073,C2012,~0fYAG96
252000947,C9073,C2012,~0fYAG96
252000948,C9073,C2012,~0fYAG96
252000949,C9073,C2012,~0fYAG96
252001468,C9074,C2006,p7791G96
252001469,C9074,C2006,p7791G96
252001470,C9074,C2006,p7791G96
252001471,C9074,C2006,p7791G96
252001500,C9074,C2006,q5112G96
252001501,C9074,C2006,q5112G96
252001502,C9074,C2006,q5112G96
252001503,C9074,C2006,q5112G96
252001515,C9074,C2006,q8172703
252001516,C9074,C2006,q8172703
252001517,C9074,C2006,q8172703
252001518,C9074,C2006,q8172703
252001519,C9074,C2007,u8741G96
252001520,C9074,C2007,u8741G96
252001521,C9074,C2007,u8741G96
252001522,C9074,C2007,u8741G96
252001532,C9074,C2009,~09Fa703
252001533,C9074,C2009,~09Fa703
252001534,C9074,C2009,~09Fa703
252001535,C9074,C2009,~09Fa703
252001536,C9074,C2009,~09vgG96
252001537,C9074,C2009,~09vgG96
252001538,C9074,C2009,~09vgG96
252001539,C9074,C2009,~09vgG96
252001540,C9074,C2009,~0AUN703
252001541,C9074,C2009,~0AUN703
252001542,C9074,C2009,~0AUN703
252001543,C9074,C2009,~0AUN703
252001548,C9074,C2009,~0ArK703
252001549,C9074,C2009,~0ArK703
252001550,C9074,C2009,~0ArK703
252001551,C9074,C2009,~0BBH703
252001552,C9074,C2009,~0BBH703
252001553,C9074,C2009,~0BBH703
252001554,C9074,C2009,~0BBH703
252001555,C9074,C2009,~0BBH703
252001556,C9074,C2009,~0BBH703
252001557,C9074,C2009,~0BBH703
252001558,C9074,C2009,~0BBH703
252001559,C9074,C2009,~0BZI703
252001560,C9074,C2009,~0BZI703
252001561,C9074,C2009,~0BZI703
252001562,C9074,C2009,~0BZI703
252001602,C9074,C2011,~0SPU703
252001603,C9074,C2011,~0SPU703
252001604,C9074,C2011,~0SPU703
252001611,C9074,C2011,~0SrzG96
252001613,C9074,C2011,~0SrzG96
252001614,C9074,C2011,~0SrzG96
252001616,C9074,C2011,~0SrzG96
252001617,C9074,C2011,~0T50703
252001618,C9074,C2011,~0T50703
252001619,C9074,C2011,~0T50703
252001620,C9074,C2011,~0T50703
252001624,C9074,C2011,~0T50G96
252001625,C9074,C2011,~0T50G96
252001626,C9074,C2011,~0T50G96
252001627,C9074,C2011,~0T50G96
252001632,C9074,C2011,~0TPNG96
252001633,C9074,C2011,~0TPNG96
252001634,C9074,C2011,~0TPNG96
252001642,C9074,C2011,~0WOCG96
252001643,C9074,C2011,~0WOCG96
252001644,C9074,C2011,~0WOCG96
252001645,C9074,C2011,~0WOCG96
252001664,C9074,C2012,~0h6FG96
252001665,C9074,C2012,~0h6FG96
252001666,C9074,C2012,~0h6FG96
252001667,C9074,C2012,~0h6FG96
252002156,C9075,C2006,p9905703
252002157,C9075,C2006,p9905703
252002158,C9075,C2006,p9905703
252002159,C9075,C2006,p9905703
252002166,C9075,C2006,q0457703
252002167,C9075,C2006,q0457703
252002169,C9075,C2006,q0457703
252002170,C9075,C2006,q0457703
252002179,C9075,C2007,u7890703
252002180,C9075,C2007,u7890703
252002181,C9075,C2007,u7890703
252002182,C9075,C2007,u7890703
252002183,C9075,C2007,u8741703
252002184,C9075,C2007,u8741703
252002185,C9075,C2007,u8741703
252002186,C9075,C2007,u8741703
252002187,C9075,C2007,u8741G96
252002188,C9075,C2007,u8741G96
252002189,C9075,C2007,u8741G96
252002190,C9075,C2007,u8741G96
252002194,C9075,C2007,v0021703
252002195,C9075,C2007,v0021703
252002197,C9075,C2007,v0021703
252002198,C9075,C2007,v0021703
252002199,C9075,C2007,v0398G96
252002200,C9075,C2007,v0398G96
252002201,C9075,C2007,v0398G96
252002202,C9075,C2007,v0398G96
252002203,C9075,C2007,v0398703
252002204,C9075,C2007,v0398703
252002205,C9075,C2007,v0398703
252002206,C9075,C2007,v0398703
252002207,C9075,C2007,v0670703
252002208,C9075,C2007,v0670703
252002209,C9075,C2007,v0670703
252002210,C9075,C2007,v0670703
252002211,C9075,C2007,v1344703
252002212,C9075,C2007,v1344703
252002213,C9075,C2007,v1344703
252002214,C9075,C2007,v1344703
252002221,C9075,C2010,~0QUo703
252002222,C9075,C2010,~0QUo703
252002223,C9075,C2010,~0QUo703
252002224,C9075,C2010,~0QUo703
252002225,C9075,C2010,~0QUo703
252002230,C9075,C2010,~0QUoG96
252002231,C9075,C2010,~0QUoG96
252002232,C9075,C2010,~0QUoG96
252002233,C9075,C2010,~0QUoG96
252002245,C9075,C2011,~0Rhx703
252002246,C9075,C2011,~0Rhx703
252002247,C9075,C2011,~0Rhx703
252002248,C9075,C2011,~0Rhx703
252002249,C9075,C2011,~0S8TG96
252002250,C9075,C2011,~0S8TG96
252002251,C9075,C2011,~0S8TG96
252002252,C9075,C2011,~0S8TG96
252002253,C9075,C2011,~0TPNG96
252002254,C9075,C2011,~0TPNG96
252002255,C9075,C2011,~0TPNG96
252002256,C9075,C2011,~0TPNG96
252002257,C9075,C2011,~0UlJG96
252002258,C9075,C2011,~0UlJG96
252002259,C9075,C2011,~0UlJG96
252002260,C9075,C2011,~0UlJG96
252002261,C9075,C2011,~0UlJG96
252002262,C9075,C2012,~0cwp703
252002263,C9075,C2012,~0cwp703
252002264,C9075,C2012,~0cwp703
252002265,C9075,C2012,~0cwp703
252002266,C9075,C2012,~0e0a703
252002267,C9075,C2012,~0e0a703
252002268,C9075,C2012,~0e0a703
252002269,C9075,C2012,~0e0a703
252002274,C9075,C2012,~0eSv703
252002275,C9075,C2012,~0eSv703
252002276,C9075,C2012,~0eSv703
252002277,C9075,C2012,~0eSv703
252002278,C9075,C2012,~0eSv703
252002279,C9075,C2012,~0eSv703
252002280,C9075,C2012,~0eSv703
252002281,C9075,C2012,~0eSv703
252002295,C9075,C2012,~0f7K703
252002296,C9075,C2012,~0f7K703
252002297,C9075,C2012,~0f7K703
252002298,C9075,C2012,~0f7K703
252002299,C9075,C2012,~0fYA703
252002300,C9075,C2012,~0fYA703
252002301,C9075,C2012,~0fYA703
252002302,C9075,C2012,~0fYA703
252002303,C9075,C2012,~0fYAG96
252002304,C9075,C2012,~0fYAG96
252002305,C9075,C2012,~0fYAG96
252002306,C9075,C2012,~0fYAG96
252002307,C9075,C2012,~0h6F703
252002308,C9075,C2012,~0h6F703
252002309,C9075,C2012,~0h6F703
252002310,C9075,C2012,~0h6F703
252003043,C9076,C2005,o4000G96
252003044,C9076,C2005,o4000G96
252003045,C9076,C2005,o4000G96
252003046,C9076,C2005,o4000G96
252003069,C9076,C2006,q1821703
252003070,C9076,C2006,q1821703
252003071,C9076,C2006,q1821703
252003072,C9076,C2006,q1821703
252003073,C9076,C2007,u4362703
252003074,C9076,C2007,u4362703
252003075,C9076,C2007,u4362703
252003076,C9076,C2007,u4362703
252003081,C9076,C2007,u8741703
252003082,C9076,C2007,u8741703
252003083,C9076,C2007,u8741703
252003084,C9076,C2007,u8741703
252003085,C9076,C2007,v0021703
252003086,C9076,C2007,v0021703
252003087,C9076,C2007,v0021703
252003088,C9076,C2009,~09X3703
252003089,C9076,C2009,~09X3703
252003090,C9076,C2009,~09X3703
252003091,C9076,C2009,~09X3703
252003092,C9076,C2009,~0ArK703
252003093,C9076,C2009,~0ArK703
252003094,C9076,C2009,~0ArK703
252003095,C9076,C2009,~0ArK703
252003096,C9076,C2009,~0BZI703
252003097,C9076,C2009,~0BZI703
252003098,C9076,C2009,~0BZI703
252003099,C9076,C2009,~0BZI703
252003100,C9076,C2011,~0REzG96
252003101,C9076,C2011,~0REzG96
252003102,C9076,C2011,~0REzG96
252003103,C9076,C2011,~0REzG96
252003107,C9076,C2011,~0VRIG96
252003108,C9076,C2011,~0VRIG96
252003109,C9076,C2011,~0VRIG96
252003110,C9076,C2011,~0VRIG96
252003111,C9076,C2012,~0dJTG96
252003112,C9076,C2012,~0dJTG96
252003113,C9076,C2012,~0dJTG96
252003114,C9076,C2012,~0dJTG96
252003115,C9076,C2012,~0eni703
252003116,C9076,C2012,~0eni703
252003117,C9076,C2012,~0eni703
252003118,C9076,C2012,~0eni703
252003119,C9076,C2012,~0eniG96
252003120,C9076,C2012,~0eniG96
252003121,C9076,C2012,~0eniG96
252003122,C9076,C2012,~0eniG96
252003130,C9076,C2012,~0f7K703
252003131,C9076,C2012,~0f7K703
252003132,C9076,C2012,~0f7K703
252003133,C9076,C2012,~0f7K703
252003136,C9076,C2012,~0fYA703
252003137,C9076,C2012,~0fYA703
252003138,C9076,C2012,~0fYA703
252003139,C9076,C2012,~0fYA703
252003145,C9076,C2012,~0fnp703
252003146,C9076,C2012,~0fnp703
252003147,C9076,C2012,~0fnp703
252003148,C9076,C2012,~0fnp703
252003152,C9076,C2012,~0hjVG96
252003153,C9076,C2012,~0hjVG96
252003154,C9076,C2012,~0hjVG96
252003155,C9076,C2012,~0hjVG96
252003792,C9077,C2006,q0458703
252003793,C9077,C2006,q0458703
252003794,C9077,C2006,q0458703
252003795,C9077,C2006,q0458703
252003808,C9077,C2006,q5112703
252003809,C9077,C2006,q5112703
252003810,C9077,C2006,q5112703
252003811,C9077,C2006,q5112703
252003815,C9077,C2007,u8741G96
252003816,C9077,C2007,u8741G96
252003817,C9077,C2007,u8741G96
252003818,C9077,C2007,u8741G96
252003819,C9077,C2007,v0021703
252003820,C9077,C2007,v0021703
252003821,C9077,C2007,v0021703
252003822,C9077,C2007,v0021703
252003827,C9077,C2007,v0021G96
252003828,C9077,C2007,v0021G96
252003829,C9077,C2007,v0021G96
252003830,C9077,C2007,v0021G96
252003831,C9077,C2009,~09Fa703
252003832,C9077,C2009,~09Fa703
252003833,C9077,C2009,~09Fa703
252003834,C9077,C2009,~09Fa703
252003835,C9077,C2009,~0AUN703
252003836,C9077,C2009,~0AUN703
252003837,C9077,C2009,~0AUN703
252003838,C9077,C2010,~0ODwG96
252003839,C9077,C2010,~0ODwG96
252003840,C9077,C2010,~0ODwG96
252003841,C9077,C2010,~0ODwG96
252003842,C9077,C2010,~0PCaG96
252003843,C9077,C2010,~0PCaG96
252003844,C9077,C2010,~0PCaG96
252003845,C9077,C2010,~0PCaG96
252003846,C9077,C2010,~0QUoG96
252003847,C9077,C2010,~0QUoG96
252003848,C9077,C2010,~0QUoG96
252003849,C9077,C2010,~0QUoG96
252003850,C9077,C2010,~0QUoG96
252003851,C9077,C2010,~0QUoG96
252003852,C9077,C2010,~0QUoG96
252003853,C9077,C2010,~0QUo703
252003854,C9077,C2010,~0QUo703
252003855,C9077,C2010,~0QUo703
252003856,C9077,C2010,~0QUo703
252003865,C9077,C2011,~0Rhx703
252003866,C9077,C2011,~0Rhx703
