,packed_desig,year,obs
284000047,H1728,C2005,m7106703
284000048,H1728,C2005,m7106703
284000049,H1728,C2005,m7106703
284000050,H1728,C2005,m7106703
284000054,H1728,C2005,m7793G96
284000055,H1728,C2005,m7793G96
284000056,H1728,C2005,m7793G96
284000057,H1728,C2005,m7793G96
284000066,H1728,C2005,m7793G96
284000068,H1728,C2005,m7793G96
284000069,H1728,C2005,m7793G96
284000070,H1728,C2005,m7793G96
284000079,H1728,C2005,n0618G96
284000080,H1728,C2005,n0618G96
284000081,H1728,C2005,n0618G96
284000082,H1728,C2005,n0618G96
284000083,H1728,C2005,n3861G96
284000084,H1728,C2005,n3861G96
284000085,H1728,C2005,n3861G96
284000086,H1728,C2005,n3861G96
284000087,H1728,C2006,r3824G96
284000088,H1728,C2006,r3824G96
284000089,H1728,C2006,r3824G96
284000090,H1728,C2006,r3824G96
284000108,H1728,C2008,x4080G96
284000109,H1728,C2008,x4080G96
284000110,H1728,C2008,x4080G96
284000111,H1728,C2008,x4080G96
284000122,H1728,C2009,~07QaG96
284000123,H1728,C2009,~07QaG96
284000124,H1728,C2009,~07QaG96
284000125,H1728,C2009,~07QaG96
284000126,H1728,C2010,~0NcU703
284000127,H1728,C2010,~0NcU703
284000128,H1728,C2010,~0NcU703
284000129,H1728,C2010,~0NcU703
284000130,H1728,C2010,~0OHgG96
284000131,H1728,C2010,~0OHgG96
284000132,H1728,C2010,~0OHgG96
284000133,H1728,C2010,~0OHgG96
284000134,H1728,C2010,~0OHg703
284000135,H1728,C2010,~0OHg703
284000136,H1728,C2010,~0OHg703
284000137,H1728,C2010,~0OHg703
284000139,H1728,C2010,~0OHg703
284000141,H1728,C2010,~0OHg703
284000143,H1728,C2010,~0OHg703
284000144,H1728,C2010,~0OHg703
284000155,H1728,C2010,~0Oi5G96
284000156,H1728,C2010,~0Oi5G96
284000157,H1728,C2010,~0Oi5G96
284000158,H1728,C2010,~0Oi5G96
284000176,H1728,C2010,~0PFw703
284000177,H1728,C2010,~0PFw703
284000178,H1728,C2010,~0PFw703
284000179,H1728,C2010,~0PFw703
284000180,H1728,C2010,~0Pdc703
284000181,H1728,C2010,~0Pdc703
284000182,H1728,C2010,~0Pdc703
284000183,H1728,C2010,~0Pdc703
284000184,H1728,C2010,~0Qak703
284000185,H1728,C2010,~0Qak703
284000186,H1728,C2010,~0Qak703
284000187,H1728,C2010,~0Qak703
284000194,H1728,C2012,~0g2BG96
284000195,H1728,C2012,~0g2BG96
284000196,H1728,C2012,~0g2BG96
284000197,H1728,C2012,~0g2BG96
284000201,H1728,C2012,~0gIk703
284000202,H1728,C2012,~0gIk703
284000203,H1728,C2012,~0gIk703
284000204,H1728,C2012,~0gIk703
284000211,H1728,C2012,~0gWmG96
284000212,H1728,C2012,~0gWmG96
284000213,H1728,C2012,~0gWmG96
284000214,H1728,C2012,~0gWmG96
284000791,H1729,C2005,m7106703
284000792,H1729,C2005,m7106703
284000793,H1729,C2005,m7106703
284000794,H1729,C2005,m7106703
284000795,H1729,C2005,m7793703
284000796,H1729,C2005,m7793703
284000797,H1729,C2005,m7793703
284000798,H1729,C2005,m7793703
284000799,H1729,C2005,m8927703
284000800,H1729,C2005,m8927703
284000801,H1729,C2005,m8927703
284000802,H1729,C2005,m8927703
284000811,H1729,C2009,~05oiG96
284000812,H1729,C2009,~05oiG96
284000813,H1729,C2009,~05oiG96
284000814,H1729,C2009,~05oiG96
284000815,H1729,C2009,~06qu703
284000816,H1729,C2009,~06qu703
284000817,H1729,C2009,~06qu703
284000818,H1729,C2009,~06qu703
284000829,H1729,C2009,~07Ff703
284000830,H1729,C2009,~07Ff703
284000831,H1729,C2009,~07Ff703
284000832,H1729,C2009,~07Ff703
284000833,H1729,C2010,~0MpO703
284000834,H1729,C2010,~0MpO703
284000835,H1729,C2010,~0MpO703
284000836,H1729,C2010,~0MpO703
284000842,H1729,C2010,~0NcU703
284000843,H1729,C2010,~0NcU703
284000844,H1729,C2010,~0NcU703
284000845,H1729,C2010,~0NcU703
284000846,H1729,C2010,~0OHg703
