,packed_desig,year,obs
412000033,y0219,C2011,~3VCHG96
412000034,y0219,C2011,~3VCHG96
412000035,y0219,C2011,~3VCHG96
412000036,y0219,C2011,~3VCHG96
412000037,y0219,C2011,~3VCHG96
412000038,y0219,C2011,~3VCHG96
412000039,y0219,C2011,~3VCHG96
412000152,y0220,C2006,~3j6sG96
412000153,y0220,C2006,~3j6sG96
412000154,y0220,C2006,~3j6sG96
412000155,y0220,C2006,~3j6sG96
412000209,y0221,C2007,~4Nbr703
412000210,y0221,C2007,~4Nbr703
412000211,y0221,C2007,~4Nbr703
412000212,y0221,C2007,~4Nbr703
412000305,y0222,C2009,~4NbtG96
412000306,y0222,C2009,~4NbtG96
412000307,y0222,C2009,~4NbtG96
412000308,y0222,C2009,~4NbtG96
412000309,y0222,C2010,~4NbtG96
412000310,y0222,C2010,~4NbtG96
412000311,y0222,C2010,~4NbtG96
412000312,y0222,C2010,~4NbtG96
412000317,y0222,C2011,~4NbtG96
412000318,y0222,C2011,~4NbtG96
412000319,y0222,C2011,~4NbtG96
412000320,y0222,C2011,~4NbtG96
412000377,y0223,C2011,~4usVG96
412000378,y0223,C2011,~4usVG96
412000379,y0223,C2011,~4usVG96
412000380,y0223,C2011,~4usVG96
412000381,y0223,C2012,~4usVG96
412000382,y0223,C2012,~4usVG96
412000383,y0223,C2012,~4usVG96
412000384,y0223,C2012,~4usVG96
412000508,y0224,C2007,~0YALG96
412000509,y0224,C2007,~0YALG96
412000510,y0224,C2007,~0YALG96
412000511,y0224,C2007,~0YALG96
412000541,y0224,C2011,~0YALG96
412000542,y0224,C2011,~0YALG96
412000543,y0224,C2011,~0YALG96
412000544,y0224,C2011,~0YALG96
412000548,y0224,C2011,~0YALG96
412000549,y0224,C2011,~0YALG96
412000550,y0224,C2011,~0YALG96
412000551,y0224,C2011,~0YALG96
412000552,y0224,C2011,~0Z9dG96
412000553,y0224,C2011,~0Z9dG96
412000554,y0224,C2011,~0Z9dG96
412000555,y0224,C2011,~0Z9dG96
412000556,y0224,C2011,~0Z9dG96
412000557,y0224,C2011,~0Z9dG96
412000558,y0224,C2011,~0Z9dG96
412000559,y0224,C2011,~0Z9dG96
412000782,y0226,C2007,~0hKAG96
412000783,y0226,C2007,~0hKAG96
412000784,y0226,C2007,~0hKAG96
412000785,y0226,C2007,~0hKAG96
412000786,y0226,C2010,~0Hb6G96
412000787,y0226,C2010,~0Hb6G96
412000788,y0226,C2010,~0Hb6G96
412000789,y0226,C2010,~0Hb6G96
412000809,y0226,C2011,~0YASG96
412000810,y0226,C2011,~0YASG96
412000811,y0226,C2011,~0YASG96
