,packed_desig,year,obs
366000232,a3778,C2005,n0844G96
366000233,a3778,C2005,n0844G96
366000234,a3778,C2005,n0844G96
366000235,a3778,C2005,n0844G96
366000238,a3778,C2005,~07c2G96
366000239,a3778,C2005,~07c2G96
366000240,a3778,C2005,~07c2G96
366000241,a3778,C2005,~07c2G96
366000260,a3778,C2010,~0MenG96
366000261,a3778,C2010,~0MenG96
366000262,a3778,C2010,~0MenG96
366000263,a3778,C2010,~0MenG96
366000401,a3779,C2005,n0893703
366000402,a3779,C2005,n0893703
366000403,a3779,C2005,n0893703
366000404,a3779,C2005,n0893703
366000419,a3779,C2009,~0pq6703
366000420,a3779,C2009,~0pq6703
366000421,a3779,C2009,~0pq6703
366000422,a3779,C2009,~0pq6703
366000447,a3779,C2011,~0rSiG96
366000448,a3779,C2011,~0rSiG96
366000449,a3779,C2011,~0rSjG96
366000450,a3779,C2011,~0rSjG96
366000451,a3779,C2011,~0rSjG96
366000452,a3779,C2011,~0rSjG96
366000453,a3779,C2011,~0rSjG96
366000763,a3780,C2005,n8472G96
366000764,a3780,C2005,n8472G96
366000765,a3780,C2005,n8472G96
366000766,a3780,C2005,n8472G96
366000767,a3780,C2005,n1828G96
366000768,a3780,C2005,n1828G96
366000769,a3780,C2005,n1828G96
366000770,a3780,C2005,n1828G96
366000774,a3780,C2005,n8472G96
366000775,a3780,C2005,n8472G96
366000776,a3780,C2005,n8472G96
366000777,a3780,C2005,n8472G96
366000778,a3780,C2007,~056JG96
366000779,a3780,C2007,~056JG96
366000780,a3780,C2007,~056JG96
366000781,a3780,C2007,~056JG96
366000787,a3780,C2007,~056JG96
366000788,a3780,C2007,~056JG96
366000789,a3780,C2007,~056JG96
366000790,a3780,C2007,~056JG96
366000791,a3780,C2008,~056JG96
366000792,a3780,C2008,~056JG96
366000793,a3780,C2008,~056JG96
366000794,a3780,C2008,~056JG96
366000959,a3781,C2005,~0DpvG96
366000960,a3781,C2005,~0DpvG96
366000961,a3781,C2005,~0DpvG96
366000962,a3781,C2005,~0DpvG96
366000963,a3781,C2005,n1850G96
366000964,a3781,C2005,n1850G96
366000965,a3781,C2005,n1850G96
366000966,a3781,C2005,n1850G96
366000970,a3781,C2009,~0DpvG96
366000971,a3781,C2009,~0DpvG96
366000972,a3781,C2009,~0DpvG96
366000973,a3781,C2009,~0DpvG96
366000974,a3781,C2009,~0DpvG96
366000975,a3781,C2009,~0DpvG96
366000976,a3781,C2009,~0DpvG96
366000977,a3781,C2009,~0DpvG96
366000978,a3781,C2011,~0Y6eG96
366000979,a3781,C2011,~0Y6eG96
366000980,a3781,C2011,~0Y6eG96
366000981,a3781,C2011,~0Y6eG96
366000986,a3781,C2011,~0ZSL703
366000987,a3781,C2011,~0ZSL703
366000988,a3781,C2011,~0ZSL703
366000989,a3781,C2011,~0ZSL703
366000994,a3781,C2011,~0Zwz703
366000995,a3781,C2011,~0Zwz703
366000996,a3781,C2011,~0Zwz703
366000997,a3781,C2011,~0Zwz703
366001004,a3781,C2011,~0Zwz703
366001005,a3781,C2011,~0Zwz703
366001006,a3781,C2011,~0Zwz703
366001007,a3781,C2011,~0Zwz703
366001015,a3781,C2011,~0ahb703
366001016,a3781,C2011,~0ahb703
366001017,a3781,C2011,~0ahb703
366001018,a3781,C2011,~0ahb703
366001019,a3781,C2011,~0b29703
366001020,a3781,C2011,~0b29703
366001021,a3781,C2011,~0b29703
366001022,a3781,C2011,~0b29703
366001258,a3782,C2005,n1850G96
366001259,a3782,C2005,n1850G96
366001260,a3782,C2005,n1850G96
366001261,a3782,C2005,n1850G96
366001300,a3782,C2009,~06KfG96
366001301,a3782,C2009,~06KfG96
366001302,a3782,C2009,~06KfG96
366001303,a3782,C2009,~06KfG96
366001304,a3782,C2010,~0K7HG96
366001305,a3782,C2010,~0K7HG96
366001306,a3782,C2010,~0K7HG96
366001307,a3782,C2010,~0K7IG96
366001558,a3783,C2005,z4493G96
366001559,a3783,C2005,z4493G96
366001560,a3783,C2005,z4493G96
366001561,a3783,C2005,z4493G96
366001562,a3783,C2005,z4493G96
366001563,a3783,C2005,z4493G96
366001564,a3783,C2005,z4493G96
366001565,a3783,C2005,z4493G96
366001566,a3783,C2005,n1869G96
366001567,a3783,C2005,n1869G96
366001568,a3783,C2005,n1869G96
366001569,a3783,C2005,n1869G96
366001573,a3783,C2005,z4493G96
366001574,a3783,C2005,z4493G96
366001575,a3783,C2005,z4493G96
366001576,a3783,C2005,z4493G96
366001583,a3783,C2009,~06KfG96
366001584,a3783,C2009,~06KfG96
366001585,a3783,C2009,~06KfG96
366001586,a3783,C2009,~06KfG96
366001587,a3783,C2009,~06sEG96
