# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
1.00000e-02,1.79826e+02,2.40000e-01,2.40000e+01,1.79826e+02,2.40000e-01,2.40000e+01,2.03686e-07,1.79826e+02,2.40000e-01,2.40000e+01,2.03686e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.25294e+00,-3.25294e+00,inf,4.78262e+00,4.78262e+00,-inf,1.64434e+01,4.35000e+05,4.35000e+05
2.00000e-02,1.79651e+02,4.80000e-01,2.40000e+01,1.79651e+02,4.80000e-01,2.40000e+01,2.08414e-07,1.79651e+02,4.80000e-01,2.40000e+01,2.08414e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.27785e+00,-3.27785e+00,inf,4.79258e+00,4.79258e+00,-inf,1.64534e+01,4.35000e+05,4.35000e+05
3.00000e-02,1.79477e+02,7.20000e-01,2.40000e+01,1.79477e+02,7.20000e-01,2.40000e+01,2.13170e-07,1.79477e+02,7.20000e-01,2.40000e+01,2.13170e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.30235e+00,-3.30235e+00,inf,4.80238e+00,4.80238e+00,-inf,1.64632e+01,4.35000e+05,4.35000e+05
4.00000e-02,1.79302e+02,9.60000e-01,2.40000e+01,1.79302e+02,9.60000e-01,2.40000e+01,2.17953e-07,1.79302e+02,9.60000e-01,2.40000e+01,2.17953e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.32645e+00,-3.32645e+00,inf,4.81202e+00,4.81202e+00,-inf,1.64728e+01,4.35000e+05,4.35000e+05
5.00000e-02,1.79128e+02,1.20000e+00,2.40000e+01,1.79128e+02,1.20000e+00,2.40000e+01,2.22761e-07,1.79128e+02,1.20000e+00,2.40000e+01,2.22761e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.35014e+00,-3.35014e+00,inf,4.82150e+00,4.82150e+00,-inf,1.64823e+01,4.35000e+05,4.35000e+05
6.00000e-02,1.78954e+02,1.44000e+00,2.40000e+01,1.78954e+02,1.44000e+00,2.40000e+01,2.27592e-07,1.78954e+02,1.44000e+00,2.40000e+01,2.27592e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.37343e+00,-3.37343e+00,inf,4.83081e+00,4.83081e+00,-inf,1.64916e+01,4.35000e+05,4.35000e+05
7.00000e-02,1.78779e+02,1.68000e+00,2.40000e+01,1.78779e+02,1.68000e+00,2.40000e+01,2.32444e-07,1.78779e+02,1.68000e+00,2.40000e+01,2.32444e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.39633e+00,-3.39633e+00,inf,4.83998e+00,4.83998e+00,-inf,1.65008e+01,4.35000e+05,4.35000e+05
8.00000e-02,1.78605e+02,1.92000e+00,2.40000e+01,1.78605e+02,1.92000e+00,2.40000e+01,2.37314e-07,1.78605e+02,1.92000e+00,2.40000e+01,2.37314e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.41885e+00,-3.41885e+00,inf,4.84898e+00,4.84898e+00,-inf,1.65098e+01,4.35000e+05,4.35000e+05
9.00000e-02,1.78431e+02,2.16000e+00,2.40000e+01,1.78431e+02,2.16000e+00,2.40000e+01,2.42201e-07,1.78431e+02,2.16000e+00,2.40000e+01,2.42201e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.44098e+00,-3.44098e+00,inf,4.85783e+00,4.85783e+00,-inf,1.65186e+01,4.35000e+05,4.35000e+05
1.00000e-01,1.78256e+02,2.40000e+00,2.40000e+01,1.78256e+02,2.40000e+00,2.40000e+01,2.47104e-07,1.78256e+02,2.40000e+00,2.40000e+01,2.47104e-07,1.45000e-01,1.45000e-01,0.00000e+00,-3.46274e+00,-3.46274e+00,inf,4.86654e+00,4.86654e+00,-inf,1.65273e+01,4.35000e+05,4.35000e+05
