,packed_desig,year,obs
145000002,45887,C2009,~05gN703
145000003,45887,C2009,~05gN703
145000004,45887,C2009,~05gN703
145000005,45887,C2009,~05gN703
145000006,45887,C2009,~060P703
145000007,45887,C2009,~060P703
145000008,45887,C2009,~060P703
145000009,45887,C2009,~060P703
145000010,45887,C2009,~060PG96
145000011,45887,C2009,~060PG96
145000012,45887,C2009,~060PG96
145000013,45887,C2009,~060QG96
145000057,45887,C2012,~0cXF703
145000058,45887,C2012,~0cXF703
145000059,45887,C2012,~0cXF703
145000060,45887,C2012,~0cXF703
145000066,45887,C2012,~0dDb703
145000067,45887,C2012,~0dDb703
145000068,45887,C2012,~0dDb703
145000069,45887,C2012,~0dDb703
145000077,45887,C2012,~0gCzG96
145000078,45887,C2012,~0gCzG96
145000079,45887,C2012,~0gCzG96
145001450,45888,C2005,m4405703
145001452,45888,C2005,m4405703
145001453,45888,C2005,m4405703
145001454,45888,C2005,m4405703
145001472,45888,C2005,m7523703
145001473,45888,C2005,m7523703
145001474,45888,C2005,m7523703
145001475,45888,C2005,m7523703
145001476,45888,C2005,m8565703
145001477,45888,C2005,m8565703
145001478,45888,C2005,m8565703
145001479,45888,C2005,m8565703
145001491,45888,C2005,n3656703
145001492,45888,C2005,n3656703
145001493,45888,C2005,n3656703
145001494,45888,C2005,n3656703
145001499,45888,C2005,n5780703
145001500,45888,C2005,n5780703
145001501,45888,C2005,n5780703
145001502,45888,C2005,n5780703
145001503,45888,C2005,n6264703
145001504,45888,C2005,n6264703
145001505,45888,C2005,n6264703
145001506,45888,C2005,n6264703
145001531,45888,C2006,r7738703
145001532,45888,C2006,r7738703
145001533,45888,C2006,r7738703
145001534,45888,C2006,r7738703
145001545,45888,C2006,r8846703
145001546,45888,C2006,r8846703
145001547,45888,C2006,r8846703
145001548,45888,C2006,r8846703
145001587,45888,C2007,x2195703
145001588,45888,C2007,x2195703
145001589,45888,C2007,x2195703
145001590,45888,C2007,x2195703
145001605,45888,C2008,x4692G96
145001606,45888,C2008,x4692G96
145001607,45888,C2008,x4692G96
145001608,45888,C2008,x4692G96
145001609,45888,C2008,x8316G96
145001610,45888,C2008,x8316G96
145001611,45888,C2008,x8316G96
145001612,45888,C2008,x8316G96
145001617,45888,C2008,y1350G96
145001618,45888,C2008,y1350G96
145001619,45888,C2008,y1350G96
145001620,45888,C2008,y1350G96
145001669,45888,C2010,~0N4PG96
145001670,45888,C2010,~0N4PG96
145001671,45888,C2010,~0N4PG96
145001672,45888,C2010,~0N4PG96
145001708,45888,C2010,~0P39703
145001709,45888,C2010,~0P39703
145001710,45888,C2010,~0P39703
145001711,45888,C2010,~0P39703
145001715,45888,C2010,~0PW5703
145001716,45888,C2010,~0PW5703
145001717,45888,C2010,~0PW5703
145001718,45888,C2010,~0PW5703
145001724,45888,C2010,~0QCj703
145001725,45888,C2010,~0QCj703
145001726,45888,C2010,~0QCj703
145001727,45888,C2010,~0QCj703
145001728,45888,C2011,~0S1tG96
145001729,45888,C2011,~0S1tG96
145001730,45888,C2011,~0S1tG96
145001731,45888,C2011,~0S1tG96
145001732,45888,C2011,~0Yh6G96
145001733,45888,C2011,~0Yh6G96
145001734,45888,C2011,~0Yh6G96
145001735,45888,C2011,~0Yh6G96
145001736,45888,C2011,~0aBCG96
145001737,45888,C2011,~0aBCG96
145001738,45888,C2011,~0aBCG96
145001739,45888,C2011,~0aBCG96
145001744,45888,C2012,~0c5eG96
145001745,45888,C2012,~0c5eG96
145001746,45888,C2012,~0c5eG96
145001747,45888,C2012,~0c5eG96
145001748,45888,C2012,~0cXF703
145001749,45888,C2012,~0cXF703
145001750,45888,C2012,~0cXF703
145001751,45888,C2012,~0cXF703
145001759,45888,C2012,~0dDb703
145001760,45888,C2012,~0dDb703
145001761,45888,C2012,~0dDb703
145001762,45888,C2012,~0dDb703
145001776,45888,C2012,~0da9703
145001777,45888,C2012,~0da9703
145001778,45888,C2012,~0da9703
145001779,45888,C2012,~0da9703
145001802,45888,C2012,~0eKH703
145001803,45888,C2012,~0eKH703
