,packed_desig,year,obs
27007308,3575,C2005,m4208703
27007309,3575,C2005,m4208703
27007311,3575,C2005,m4208703
27007313,3575,C2005,m4208703
27007398,3575,C2006,t2890703
27007399,3575,C2006,t2890703
27007400,3575,C2006,t2890703
27007401,3575,C2006,t2890703
27007402,3575,C2007,t6491703
27007403,3575,C2007,t6491703
27007404,3575,C2007,t6491703
27007405,3575,C2007,t6491703
27007416,3575,C2007,t8293703
27007417,3575,C2007,t8293703
27007418,3575,C2007,t8293703
27007419,3575,C2007,t8293703
27007420,3575,C2007,u3366703
27007421,3575,C2007,u3366703
27007422,3575,C2007,u3366703
27007423,3575,C2007,u3366703
27007433,3575,C2007,u4884G96
27007434,3575,C2007,u4884G96
27007435,3575,C2007,u4884G96
27007436,3575,C2007,u4884G96
27007454,3575,C2007,u7122703
27007455,3575,C2007,u7122703
27007456,3575,C2007,u7122703
27007457,3575,C2007,u7122703
27007462,3575,C2007,u8325703
27007463,3575,C2007,u8325703
27007464,3575,C2007,u8325703
27007465,3575,C2007,u8325703
27007466,3575,C2007,u8325G96
27007467,3575,C2007,u8325G96
27007468,3575,C2007,u8325G96
27007469,3575,C2007,u8325G96
27007470,3575,C2007,u9251703
27007471,3575,C2007,u9252703
27007472,3575,C2007,u9252703
27007473,3575,C2007,u9252703
27007474,3575,C2007,v0219703
27007475,3575,C2007,v0219703
27007476,3575,C2007,v0219703
27007477,3575,C2007,v0219703
27007481,3575,C2007,v0778703
27007482,3575,C2007,v0778703
27007483,3575,C2007,v0778703
27007485,3575,C2007,v0778703
27007491,3575,C2007,v1137703
27007492,3575,C2007,v1137703
27007493,3575,C2007,v1137703
27007494,3575,C2007,v1137703
27007537,3575,C2008,~00V6703
27007538,3575,C2008,~00V6703
27007539,3575,C2008,~00V6703
27007540,3575,C2008,~00V6703
27007553,3575,C2009,~08I0703
27007554,3575,C2009,~08I0703
27007555,3575,C2009,~08I0703
27007556,3575,C2009,~08I0703
27007575,3575,C2009,~0AJ7703
27007576,3575,C2009,~0AJ7703
27007577,3575,C2009,~0AJ7703
27007578,3575,C2009,~0AJ7703
27007579,3575,C2009,~0AJ7703
27007580,3575,C2009,~0AJ7703
27007581,3575,C2009,~0AJ7703
27007582,3575,C2009,~0AJ7703
27007588,3575,C2009,~0AJ7G96
27007589,3575,C2009,~0AJ7G96
27007590,3575,C2009,~0AJ7G96
27007591,3575,C2009,~0AJ7G96
27007592,3575,C2009,~0Afd703
27007593,3575,C2009,~0Afd703
27007594,3575,C2009,~0Afd703
27007595,3575,C2009,~0Afd703
27007596,3575,C2009,~0Afd703
27007597,3575,C2009,~0Afd703
27007598,3575,C2009,~0Afd703
27007614,3575,C2009,~0B2z703
27007615,3575,C2009,~0B2z703
27007616,3575,C2009,~0B2z703
27007617,3575,C2009,~0B2z703
27007618,3575,C2009,~0BKl703
27007619,3575,C2009,~0BKl703
27007620,3575,C2009,~0BKl703
27007621,3575,C2009,~0BKl703
27007635,3575,C2009,~0Bq9G96
27007636,3575,C2009,~0Bq9G96
27007637,3575,C2009,~0Bq9G96
27007638,3575,C2009,~0Bq9G96
27007642,3575,C2009,~0CMZ703
27007643,3575,C2009,~0CMZ703
27007644,3575,C2009,~0CMZ703
27007645,3575,C2009,~0CMZ703
27007651,3575,C2009,~0ChcG96
27007652,3575,C2009,~0ChcG96
27007653,3575,C2009,~0ChcG96
27007654,3575,C2009,~0ChcG96
27007658,3575,C2010,~0D7lG96
27007659,3575,C2010,~0D7lG96
27007660,3575,C2010,~0D7lG96
27007661,3575,C2010,~0D7lG96
27007699,3575,C2010,~0E4XG96
27007700,3575,C2010,~0E4XG96
27007701,3575,C2010,~0E4XG96
27007702,3575,C2010,~0E4XG96
27007708,3575,C2010,~0EoS703
27007709,3575,C2010,~0EoS703
27007710,3575,C2010,~0EoS703
27007711,3575,C2010,~0EoS703
27007712,3575,C2010,~0F95G96
27007713,3575,C2010,~0F95G96
27007714,3575,C2010,~0F95G96
27007715,3575,C2010,~0F95G96
27007716,3575,C2010,~0MzD703
27007717,3575,C2010,~0MzD703
27007718,3575,C2010,~0MzD703
27007719,3575,C2010,~0MzD703
27007720,3575,C2010,~0NLZ703
27007721,3575,C2010,~0NLZ703
27007722,3575,C2010,~0NLZ703
27007723,3575,C2010,~0NLZ703
27007724,3575,C2010,~0NtS703
27007725,3575,C2010,~0NtS703
27007726,3575,C2010,~0NtS703
27007727,3575,C2010,~0NtS703
27007728,3575,C2010,~0OT4703
27007729,3575,C2010,~0OT4703
27007730,3575,C2010,~0OT4703
27007731,3575,C2010,~0OT4703
27007765,3575,C2010,~0Ov2703
27007766,3575,C2010,~0Ov2703
27007767,3575,C2010,~0Ov2703
27007768,3575,C2010,~0Ov2703
27007788,3575,C2011,~0Rvq703
27007789,3575,C2011,~0Rvq703
27007790,3575,C2011,~0Rvq703
27007791,3575,C2011,~0Rvq703
27007792,3575,C2011,~0SHXG96
27007793,3575,C2011,~0SHXG96
27007794,3575,C2011,~0SHXG96
27007795,3575,C2011,~0SHXG96
27007796,3575,C2011,~0SZh703
27007797,3575,C2011,~0SZh703
27007798,3575,C2011,~0SZh703
27007799,3575,C2011,~0SZh703
27007810,3575,C2011,~0SZhG96
27007811,3575,C2011,~0SZhG96
27007812,3575,C2011,~0SZhG96
27007813,3575,C2011,~0SZhG96
27007819,3575,C2011,~0T0J703
27007820,3575,C2011,~0T0J703
27007821,3575,C2011,~0T0J703
27007822,3575,C2011,~0T0J703
27007823,3575,C2011,~0TCm703
27007824,3575,C2011,~0TCm703
27007825,3575,C2011,~0TCm703
27007826,3575,C2011,~0TCm703
27007849,3575,C2011,~0VaL703
27007850,3575,C2011,~0VaL703
27007851,3575,C2011,~0VaL703
27007852,3575,C2011,~0VaL703
27007863,3575,C2011,~0W6P703
27007864,3575,C2011,~0W6P703
27007865,3575,C2011,~0W6P703
27007866,3575,C2011,~0W6P703
27007867,3575,C2011,~0WTF703
27007868,3575,C2011,~0WTF703
27007869,3575,C2011,~0WTF703
27007870,3575,C2011,~0WTF703
27012445,3576,C2005,o8061703
27012446,3576,C2005,o8061703
27012447,3576,C2005,o8061703
27012449,3576,C2005,o8061703
27012469,3576,C2005,p2475703
27012470,3576,C2005,p2475703
27012471,3576,C2005,p2475703
27012472,3576,C2005,p2475703
27012473,3576,C2005,p4183703
27012474,3576,C2005,p4183703
27012475,3576,C2005,p4183703
27012476,3576,C2005,p4183703
27012481,3576,C2006,p8018703
27012482,3576,C2006,p8018703
27012483,3576,C2006,p8018703
27012493,3576,C2006,q0710703
27012494,3576,C2006,q0710703
27012495,3576,C2006,q0710703
27012496,3576,C2006,q0710703
27012497,3576,C2006,q0710703
27012498,3576,C2006,q0710703
27012499,3576,C2006,q0710703
27012500,3576,C2006,q2087703
27012501,3576,C2006,q2087703
27012502,3576,C2006,q2087703
27012503,3576,C2006,q2087703
27012504,3576,C2006,q2087703
27012505,3576,C2006,q2087703
27012506,3576,C2006,q2087703
27012507,3576,C2006,q2087703
27012523,3576,C2006,q5320703
27012524,3576,C2006,q5320703
27012525,3576,C2006,q5320703
27012526,3576,C2006,q5320703
27012527,3576,C2006,q5320703
27012528,3576,C2006,q5320703
27012529,3576,C2006,q5320703
27012530,3576,C2006,q5320703
27012537,3576,C2006,q7350703
27012538,3576,C2006,q7350703
27012539,3576,C2006,q7350703
27012540,3576,C2006,q7350703
27012541,3576,C2006,q7350703
27012542,3576,C2006,q7350703
27012543,3576,C2006,q7350703
27012559,3576,C2006,r0082703
27012560,3576,C2006,r0082703
27012561,3576,C2006,r0082703
27012562,3576,C2006,r0082703
27012582,3576,C2006,r2223703
27012583,3576,C2006,r2223703
27012584,3576,C2006,r2223703
27012585,3576,C2006,r2223703
27012586,3576,C2006,r3064703
27012588,3576,C2006,r3064703
27012590,3576,C2006,r3064703
27012592,3576,C2006,r3064703
27012619,3576,C2008,z6885703
27012620,3576,C2008,z6885703
27012621,3576,C2008,z6885703
27012622,3576,C2008,z6885703
27012628,3576,C2008,z8274G96
27012629,3576,C2008,z8274G96
27012630,3576,C2008,z8274G96
27012631,3576,C2008,z8274G96
27012645,3576,C2008,~00V6G96
27012646,3576,C2008,~00V6G96
27012647,3576,C2008,~00V6G96
27012648,3576,C2008,~00V6G96
27012673,3576,C2008,~00wLG96
27012674,3576,C2008,~00wLG96
27012675,3576,C2008,~00wLG96
27012676,3576,C2008,~00wLG96
