,packed_number,year,obs
278001419,G2931,2005,G96
278001420,G2931,2005,G96
278001421,G2931,2005,G96
278001422,G2931,2005,G96
278001423,G2931,2005,G96
278001424,G2931,2005,G96
278001425,G2931,2005,G96
278001426,G2931,2005,G96
278001427,G2931,2006,G96
278001428,G2931,2006,G96
278001429,G2931,2006,G96
278001430,G2931,2006,G96
278001466,G2931,2007,G96
278001467,G2931,2007,G96
278001468,G2931,2007,G96
278001469,G2931,2007,G96
278001474,G2931,2007,G96
278001475,G2931,2007,G96
278001477,G2931,2007,G96
278001478,G2931,2007,G96
278001506,G2931,2011,G96
278001507,G2931,2011,G96
278001508,G2931,2011,G96
278001509,G2931,2011,G96
278001516,G2931,2011,G96
278001517,G2931,2011,G96
278001518,G2931,2011,G96
278001519,G2931,2011,G96
278001520,G2931,2011,G96
278001521,G2931,2011,G96
278001522,G2931,2011,G96
278001523,G2931,2011,G96
278001524,G2931,2012,G96
278001525,G2931,2012,G96
278001526,G2931,2012,G96
278001527,G2931,2012,G96
278001877,G2932,2005,G96
278001878,G2932,2005,G96
278001879,G2932,2005,G96
278001880,G2932,2005,G96
278001881,G2932,2005,G96
278001882,G2932,2005,G96
278001883,G2932,2005,G96
278001884,G2932,2005,G96
278001891,G2932,2007,G96
278001892,G2932,2007,G96
278001894,G2932,2007,G96
278001895,G2932,2007,G96
278001903,G2932,2007,G96
278001904,G2932,2007,G96
278001905,G2932,2007,G96
278001906,G2932,2007,G96
278001920,G2932,2007,G96
278001921,G2932,2007,G96
278001922,G2932,2007,G96
278001923,G2932,2007,G96
278001937,G2932,2007,G96
278001938,G2932,2007,G96
278001939,G2932,2007,G96
278001940,G2932,2007,G96
278001941,G2932,2007,G96
278001942,G2932,2007,G96
278001943,G2932,2007,G96
278001944,G2932,2007,G96
278001958,G2932,2008,G96
278001959,G2932,2008,G96
278001960,G2932,2008,G96
278001961,G2932,2008,G96
278001962,G2932,2009,G96
278001963,G2932,2009,G96
278001964,G2932,2009,G96
278001965,G2932,2009,G96
278001968,G2932,2010,G96
278001969,G2932,2010,G96
278001970,G2932,2010,G96
278001971,G2932,2010,G96
278001972,G2932,2010,G96
278001973,G2932,2010,G96
278001974,G2932,2010,G96
278002005,G2932,2011,G96
278002006,G2932,2011,G96
278002007,G2932,2011,G96
278002008,G2932,2011,G96
278002478,G2933,2007,703
278002479,G2933,2007,703
278002480,G2933,2007,703
278002481,G2933,2007,703
278002486,G2933,2007,703
278002487,G2933,2007,703
278002488,G2933,2007,703
278002489,G2933,2007,703
278002490,G2933,2007,703
278002491,G2933,2007,703
278002492,G2933,2007,703
278002493,G2933,2007,703
278002494,G2933,2007,703
278002495,G2933,2007,703
278002496,G2933,2007,703
278002497,G2933,2007,703
278002512,G2933,2007,703
278002513,G2933,2007,703
278002514,G2933,2007,703
278002515,G2933,2007,703
278002516,G2933,2007,703
278002517,G2933,2007,703
278002518,G2933,2007,703
278002519,G2933,2007,703
278002520,G2933,2008,G96
278002521,G2933,2008,G96
278002522,G2933,2008,G96
278002523,G2933,2008,G96
278002537,G2933,2009,703
278002538,G2933,2009,703
278002539,G2933,2009,703
278002540,G2933,2009,703
278002570,G2933,2009,703
278002571,G2933,2009,703
278002572,G2933,2009,703
278002573,G2933,2009,703
278002574,G2933,2009,G96
278002575,G2933,2009,G96
278002576,G2933,2009,G96
278002577,G2933,2009,G96
278002578,G2933,2009,G96
278002579,G2933,2009,G96
278002580,G2933,2009,G96
278002581,G2933,2009,G96
278002582,G2933,2009,G96
278002583,G2933,2009,G96
278002584,G2933,2009,G96
278002585,G2933,2009,G96
278002586,G2933,2010,703
278002587,G2933,2010,703
278002588,G2933,2010,703
278002589,G2933,2010,703
278002643,G2933,2012,G96
278002644,G2933,2012,G96
278002645,G2933,2012,G96
278002646,G2933,2012,G96
278002647,G2933,2012,703
278002648,G2933,2012,703
278002649,G2933,2012,703
278002650,G2933,2012,703
278002651,G2933,2012,703
278002652,G2933,2012,703
278002653,G2933,2012,703
278002654,G2933,2012,703
278002660,G2933,2012,G96
278002661,G2933,2012,G96
278002662,G2933,2012,G96
278002663,G2933,2012,G96
278002664,G2933,2012,G96
278002665,G2933,2012,G96
278002666,G2933,2012,G96
278002667,G2933,2012,G96
278003432,G2934,2005,703
278003433,G2934,2005,703
278003434,G2934,2005,703
278003435,G2934,2005,703
278003464,G2934,2007,703
278003465,G2934,2007,703
278003466,G2934,2007,703
278003467,G2934,2007,703
278003485,G2934,2007,G96
278003486,G2934,2007,G96
278003487,G2934,2007,G96
278003488,G2934,2007,G96
278003489,G2934,2010,703
278003490,G2934,2010,703
278003491,G2934,2010,703
278003492,G2934,2010,703
278003493,G2934,2010,703
278003494,G2934,2010,703
278003495,G2934,2010,703
278003496,G2934,2010,703
278003502,G2934,2010,G96
278003503,G2934,2010,G96
278003504,G2934,2010,G96
278004188,G2935,2005,703
278004189,G2935,2005,703
278004190,G2935,2005,703
278004191,G2935,2005,703
278004204,G2935,2007,703
278004205,G2935,2007,703
278004206,G2935,2007,703
278004207,G2935,2007,703
278004219,G2935,2007,703
278004220,G2935,2007,703
278004222,G2935,2007,703
278004223,G2935,2007,703
278004225,G2935,2007,703
278004226,G2935,2007,703
278004227,G2935,2007,703
278004228,G2935,2007,703
278004229,G2935,2007,703
278004230,G2935,2007,703
278004231,G2935,2007,703
278004232,G2935,2007,703
278004242,G2935,2007,703
278004243,G2935,2007,703
278004244,G2935,2007,703
278004245,G2935,2007,703
278004246,G2935,2007,703
278004247,G2935,2007,703
278004248,G2935,2007,703
278004249,G2935,2007,703
278004257,G2935,2008,G96
278004258,G2935,2008,G96
278004259,G2935,2008,G96
278004260,G2935,2008,G96
278004283,G2935,2011,G96
278004284,G2935,2011,G96
278004285,G2935,2011,G96
278004286,G2935,2011,G96
278004291,G2935,2011,703
278004292,G2935,2011,703
278004293,G2935,2011,703
278004294,G2935,2011,703
278004295,G2935,2011,G96
278004296,G2935,2011,G96
278004297,G2935,2011,G96
278004298,G2935,2011,G96
278005278,G2936,2007,703
278005279,G2936,2007,703
278005280,G2936,2007,703
278005281,G2936,2007,703
278005286,G2936,2007,703
278005288,G2936,2007,703
278005290,G2936,2007,703
278005291,G2936,2007,703
278005326,G2936,2008,703
278005327,G2936,2008,703
278005328,G2936,2008,703
278005329,G2936,2008,703
278005337,G2936,2009,G96
278005338,G2936,2009,G96
278005339,G2936,2009,G96
278005340,G2936,2009,G96
278005341,G2936,2009,G96
278005342,G2936,2009,G96
278005343,G2936,2009,G96
278005344,G2936,2009,G96
278005362,G2936,2010,703
278005363,G2936,2010,703
278005364,G2936,2010,703
278005365,G2936,2010,703
278005422,G2936,2011,703
278005423,G2936,2011,703
278005424,G2936,2011,703
278005425,G2936,2011,703
278006303,G2937,2005,G96
278006304,G2937,2005,G96
278006305,G2937,2005,G96
278006306,G2937,2005,G96
278006313,G2937,2007,G96
278006314,G2937,2007,G96
278006315,G2937,2007,G96
278006316,G2937,2007,G96
278006328,G2937,2007,703
278006329,G2937,2007,703
278006330,G2937,2007,703
278006331,G2937,2007,703
278006337,G2937,2007,703
278006338,G2937,2007,703
278006339,G2937,2007,703
278006340,G2937,2007,703
278006341,G2937,2007,G96
278006342,G2937,2007,G96
278006343,G2937,2007,G96
278006344,G2937,2007,G96
278006345,G2937,2008,G96
278006346,G2937,2008,G96
278006347,G2937,2008,G96
278006348,G2937,2008,G96
278006349,G2937,2008,G96
278006350,G2937,2008,G96
278006351,G2937,2008,G96
278006352,G2937,2008,G96
278006353,G2937,2008,G96
278006354,G2937,2008,G96
278006355,G2937,2008,G96
278006356,G2937,2008,G96
278006357,G2937,2008,G96
278006358,G2937,2008,G96
278006359,G2937,2008,G96
278006360,G2937,2008,G96
278006370,G2937,2011,G96
278006371,G2937,2011,G96
278006372,G2937,2011,G96
278006373,G2937,2011,G96
278006398,G2937,2012,703
278006399,G2937,2012,703
278006400,G2937,2012,703
278006401,G2937,2012,703
278006402,G2937,2012,G96
278006403,G2937,2012,G96
278006404,G2937,2012,G96
278006405,G2937,2012,G96
278006412,G2937,2012,G96
278006413,G2937,2012,G96
278006414,G2937,2012,G96
278006415,G2937,2012,G96
278006423,G2937,2012,703
278006424,G2937,2012,703
278006425,G2937,2012,703
278006426,G2937,2012,703
278006427,G2937,2012,G96
278006428,G2937,2012,G96
278006429,G2937,2012,G96
278006430,G2937,2012,G96
278006435,G2937,2012,G96
278006436,G2937,2012,G96
278006437,G2937,2012,G96
278006438,G2937,2012,G96
278006439,G2937,2012,703
278006440,G2937,2012,703
278006441,G2937,2012,703
278006442,G2937,2012,703
278006817,G2938,2007,703
278006818,G2938,2007,703
278006819,G2938,2007,703
278006820,G2938,2007,703
278006821,G2938,2007,703
278006822,G2938,2007,703
278006823,G2938,2007,703
278006824,G2938,2007,703
278006843,G2938,2009,G96
278006844,G2938,2009,G96
278006845,G2938,2009,G96
278006846,G2938,2009,G96
278006847,G2938,2009,G96
278006848,G2938,2009,G96
278006849,G2938,2009,G96
278006850,G2938,2009,G96
278006869,G2938,2011,G96
278006870,G2938,2011,G96
278006871,G2938,2011,G96
278006872,G2938,2011,G96
278007203,G2939,2005,G96
278007204,G2939,2005,G96
278007205,G2939,2005,G96
278007206,G2939,2005,G96
278007241,G2939,2007,G96
278007242,G2939,2007,G96
278007243,G2939,2007,G96
278007244,G2939,2007,G96
278007246,G2939,2007,703
278007247,G2939,2007,703
278007249,G2939,2007,703
278007250,G2939,2007,703
278007263,G2939,2007,G96
278007264,G2939,2007,G96
278007265,G2939,2007,G96
278007266,G2939,2007,G96
278007292,G2939,2007,G96
278007293,G2939,2007,G96
278007294,G2939,2007,G96
278007295,G2939,2007,G96
278007296,G2939,2008,G96
278007297,G2939,2008,G96
278007298,G2939,2008,G96
278007299,G2939,2008,G96
278007300,G2939,2008,703
278007301,G2939,2008,703
278007302,G2939,2008,703
278007303,G2939,2008,703
278007304,G2939,2008,703
278007305,G2939,2008,703
278007306,G2939,2008,703
278007307,G2939,2008,703
278007312,G2939,2009,703
278007313,G2939,2009,703
278007314,G2939,2009,703
278007315,G2939,2009,703
278007356,G2939,2011,703
278007357,G2939,2011,G96
278007358,G2939,2011,703
278007359,G2939,2011,G96
278007360,G2939,2011,G96
278007361,G2939,2011,703
278007362,G2939,2011,G96
278007363,G2939,2011,703
278009078,G2940,2005,703
278009079,G2940,2005,703
278009080,G2940,2005,703
278009081,G2940,2005,703
278009101,G2940,2007,703
278009102,G2940,2007,703
278009103,G2940,2007,703
