,packed_desig,year,obs
314000516,M5375,C2009,~09I0G96
314000517,M5375,C2009,~09I0G96
314000518,M5375,C2009,~09I0G96
314000519,M5375,C2009,~09Zq703
314000520,M5375,C2009,~09Zq703
314000521,M5375,C2009,~09Zq703
314000522,M5375,C2009,~09Zq703
314000530,M5375,C2009,~0AXj703
314000531,M5375,C2009,~0AXj703
314000532,M5375,C2009,~0AXj703
314000533,M5375,C2009,~0AXj703
314000534,M5375,C2009,~0Awl703
314000535,M5375,C2009,~0Awl703
314000536,M5375,C2009,~0Awl703
314000537,M5375,C2009,~0Awl703
314000538,M5375,C2009,~0BdW703
314000539,M5375,C2009,~0BdW703
314000540,M5375,C2009,~0BdW703
314000541,M5375,C2009,~0BdW703
314000542,M5375,C2012,~0eYnG96
314000543,M5375,C2012,~0eYnG96
314000544,M5375,C2012,~0eYnG96
314000545,M5375,C2012,~0eYnG96
314000552,M5375,C2012,~0fdTG96
314000553,M5375,C2012,~0fdTG96
314000554,M5375,C2012,~0fdTG96
314000555,M5375,C2012,~0fdTG96
314000560,M5375,C2012,~0gruG96
314000561,M5375,C2012,~0gruG96
314000562,M5375,C2012,~0gruG96
314000563,M5375,C2012,~0gruG96
314000564,M5375,C2012,~0hUQG96
314000565,M5375,C2012,~0hUQG96
314000566,M5375,C2012,~0hUQG96
314000567,M5375,C2012,~0hUQG96
314001044,M5376,C2009,~0AXk703
314001045,M5376,C2009,~0AXk703
314001046,M5376,C2009,~0AXk703
314001047,M5376,C2009,~0AXk703
314001051,M5376,C2009,~0AwlG96
314001052,M5376,C2009,~0AwlG96
314001053,M5376,C2009,~0AwlG96
314001054,M5376,C2009,~0AwlG96
314001055,M5376,C2009,~0Awl703
314001056,M5376,C2009,~0Awl703
314001057,M5376,C2009,~0Awl703
314001058,M5376,C2009,~0Awl703
314001070,M5376,C2009,~0BdW703
314001071,M5376,C2009,~0BdW703
314001073,M5376,C2009,~0BdW703
314001074,M5376,C2009,~0BdW703
314001076,M5376,C2009,~0BdWG96
314001077,M5376,C2009,~0BdWG96
314001078,M5376,C2009,~0BdWG96
314001079,M5376,C2009,~0BdWG96
314001084,M5376,C2009,~0CnZG96
314001085,M5376,C2009,~0CnZG96
314001086,M5376,C2009,~0CnZG96
314001087,M5376,C2009,~0CnZG96
314001088,M5376,C2010,~0D1pG96
314001089,M5376,C2010,~0D1pG96
314001090,M5376,C2010,~0D1pG96
314001091,M5376,C2010,~0D1pG96
314001092,M5376,C2011,~0UQi703
314001093,M5376,C2011,~0UQi703
314001094,M5376,C2011,~0UQi703
314001095,M5376,C2011,~0UQi703
314001096,M5376,C2011,~0UQi703
314001097,M5376,C2011,~0UQi703
314001098,M5376,C2011,~0UQi703
314001099,M5376,C2011,~0UQi703
314001100,M5376,C2011,~0UQi703
314001101,M5376,C2011,~0UQi703
314001102,M5376,C2011,~0UQi703
314001103,M5376,C2011,~0UQi703
314001108,M5376,C2011,~0UomG96
314001109,M5376,C2011,~0UomG96
314001110,M5376,C2011,~0UomG96
314001111,M5376,C2011,~0UomG96
314001112,M5376,C2012,~0igO703
314001113,M5376,C2012,~0igO703
314001114,M5376,C2012,~0igO703
314001115,M5376,C2012,~0igO703
314001121,M5376,C2012,~0jFtG96
314001122,M5376,C2012,~0jFtG96
314001123,M5376,C2012,~0jFtG96
314001124,M5376,C2012,~0jFt703
314001125,M5376,C2012,~0jFtG96
314001126,M5376,C2012,~0jFt703
314001127,M5376,C2012,~0jFt703
314001128,M5376,C2012,~0jFt703
314001132,M5376,C2012,~0jTW703
314001133,M5376,C2012,~0jTW703
314001134,M5376,C2012,~0jTW703
314001135,M5376,C2012,~0jTW703
314001146,M5376,C2012,~0kB1703
314001147,M5376,C2012,~0kB1703
314001148,M5376,C2012,~0kB1703
314001149,M5376,C2012,~0kB1703
314001152,M5376,C2012,~0kclG96
314001153,M5376,C2012,~0kclG96
314001154,M5376,C2012,~0kclG96
314001155,M5376,C2012,~0kclG96
314001156,M5376,C2012,~0mmUG96
314001157,M5376,C2012,~0mmUG96
314001158,M5376,C2012,~0mmUG96
314001159,M5376,C2012,~0mmUG96
314001526,M5377,C2006,q2676G96
314001527,M5377,C2006,q2676G96
314001528,M5377,C2006,q2676G96
314001529,M5377,C2006,q2676G96
314001541,M5377,C2007,u8782G96
314001542,M5377,C2007,u8782G96
314001543,M5377,C2007,u8782G96
314001544,M5377,C2007,u8782G96
314001545,M5377,C2008,z6496G96
314001546,M5377,C2008,z6496G96
314001547,M5377,C2008,z6496G96
314001548,M5377,C2008,z6496G96
314001549,M5377,C2009,~0BEHG96
314001550,M5377,C2009,~0BEHG96
314001551,M5377,C2009,~0BEHG96
314001552,M5377,C2009,~0BEHG96
314001553,M5377,C2009,~0BEHG96
314001554,M5377,C2009,~0BEHG96
314001555,M5377,C2009,~0BEIG96
314001556,M5377,C2009,~0BEIG96
314001557,M5377,C2009,~0BdWG96
314001558,M5377,C2009,~0BdWG96
314001559,M5377,C2009,~0BdWG96
314001560,M5377,C2009,~0BdWG96
314001561,M5377,C2011,~0SxP703
314001562,M5377,C2011,~0SxP703
314001563,M5377,C2011,~0SxP703
314001564,M5377,C2011,~0SxP703
314001574,M5377,C2011,~0TT3G96
314001575,M5377,C2011,~0TT3G96
314001576,M5377,C2011,~0TT3G96
314001577,M5377,C2011,~0TT3G96
314001581,M5377,C2011,~0TzjG96
314001582,M5377,C2011,~0TzjG96
314001583,M5377,C2011,~0TzjG96
314001584,M5377,C2011,~0TzjG96
314001585,M5377,C2011,~0UQiG96
314001586,M5377,C2011,~0UQiG96
314001587,M5377,C2011,~0UQiG96
314001588,M5377,C2011,~0UQiG96
314002007,M5378,C2006,s3856G96
314002008,M5378,C2006,s3856G96
314002009,M5378,C2006,s3856G96
314002010,M5378,C2006,s3857G96
314002014,M5378,C2007,t5413G96
314002015,M5378,C2007,t5413G96
314002016,M5378,C2007,t5413G96
314002017,M5378,C2007,t5413G96
314002018,M5378,C2009,~0AXkG96
314002019,M5378,C2009,~0AXkG96
314002020,M5378,C2009,~0AXkG96
314002021,M5378,C2009,~0AXkG96
314002039,M5378,C2009,~0CcjG96
314002040,M5378,C2009,~0CcjG96
314002041,M5378,C2009,~0CcjG96
314002042,M5378,C2009,~0CcjG96
314002043,M5378,C2010,~0EiQG96
314002044,M5378,C2010,~0EiQG96
314002045,M5378,C2010,~0EiQG96
314002046,M5378,C2010,~0EiQG96
314002047,M5378,C2011,~0TpwG96
