,packed_desig,year,obs
319000000,N5594,C2011,~0YRs703
319000002,N5594,C2011,~0YRs703
319000382,N5595,C2006,z5837703
319000383,N5595,C2006,z5837703
319000384,N5595,C2006,z5837703
319000385,N5595,C2006,z5837703
319000402,N5595,C2008,z7896G96
319000403,N5595,C2008,z7896G96
319000405,N5595,C2008,z7896G96
319000406,N5595,C2008,z7896G96
319000407,N5595,C2008,z7896G96
319000408,N5595,C2008,z7896G96
319000409,N5595,C2008,z7896G96
319000410,N5595,C2008,z7896G96
319000411,N5595,C2008,~009GG96
319000412,N5595,C2008,~009GG96
319000413,N5595,C2008,~009GG96
319000414,N5595,C2008,~009GG96
319000421,N5595,C2008,~01MDG96
319000422,N5595,C2008,~01MDG96
319000423,N5595,C2008,~01MDG96
319000424,N5595,C2008,~01MDG96
319000427,N5595,C2010,~0DosG96
319000428,N5595,C2010,~0DosG96
319000429,N5595,C2010,~0DosG96
319000430,N5595,C2010,~0DosG96
319000431,N5595,C2010,~0DosG96
319000432,N5595,C2010,~0DosG96
319000433,N5595,C2010,~0DosG96
319000436,N5595,C2010,~0F3eG96
319000437,N5595,C2010,~0F3eG96
319000438,N5595,C2010,~0F3eG96
319000439,N5595,C2010,~0F3eG96
319000443,N5595,C2012,~0j2kG96
319000444,N5595,C2012,~0j2kG96
319000445,N5595,C2012,~0j2kG96
319000446,N5595,C2012,~0j2kG96
319000447,N5595,C2012,~0jTw703
319000448,N5595,C2012,~0jTw703
319000449,N5595,C2012,~0jTw703
319000450,N5595,C2012,~0jTw703
319000458,N5595,C2012,~0kC7703
319000459,N5595,C2012,~0kC7703
319000460,N5595,C2012,~0kC7703
319000461,N5595,C2012,~0kC7703
319000470,N5595,C2012,~0kdMG96
319000471,N5595,C2012,~0kdMG96
319000472,N5595,C2012,~0kdMG96
319000473,N5595,C2012,~0kdMG96
319000474,N5595,C2012,~0lAzG96
319000475,N5595,C2012,~0lAzG96
319000476,N5595,C2012,~0lAzG96
319000477,N5595,C2012,~0lAzG96
319000478,N5595,C2012,~0lAz703
319000479,N5595,C2012,~0lAz703
319000480,N5595,C2012,~0lAz703
319000481,N5595,C2012,~0lAz703
319000488,N5595,C2012,~0len703
319000489,N5595,C2012,~0len703
319000490,N5595,C2012,~0len703
319000491,N5595,C2012,~0len703
319000698,N5596,C2007,v1874G96
319000699,N5596,C2007,v1874G96
319000700,N5596,C2007,v1874G96
319000701,N5596,C2007,v1874G96
319000702,N5596,C2007,u9183G96
319000703,N5596,C2007,u9183G96
319000704,N5596,C2007,u9183G96
319000705,N5596,C2007,u9183G96
319000709,N5596,C2008,z5837G96
319000710,N5596,C2008,z5837G96
319000711,N5596,C2008,z5837G96
319000712,N5596,C2008,z5837G96
319000713,N5596,C2008,z5837G96
319000714,N5596,C2008,z5837G96
319000715,N5596,C2008,z5837G96
319000716,N5596,C2008,z5837G96
319000720,N5596,C2008,~01BxG96
319000721,N5596,C2008,~01BxG96
319000722,N5596,C2008,~01BxG96
319000723,N5596,C2008,~01BxG96
319000727,N5596,C2010,~0DosG96
319000728,N5596,C2010,~0DosG96
319000729,N5596,C2010,~0DosG96
319000730,N5596,C2010,~0DosG96
319000733,N5596,C2010,~0FQPG96
319000734,N5596,C2010,~0FQPG96
319000735,N5596,C2010,~0FQPG96
319000736,N5596,C2010,~0FQPG96
319001052,N5597,C2008,z6661G96
319001053,N5597,C2008,z6661G96
319001054,N5597,C2008,z6661G96
319001055,N5597,C2008,z6661G96
319001061,N5597,C2008,z9226703
319001062,N5597,C2008,z9226703
319001063,N5597,C2008,z9226703
319001064,N5597,C2008,z9226703
319001065,N5597,C2008,z9226G96
319001066,N5597,C2008,z9226G96
319001067,N5597,C2008,z9226G96
319001068,N5597,C2008,z9226G96
319001069,N5597,C2008,~009GG96
319001070,N5597,C2008,~009GG96
319001071,N5597,C2008,~009GG96
319001072,N5597,C2008,~009GG96
319001077,N5597,C2008,~00p8G96
319001078,N5597,C2008,~00p8G96
319001079,N5597,C2008,~00p8G96
319001080,N5597,C2008,~00p8G96
319001081,N5597,C2008,~01MDG96
319001082,N5597,C2008,~01MDG96
319001083,N5597,C2008,~01MDG96
319001084,N5597,C2008,~01MDG96
319001100,N5597,C2010,~0EkeG96
319001101,N5597,C2010,~0EkeG96
319001102,N5597,C2010,~0EkeG96
319001103,N5597,C2010,~0EkeG96
319001107,N5597,C2010,~0GA2G96
319001108,N5597,C2010,~0GA2G96
319001109,N5597,C2010,~0GA2G96
319001110,N5597,C2010,~0GA2G96
319001127,N5597,C2012,~0lAz703
