,packed_number,year,obs
76002183,15106,2005,G96
76002184,15106,2005,G96
76002185,15106,2005,G96
76002186,15106,2005,G96
76002187,15106,2005,703
76002188,15106,2005,703
76002189,15106,2005,703
76002190,15106,2005,703
76002191,15106,2005,703
76002192,15106,2005,703
76002193,15106,2005,703
76002194,15106,2005,703
76002195,15106,2005,G96
76002196,15106,2005,G96
76002197,15106,2005,G96
76002198,15106,2005,G96
76002216,15106,2005,G96
76002217,15106,2005,G96
76002218,15106,2005,G96
76002219,15106,2005,G96
76002247,15106,2007,703
76002248,15106,2007,703
76002249,15106,2007,703
76002250,15106,2007,703
76002251,15106,2007,G96
76002252,15106,2007,G96
76002253,15106,2007,G96
76002292,15106,2007,G96
76002293,15106,2007,G96
76002294,15106,2007,G96
76002295,15106,2007,G96
76002301,15106,2007,G96
76002302,15106,2007,G96
76002303,15106,2007,G96
76002304,15106,2007,G96
76002339,15106,2007,703
76002340,15106,2007,703
76002341,15106,2007,703
76002342,15106,2007,703
76002352,15106,2007,703
76002353,15106,2007,703
76002354,15106,2007,703
76002355,15106,2007,703
76002365,15106,2008,G96
76002366,15106,2008,G96
76002367,15106,2008,G96
76002368,15106,2008,G96
76002383,15106,2008,703
76002384,15106,2008,703
76002385,15106,2008,703
76002386,15106,2008,703
76002411,15106,2009,G96
76002412,15106,2009,G96
76002413,15106,2009,G96
76002414,15106,2009,G96
76002444,15106,2009,G96
76002445,15106,2009,G96
76002446,15106,2009,G96
76002447,15106,2009,G96
76002451,15106,2010,G96
76002452,15106,2010,G96
76002453,15106,2010,G96
76002454,15106,2010,G96
76002475,15106,2011,G96
76002476,15106,2011,G96
76002477,15106,2011,G96
76002478,15106,2011,G96
76002483,15106,2011,703
76002484,15106,2011,703
76002485,15106,2011,703
76002486,15106,2011,703
76002487,15106,2011,G96
76002488,15106,2011,G96
76002489,15106,2011,G96
76002490,15106,2011,G96
76002500,15106,2011,703
76002501,15106,2011,703
76002502,15106,2011,703
76002503,15106,2011,703
76002504,15106,2011,G96
76002505,15106,2011,G96
76002506,15106,2011,G96
76002507,15106,2011,G96
76002508,15106,2011,G96
76002509,15106,2011,G96
76002510,15106,2011,G96
76002511,15106,2011,G96
76002515,15106,2011,703
76002516,15106,2011,703
76002517,15106,2011,703
76002518,15106,2011,703
76002519,15106,2011,G96
76002520,15106,2011,G96
76002521,15106,2011,G96
76002522,15106,2011,G96
76002531,15106,2011,703
76002532,15106,2011,703
76002533,15106,2011,703
76002534,15106,2011,703
76002535,15106,2012,703
76002536,15106,2012,703
76002537,15106,2012,703
76002538,15106,2012,703
76002547,15106,2012,G96
76002548,15106,2012,G96
76002549,15106,2012,G96
76002550,15106,2012,G96
76007386,15107,2005,G96
76007387,15107,2005,G96
76007388,15107,2005,G96
76007389,15107,2005,G96
76007401,15107,2005,703
76007402,15107,2005,703
76007403,15107,2005,703
76007404,15107,2005,703
76007408,15107,2005,703
76007409,15107,2005,703
76007410,15107,2005,703
76007479,15107,2005,703
76007480,15107,2005,703
76007481,15107,2005,703
76007482,15107,2005,703
76007487,15107,2005,G96
76007488,15107,2005,G96
76007489,15107,2005,G96
76007490,15107,2005,G96
76007502,15107,2006,G96
76007503,15107,2006,G96
76007504,15107,2006,G96
76007505,15107,2006,G96
76007513,15107,2006,703
76007514,15107,2006,703
76007515,15107,2006,703
76007516,15107,2006,703
76007521,15107,2006,G96
76007522,15107,2006,G96
76007523,15107,2006,G96
76007524,15107,2006,G96
76007525,15107,2006,703
76007526,15107,2006,703
76007527,15107,2006,703
76007528,15107,2006,703
76007529,15107,2006,703
76007530,15107,2006,703
76007531,15107,2006,703
76007532,15107,2006,703
76007543,15107,2007,703
76007544,15107,2007,703
76007546,15107,2007,703
76007548,15107,2007,703
