,packed_desig,year,obs
418000100,~0674,C2006,q6284G96
418000101,~0674,C2006,q6284G96
418000102,~0674,C2006,q6284G96
418000103,~0674,C2006,q6284G96
418000198,~0675,C2006,q7193G96
418000199,~0675,C2006,q7193G96
418000200,~0675,C2006,q7193G96
418000201,~0675,C2006,q7193G96
418000374,~0676,C2006,q6293G96
418000375,~0676,C2006,q6293G96
418000376,~0676,C2006,q6293G96
418000380,~0676,C2006,r0870G96
418000381,~0676,C2006,r0870G96
418000382,~0676,C2006,r0870G96
418000383,~0676,C2006,r0870G96
418000384,~0676,C2006,q9931G96
418000385,~0676,C2006,q9931G96
418000386,~0676,C2006,q9931G96
418000387,~0676,C2006,q9931G96
418000391,~0676,C2008,~1Q3QG96
418000392,~0676,C2008,~1Q3QG96
418000393,~0676,C2008,~1Q3QG96
418000394,~0676,C2008,~1Q3QG96
418000463,~0677,C2006,q6293G96
418000464,~0677,C2006,q6293G96
418000465,~0677,C2006,q6293G96
418000466,~0677,C2006,q6293G96
418000470,~0677,C2010,~3NYcG96
418000471,~0677,C2010,~3NYcG96
418000472,~0677,C2010,~3NYcG96
418000473,~0677,C2010,~3NYcG96
418000550,~0678,C2006,q7195703
418000551,~0678,C2006,q7195703
418000552,~0678,C2006,q7195703
418000553,~0678,C2006,q7195703
418000554,~0678,C2006,q7195G96
418000555,~0678,C2006,q7195G96
418000556,~0678,C2006,q7195G96
418000557,~0678,C2006,q7195G96
418000566,~0678,C2006,q6304G96
418000567,~0678,C2006,q6304G96
418000568,~0678,C2006,q6304G96
418000570,~0678,C2006,q6304G96
418000573,~0678,C2006,q7195G96
418000574,~0678,C2006,q7195G96
418000575,~0678,C2006,q7195G96
418000576,~0678,C2006,q7195G96
418000729,~0679,C2011,~3GVyG96
418000730,~0679,C2011,~3GVyG96
418000731,~0679,C2011,~3GVyG96
418000732,~0679,C2011,~3GVyG96
418000733,~0679,C2011,~3GVyG96
418000734,~0679,C2011,~3GVyG96
418000735,~0679,C2011,~3GVyG96
418000736,~0679,C2011,~3GVyG96
418000737,~0679,C2012,~3GVyG96
418000738,~0679,C2012,~3GVyG96
418000739,~0679,C2012,~3GVyG96
418000740,~0679,C2012,~3GVyG96
418000945,~067A,C2006,q6305G96
418000946,~067A,C2006,q6305G96
418000947,~067A,C2006,q6305G96
418000948,~067A,C2006,q6305G96
418001104,~067B,C2006,q6305G96
418001105,~067B,C2006,q6305G96
418001106,~067B,C2006,q6305G96
418001107,~067B,C2006,q6305G96
418001195,~067C,C2011,~2cU8G96
418001196,~067C,C2011,~2cU8G96
418001197,~067C,C2011,~2cU8G96
418001198,~067C,C2011,~2cU8G96
418001199,~067C,C2011,~2cU8G96
418001200,~067C,C2011,~2cU8G96
418001201,~067C,C2011,~2cU8G96
418001202,~067C,C2011,~2cU8G96
418001292,~067D,C2011,~0Uu9G96
418001293,~067D,C2011,~0Uu9G96
418001294,~067D,C2011,~0Uu9G96
418001295,~067D,C2011,~0Uu9G96
418001388,~067E,C2006,q6314G96
418001389,~067E,C2006,q6314G96
418001390,~067E,C2006,q6314G96
418001391,~067E,C2006,q6314G96
418001395,~067E,C2011,~3Eu6G96
418001396,~067E,C2011,~3Eu6G96
418001397,~067E,C2011,~3Eu6G96
418001398,~067E,C2011,~3Eu6G96
418001399,~067E,C2011,~3Eu6703
418001400,~067E,C2011,~3Eu6703
418001401,~067E,C2011,~3Eu6703
418001402,~067E,C2011,~3Eu6703
418001684,~067G,C2011,~3z73G96
418001685,~067G,C2011,~3z73G96
418001686,~067G,C2011,~3z73G96
418001687,~067G,C2011,~3z73G96
418001688,~067G,C2011,~3z73G96
418001820,~067H,C2006,q6322G96
418001821,~067H,C2006,q6322G96
418001822,~067H,C2006,q6322G96
418001823,~067H,C2006,q6322G96
418001827,~067H,C2008,~0V8eG96
418001828,~067H,C2008,~0V8eG96
418001829,~067H,C2008,~0V8eG96
418001830,~067H,C2008,~0V8eG96
418001931,~067I,C2006,~3Eu8G96
418001932,~067I,C2006,~3Eu8G96
418001933,~067I,C2006,~3Eu8G96
418001934,~067I,C2006,~3Eu8G96
418001938,~067I,C2008,~3Eu8G96
418001939,~067I,C2008,~3Eu8G96
418001940,~067I,C2008,~3Eu8G96
418001941,~067I,C2008,~3Eu8G96
418001942,~067I,C2010,~3Eu8G96
418001943,~067I,C2010,~3Eu8G96
418001944,~067I,C2010,~3Eu8G96
418001945,~067I,C2010,~3Eu8G96
418001946,~067I,C2010,~3Eu8G96
418001947,~067I,C2011,~3Eu8G96
418001948,~067I,C2011,~3Eu8G96
418001949,~067I,C2011,~3Eu8G96
