,packed_number,year,obs
300000077,J8612,2005,703
300000078,J8612,2005,703
300000079,J8612,2005,703
300000080,J8612,2005,703
300000082,J8612,2005,703
300000084,J8612,2005,703
300000086,J8612,2005,703
300000088,J8612,2005,703
300000102,J8612,2005,703
300000104,J8612,2005,703
300000106,J8612,2005,703
300000107,J8612,2005,703
300000113,J8612,2005,703
300000114,J8612,2005,703
300000115,J8612,2005,703
300000116,J8612,2005,703
300000117,J8612,2006,G96
300000118,J8612,2006,G96
300000119,J8612,2006,G96
300000120,J8612,2006,G96
300000124,J8612,2007,G96
300000125,J8612,2007,G96
300000126,J8612,2007,G96
300000127,J8612,2007,G96
300000135,J8612,2008,G96
300000136,J8612,2008,G96
300000137,J8612,2008,G96
300000138,J8612,2008,G96
300000139,J8612,2008,G96
300000140,J8612,2008,G96
300000151,J8612,2008,G96
300000152,J8612,2008,G96
300000153,J8612,2008,G96
300000154,J8612,2008,G96
300000155,J8612,2008,703
300000156,J8612,2008,703
300000157,J8612,2008,703
300000158,J8612,2008,703
300000178,J8612,2010,G96
300000179,J8612,2010,G96
300000180,J8612,2010,G96
300000181,J8612,2010,G96
300000188,J8612,2010,G96
300000189,J8612,2010,G96
300000190,J8612,2010,G96
300000191,J8612,2010,G96
300000196,J8612,2012,G96
300000197,J8612,2012,G96
300000198,J8612,2012,G96
300000199,J8612,2012,G96
300000242,J8612,2012,703
300000243,J8612,2012,703
300000244,J8612,2012,703
300000833,J8613,2005,703
300000834,J8613,2005,703
300000835,J8613,2005,703
300000836,J8613,2005,703
300000845,J8613,2005,703
300000846,J8613,2005,703
300000847,J8613,2005,703
300000848,J8613,2005,703
300000858,J8613,2005,G96
300000859,J8613,2005,G96
300000860,J8613,2005,G96
300000861,J8613,2005,G96
300000872,J8613,2008,703
300000874,J8613,2008,703
300000876,J8613,2008,703
300000878,J8613,2008,703
300000885,J8613,2008,703
300000886,J8613,2008,703
300000887,J8613,2008,703
300000888,J8613,2008,703
300000895,J8613,2008,703
300000896,J8613,2008,703
300000897,J8613,2008,703
300000898,J8613,2008,703
300000899,J8613,2008,G96
300000900,J8613,2008,G96
300000901,J8613,2008,G96
300000902,J8613,2008,G96
300000905,J8613,2010,G96
300000906,J8613,2010,G96
300000907,J8613,2010,G96
300000908,J8613,2010,G96
300000915,J8613,2010,703
300000916,J8613,2010,703
300000917,J8613,2010,703
300000918,J8613,2010,703
300000935,J8613,2010,703
300000936,J8613,2010,703
300000937,J8613,2010,703
300000938,J8613,2010,703
300000941,J8613,2010,G96
300000942,J8613,2010,G96
300000943,J8613,2010,G96
300000944,J8613,2010,G96
300001003,J8613,2012,G96
300001004,J8613,2012,G96
300001005,J8613,2012,G96
300001006,J8613,2012,G96
300001007,J8613,2012,G96
300001008,J8613,2012,G96
300001009,J8613,2012,G96
300001010,J8613,2012,G96
300001546,J8614,2005,703
300001547,J8614,2005,703
300001548,J8614,2005,703
300001549,J8614,2005,703
300001558,J8614,2005,G96
300001559,J8614,2005,G96
300001560,J8614,2005,G96
300001561,J8614,2005,G96
300001577,J8614,2006,G96
300001578,J8614,2006,G96
300001579,J8614,2006,G96
300001580,J8614,2006,G96
300001584,J8614,2007,G96
300001585,J8614,2007,G96
300001586,J8614,2007,G96
300001587,J8614,2007,G96
300001588,J8614,2008,703
300001589,J8614,2008,703
300001590,J8614,2008,703
300001591,J8614,2008,703
300001592,J8614,2008,G96
300001593,J8614,2008,G96
300001594,J8614,2008,G96
300001595,J8614,2008,G96
300001596,J8614,2008,703
300001597,J8614,2008,703
300001598,J8614,2008,703
300001599,J8614,2008,703
300001600,J8614,2008,703
300001601,J8614,2008,703
300001602,J8614,2008,703
300001603,J8614,2008,703
300001607,J8614,2009,G96
300001608,J8614,2009,G96
300001609,J8614,2009,G96
300001610,J8614,2009,G96
300001624,J8614,2010,703
300001625,J8614,2010,703
300001626,J8614,2010,703
