,packed_number,year,obs
411000148,x2833,2009,G96
411000149,x2833,2009,G96
411000150,x2833,2009,G96
411000151,x2833,2009,G96
411000152,x2833,2009,G96
411000343,x2834,2012,G96
411000344,x2834,2012,G96
411000345,x2834,2012,G96
411000346,x2834,2012,G96
411000518,x2836,2005,G96
411000519,x2836,2005,G96
411000520,x2836,2005,G96
411000521,x2836,2005,G96
411000522,x2836,2005,G96
411000523,x2836,2005,G96
411000524,x2836,2005,G96
411000525,x2836,2005,G96
411000529,x2836,2008,G96
411000530,x2836,2008,G96
411000531,x2836,2008,G96
411000532,x2836,2008,G96
411000765,x2837,2007,703
411000766,x2837,2007,703
411000767,x2837,2007,703
411000768,x2837,2007,703
411000769,x2837,2009,G96
411000770,x2837,2009,G96
411000771,x2837,2009,G96
411000772,x2837,2009,G96
411000773,x2837,2009,G96
411000774,x2837,2009,G96
411000775,x2837,2009,G96
411000776,x2837,2009,G96
411000777,x2837,2009,G96
411000778,x2837,2009,G96
411000779,x2837,2009,G96
411000780,x2837,2009,G96
411001045,x2839,2006,G96
411001046,x2839,2006,G96
411001047,x2839,2006,G96
411001048,x2839,2006,G96
411001157,x2840,2008,G96
411001158,x2840,2008,G96
411001159,x2840,2008,G96
411001160,x2840,2008,G96
411001161,x2840,2008,G96
411001162,x2840,2008,G96
411001163,x2840,2008,G96
411001164,x2840,2008,G96
411001165,x2840,2009,G96
411001166,x2840,2009,G96
411001167,x2840,2009,G96
411001168,x2840,2009,G96
411001492,x2842,2009,G96
411001493,x2842,2009,G96
411001494,x2842,2009,G96
411001495,x2842,2009,G96
411001600,x2843,2008,G96
411001601,x2843,2008,G96
411001602,x2843,2008,G96
411001603,x2843,2008,G96
411001604,x2843,2009,G96
411001605,x2843,2009,G96
411001606,x2843,2009,G96
411001607,x2843,2009,G96
411001608,x2843,2009,G96
411001609,x2843,2009,G96
411001610,x2843,2009,G96
411001868,x2844,2006,G96
411001869,x2844,2006,G96
411001870,x2844,2006,G96
411001871,x2844,2006,G96
411001872,x2844,2011,G96
411001873,x2844,2011,G96
411001874,x2844,2011,G96
411001875,x2844,2011,G96
411002004,x2845,2011,G96
411002005,x2845,2011,G96
411002006,x2845,2011,G96
411002007,x2845,2011,G96
411002313,x2847,2008,G96
411002314,x2847,2008,G96
411002315,x2847,2008,G96
411002316,x2847,2008,G96
411002317,x2847,2009,G96
411002318,x2847,2009,G96
411002319,x2847,2009,G96
411002320,x2847,2009,G96
411002327,x2847,2010,G96
411002328,x2847,2010,G96
411002329,x2847,2010,G96
411002330,x2847,2010,G96
411002475,x2848,2010,G96
411002476,x2848,2010,G96
411002477,x2848,2010,G96
411002478,x2848,2010,G96
411002565,x2849,2009,G96
411002566,x2849,2009,G96
411002567,x2849,2009,G96
411002568,x2849,2009,G96
411002569,x2849,2009,G96
411002570,x2849,2009,G96
411002571,x2849,2009,G96
411002572,x2849,2009,G96
411002573,x2849,2009,G96
411002574,x2849,2009,G96
411002575,x2849,2009,G96
411002576,x2849,2009,G96
411002577,x2849,2011,G96
411002578,x2849,2011,G96
411002579,x2849,2011,G96
411002580,x2849,2011,G96
411002581,x2849,2011,G96
411002582,x2849,2011,G96
411002583,x2849,2011,G96
411002584,x2849,2011,G96
411002707,x2850,2009,G96
411002708,x2850,2009,G96
411002709,x2850,2009,G96
411002710,x2850,2009,G96
411002862,x2851,2007,G96
411002863,x2851,2007,G96
411002864,x2851,2007,G96
411002865,x2851,2007,G96
411002866,x2851,2007,G96
411002867,x2851,2007,G96
411002868,x2851,2007,G96
411002869,x2851,2007,G96
411002870,x2851,2011,703
411002871,x2851,2011,703
411002872,x2851,2011,703
411002873,x2851,2011,703
411002874,x2851,2011,703
411002875,x2851,2011,703
411002876,x2851,2011,703
411002877,x2851,2011,703
411002878,x2851,2011,G96
411002879,x2851,2011,G96
411002880,x2851,2011,G96
411003102,x2852,2010,G96
411003103,x2852,2010,G96
411003104,x2852,2010,G96
411003105,x2852,2010,G96
411003204,x2853,2012,G96
411003205,x2853,2012,G96
411003206,x2853,2012,G96
411003207,x2853,2012,G96
411003290,x2854,2008,703
411003291,x2854,2008,703
411003292,x2854,2008,703
411003293,x2854,2008,703
411003294,x2854,2011,G96
411003295,x2854,2011,G96
411003296,x2854,2011,G96
411003297,x2854,2011,G96
411003298,x2854,2011,G96
411003299,x2854,2011,G96
411003300,x2854,2011,G96
411003301,x2854,2011,G96
411003532,x2855,2006,G96
411003533,x2855,2006,G96
411003534,x2855,2006,G96
411003535,x2855,2006,G96
411003539,x2855,2010,G96
411003540,x2855,2010,G96
411003541,x2855,2010,G96
411003542,x2855,2010,G96
411003631,x2856,2006,G96
411003632,x2856,2006,G96
411003633,x2856,2006,G96
