,packed_number,year,obs
129002410,37171,2005,703
129002411,37171,2005,703
129002412,37171,2005,703
129002413,37171,2005,703
129002414,37171,2005,703
129002415,37171,2005,703
129002416,37171,2005,703
129002417,37171,2005,703
129002432,37171,2006,G96
129002433,37171,2006,G96
129002434,37171,2006,G96
129002435,37171,2006,G96
129002449,37171,2006,703
129002450,37171,2006,703
129002451,37171,2006,703
129002452,37171,2006,703
129002453,37171,2006,703
129002454,37171,2006,703
129002467,37171,2006,G96
129002468,37171,2006,G96
129002469,37171,2006,G96
129002497,37171,2006,G96
129002498,37171,2006,G96
129002499,37171,2006,G96
129002500,37171,2006,G96
129002504,37171,2006,703
129002505,37171,2006,703
129002506,37171,2006,703
129002507,37171,2006,703
129002531,37171,2006,703
129002532,37171,2006,703
129002533,37171,2006,703
129002534,37171,2006,703
129002558,37171,2008,703
129002559,37171,2008,703
129002560,37171,2008,703
129002561,37171,2008,703
129002562,37171,2008,703
129002563,37171,2008,703
129002564,37171,2008,703
129002570,37171,2008,703
129002571,37171,2008,703
129002572,37171,2008,703
129002573,37171,2008,703
129002574,37171,2008,703
129002575,37171,2008,703
129002576,37171,2008,703
129002577,37171,2008,703
129002578,37171,2008,703
129002579,37171,2008,703
129002580,37171,2008,703
129002581,37171,2008,703
129002582,37171,2009,703
129002583,37171,2009,703
129002584,37171,2009,703
129002585,37171,2009,703
129002589,37171,2009,703
129002590,37171,2009,703
129002591,37171,2009,703
129002592,37171,2009,703
129002593,37171,2009,703
129002594,37171,2009,703
129002595,37171,2009,703
129002596,37171,2009,703
129002597,37171,2009,703
129002598,37171,2009,703
129002599,37171,2009,703
129002600,37171,2009,703
129002608,37171,2009,703
129002609,37171,2009,703
129002610,37171,2009,703
129002611,37171,2009,703
129002625,37171,2010,703
129002626,37171,2010,703
129002627,37171,2010,703
129002628,37171,2010,703
129002631,37171,2010,703
129002632,37171,2010,703
129002633,37171,2010,703
129002634,37171,2010,703
129002640,37171,2010,G96
129002641,37171,2010,G96
129002642,37171,2010,G96
129002643,37171,2010,G96
129002644,37171,2010,G96
129002645,37171,2010,G96
129002646,37171,2010,G96
129002647,37171,2010,G96
129002648,37171,2010,G96
129002649,37171,2010,G96
129002650,37171,2010,G96
129002651,37171,2010,G96
129002652,37171,2010,G96
129002653,37171,2010,G96
129002654,37171,2010,G96
129002655,37171,2010,G96
129002656,37171,2010,G96
129002657,37171,2010,G96
129002658,37171,2010,G96
129002659,37171,2010,G96
129002660,37171,2010,G96
129002661,37171,2010,G96
129002667,37171,2010,703
129002668,37171,2010,703
129002669,37171,2010,703
129002670,37171,2010,703
129002680,37171,2010,G96
129002681,37171,2010,G96
129002682,37171,2010,G96
129002683,37171,2010,G96
129002725,37171,2011,G96
129002726,37171,2011,G96
129002727,37171,2011,G96
129002728,37171,2011,G96
129002735,37171,2011,G96
129002736,37171,2011,G96
129002737,37171,2011,G96
129002738,37171,2011,G96
129002761,37171,2012,703
129002762,37171,2012,703
129002763,37171,2012,703
129002764,37171,2012,703
129002765,37171,2012,703
129002766,37171,2012,703
129002767,37171,2012,703
129002768,37171,2012,703
129002771,37171,2012,703
129002772,37171,2012,703
129002773,37171,2012,703
129002774,37171,2012,703
129002775,37171,2012,703
129002776,37171,2012,703
129002777,37171,2012,703
129002778,37171,2012,703
129002779,37171,2012,703
129002780,37171,2012,703
129002781,37171,2012,703
129002782,37171,2012,703
129002786,37171,2012,703
129002787,37171,2012,703
129002788,37171,2012,703
129002789,37171,2012,703
129004994,37172,2005,703
129004995,37172,2005,703
129004996,37172,2005,703
129004997,37172,2005,703
129004999,37172,2005,703
129005000,37172,2005,703
129005001,37172,2005,703
129005002,37172,2005,703
129005008,37172,2005,703
129005009,37172,2005,703
129005010,37172,2005,703
129005011,37172,2005,703
129005012,37172,2005,703
129005013,37172,2005,703
129005014,37172,2005,703
129005015,37172,2005,703
129005020,37172,2005,703
129005021,37172,2005,703
129005022,37172,2005,703
129005023,37172,2005,703
129005028,37172,2005,703
129005030,37172,2005,703
129005031,37172,2005,703
129005032,37172,2005,703
129005039,37172,2006,703
129005040,37172,2006,703
129005042,37172,2006,703
129005043,37172,2006,703
