,packed_number,year,obs
363000148,Z3516,2010,G96
363000149,Z3516,2010,G96
363000150,Z3516,2010,G96
363000151,Z3516,2010,G96
363000156,Z3516,2011,G96
363000157,Z3516,2011,G96
363000158,Z3516,2011,G96
363000159,Z3516,2011,G96
363000166,Z3516,2011,G96
363000167,Z3516,2011,G96
363000168,Z3516,2011,G96
363000169,Z3516,2011,G96
363000170,Z3516,2011,G96
363000171,Z3516,2011,G96
363000172,Z3516,2011,G96
363000173,Z3516,2011,G96
363000174,Z3516,2011,703
363000175,Z3516,2011,703
363000176,Z3516,2011,703
363000177,Z3516,2011,703
363000516,Z3517,2007,703
363000517,Z3517,2007,703
363000518,Z3517,2007,703
363000519,Z3517,2007,703
363000520,Z3517,2008,G96
363000521,Z3517,2008,G96
363000522,Z3517,2008,G96
363000523,Z3517,2008,G96
363000524,Z3517,2009,G96
363000525,Z3517,2009,G96
363000526,Z3517,2009,G96
363000527,Z3517,2009,G96
363000547,Z3517,2012,G96
363000548,Z3517,2012,G96
363000549,Z3517,2012,G96
363000550,Z3517,2012,G96
363000844,Z3518,2006,G96
363000845,Z3518,2006,G96
363000846,Z3518,2006,G96
363000847,Z3518,2006,G96
363000851,Z3518,2006,G96
363000852,Z3518,2006,G96
363000853,Z3518,2006,G96
363000854,Z3518,2006,G96
363000855,Z3518,2008,G96
363000856,Z3518,2008,G96
363000857,Z3518,2008,G96
363000858,Z3518,2008,G96
363000859,Z3518,2008,G96
363000860,Z3518,2008,G96
363000861,Z3518,2008,G96
363000862,Z3518,2008,G96
363000983,Z3519,2008,G96
363000984,Z3519,2008,G96
363000985,Z3519,2008,G96
363000986,Z3519,2008,G96
363000987,Z3519,2008,G96
363000988,Z3519,2008,G96
363000989,Z3519,2008,G96
363000990,Z3519,2008,G96
363000991,Z3519,2009,G96
363000992,Z3519,2009,G96
363000993,Z3519,2009,G96
363000994,Z3519,2009,G96
363000995,Z3519,2010,G96
363000996,Z3519,2010,G96
363000997,Z3519,2010,G96
363000998,Z3519,2010,G96
363001229,Z3520,2009,G96
363001230,Z3520,2009,G96
363001231,Z3520,2009,G96
363001232,Z3520,2009,G96
363001240,Z3520,2011,G96
363001241,Z3520,2011,G96
363001242,Z3520,2011,G96
363001243,Z3520,2011,G96
363001244,Z3520,2011,G96
363001245,Z3520,2011,G96
363001246,Z3520,2011,G96
363001247,Z3520,2011,G96
363001602,Z3521,2006,G96
363001603,Z3521,2006,G96
363001604,Z3521,2006,G96
363001605,Z3521,2006,G96
363001606,Z3521,2008,G96
363001607,Z3521,2008,G96
363001608,Z3521,2008,G96
363001609,Z3521,2008,G96
363001610,Z3521,2008,G96
363001611,Z3521,2008,G96
363001612,Z3521,2008,G96
363001613,Z3521,2008,G96
363001630,Z3521,2011,G96
363001631,Z3521,2011,G96
363001632,Z3521,2011,G96
363001826,Z3522,2006,G96
363001827,Z3522,2006,G96
363001828,Z3522,2006,G96
363001829,Z3522,2006,G96
363001830,Z3522,2006,G96
363001831,Z3522,2006,G96
363001832,Z3522,2006,G96
363001833,Z3522,2006,G96
363001843,Z3522,2011,G96
363001844,Z3522,2011,G96
363001845,Z3522,2011,G96
363001846,Z3522,2011,G96
363001847,Z3522,2011,G96
363001848,Z3522,2011,G96
363001849,Z3522,2011,G96
363001850,Z3522,2011,G96
363001996,Z3523,2007,G96
363001997,Z3523,2007,G96
363001998,Z3523,2007,G96
363001999,Z3523,2007,G96
363002000,Z3523,2007,G96
363002001,Z3523,2007,G96
363002002,Z3523,2007,G96
363002003,Z3523,2007,G96
363002004,Z3523,2010,G96
363002005,Z3523,2010,G96
363002006,Z3523,2010,G96
363002007,Z3523,2010,G96
363002008,Z3523,2010,G96
363002009,Z3523,2010,G96
363002010,Z3523,2010,G96
363002011,Z3523,2010,G96
363002012,Z3523,2010,G96
363002013,Z3523,2010,G96
363002014,Z3523,2010,G96
363002025,Z3523,2011,G96
363002026,Z3523,2011,G96
363002027,Z3523,2011,G96
363002028,Z3523,2011,G96
363002241,Z3524,2006,G96
363002242,Z3524,2006,G96
363002243,Z3524,2006,G96
363002244,Z3524,2006,G96
363002248,Z3524,2006,G96
363002249,Z3524,2006,G96
363002250,Z3524,2006,G96
363002251,Z3524,2006,G96
363002261,Z3524,2008,G96
363002262,Z3524,2008,G96
363002263,Z3524,2008,G96
363002264,Z3524,2008,G96
363002274,Z3524,2011,G96
363002275,Z3524,2011,G96
363002276,Z3524,2011,G96
363002277,Z3524,2011,G96
363002425,Z3525,2010,G96
363002426,Z3525,2010,G96
363002427,Z3525,2010,G96
363002428,Z3525,2010,G96
363002439,Z3525,2011,G96
363002440,Z3525,2011,G96
363002441,Z3525,2011,G96
363002442,Z3525,2011,G96
363002452,Z3525,2011,G96
363002453,Z3525,2011,G96
363002454,Z3525,2011,G96
363002455,Z3525,2011,G96
363002456,Z3525,2011,G96
363002457,Z3525,2011,G96
363002458,Z3525,2011,G96
363002459,Z3525,2011,G96
363002464,Z3525,2011,G96
363002465,Z3525,2011,G96
363002466,Z3525,2011,G96
363002467,Z3525,2011,G96
363002468,Z3525,2011,G96
363002469,Z3525,2011,G96
363002470,Z3525,2011,G96
363002471,Z3525,2011,G96
363002792,Z3526,2006,G96
363002793,Z3526,2006,G96
363002794,Z3526,2006,G96
363002795,Z3526,2006,G96
363002802,Z3526,2009,G96
363002803,Z3526,2009,G96
363002804,Z3526,2009,G96
363002805,Z3526,2009,G96
363002812,Z3526,2011,G96
363002813,Z3526,2011,G96
363002814,Z3526,2011,G96
363002815,Z3526,2011,G96
363002816,Z3526,2011,G96
363002817,Z3526,2011,G96
363002818,Z3526,2011,G96
363002819,Z3526,2011,G96
363003005,Z3527,2007,G96
363003006,Z3527,2007,G96
363003007,Z3527,2007,G96
363003008,Z3527,2007,G96
363003009,Z3527,2007,G96
363003010,Z3527,2007,G96
363003011,Z3527,2007,G96
363003012,Z3527,2007,G96
363003033,Z3527,2011,G96
363003034,Z3527,2011,G96
363003035,Z3527,2011,G96
363003036,Z3527,2011,G96
