,packed_number,year,obs
322000096,O2102,2006,G96
322000097,O2102,2006,G96
322000098,O2102,2006,G96
322000099,O2102,2006,G96
322000108,O2102,2006,G96
322000109,O2102,2006,G96
322000110,O2102,2006,G96
322000111,O2102,2006,G96
322000112,O2102,2007,G96
322000113,O2102,2007,G96
322000114,O2102,2007,G96
322000115,O2102,2007,G96
322000116,O2102,2007,G96
322000117,O2102,2007,G96
322000118,O2102,2007,G96
322000119,O2102,2007,G96
322000123,O2102,2008,G96
322000124,O2102,2008,G96
322000125,O2102,2008,G96
322000126,O2102,2008,G96
322000171,O2102,2010,703
322000172,O2102,2010,703
322000173,O2102,2010,703
322000174,O2102,2010,703
322000185,O2102,2012,G96
322000186,O2102,2012,G96
322000187,O2102,2012,G96
322000188,O2102,2012,G96
322000189,O2102,2012,G96
322000190,O2102,2012,G96
322000191,O2102,2012,G96
322000192,O2102,2012,G96
322000193,O2102,2012,G96
322000194,O2102,2012,G96
322000195,O2102,2012,G96
322000568,O2103,2007,G96
322000569,O2103,2007,G96
322000570,O2103,2007,G96
322000571,O2103,2007,G96
322000576,O2103,2009,G96
322000577,O2103,2009,G96
322000578,O2103,2009,G96
322000579,O2103,2009,G96
322000599,O2103,2010,G96
322000600,O2103,2010,G96
322000601,O2103,2010,G96
322000602,O2103,2010,G96
322000603,O2103,2011,703
322000604,O2103,2011,703
322000605,O2103,2011,703
322000606,O2103,2011,703
322000904,O2104,2007,G96
322000905,O2104,2007,G96
322000906,O2104,2007,G96
322000907,O2104,2007,G96
322000911,O2104,2009,703
322000912,O2104,2009,703
322000913,O2104,2009,703
322000914,O2104,2009,703
322000958,O2104,2009,G96
322000959,O2104,2009,G96
322000960,O2104,2009,G96
322000961,O2104,2009,G96
322000962,O2104,2009,G96
322000963,O2104,2009,G96
322000964,O2104,2009,G96
322000965,O2104,2009,G96
322000984,O2104,2011,G96
322000985,O2104,2011,G96
322000986,O2104,2011,G96
322000987,O2104,2011,G96
322000988,O2104,2011,G96
322000989,O2104,2011,G96
322000990,O2104,2011,G96
322000991,O2104,2011,G96
322001275,O2105,2005,G96
322001276,O2105,2005,G96
322001277,O2105,2005,G96
322001278,O2105,2005,G96
322001279,O2105,2005,G96
322001280,O2105,2005,G96
322001281,O2105,2005,G96
322001282,O2105,2005,G96
322001287,O2105,2007,703
322001288,O2105,2007,703
322001289,O2105,2007,703
