,packed_number,year,obs
368000161,b0930,2012,G96
368000162,b0930,2012,G96
368000163,b0930,2012,G96
368000164,b0930,2012,G96
368000185,b0930,2012,G96
368000186,b0930,2012,G96
368000187,b0930,2012,G96
368000188,b0930,2012,G96
368000189,b0930,2012,703
368000190,b0930,2012,703
368000191,b0930,2012,703
368000192,b0930,2012,703
368000200,b0930,2012,703
368000201,b0930,2012,703
368000202,b0930,2012,703
368000203,b0930,2012,703
368000432,b0931,2006,G96
368000433,b0931,2006,G96
368000434,b0931,2006,G96
368000435,b0931,2006,G96
368000439,b0931,2006,G96
368000440,b0931,2006,G96
368000441,b0931,2006,G96
368000442,b0931,2006,G96
368000443,b0931,2006,G96
368000444,b0931,2006,G96
368000445,b0931,2006,G96
368000446,b0931,2006,G96
368000447,b0931,2008,G96
368000448,b0931,2008,G96
368000449,b0931,2008,G96
368000450,b0931,2008,G96
368000593,b0932,2007,703
368000594,b0932,2007,703
368000595,b0932,2007,703
368000596,b0932,2007,703
368000597,b0932,2007,G96
368000598,b0932,2007,G96
368000599,b0932,2007,G96
368000600,b0932,2007,G96
368000604,b0932,2007,G96
368000605,b0932,2007,G96
368000606,b0932,2007,G96
368000607,b0932,2007,G96
368000608,b0932,2007,G96
368000609,b0932,2007,G96
368000610,b0932,2007,G96
368000611,b0932,2007,G96
368000616,b0932,2011,703
368000617,b0932,2011,703
368000618,b0932,2011,703
368000619,b0932,2011,703
368000802,b0933,2005,G96
368000803,b0933,2005,G96
368000804,b0933,2005,G96
368000805,b0933,2006,G96
368000806,b0933,2006,G96
368000807,b0933,2006,G96
368000808,b0933,2006,G96
368000812,b0933,2009,G96
368000813,b0933,2009,G96
368000814,b0933,2009,G96
368000815,b0933,2009,G96
368000822,b0933,2012,G96
368000823,b0933,2012,G96
368000824,b0933,2012,G96
368000825,b0933,2012,G96
368000826,b0933,2012,G96
368000827,b0933,2012,G96
368000828,b0933,2012,G96
368000829,b0933,2012,G96
368001043,b0934,2009,G96
368001044,b0934,2009,G96
368001045,b0934,2009,G96
368001046,b0934,2009,G96
368001047,b0934,2010,G96
368001048,b0934,2010,G96
368001049,b0934,2010,G96
368001050,b0934,2010,G96
368001051,b0934,2011,G96
368001052,b0934,2011,G96
368001053,b0934,2011,G96
368001054,b0934,2011,G96
368001333,b0935,2008,703
368001334,b0935,2008,703
368001335,b0935,2008,703
368001336,b0935,2008,703
368001337,b0935,2010,G96
368001338,b0935,2010,G96
368001339,b0935,2010,G96
368001340,b0935,2012,G96
368001341,b0935,2012,G96
368001342,b0935,2012,G96
368001343,b0935,2012,G96
368001344,b0935,2012,703
368001345,b0935,2012,703
368001346,b0935,2012,703
368001347,b0935,2012,703
368001613,b0936,2005,703
368001614,b0936,2005,703
368001615,b0936,2005,703
368001616,b0936,2005,703
368001620,b0936,2007,703
368001621,b0936,2007,703
368001622,b0936,2007,703
368001623,b0936,2007,703
368001627,b0936,2012,703
368001628,b0936,2012,703
368001629,b0936,2012,703
368001630,b0936,2012,703
368001631,b0936,2012,G96
368001632,b0936,2012,G96
368001633,b0936,2012,G96
368001634,b0936,2012,G96
368001845,b0937,2005,G96
368001846,b0937,2005,G96
368001847,b0937,2005,G96
368001848,b0937,2005,G96
368001858,b0937,2006,G96
368001859,b0937,2006,G96
368001860,b0937,2006,G96
368001861,b0937,2006,G96
368001865,b0937,2011,G96
368001866,b0937,2011,G96
368001867,b0937,2011,G96
368001868,b0937,2011,G96
368002054,b0938,2005,G96
368002055,b0938,2005,G96
368002056,b0938,2005,G96
368002057,b0938,2005,G96
368002061,b0938,2010,G96
368002062,b0938,2010,G96
368002063,b0938,2010,G96
368002064,b0938,2010,G96
368002065,b0938,2011,G96
368002066,b0938,2011,G96
368002067,b0938,2011,G96
368002068,b0938,2011,G96
368002069,b0938,2011,G96
368002070,b0938,2011,G96
368002071,b0938,2011,G96
