,packed_number,year,obs
251000019,C7818,2010,G96
251000020,C7818,2010,G96
251000021,C7818,2010,G96
251000022,C7818,2010,G96
251000023,C7818,2010,G96
251000024,C7818,2010,G96
251000025,C7818,2010,G96
251000026,C7818,2010,G96
251000027,C7818,2010,G96
251000052,C7818,2011,703
251000053,C7818,2011,703
251000054,C7818,2011,703
251000055,C7818,2011,703
251000063,C7818,2011,703
251000064,C7818,2011,703
251000066,C7818,2011,703
251000067,C7818,2011,703
251000071,C7818,2011,G96
251000072,C7818,2011,G96
251000073,C7818,2011,G96
251000074,C7818,2011,G96
251000078,C7818,2011,703
251000079,C7818,2011,703
251000080,C7818,2011,703
251000081,C7818,2011,703
251000920,C7819,2006,703
251000921,C7819,2006,703
251000922,C7819,2006,703
251000923,C7819,2006,703
251000924,C7819,2006,703
251000925,C7819,2006,703
251000926,C7819,2006,703
251000927,C7819,2006,703
251000928,C7819,2006,G96
251000929,C7819,2006,G96
251000930,C7819,2006,G96
251000931,C7819,2006,G96
251000932,C7819,2008,703
251000933,C7819,2008,703
251000934,C7819,2008,703
251000935,C7819,2008,703
251000945,C7819,2011,G96
251000946,C7819,2011,G96
251000947,C7819,2011,G96
251000948,C7819,2011,G96
251001458,C7820,2005,703
251001459,C7820,2005,703
251001460,C7820,2005,703
251001461,C7820,2005,703
251001462,C7820,2005,703
251001463,C7820,2005,703
251001464,C7820,2005,703
251001465,C7820,2005,703
251001474,C7820,2006,703
251001476,C7820,2006,703
251001477,C7820,2006,703
251001478,C7820,2006,703
251001494,C7820,2006,G96
251001495,C7820,2006,G96
251001496,C7820,2006,G96
251001497,C7820,2006,G96
251001501,C7820,2006,703
251001502,C7820,2006,703
251001503,C7820,2006,703
251001504,C7820,2006,703
251001509,C7820,2006,G96
251001510,C7820,2006,G96
251001511,C7820,2006,G96
251001512,C7820,2006,G96
251001518,C7820,2006,G96
251001519,C7820,2006,G96
251001520,C7820,2006,G96
251001521,C7820,2006,G96
251001522,C7820,2006,G96
251001523,C7820,2006,G96
251001524,C7820,2006,G96
251001525,C7820,2006,G96
251001526,C7820,2006,G96
251001527,C7820,2006,G96
251001528,C7820,2006,G96
251001529,C7820,2006,G96
251001530,C7820,2008,G96
251001531,C7820,2008,G96
251001532,C7820,2008,G96
251001533,C7820,2008,G96
251001540,C7820,2010,703
251001541,C7820,2010,703
251001542,C7820,2010,703
251001543,C7820,2010,703
251001546,C7820,2011,G96
251001547,C7820,2011,G96
251001548,C7820,2011,G96
251001549,C7820,2011,G96
251001556,C7820,2011,G96
251001557,C7820,2011,G96
251001558,C7820,2011,G96
251001559,C7820,2011,G96
251001567,C7820,2011,G96
251001568,C7820,2011,G96
251001569,C7820,2011,G96
251001570,C7820,2011,G96
251002181,C7821,2005,G96
251002182,C7821,2005,G96
251002183,C7821,2005,G96
251002184,C7821,2005,G96
251002185,C7821,2005,G96
251002186,C7821,2005,G96
251002187,C7821,2005,G96
251002188,C7821,2005,G96
251002191,C7821,2005,G96
251002192,C7821,2005,G96
251002193,C7821,2005,G96
251002194,C7821,2005,G96
251002195,C7821,2006,G96
251002196,C7821,2006,G96
251002197,C7821,2006,G96
251002198,C7821,2006,G96
251002207,C7821,2006,703
251002208,C7821,2006,703
251002210,C7821,2006,703
251002211,C7821,2006,703
251002232,C7821,2006,G96
251002233,C7821,2006,G96
251002234,C7821,2006,G96
251002235,C7821,2006,G96
251002245,C7821,2006,703
251002246,C7821,2006,703
251002247,C7821,2006,703
251002248,C7821,2006,703
251002283,C7821,2009,G96
251002284,C7821,2009,G96
251002285,C7821,2009,G96
251002286,C7821,2009,G96
251002287,C7821,2010,G96
251002288,C7821,2010,G96
251002289,C7821,2010,G96
251002290,C7821,2010,G96
251002304,C7821,2011,G96
251002305,C7821,2011,G96
251002306,C7821,2011,G96
251002307,C7821,2011,G96
251002312,C7821,2011,G96
251002313,C7821,2011,G96
251002314,C7821,2011,G96
251002315,C7821,2011,G96
251002316,C7821,2012,G96
251002317,C7821,2012,G96
251002318,C7821,2012,G96
251002319,C7821,2012,G96
251003053,C7822,2006,703
251003054,C7822,2006,703
251003055,C7822,2006,703
251003056,C7822,2006,703
251003061,C7822,2006,703
251003062,C7822,2006,703
251003063,C7822,2006,703
251003064,C7822,2006,703
251003065,C7822,2007,703
251003066,C7822,2007,703
251003067,C7822,2007,703
251003068,C7822,2007,703
251003069,C7822,2007,703
251003070,C7822,2007,703
251003071,C7822,2007,703
251003072,C7822,2007,703
251003087,C7822,2007,703
