,packed_number,year,obs
223000092,99488,2006,703
223000093,99488,2006,703
223000094,99488,2006,703
223000095,99488,2006,703
223000099,99488,2006,703
223000100,99488,2006,703
223000101,99488,2006,703
223000102,99488,2006,703
223000117,99488,2008,703
223000118,99488,2008,703
223000119,99488,2008,703
223000120,99488,2008,703
223000121,99488,2008,G96
223000122,99488,2008,G96
223000123,99488,2008,G96
223000124,99488,2008,G96
223000125,99488,2008,G96
223000126,99488,2008,G96
223000127,99488,2008,G96
223000128,99488,2008,G96
223000142,99488,2008,G96
223000143,99488,2008,G96
223000144,99488,2008,G96
223000145,99488,2008,G96
223000151,99488,2009,G96
223000152,99488,2009,G96
223000153,99488,2009,G96
223000154,99488,2009,G96
223000158,99488,2009,G96
223000159,99488,2009,G96
223000160,99488,2009,G96
223000161,99488,2009,G96
223000179,99488,2009,703
223000180,99488,2009,703
223000181,99488,2009,703
223000182,99488,2009,703
223000196,99488,2009,703
223000197,99488,2009,703
223000198,99488,2009,703
223000199,99488,2009,703
223000205,99488,2010,G96
223000206,99488,2010,G96
223000207,99488,2010,G96
223000208,99488,2010,G96
223000209,99488,2010,G96
223000210,99488,2010,G96
223000211,99488,2010,G96
223000216,99488,2011,703
223000217,99488,2011,703
223000218,99488,2011,703
223000219,99488,2011,703
223000225,99488,2011,703
223000226,99488,2011,703
223000227,99488,2011,703
223000228,99488,2011,703
223000235,99488,2011,703
223000236,99488,2011,703
223000237,99488,2011,703
223000238,99488,2011,703
223000239,99488,2011,703
223000240,99488,2011,703
223000241,99488,2011,703
223000242,99488,2011,703
223001247,99489,2006,703
223001248,99489,2006,703
223001249,99489,2006,703
223001251,99489,2006,703
223001252,99489,2006,G96
223001253,99489,2006,G96
223001254,99489,2006,G96
223001255,99489,2006,G96
223001259,99489,2006,703
223001261,99489,2006,703
223001262,99489,2006,703
223001263,99489,2006,703
223001264,99489,2006,703
223001265,99489,2006,703
223001266,99489,2006,703
223001267,99489,2006,703
223001268,99489,2006,G96
223001269,99489,2006,G96
223001270,99489,2006,G96
223001283,99489,2006,G96
223001285,99489,2006,G96
223001286,99489,2006,G96
223001302,99489,2006,G96
223001303,99489,2006,G96
223001304,99489,2006,G96
223001314,99489,2006,703
223001315,99489,2006,703
223001316,99489,2006,703
223001317,99489,2006,703
223001318,99489,2007,703
223001319,99489,2007,703
223001320,99489,2007,703
223001321,99489,2007,703
223001322,99489,2007,703
223001323,99489,2007,703
223001324,99489,2007,703
223001325,99489,2007,703
223001326,99489,2007,703
223001327,99489,2007,703
223001328,99489,2007,703
223001329,99489,2007,703
223001330,99489,2007,703
223001331,99489,2007,703
223001332,99489,2007,703
223001333,99489,2007,703
223001334,99489,2007,703
223001335,99489,2007,703
223001336,99489,2007,703
223001340,99489,2008,703
223001341,99489,2008,703
223001342,99489,2008,703
223001343,99489,2008,703
223001344,99489,2008,703
223001345,99489,2008,703
223001346,99489,2008,703
223001347,99489,2008,703
223001348,99489,2009,703
223001349,99489,2009,703
223001350,99489,2009,703
223001351,99489,2009,703
223001352,99489,2009,703
223001353,99489,2010,703
223001354,99489,2010,703
223001355,99489,2010,703
223001356,99489,2010,703
223001392,99489,2011,703
223001393,99489,2011,703
223001394,99489,2011,703
