,packed_number,year,obs
208000913,87271,2007,G96
208000914,87271,2007,G96
208000915,87271,2007,G96
208000916,87271,2007,G96
208000920,87271,2007,G96
208000921,87271,2007,G96
208000922,87271,2007,G96
208000923,87271,2007,G96
208000928,87271,2007,G96
208000929,87271,2007,G96
208000930,87271,2007,G96
208000931,87271,2007,G96
208000932,87271,2007,G96
208000933,87271,2007,G96
208000934,87271,2007,G96
208000935,87271,2007,G96
208000949,87271,2009,703
208000950,87271,2009,703
208000951,87271,2009,703
208000952,87271,2009,703
208000953,87271,2009,703
208000967,87271,2010,G96
208000968,87271,2010,G96
208000969,87271,2010,G96
208000970,87271,2010,G96
208001004,87271,2011,G96
208001005,87271,2011,G96
208001006,87271,2011,G96
208001007,87271,2011,G96
208001012,87271,2011,703
208001013,87271,2011,703
208001014,87271,2011,703
208001015,87271,2011,703
208001016,87271,2011,G96
208001017,87271,2011,G96
208001018,87271,2011,G96
208001019,87271,2011,G96
208001020,87271,2011,G96
208001021,87271,2011,G96
208001022,87271,2011,G96
208001023,87271,2011,G96
208001974,87272,2005,703
208001975,87272,2005,703
208001976,87272,2005,703
208001977,87272,2005,703
208002015,87272,2005,703
208002016,87272,2005,703
208002017,87272,2005,703
208002018,87272,2005,703
208002026,87272,2005,703
208002027,87272,2005,703
208002028,87272,2005,703
208002029,87272,2005,703
208002041,87272,2005,703
208002042,87272,2005,703
208002043,87272,2005,703
208002044,87272,2005,703
208002045,87272,2005,G96
208002046,87272,2005,G96
208002047,87272,2005,G96
208002048,87272,2005,G96
208002052,87272,2005,G96
208002054,87272,2005,G96
208002056,87272,2005,G96
208002057,87272,2005,G96
208002066,87272,2006,G96
208002067,87272,2006,G96
208002068,87272,2006,G96
208002069,87272,2006,G96
208002070,87272,2006,G96
208002071,87272,2006,G96
208002072,87272,2006,G96
208002073,87272,2006,G96
208002074,87272,2006,G96
208002075,87272,2006,G96
208002076,87272,2006,G96
208002077,87272,2006,G96
208002078,87272,2006,G96
208002079,87272,2006,G96
208002080,87272,2006,G96
208002081,87272,2006,G96
208002082,87272,2006,G96
208002083,87272,2006,G96
208002084,87272,2006,G96
208002085,87272,2006,G96
208002086,87272,2006,G96
208002087,87272,2006,G96
208002088,87272,2006,G96
208002089,87272,2006,G96
208002090,87272,2006,G96
208002091,87272,2006,G96
208002092,87272,2006,G96
208002093,87272,2006,G96
208002094,87272,2006,G96
208002095,87272,2006,G96
208002096,87272,2006,G96
208002101,87272,2006,703
208002102,87272,2006,703
208002103,87272,2006,703
208002104,87272,2006,703
208002116,87272,2007,G96
208002117,87272,2007,G96
208002118,87272,2007,G96
208002119,87272,2007,G96
208002120,87272,2008,G96
208002121,87272,2008,G96
208002122,87272,2008,G96
208002123,87272,2008,G96
208002130,87272,2008,G96
208002131,87272,2008,G96
208002132,87272,2008,G96
208002133,87272,2008,G96
208002157,87272,2008,G96
208002158,87272,2008,G96
208002159,87272,2008,G96
208002160,87272,2008,G96
208002166,87272,2008,703
208002167,87272,2008,703
208002168,87272,2008,703
208002169,87272,2008,703
208002170,87272,2008,G96
208002171,87272,2008,G96
208002172,87272,2008,G96
208002173,87272,2008,G96
208002212,87272,2010,703
208002213,87272,2010,703
208002214,87272,2010,703
208002215,87272,2010,703
208002224,87272,2010,703
208002225,87272,2010,703
208002226,87272,2010,703
208002227,87272,2010,703
208002244,87272,2010,G96
208002245,87272,2010,G96
208002246,87272,2010,G96
208002247,87272,2010,G96
208002248,87272,2010,703
208002249,87272,2010,703
208002250,87272,2010,703
208002251,87272,2010,703
208002257,87272,2010,703
208002258,87272,2010,703
208002259,87272,2010,703
208002260,87272,2010,703
208002266,87272,2010,G96
208002267,87272,2010,G96
208002268,87272,2010,G96
208002269,87272,2010,G96
208002270,87272,2011,703
208002271,87272,2011,703
208002272,87272,2011,703
208002273,87272,2011,703
208002274,87272,2011,G96
208002275,87272,2011,G96
208002276,87272,2011,G96
208002277,87272,2011,G96
208002278,87272,2011,G96
208002279,87272,2011,G96
208002280,87272,2011,G96
208002281,87272,2011,G96
208002293,87272,2012,G96
208002294,87272,2012,G96
208002295,87272,2012,G96
208002296,87272,2012,G96
208002300,87272,2012,703
208002301,87272,2012,703
208002302,87272,2012,703
208002303,87272,2012,703
208002306,87272,2012,G96
208002307,87272,2012,G96
208002308,87272,2012,G96
208002309,87272,2012,G96
208002310,87272,2012,G96
208002311,87272,2012,G96
208002312,87272,2012,G96
208002313,87272,2012,G96
208002318,87272,2012,G96
208002319,87272,2012,G96
208002320,87272,2012,G96
208002321,87272,2012,G96
208002322,87272,2012,G96
208003127,87273,2006,703
208003128,87273,2006,703
208003129,87273,2006,703
208003130,87273,2006,703
208003157,87273,2011,G96
208003158,87273,2011,G96
208003159,87273,2011,G96
208003160,87273,2011,G96
208003161,87273,2011,703
208003162,87273,2011,703
208003163,87273,2011,703
208003164,87273,2011,703
208003168,87273,2011,G96
208003169,87273,2011,G96
208003170,87273,2011,G96
208003171,87273,2011,G96
208003180,87273,2011,G96
208003181,87273,2011,G96
208003182,87273,2011,G96
208003183,87273,2011,G96
208003184,87273,2011,G96
208003185,87273,2011,G96
208003186,87273,2011,G96
208003187,87273,2011,G96
208004001,87274,2005,703
208004002,87274,2005,703
208004003,87274,2005,703
