,packed_number,year,obs
297000260,J3499,2005,703
297000261,J3499,2005,703
297000262,J3499,2005,703
297000263,J3499,2005,703
297000271,J3499,2005,G96
297000272,J3499,2005,G96
297000273,J3499,2005,G96
297000274,J3499,2005,G96
297000283,J3499,2008,703
297000284,J3499,2008,703
297000285,J3499,2008,703
297000286,J3499,2008,703
297000287,J3499,2008,703
297000288,J3499,2008,703
297000289,J3499,2008,703
297000290,J3499,2008,703
297000298,J3499,2008,703
297000299,J3499,2008,703
297000300,J3499,2008,703
297000301,J3499,2008,703
297000302,J3499,2008,703
297000303,J3499,2008,703
297000304,J3499,2008,703
297000305,J3499,2008,703
297000311,J3499,2008,703
297000312,J3499,2008,703
297000313,J3499,2008,703
297000314,J3499,2008,703
297000318,J3499,2008,703
297000319,J3499,2008,703
297000320,J3499,2008,703
297000321,J3499,2008,703
297000322,J3499,2008,703
297000323,J3499,2008,703
297000324,J3499,2008,703
297000325,J3499,2008,703
297000333,J3499,2010,703
297000334,J3499,2010,703
297000335,J3499,2010,703
297000336,J3499,2010,703
297000339,J3499,2010,703
297000340,J3499,2010,703
297000341,J3499,2010,703
297000342,J3499,2010,703
297000372,J3499,2012,703
297000373,J3499,2012,703
297000374,J3499,2012,703
297000375,J3499,2012,703
297000376,J3499,2012,G96
297000377,J3499,2012,G96
297000378,J3499,2012,G96
297000379,J3499,2012,G96
297000389,J3499,2012,703
297000390,J3499,2012,703
297000391,J3499,2012,703
297000392,J3499,2012,703
297001036,J3500,2007,G96
297001037,J3500,2007,G96
297001038,J3500,2007,G96
297001039,J3500,2007,G96
297001075,J3500,2008,703
297001076,J3500,2008,703
297001077,J3500,2008,703
297001078,J3500,2008,703
297001083,J3500,2008,G96
297001084,J3500,2008,G96
297001085,J3500,2008,G96
297001086,J3500,2008,G96
297001096,J3500,2008,703
297001097,J3500,2008,703
297001098,J3500,2008,703
297001099,J3500,2008,703
297001105,J3500,2008,703
297001106,J3500,2008,703
297001107,J3500,2008,703
297001108,J3500,2008,703
297001114,J3500,2008,703
297001115,J3500,2008,703
297001116,J3500,2008,703
297001117,J3500,2008,703
297001118,J3500,2008,G96
297001119,J3500,2008,G96
297001120,J3500,2008,G96
297001121,J3500,2008,G96
297001131,J3500,2010,G96
297001132,J3500,2010,G96
297001133,J3500,2010,G96
297001134,J3500,2010,G96
297001146,J3500,2012,703
297001147,J3500,2012,703
297001148,J3500,2012,703
297001149,J3500,2012,703
297001170,J3500,2012,703
297001171,J3500,2012,703
297001172,J3500,2012,703
297001173,J3500,2012,703
297001177,J3500,2012,703
297001178,J3500,2012,703
297001179,J3500,2012,703
297001180,J3500,2012,703
297001181,J3500,2012,G96
297001182,J3500,2012,G96
297001183,J3500,2012,G96
297001184,J3500,2012,G96
297001490,J3501,2006,G96
297001491,J3501,2006,G96
297001492,J3501,2006,G96
297001493,J3501,2006,G96
297001494,J3501,2007,703
297001495,J3501,2007,703
297001496,J3501,2007,703
297001497,J3501,2007,703
297001498,J3501,2007,703
297001499,J3501,2007,703
297001500,J3501,2007,703
297001501,J3501,2007,703
297001502,J3501,2007,703
297001503,J3501,2007,703
297001504,J3501,2007,703
297001505,J3501,2007,703
297001506,J3501,2007,703
297001507,J3501,2007,703
297001508,J3501,2007,703
297001509,J3501,2007,703
297001510,J3501,2007,703
297001511,J3501,2007,703
297001512,J3501,2007,703
297001513,J3501,2007,703
297001519,J3501,2008,G96
297001520,J3501,2008,G96
297001521,J3501,2008,G96
297001522,J3501,2008,G96
297001523,J3501,2008,G96
297001524,J3501,2008,G96
297001525,J3501,2008,G96
297001526,J3501,2008,G96
297001527,J3501,2008,G96
297001528,J3501,2008,G96
297001529,J3501,2008,G96
297001537,J3501,2008,G96
297001538,J3501,2008,G96
297001540,J3501,2008,G96
297001541,J3501,2008,G96
297001566,J3501,2009,G96
297001567,J3501,2009,G96
297001568,J3501,2009,G96
297001569,J3501,2009,G96
297001584,J3501,2009,703
297001585,J3501,2009,703
297001586,J3501,2009,703
297001587,J3501,2009,703
297002137,J3502,2006,G96
