,packed_number,year,obs
415000050,~00rk,2006,703
415000051,~00rk,2006,703
415000052,~00rk,2006,703
415000053,~00rk,2006,703
415000167,~00rl,2006,G96
415000168,~00rl,2006,G96
415000169,~00rl,2006,G96
415000170,~00rl,2006,G96
415000171,~00rl,2006,G96
415000172,~00rl,2006,G96
415000173,~00rl,2006,G96
415000174,~00rl,2006,G96
415000175,~00rl,2007,G96
415000176,~00rl,2007,G96
415000177,~00rl,2007,G96
415000178,~00rl,2007,G96
415000182,~00rl,2011,G96
415000183,~00rl,2011,G96
415000184,~00rl,2011,G96
415000185,~00rl,2011,G96
415000186,~00rl,2011,G96
415000187,~00rl,2011,G96
415000188,~00rl,2011,G96
415000189,~00rl,2011,G96
415000255,~00rm,2008,G96
415000256,~00rm,2008,G96
415000257,~00rm,2008,G96
415000258,~00rm,2008,G96
415000259,~00rm,2010,G96
415000260,~00rm,2010,G96
415000261,~00rm,2010,G96
415000262,~00rm,2010,G96
415000263,~00rm,2010,G96
415000264,~00rm,2010,G96
415000265,~00rm,2010,G96
415000266,~00rm,2010,G96
415000372,~00ro,2010,G96
415000373,~00ro,2010,G96
415000374,~00ro,2010,G96
415000375,~00ro,2010,G96
415000376,~00ro,2011,G96
415000377,~00ro,2011,G96
415000378,~00ro,2011,G96
415000379,~00ro,2011,G96
415000465,~00rp,2006,G96
415000466,~00rp,2006,G96
415000467,~00rp,2006,G96
415000468,~00rp,2006,G96
415000469,~00rp,2006,G96
415000470,~00rp,2006,G96
415000471,~00rp,2006,G96
415000472,~00rp,2006,G96
415000473,~00rp,2010,G96
415000474,~00rp,2010,G96
415000475,~00rp,2010,G96
415000476,~00rp,2010,G96
415000477,~00rp,2011,G96
415000478,~00rp,2011,G96
415000479,~00rp,2011,G96
415000480,~00rp,2011,G96
415000537,~00rq,2005,G96
415000538,~00rq,2005,G96
415000539,~00rq,2005,G96
415000540,~00rq,2005,G96
415000541,~00rq,2005,G96
415000542,~00rq,2005,G96
415000543,~00rq,2005,G96
415000544,~00rq,2005,G96
415000545,~00rq,2008,G96
415000546,~00rq,2008,G96
415000547,~00rq,2008,G96
415000548,~00rq,2008,G96
415000549,~00rq,2008,G96
415000550,~00rq,2008,G96
415000551,~00rq,2008,G96
415000552,~00rq,2008,G96
415000553,~00rq,2010,G96
415000554,~00rq,2010,G96
415000555,~00rq,2010,G96
415000556,~00rq,2010,G96
415000606,~00rr,2011,G96
415000607,~00rr,2011,G96
415000608,~00rr,2011,G96
415000609,~00rr,2011,G96
415000671,~00rs,2005,G96
415000672,~00rs,2005,G96
415000673,~00rs,2005,G96
415000674,~00rs,2005,G96
415000675,~00rs,2011,G96
415000676,~00rs,2011,G96
415000677,~00rs,2011,G96
415000678,~00rs,2011,G96
415000761,~00rt,2011,G96
415000762,~00rt,2011,G96
415000763,~00rt,2011,G96
415000764,~00rt,2011,G96
415000893,~00ru,2010,G96
415000894,~00ru,2010,G96
415000895,~00ru,2010,G96
415000896,~00ru,2010,G96
415001040,~00rw,2007,G96
415001041,~00rw,2007,G96
415001042,~00rw,2007,G96
415001043,~00rw,2007,G96
415001254,~00rx,2011,G96
415001255,~00rx,2011,G96
415001256,~00rx,2011,G96
415001257,~00rx,2011,G96
415001530,~00rz,2011,G96
415001531,~00rz,2011,G96
415001532,~00rz,2011,G96
415001533,~00rz,2011,G96
415002310,~00s3,2009,703
415002311,~00s3,2009,703
415002312,~00s3,2009,703
415002313,~00s3,2009,703
415002552,~00s4,2008,G96
415002553,~00s4,2008,G96
415002554,~00s4,2008,G96
415002555,~00s4,2008,G96
415002556,~00s4,2008,G96
415002557,~00s4,2008,G96
415002558,~00s4,2008,G96
415002559,~00s4,2008,G96
415002798,~00s6,2006,703
415002799,~00s6,2006,703
415002800,~00s6,2006,703
415002801,~00s6,2006,703
415002811,~00s6,2010,G96
415002812,~00s6,2010,G96
415002813,~00s6,2010,G96
415002814,~00s6,2010,G96
415003041,~00s7,2006,G96
415003042,~00s7,2006,G96
415003043,~00s7,2006,G96
415003044,~00s7,2006,G96
415003045,~00s7,2006,G96
415003046,~00s7,2006,G96
415003047,~00s7,2006,G96
415003048,~00s7,2006,G96
415003049,~00s7,2010,G96
415003050,~00s7,2010,G96
415003051,~00s7,2010,G96
415003052,~00s7,2010,G96
415003053,~00s7,2010,G96
415003054,~00s7,2010,G96
415003055,~00s7,2010,G96
415003056,~00s7,2010,G96
415003183,~00s8,2009,G96
415003184,~00s8,2009,G96
415003185,~00s8,2009,G96
415003186,~00s8,2009,G96
415003269,~00s9,2006,G96
415003270,~00s9,2006,G96
415003271,~00s9,2006,G96
415003272,~00s9,2006,G96
415003273,~00s9,2009,G96
415003274,~00s9,2009,G96
415003275,~00s9,2009,G96
415003276,~00s9,2009,G96
415003277,~00s9,2009,G96
415003278,~00s9,2009,G96
415003279,~00s9,2009,G96
415003280,~00s9,2009,G96
415003445,~00sB,2012,G96
415003446,~00sB,2012,G96
415003447,~00sB,2012,G96
415003448,~00sB,2012,G96
415003517,~00sC,2011,G96
415003518,~00sC,2011,G96
415003519,~00sC,2011,G96
415003520,~00sC,2011,G96
415003521,~00sC,2012,G96
415003522,~00sC,2012,G96
415003523,~00sC,2012,G96
415003524,~00sC,2012,G96
415004025,~00sE,2012,G96
