,packed_number,year,obs
121001088,33310,2006,703
121001089,33310,2006,703
121001090,33310,2006,703
121001091,33310,2006,703
121001092,33310,2006,703
121001093,33310,2006,703
121001094,33310,2006,703
121001095,33310,2006,703
121001101,33310,2006,703
121001102,33310,2006,703
121001103,33310,2006,703
121001104,33310,2006,703
121001143,33310,2008,G96
121001144,33310,2008,G96
121001145,33310,2008,G96
121001146,33310,2008,G96
121001167,33310,2008,G96
121001168,33310,2008,G96
121001169,33310,2008,G96
121001170,33310,2008,G96
121001171,33310,2009,703
121001172,33310,2009,703
121001173,33310,2009,703
121001174,33310,2009,703
121001175,33310,2009,703
121001176,33310,2009,703
121001177,33310,2009,703
121001178,33310,2009,703
121001179,33310,2009,703
121001180,33310,2009,703
121001181,33310,2009,703
121001182,33310,2009,703
121001188,33310,2009,703
121001189,33310,2009,703
121001190,33310,2009,703
121001191,33310,2009,703
121001192,33310,2009,703
121001193,33310,2009,703
121001194,33310,2009,703
121001195,33310,2009,703
121001196,33310,2009,703
121001197,33310,2009,703
121001198,33310,2009,703
121001199,33310,2009,703
121001228,33310,2010,G96
121001229,33310,2010,G96
121001230,33310,2010,G96
121001231,33310,2010,G96
121001232,33310,2010,G96
121001233,33310,2010,G96
121001234,33310,2010,G96
121001235,33310,2010,G96
121001239,33310,2010,703
121001240,33310,2010,703
121001241,33310,2010,703
121001242,33310,2010,703
121001268,33310,2010,703
121001269,33310,2010,703
121001270,33310,2010,703
121001271,33310,2010,703
121001275,33310,2010,703
121001276,33310,2010,703
121001277,33310,2010,703
121001278,33310,2010,703
121001345,33310,2012,703
121001346,33310,2012,703
121001347,33310,2012,703
121001348,33310,2012,703
121001349,33310,2012,703
121001350,33310,2012,703
121001351,33310,2012,703
121001352,33310,2012,703
121001356,33310,2012,703
121001357,33310,2012,703
121001358,33310,2012,703
121001359,33310,2012,703
121001360,33310,2012,703
121001361,33310,2012,703
121001362,33310,2012,703
121001363,33310,2012,703
121001364,33310,2012,703
121001365,33310,2012,703
121001366,33310,2012,703
121001367,33310,2012,703
121001368,33310,2012,703
121001369,33310,2012,703
121001370,33310,2012,703
121001371,33310,2012,703
121004785,33311,2006,703
121004786,33311,2006,703
121004787,33311,2006,703
121004788,33311,2006,703
121004789,33311,2006,703
121004790,33311,2006,703
121004791,33311,2006,703
121004792,33311,2006,703
121004793,33311,2006,703
121004794,33311,2006,703
121004795,33311,2006,703
121004796,33311,2006,703
121004797,33311,2006,703
121004798,33311,2006,703
121004799,33311,2006,703
121004800,33311,2006,703
121004801,33311,2006,703
121004802,33311,2006,703
121004803,33311,2006,703
121004804,33311,2006,703
121004809,33311,2006,703
121004810,33311,2006,703
121004811,33311,2006,703
121004812,33311,2006,703
