,packed_number,year,obs
406000000,t8486,2007,G96
406000001,t8486,2007,G96
406000002,t8486,2007,G96
406000003,t8486,2010,G96
406000004,t8486,2010,G96
406000005,t8486,2010,G96
406000006,t8486,2010,G96
406000007,t8486,2010,G96
406000008,t8486,2010,G96
406000119,t8487,2006,G96
406000120,t8487,2006,G96
406000124,t8487,2007,G96
406000125,t8487,2007,G96
406000126,t8487,2007,G96
406000127,t8487,2007,G96
406000128,t8487,2007,G96
406000129,t8487,2007,G96
406000130,t8487,2007,G96
406000131,t8487,2007,G96
406000132,t8487,2008,G96
406000133,t8487,2008,G96
406000134,t8487,2008,G96
406000135,t8487,2008,G96
406000136,t8487,2010,G96
406000137,t8487,2010,G96
406000138,t8487,2010,G96
406000139,t8487,2010,G96
406000146,t8487,2011,G96
406000147,t8487,2011,G96
406000148,t8487,2011,G96
406000149,t8487,2011,G96
406000352,t8488,2007,G96
406000353,t8488,2007,G96
406000354,t8488,2007,G96
406000355,t8488,2007,G96
406000356,t8488,2008,G96
406000357,t8488,2008,G96
406000358,t8488,2008,G96
406000359,t8488,2008,G96
406000360,t8488,2011,G96
406000361,t8488,2011,G96
406000362,t8488,2011,G96
406000654,t8489,2008,703
406000655,t8489,2008,703
406000656,t8489,2008,703
406000657,t8489,2008,703
406000658,t8489,2008,703
406000659,t8489,2008,703
406000660,t8489,2008,703
406000661,t8489,2008,703
406000788,t8490,2008,G96
406000789,t8490,2008,G96
406000790,t8490,2008,G96
406000791,t8490,2008,G96
406000792,t8490,2008,G96
406000793,t8490,2008,G96
406000794,t8490,2008,G96
406000795,t8490,2008,G96
406000796,t8490,2008,G96
406000797,t8490,2008,G96
406000798,t8490,2008,G96
406000799,t8490,2008,G96
406000800,t8490,2008,G96
406000801,t8490,2008,G96
406000802,t8490,2008,G96
406000803,t8490,2008,G96
406000887,t8491,2012,G96
406000888,t8491,2012,G96
406000889,t8491,2012,G96
406000890,t8491,2012,G96
406001006,t8492,2007,G96
406001007,t8492,2007,G96
406001008,t8492,2007,G96
406001009,t8492,2007,G96
406001010,t8492,2007,G96
406001011,t8492,2007,G96
406001012,t8492,2007,G96
406001013,t8492,2007,G96
406001130,t8493,2007,G96
406001131,t8493,2007,G96
406001132,t8493,2007,G96
406001133,t8493,2007,G96
406001134,t8493,2007,G96
406001135,t8493,2007,G96
406001136,t8493,2007,G96
406001137,t8493,2007,G96
406001138,t8493,2007,G96
406001139,t8493,2007,G96
406001140,t8493,2007,G96
406001141,t8493,2007,G96
406001145,t8493,2010,G96
406001146,t8493,2010,G96
406001147,t8493,2010,G96
406001148,t8493,2010,G96
406001265,t8494,2007,G96
406001266,t8494,2007,G96
406001267,t8494,2007,G96
406001268,t8494,2007,G96
406001269,t8494,2012,G96
406001270,t8494,2012,G96
406001271,t8494,2012,G96
406001272,t8494,2012,G96
406001353,t8495,2005,G96
406001354,t8495,2005,G96
406001355,t8495,2005,G96
406001356,t8495,2005,G96
406001357,t8495,2005,G96
406001358,t8495,2005,G96
406001359,t8495,2005,G96
406001360,t8495,2005,G96
406001361,t8495,2007,G96
406001362,t8495,2007,G96
406001363,t8495,2007,G96
406001364,t8495,2007,G96
406001365,t8495,2007,G96
406001366,t8495,2007,G96
406001367,t8495,2007,G96
406001368,t8495,2007,G96
406001809,t8498,2008,G96
406001810,t8498,2008,G96
406001811,t8498,2008,G96
406001812,t8498,2008,G96
406001813,t8498,2011,G96
406001814,t8498,2011,G96
406001815,t8498,2011,G96
406001816,t8498,2011,G96
406001817,t8498,2011,G96
406001818,t8498,2011,G96
406001819,t8498,2011,G96
406001820,t8498,2011,G96
406001821,t8498,2011,G96
406001822,t8498,2011,G96
406001823,t8498,2011,G96
406001824,t8498,2011,G96
406001952,t8499,2009,G96
406001953,t8499,2009,G96
406001954,t8499,2009,G96
406001955,t8499,2009,G96
406002122,t8500,2007,703
406002123,t8500,2007,703
406002124,t8500,2007,703
406002125,t8500,2007,703
406002126,t8500,2008,G96
406002127,t8500,2008,G96
406002128,t8500,2008,G96
406002129,t8500,2008,G96
406002130,t8500,2010,G96
406002131,t8500,2010,G96
406002132,t8500,2010,G96
406002133,t8500,2010,G96
406002134,t8500,2012,703
406002135,t8500,2012,703
406002136,t8500,2012,703
406002137,t8500,2012,703
406002268,t8501,2011,G96
406002269,t8501,2011,G96
406002270,t8501,2011,G96
406002271,t8501,2011,G96
406002429,t8502,2008,G96
406002430,t8502,2008,G96
406002431,t8502,2008,G96
406002432,t8502,2008,G96
406002433,t8502,2009,G96
406002434,t8502,2009,G96
406002435,t8502,2009,G96
406002436,t8502,2009,G96
406002437,t8502,2010,G96
406002438,t8502,2010,G96
406002439,t8502,2010,G96
406002888,t8505,2008,G96
406002889,t8505,2008,G96
406002890,t8505,2008,G96
406002891,t8505,2008,G96
406002892,t8505,2011,G96
406002893,t8505,2011,G96
