,packed_number,year,obs
281000183,G7110,2007,G96
281000184,G7110,2007,G96
281000185,G7110,2007,G96
281000186,G7110,2007,G96
281000187,G7110,2007,703
281000188,G7110,2007,703
281000189,G7110,2007,703
281000190,G7110,2007,703
281000191,G7110,2007,G96
281000192,G7110,2007,G96
281000193,G7110,2007,G96
281000211,G7110,2007,703
281000212,G7110,2007,703
281000213,G7110,2007,703
281000214,G7110,2007,703
281000218,G7110,2007,G96
281000219,G7110,2007,G96
281000220,G7110,2007,G96
281000221,G7110,2007,G96
281000226,G7110,2007,703
281000227,G7110,2007,703
281000228,G7110,2007,703
281000229,G7110,2007,703
281000239,G7110,2007,G96
281000240,G7110,2007,G96
281000241,G7110,2007,G96
281000242,G7110,2007,G96
281000247,G7110,2011,G96
281000248,G7110,2011,G96
281000249,G7110,2011,G96
281000250,G7110,2011,G96
281000382,G7111,2006,703
281000383,G7111,2006,703
281000384,G7111,2006,703
281000385,G7111,2006,703
281000398,G7111,2006,G96
281000399,G7111,2006,G96
281000400,G7111,2006,G96
281000401,G7111,2006,G96
281000403,G7111,2006,703
281000405,G7111,2006,703
281000406,G7111,2006,703
281000407,G7111,2006,703
281000424,G7111,2007,G96
281000425,G7111,2007,G96
281000426,G7111,2007,G96
281000427,G7111,2007,G96
281000428,G7111,2007,G96
281000429,G7111,2007,G96
281000430,G7111,2007,G96
281000431,G7111,2007,G96
281000432,G7111,2007,G96
281000433,G7111,2007,G96
281000434,G7111,2007,G96
281000435,G7111,2007,G96
281000436,G7111,2008,G96
281000437,G7111,2008,G96
281000438,G7111,2008,G96
281000439,G7111,2008,G96
281000440,G7111,2009,G96
281000441,G7111,2009,G96
281000442,G7111,2009,G96
281000443,G7111,2009,G96
281000444,G7111,2010,703
281000445,G7111,2010,703
281000446,G7111,2010,703
281000447,G7111,2010,703
281000476,G7111,2011,G96
281000477,G7111,2011,G96
281000478,G7111,2011,G96
281000479,G7111,2011,G96
281000480,G7111,2011,G96
281000481,G7111,2011,G96
281000482,G7111,2011,G96
281000483,G7111,2011,G96
281000484,G7111,2011,G96
281000485,G7111,2011,G96
281000486,G7111,2011,G96
281000494,G7111,2011,G96
281000495,G7111,2011,G96
281000496,G7111,2011,G96
281000497,G7111,2011,G96
281000498,G7111,2011,703
281000499,G7111,2011,703
281000500,G7111,2011,703
281000501,G7111,2011,703
281001053,G7112,2007,G96
281001054,G7112,2007,G96
281001055,G7112,2007,G96
281001056,G7112,2007,G96
281001063,G7112,2007,G96
281001064,G7112,2007,G96
281001065,G7112,2007,G96
281001066,G7112,2007,G96
281001067,G7112,2007,G96
281001068,G7112,2007,G96
281001069,G7112,2007,G96
281001070,G7112,2007,G96
281001071,G7112,2007,G96
281001072,G7112,2007,G96
281001073,G7112,2007,G96
281001074,G7112,2009,703
281001075,G7112,2009,703
281001076,G7112,2009,703
281001077,G7112,2009,703
281001078,G7112,2009,G96
281001079,G7112,2009,G96
281001080,G7112,2009,G96
281001081,G7112,2009,G96
281001082,G7112,2009,703
281001083,G7112,2009,703
281001084,G7112,2009,703
281001085,G7112,2009,703
