,packed_number,year,obs
392000049,l4970,2005,G96
392000050,l4970,2005,G96
392000051,l4970,2005,G96
392000052,l4970,2005,G96
392000062,l4970,2005,703
392000063,l4970,2005,703
392000064,l4970,2005,703
392000065,l4970,2005,703
392000069,l4970,2005,G96
392000070,l4970,2005,G96
392000071,l4970,2005,G96
392000072,l4970,2005,G96
392000073,l4970,2005,G96
392000074,l4970,2005,G96
392000075,l4970,2005,G96
392000076,l4970,2005,G96
392000083,l4970,2011,G96
392000084,l4970,2011,G96
392000085,l4970,2011,G96
392000086,l4970,2011,G96
392000087,l4970,2011,G96
392000088,l4970,2011,G96
392000089,l4970,2011,G96
392000090,l4970,2011,G96
392000213,l4971,2005,G96
392000214,l4971,2005,G96
392000215,l4971,2005,G96
392000216,l4971,2005,G96
392000225,l4971,2005,G96
392000226,l4971,2005,G96
392000227,l4971,2005,G96
392000228,l4971,2005,G96
392000229,l4971,2007,703
392000230,l4971,2007,703
392000231,l4971,2007,703
392000232,l4971,2007,703
392000233,l4971,2011,703
392000234,l4971,2011,703
392000235,l4971,2011,703
392000236,l4971,2011,703
392000237,l4971,2011,703
392000238,l4971,2011,703
392000239,l4971,2011,703
392000240,l4971,2011,703
392000250,l4971,2011,G96
392000251,l4971,2011,G96
392000252,l4971,2011,G96
392000253,l4971,2011,G96
392000469,l4972,2005,G96
392000470,l4972,2005,G96
392000471,l4972,2005,G96
392000472,l4972,2005,G96
392000476,l4972,2011,G96
392000477,l4972,2011,G96
392000478,l4972,2011,G96
392000479,l4972,2011,G96
392000604,l4973,2005,703
392000605,l4973,2005,703
392000606,l4973,2005,703
392000607,l4973,2005,703
392000612,l4973,2005,703
392000614,l4973,2005,703
392000615,l4973,2005,703
392000616,l4973,2005,703
392000623,l4973,2005,703
392000624,l4973,2005,703
392000625,l4973,2005,703
392000626,l4973,2005,703
392000631,l4973,2005,703
392000632,l4973,2005,703
392000633,l4973,2005,703
392000634,l4973,2005,703
392000853,l4974,2005,703
392000854,l4974,2005,703
392000855,l4974,2005,703
392000856,l4974,2005,703
392000863,l4974,2005,G96
392000864,l4974,2005,G96
392000865,l4974,2005,G96
392000866,l4974,2005,G96
392000958,l4975,2008,G96
392000959,l4975,2008,G96
392000960,l4975,2008,G96
392000961,l4975,2008,G96
392000965,l4975,2008,G96
392000966,l4975,2008,G96
392000967,l4975,2008,G96
392000968,l4975,2008,G96
392000978,l4975,2011,G96
392000979,l4975,2011,G96
392000980,l4975,2011,G96
392000981,l4975,2011,G96
392001067,l4976,2005,703
392001068,l4976,2005,703
392001069,l4976,2005,703
392001070,l4976,2005,703
392001074,l4976,2005,703
392001075,l4976,2005,703
392001076,l4976,2005,703
392001077,l4976,2005,703
392001081,l4976,2008,G96
392001082,l4976,2008,G96
392001083,l4976,2008,G96
392001084,l4976,2008,G96
392001085,l4976,2008,G96
392001086,l4976,2008,G96
392001087,l4976,2008,G96
392001088,l4976,2008,G96
392001089,l4976,2009,G96
392001090,l4976,2009,G96
392001091,l4976,2009,G96
392001092,l4976,2009,G96
392001093,l4976,2012,G96
392001094,l4976,2012,G96
392001095,l4976,2012,G96
392001096,l4976,2012,G96
392001199,l4977,2005,G96
392001200,l4977,2005,G96
392001201,l4977,2005,G96
392001202,l4977,2005,G96
392001203,l4977,2005,G96
392001204,l4977,2005,G96
392001205,l4977,2005,G96
392001206,l4977,2005,G96
392001216,l4977,2005,G96
392001217,l4977,2005,G96
392001218,l4977,2005,G96
392001219,l4977,2005,G96
392001220,l4977,2010,G96
392001221,l4977,2010,G96
392001222,l4977,2010,G96
392001223,l4977,2010,G96
392001224,l4977,2010,G96
392001225,l4977,2010,G96
392001226,l4977,2010,G96
392001227,l4977,2010,G96
392001384,l4978,2005,G96
392001385,l4978,2005,G96
392001386,l4978,2005,G96
392001387,l4978,2005,G96
392001391,l4978,2005,703
392001392,l4978,2005,703
392001393,l4978,2005,703
392001394,l4978,2005,703
392001398,l4978,2005,G96
392001399,l4978,2005,G96
392001400,l4978,2005,G96
392001401,l4978,2005,G96
392001402,l4978,2005,G96
392001403,l4978,2005,G96
392001404,l4978,2005,G96
392001405,l4978,2005,G96
392001406,l4978,2005,G96
392001407,l4978,2005,G96
392001408,l4978,2005,G96
392001409,l4978,2005,G96
392001410,l4978,2009,G96
392001411,l4978,2009,G96
392001412,l4978,2009,G96
392001413,l4978,2009,G96
392001519,l4979,2005,G96
392001520,l4979,2005,G96
392001521,l4979,2005,G96
392001522,l4979,2005,G96
392001695,l4980,2005,G96
392001696,l4980,2005,G96
392001697,l4980,2005,G96
392001698,l4980,2005,G96
392001702,l4980,2005,G96
392001703,l4980,2005,G96
392001704,l4980,2005,G96
392001705,l4980,2005,G96
392001706,l4980,2005,G96
392001707,l4980,2005,G96
392001708,l4980,2005,G96
392001709,l4980,2005,G96
392001734,l4980,2011,G96
392001735,l4980,2011,G96
392001736,l4980,2011,G96
392001737,l4980,2011,G96
392001738,l4980,2011,G96
392001860,l4981,2005,703
392001861,l4981,2005,703
392001862,l4981,2005,703
392001863,l4981,2005,703
392001870,l4981,2005,G96
392001871,l4981,2005,G96
392001872,l4981,2005,G96
392001879,l4981,2005,G96
392001880,l4981,2005,G96
392001881,l4981,2005,G96
392001882,l4981,2005,G96
392001883,l4981,2008,G96
392001884,l4981,2008,G96
392001885,l4981,2008,G96
392001886,l4981,2008,G96
392001887,l4981,2012,G96
392001888,l4981,2012,G96
392001889,l4981,2012,G96
392002207,l4982,2005,G96
