,packed_number,year,obs
230001273,A6112,2005,G96
230001274,A6112,2005,G96
230001275,A6112,2005,G96
230001276,A6112,2005,G96
230001283,A6112,2005,G96
230001284,A6112,2005,G96
230001285,A6112,2005,G96
230001286,A6112,2005,G96
230001296,A6112,2005,G96
230001297,A6112,2005,G96
230001298,A6112,2005,G96
230001299,A6112,2005,G96
230001300,A6112,2005,G96
230001301,A6112,2005,G96
230001302,A6112,2005,G96
230001303,A6112,2006,G96
230001304,A6112,2006,G96
230001305,A6112,2006,G96
230001306,A6112,2006,G96
230001307,A6112,2007,G96
230001308,A6112,2007,G96
230001309,A6112,2007,G96
230001310,A6112,2007,G96
230001314,A6112,2007,G96
230001315,A6112,2007,G96
230001316,A6112,2007,G96
230001317,A6112,2007,G96
230001321,A6112,2007,G96
230001322,A6112,2007,G96
230001323,A6112,2007,G96
230001324,A6112,2007,G96
230001345,A6112,2009,703
230001346,A6112,2009,703
230001347,A6112,2009,703
230001348,A6112,2009,703
230001361,A6112,2009,G96
230001362,A6112,2009,G96
230001363,A6112,2009,G96
230001364,A6112,2009,G96
230001365,A6112,2009,G96
230001366,A6112,2009,G96
230001367,A6112,2009,G96
230001370,A6112,2009,703
230001371,A6112,2009,703
230001372,A6112,2009,703
230001373,A6112,2009,703
230001374,A6112,2009,G96
230001375,A6112,2009,G96
230001376,A6112,2009,G96
230001377,A6112,2009,G96
230001378,A6112,2009,G96
230001379,A6112,2009,G96
230001380,A6112,2009,G96
230001381,A6112,2009,G96
230001382,A6112,2009,G96
230001383,A6112,2009,G96
230001384,A6112,2009,G96
230001385,A6112,2009,G96
230001386,A6112,2010,G96
230001387,A6112,2010,G96
230001388,A6112,2010,G96
230001389,A6112,2010,G96
230001396,A6112,2012,G96
230001397,A6112,2012,G96
230001398,A6112,2012,G96
230001399,A6112,2012,G96
230001403,A6112,2012,G96
230001404,A6112,2012,G96
230001405,A6112,2012,G96
230001406,A6112,2012,G96
230001414,A6112,2012,G96
230001415,A6112,2012,G96
230001416,A6112,2012,G96
230001417,A6112,2012,G96
230001823,A6113,2006,703
230001824,A6113,2006,703
230001825,A6113,2006,703
230001826,A6113,2006,703
230001827,A6113,2006,703
230001828,A6113,2006,703
230001829,A6113,2006,703
230001830,A6113,2006,703
230001835,A6113,2006,703
230001836,A6113,2006,703
230001837,A6113,2006,703
230001838,A6113,2006,703
230001842,A6113,2006,703
230001843,A6113,2006,703
230001844,A6113,2006,703
230001845,A6113,2006,703
230001849,A6113,2007,703
230001850,A6113,2007,703
230001851,A6113,2007,703
230001852,A6113,2007,703
230001931,A6113,2011,703
230001932,A6113,2011,703
230001933,A6113,2011,703
230001934,A6113,2011,703
230001942,A6113,2011,703
230001943,A6113,2011,703
230001944,A6113,2011,703
230001945,A6113,2011,703
230001950,A6113,2011,703
230001951,A6113,2011,703
230001952,A6113,2011,703
230001953,A6113,2011,703
230003659,A6114,2005,703
230003660,A6114,2005,703
230003661,A6114,2005,703
230003662,A6114,2005,703
230003663,A6114,2005,G96
230003664,A6114,2005,G96
230003665,A6114,2005,G96
230003666,A6114,2005,G96
230003670,A6114,2008,G96
230003671,A6114,2008,G96
230003672,A6114,2008,G96
230003673,A6114,2008,G96
230003674,A6114,2008,703
230003675,A6114,2008,703
230003676,A6114,2008,703
230003677,A6114,2008,703
230003682,A6114,2008,703
230003683,A6114,2008,703
230003684,A6114,2008,703
230003685,A6114,2008,703
230003686,A6114,2008,G96
230003687,A6114,2008,G96
230003688,A6114,2008,G96
230003689,A6114,2008,G96
230003692,A6114,2009,G96
230003693,A6114,2009,G96
230003694,A6114,2009,G96
230003695,A6114,2009,G96
230003698,A6114,2009,703
230003699,A6114,2009,703
230003700,A6114,2009,703
230003701,A6114,2009,703
230003702,A6114,2009,703
230003703,A6114,2009,703
230003704,A6114,2009,703
230003705,A6114,2009,703
230003749,A6114,2011,703
230003750,A6114,2011,703
230003751,A6114,2011,703
230003752,A6114,2011,703
230003756,A6114,2011,703
230003757,A6114,2011,703
230003758,A6114,2011,703
230003759,A6114,2011,703
230004603,A6115,2005,703
230004604,A6115,2005,703
230004605,A6115,2005,703
230004606,A6115,2005,703
230004614,A6115,2005,703
230004616,A6115,2005,703
230004617,A6115,2005,703
230004618,A6115,2005,703
230004630,A6115,2005,703
230004631,A6115,2005,703
230004632,A6115,2005,703
230004633,A6115,2005,703
230004641,A6115,2005,703
230004642,A6115,2005,703
230004643,A6115,2005,703
230004644,A6115,2005,703
230004645,A6115,2005,G96
230004646,A6115,2005,G96
230004647,A6115,2005,G96
230004648,A6115,2005,G96
230004672,A6115,2005,703
230004673,A6115,2005,703
230004674,A6115,2005,703
230004675,A6115,2005,703
230004680,A6115,2006,G96
230004681,A6115,2006,G96
230004682,A6115,2006,G96
230004683,A6115,2006,G96
230004684,A6115,2006,G96
230004685,A6115,2006,G96
230004686,A6115,2006,G96
230004687,A6115,2006,G96
230004688,A6115,2006,G96
230004689,A6115,2006,G96
230004690,A6115,2006,G96
230004691,A6115,2006,G96
230004695,A6115,2007,G96
230004696,A6115,2007,G96
230004697,A6115,2007,G96
230004698,A6115,2007,G96
230004706,A6115,2007,703
230004707,A6115,2007,703
230004708,A6115,2007,703
230004709,A6115,2007,703
230004726,A6115,2007,G96
230004727,A6115,2007,G96
230004728,A6115,2007,G96
230004729,A6115,2007,G96
230004730,A6115,2007,G96
230004731,A6115,2007,G96
230004732,A6115,2007,G96
230004733,A6115,2007,G96
230004743,A6115,2008,G96
230004744,A6115,2008,G96
230004745,A6115,2008,G96
230004746,A6115,2008,G96
230004753,A6115,2008,G96
230004754,A6115,2008,G96
230004755,A6115,2008,G96
230004756,A6115,2008,G96
230004757,A6115,2008,G96
230004758,A6115,2008,G96
230004759,A6115,2008,G96
230004760,A6115,2008,G96
230004761,A6115,2008,G96
230004762,A6115,2008,G96
230004763,A6115,2008,G96
230004764,A6115,2008,G96
230004826,A6115,2010,703
230004827,A6115,2010,703
230004828,A6115,2010,703
230004829,A6115,2010,703
230004841,A6115,2010,703
230004842,A6115,2010,G96
230004843,A6115,2010,703
230004844,A6115,2010,G96
230004845,A6115,2010,G96
230004846,A6115,2010,703
230004847,A6115,2010,G96
230004848,A6115,2010,703
230004865,A6115,2010,703
230004866,A6115,2010,703
230004867,A6115,2010,703
230004868,A6115,2010,703
230004869,A6115,2011,G96
230004870,A6115,2011,G96
230004871,A6115,2011,G96
230004872,A6115,2011,G96
230004876,A6115,2011,G96
230004877,A6115,2011,G96
230004878,A6115,2011,G96
230004879,A6115,2011,G96
230004880,A6115,2011,G96
230004881,A6115,2011,G96
230004882,A6115,2011,G96
230004883,A6115,2011,G96
230004895,A6115,2012,G96
230004896,A6115,2012,G96
230004897,A6115,2012,G96
230004898,A6115,2012,G96
230004909,A6115,2012,G96
230004910,A6115,2012,G96
230004911,A6115,2012,G96
230004912,A6115,2012,G96
230004917,A6115,2012,G96
230004918,A6115,2012,G96
230004919,A6115,2012,G96
230004920,A6115,2012,G96
230004923,A6115,2012,G96
230004924,A6115,2012,G96
230004925,A6115,2012,G96
230004926,A6115,2012,G96
230004927,A6115,2012,G96
230005620,A6116,2005,703
230005621,A6116,2005,703
230005622,A6116,2005,703
230005623,A6116,2005,703
230005624,A6116,2005,703
230005625,A6116,2005,703
230005626,A6116,2005,703
230005627,A6116,2005,703
230005638,A6116,2006,G96
230005639,A6116,2006,G96
230005640,A6116,2006,G96
230005641,A6116,2006,G96
230005642,A6116,2007,703
230005643,A6116,2007,703
230005644,A6116,2007,703
230005645,A6116,2007,703
230005646,A6116,2008,G96
230005647,A6116,2008,G96
230005648,A6116,2008,G96
230005649,A6116,2008,G96
230005650,A6116,2008,703
230005651,A6116,2008,703
230005652,A6116,2008,703
230005653,A6116,2008,703
230005654,A6116,2008,G96
230005655,A6116,2008,G96
230005656,A6116,2008,G96
230005657,A6116,2008,G96
230005682,A6116,2010,703
230005683,A6116,2010,703
230005684,A6116,2010,703
230005685,A6116,2010,703
230005686,A6116,2010,703
230005687,A6116,2010,703
230005688,A6116,2010,703
230005689,A6116,2010,703
230005690,A6116,2010,703
230005691,A6116,2010,703
230005692,A6116,2010,703
230005693,A6116,2010,703
230005704,A6116,2011,G96
230005705,A6116,2011,G96
230005706,A6116,2011,G96
230005707,A6116,2011,G96
230005708,A6116,2011,G96
230005709,A6116,2011,G96
230005710,A6116,2011,G96
230005711,A6116,2011,G96
230005712,A6116,2012,703
230005713,A6116,2012,703
230005714,A6116,2012,703
230005715,A6116,2012,703
230006165,A6117,2005,703
230006166,A6117,2005,703
230006176,A6117,2005,703
230006177,A6117,2005,703
230006178,A6117,2005,703
230006179,A6117,2005,703
230006196,A6117,2005,703
230006197,A6117,2005,703
230006198,A6117,2005,703
230006199,A6117,2005,703
230006205,A6117,2005,703
230006206,A6117,2005,703
230006207,A6117,2005,703
230006208,A6117,2005,703
230006216,A6117,2005,703
230006217,A6117,2005,703
230006218,A6117,2005,703
230006219,A6117,2005,703
230006220,A6117,2006,703
230006221,A6117,2006,703
230006222,A6117,2006,703
230006223,A6117,2006,703
230006229,A6117,2006,703
230006230,A6117,2006,703
230006231,A6117,2006,703
230006232,A6117,2006,703
230006233,A6117,2006,703
230006234,A6117,2006,703
230006235,A6117,2006,703
230006236,A6117,2006,703
230006237,A6117,2006,G96
230006238,A6117,2006,G96
230006239,A6117,2006,G96
230006240,A6117,2006,G96
230006241,A6117,2006,703
230006242,A6117,2006,703
230006243,A6117,2006,703
230006244,A6117,2006,703
