,packed_number,year,obs
189000011,72791,2012,703
189000012,72791,2012,703
189000013,72791,2012,703
189000014,72791,2012,703
189000755,72792,2006,703
189000756,72792,2006,703
189000757,72792,2006,703
189000758,72792,2006,703
189000763,72792,2006,703
189000764,72792,2006,703
189000765,72792,2006,703
189000766,72792,2006,703
189000767,72792,2006,703
189000768,72792,2006,703
189000769,72792,2006,703
189000770,72792,2006,703
189000790,72792,2008,703
189000791,72792,2008,703
189000792,72792,2008,703
189000793,72792,2008,703
189000848,72792,2011,703
189000849,72792,2011,703
189000850,72792,2011,703
189000851,72792,2011,703
189000859,72792,2011,703
189000860,72792,2011,703
189000861,72792,2011,703
189000862,72792,2011,703
189000863,72792,2011,703
189000864,72792,2011,703
189000865,72792,2011,703
189000866,72792,2011,703
189000867,72792,2011,703
189000868,72792,2011,703
189000869,72792,2011,703
189000870,72792,2012,703
189000871,72792,2012,703
189000872,72792,2012,703
189000873,72792,2012,703
189000874,72792,2012,703
189000877,72792,2012,703
189000878,72792,2012,703
189000879,72792,2012,703
189000880,72792,2012,703
189000890,72792,2012,G96
189000891,72792,2012,G96
189000892,72792,2012,G96
189000893,72792,2012,G96
189000894,72792,2012,G96
189000895,72792,2012,G96
189000896,72792,2012,G96
189000897,72792,2012,G96
189000910,72792,2012,703
189000911,72792,2012,703
189000912,72792,2012,703
189000913,72792,2012,703
189001929,72793,2006,703
189001930,72793,2006,703
189001931,72793,2006,703
189001932,72793,2006,703
189001933,72793,2006,703
189001934,72793,2006,703
189001935,72793,2006,703
189001936,72793,2006,703
189001944,72793,2006,703
189001945,72793,2006,703
189001946,72793,2006,703
189001947,72793,2006,703
189001948,72793,2006,703
189001949,72793,2006,703
189001950,72793,2006,703
189001951,72793,2006,703
189001955,72793,2007,G96
189001956,72793,2007,G96
189001957,72793,2007,G96
189001958,72793,2007,G96
189001969,72793,2007,G96
189001970,72793,2007,G96
189001971,72793,2007,G96
189001972,72793,2007,G96
189001973,72793,2007,G96
189001974,72793,2007,G96
189001975,72793,2007,G96
189001976,72793,2007,G96
189001977,72793,2007,703
189001978,72793,2007,703
189001979,72793,2007,703
189001980,72793,2007,703
189002011,72793,2008,703
189002012,72793,2008,703
189002013,72793,2008,703
189002014,72793,2008,703
189002019,72793,2008,703
189002020,72793,2008,703
