,packed_desig,year,obs
107000000,27206,C2011,~0TGd703
107000001,27206,C2011,~0TdD703
107000002,27206,C2011,~0TdD703
107000003,27206,C2011,~0TdD703
107000004,27206,C2011,~0TdD703
107000008,27206,C2011,~0UCG703
107000009,27206,C2011,~0UCG703
107000010,27206,C2011,~0UCG703
107000011,27206,C2011,~0UCG703
107000015,27206,C2011,~0UCG703
107000016,27206,C2011,~0UCG703
107000017,27206,C2011,~0UCG703
107000018,27206,C2011,~0UCG703
107000024,27206,C2011,~0VK2703
107000025,27206,C2011,~0VK2703
107000026,27206,C2011,~0VK2703
107000027,27206,C2011,~0VK2703
107000032,27206,C2011,~0WUz703
107000033,27206,C2011,~0WUz703
107000034,27206,C2011,~0WUz703
107000035,27206,C2011,~0WUz703
107000040,27206,C2012,~0eHMG96
107000041,27206,C2012,~0eHMG96
107000042,27206,C2012,~0eHMG96
107000043,27206,C2012,~0eHMG96
107000063,27206,C2012,~0hEz703
107000064,27206,C2012,~0hEz703
107000065,27206,C2012,~0hEz703
107000066,27206,C2012,~0hEz703
107000067,27206,C2012,~0hEz703
107000068,27206,C2012,~0hNQG96
107000069,27206,C2012,~0hNQG96
107000070,27206,C2012,~0hNQG96
107000071,27206,C2012,~0hNQG96
107000072,27206,C2012,~0hhwG96
107000073,27206,C2012,~0hhwG96
107000074,27206,C2012,~0hhwG96
107000075,27206,C2012,~0hhwG96
107002778,27207,C2005,n8141703
107002779,27207,C2005,n8141703
107002780,27207,C2005,n8141703
107002781,27207,C2005,n8141703
107002814,27207,C2005,o4969G96
107002815,27207,C2005,o4969G96
107002816,27207,C2005,o4969G96
107002817,27207,C2005,o4969G96
107002827,27207,C2005,p0114703
107002828,27207,C2005,p0114703
107002829,27207,C2005,p0114703
107002830,27207,C2005,p0114703
107002831,27207,C2005,p1452G96
107002832,27207,C2005,p1452G96
107002833,27207,C2005,p1452G96
107002834,27207,C2005,p1452G96
107002921,27207,C2006,t3659703
107002922,27207,C2006,t3659703
107002923,27207,C2006,t3659703
107002924,27207,C2006,t3659703
107002947,27207,C2006,t3659703
107002948,27207,C2006,t3659703
107002949,27207,C2006,t3659703
107002950,27207,C2006,t3659703
107002951,27207,C2006,t3659G96
107002952,27207,C2006,t3659G96
107002953,27207,C2006,t3659G96
107002954,27207,C2006,t3659G96
107002966,27207,C2007,u1874703
107002967,27207,C2007,u1874703
107002968,27207,C2007,u1874703
107002969,27207,C2007,u1874703
107002974,27207,C2007,w4119G96
107002975,27207,C2007,w4119G96
107002976,27207,C2007,w4119G96
107002977,27207,C2007,w4119G96
107002978,27207,C2007,w5623G96
107002979,27207,C2007,w5623G96
107002980,27207,C2007,w5623G96
107002981,27207,C2007,w5623G96
107002982,27207,C2007,w8569703
107002983,27207,C2007,w8569703
107002984,27207,C2007,w8569703
107002985,27207,C2007,w8569703
107002986,27207,C2007,w9428703
107002987,27207,C2007,w9428703
107002988,27207,C2007,w9428703
107002989,27207,C2007,w9428703
107002991,27207,C2007,x0266703
107002993,27207,C2007,x0266703
107002994,27207,C2007,x0266703
107002995,27207,C2007,x0266703
107003000,27207,C2008,x8142G96
107003001,27207,C2008,x8142G96
107003002,27207,C2008,x8142G96
107003003,27207,C2008,x8142G96
107003022,27207,C2008,x9942G96
107003023,27207,C2008,x9942G96
107003024,27207,C2008,x9942G96
107003025,27207,C2008,x9942G96
107003034,27207,C2008,y2671703
107003035,27207,C2008,y2671703
107003036,27207,C2008,y2671703
107003037,27207,C2008,y2671703
107003049,27207,C2008,y5098G96
107003050,27207,C2008,y5098G96
107003051,27207,C2008,y5098G96
107003052,27207,C2008,y5098G96
107003058,27207,C2008,y7132703
107003059,27207,C2008,y7132703
107003060,27207,C2008,y7132703
107003061,27207,C2008,y7132703
107003131,27207,C2010,~0NPk703
107003132,27207,C2010,~0NPk703
107003133,27207,C2010,~0NPk703
107003134,27207,C2010,~0NPk703
107003140,27207,C2010,~0NPk703
107003141,27207,C2010,~0NPk703
107003142,27207,C2010,~0NPk703
107003143,27207,C2010,~0NPk703
107003151,27207,C2010,~0NzU703
107003152,27207,C2010,~0NzU703
107003153,27207,C2010,~0NzU703
107003154,27207,C2010,~0NzU703
107003160,27207,C2010,~0NzUG96
107003161,27207,C2010,~0NzUG96
107003162,27207,C2010,~0NzUG96
107003163,27207,C2010,~0NzUG96
107003168,27207,C2010,~0NzU703
107003169,27207,C2010,~0NzU703
107003170,27207,C2010,~0NzU703
107003171,27207,C2010,~0NzU703
107003174,27207,C2010,~0OWj703
107003175,27207,C2010,~0OWj703
107003176,27207,C2010,~0OWj703
107003177,27207,C2010,~0OWj703
107003178,27207,C2010,~0OWjG96
107003179,27207,C2010,~0OWjG96
107003180,27207,C2010,~0OWjG96
107003181,27207,C2010,~0OWjG96
107003186,27207,C2010,~0P07703
107003187,27207,C2010,~0P07703
107003188,27207,C2010,~0P07703
107003189,27207,C2010,~0P07703
107003195,27207,C2010,~0PUC703
107003196,27207,C2010,~0PUC703
107003197,27207,C2010,~0PUC703
107003198,27207,C2010,~0PUC703
107003199,27207,C2010,~0Q6bG96
107003200,27207,C2010,~0Q6bG96
107003201,27207,C2010,~0Q6bG96
107003202,27207,C2010,~0Q6bG96
107003203,27207,C2011,~0R0D703
107003204,27207,C2011,~0R0D703
107003205,27207,C2011,~0R0D703
107003206,27207,C2011,~0R0D703
107003222,27207,C2011,~0Rzs703
107003223,27207,C2011,~0Rzs703
107003224,27207,C2011,~0Rzs703
107003225,27207,C2011,~0Rzs703
107003230,27207,C2011,~0SfI703
107003232,27207,C2011,~0SfI703
107003233,27207,C2011,~0SfI703
107003235,27207,C2011,~0SfI703
107003237,27207,C2011,~0SfI703
107003240,27207,C2011,~0TGd703
107003241,27207,C2011,~0TGd703
107003242,27207,C2011,~0TGd703
107003243,27207,C2011,~0TGd703
107003244,27207,C2011,~0TGd703
107003245,27207,C2011,~0TGd703
107003246,27207,C2011,~0TGd703
107003247,27207,C2011,~0TGd703
107003251,27207,C2011,~0apC703
107003252,27207,C2011,~0apC703
107003253,27207,C2011,~0apC703
107003254,27207,C2011,~0apC703
107003255,27207,C2011,~0bAtG96
107003256,27207,C2011,~0bAtG96
107003257,27207,C2011,~0bAtG96
107003258,27207,C2011,~0bAtG96
107003289,27207,C2012,~0dXwG96
107003290,27207,C2012,~0dXwG96
