,packed_number,year,obs
336000051,R4548,2007,G96
336000052,R4548,2007,G96
336000053,R4548,2007,G96
336000054,R4548,2007,G96
336000055,R4548,2007,703
336000056,R4548,2007,703
336000057,R4548,2007,703
336000058,R4548,2007,703
336000059,R4548,2007,703
336000060,R4548,2007,703
336000061,R4548,2007,703
336000062,R4548,2007,703
336000063,R4548,2008,G96
336000064,R4548,2008,G96
336000065,R4548,2008,G96
336000066,R4548,2008,G96
336000067,R4548,2008,703
336000068,R4548,2008,703
336000069,R4548,2008,703
336000070,R4548,2008,703
336000074,R4548,2008,G96
336000075,R4548,2008,G96
336000076,R4548,2008,G96
336000077,R4548,2008,G96
336000078,R4548,2011,703
336000079,R4548,2011,703
336000080,R4548,2011,703
336000081,R4548,2011,703
336000088,R4548,2011,G96
336000089,R4548,2011,G96
336000090,R4548,2011,G96
336000091,R4548,2011,G96
336000092,R4548,2011,G96
336000093,R4548,2011,G96
336000094,R4548,2011,G96
336000095,R4548,2011,G96
336000100,R4548,2011,703
336000101,R4548,2011,703
336000102,R4548,2011,703
336000103,R4548,2011,703
336000117,R4548,2012,G96
336000118,R4548,2012,G96
336000120,R4548,2012,G96
336000121,R4548,2012,G96
336000126,R4548,2012,G96
336000127,R4548,2012,G96
336000128,R4548,2012,G96
336000129,R4548,2012,G96
336000130,R4548,2012,703
336000131,R4548,2012,703
336000132,R4548,2012,703
336000133,R4548,2012,703
336000134,R4548,2012,G96
336000135,R4548,2012,G96
336000136,R4548,2012,G96
336000137,R4548,2012,G96
336000140,R4548,2012,703
336000141,R4548,2012,703
336000142,R4548,2012,703
336000143,R4548,2012,703
336000144,R4548,2012,703
336000145,R4548,2012,703
336000146,R4548,2012,703
336000147,R4548,2012,703
336000148,R4548,2012,G96
336000149,R4548,2012,G96
336000150,R4548,2012,G96
336000393,R4549,2005,G96
336000394,R4549,2005,G96
336000395,R4549,2005,G96
336000396,R4549,2005,G96
336000400,R4549,2008,G96
336000401,R4549,2008,G96
336000402,R4549,2008,G96
336000403,R4549,2008,G96
336000404,R4549,2008,703
336000405,R4549,2008,703
336000406,R4549,2008,703
336000407,R4549,2008,703
336000408,R4549,2008,G96
336000409,R4549,2008,G96
336000410,R4549,2008,G96
336000411,R4549,2008,G96
336000416,R4549,2008,G96
336000417,R4549,2008,G96
336000418,R4549,2008,G96
336000419,R4549,2008,G96
336000451,R4549,2011,G96
336000452,R4549,2011,G96
336000453,R4549,2011,G96
336000454,R4549,2011,G96
336000726,R4550,2008,G96
336000727,R4550,2008,G96
336000728,R4550,2008,G96
336000729,R4550,2008,G96
336000739,R4550,2008,G96
336000740,R4550,2008,G96
336000741,R4550,2008,G96
336000742,R4550,2008,G96
336000746,R4550,2008,G96
336000747,R4550,2008,G96
336000748,R4550,2008,G96
336000749,R4550,2008,G96
336000781,R4550,2011,G96
336000782,R4550,2011,G96
336000783,R4550,2011,G96
336000784,R4550,2011,G96
336001087,R4551,2008,G96
336001088,R4551,2008,G96
336001089,R4551,2008,G96
336001090,R4551,2008,G96
336001097,R4551,2008,G96
336001098,R4551,2008,G96
336001099,R4551,2008,G96
336001100,R4551,2008,G96
336001113,R4551,2009,G96
336001114,R4551,2009,G96
336001115,R4551,2009,G96
336001116,R4551,2009,G96
336001140,R4551,2011,G96
336001141,R4551,2011,G96
336001142,R4551,2011,G96
336001143,R4551,2011,G96
336001144,R4551,2012,G96
336001145,R4551,2012,G96
336001146,R4551,2012,G96
336001147,R4551,2012,G96
336001148,R4551,2012,G96
336001149,R4551,2012,G96
336001150,R4551,2012,G96
336001433,R4552,2005,703
336001434,R4552,2005,703
336001435,R4552,2005,703
336001436,R4552,2005,703
336001441,R4552,2008,703
336001442,R4552,2008,703
336001443,R4552,2008,703
336001444,R4552,2008,703
336001445,R4552,2008,703
336001446,R4552,2008,703
336001447,R4552,2008,703
336001453,R4552,2008,703
336001454,R4552,2008,703
336001455,R4552,2008,703
336001456,R4552,2008,703
336001457,R4552,2008,703
336001458,R4552,2008,703
336001459,R4552,2008,703
336001460,R4552,2008,703
336001461,R4552,2008,703
336001462,R4552,2008,703
336001463,R4552,2008,703
336001464,R4552,2008,703
336001467,R4552,2011,G96
336001468,R4552,2011,G96
336001469,R4552,2011,G96
336001470,R4552,2011,G96
336001471,R4552,2011,G96
336001472,R4552,2011,G96
336001473,R4552,2011,G96
336001474,R4552,2011,G96
336001475,R4552,2011,703
336001476,R4552,2011,703
336001477,R4552,2011,703
336001478,R4552,2011,703
336001479,R4552,2011,G96
336001480,R4552,2011,G96
336001481,R4552,2011,G96
336001482,R4552,2011,G96
336001842,R4553,2007,G96
336001843,R4553,2007,G96
336001844,R4553,2007,G96
336001845,R4553,2007,G96
336001849,R4553,2007,G96
336001850,R4553,2007,G96
336001851,R4553,2007,G96
336001852,R4553,2007,G96
336001863,R4553,2008,G96
336001864,R4553,2008,G96
336001865,R4553,2008,G96
336001866,R4553,2008,G96
336001870,R4553,2008,G96
336001871,R4553,2008,G96
336001872,R4553,2008,G96
336001873,R4553,2008,G96
336001892,R4553,2012,703
336001893,R4553,2012,703
336001894,R4553,2012,703
336001895,R4553,2012,703
336001899,R4553,2012,703
336001900,R4553,2012,703
336001901,R4553,2012,703
336001902,R4553,2012,703
336001915,R4553,2012,G96
336001916,R4553,2012,G96
336001917,R4553,2012,G96
336001918,R4553,2012,G96
336002127,R4554,2006,703
336002128,R4554,2006,703
336002129,R4554,2006,703
336002130,R4554,2006,703
336002134,R4554,2006,G96
336002135,R4554,2006,G96
336002136,R4554,2006,G96
336002137,R4554,2006,G96
336002154,R4554,2008,G96
336002155,R4554,2008,G96
336002156,R4554,2008,G96
336002157,R4554,2008,G96
336002183,R4554,2008,G96
336002184,R4554,2008,G96
336002185,R4554,2008,G96
336002186,R4554,2008,G96
336002209,R4554,2011,703
336002210,R4554,2011,703
336002211,R4554,2011,703
336002212,R4554,2011,703
336002213,R4554,2011,G96
336002214,R4554,2011,G96
336002215,R4554,2011,G96
336002216,R4554,2011,G96
336002584,R4555,2006,G96
336002585,R4555,2006,G96
336002586,R4555,2006,G96
336002587,R4555,2006,G96
336002588,R4555,2006,G96
336002589,R4555,2006,G96
336002590,R4555,2006,G96
336002591,R4555,2006,G96
336002592,R4555,2006,G96
336002593,R4555,2006,G96
336002594,R4555,2006,G96
336002595,R4555,2006,G96
336002596,R4555,2006,G96
336002597,R4555,2006,G96
336002598,R4555,2006,G96
336002599,R4555,2006,G96
336002609,R4555,2008,703
336002610,R4555,2008,703
336002611,R4555,2008,703
336002612,R4555,2008,703
336002613,R4555,2008,G96
336002614,R4555,2008,G96
336002615,R4555,2008,G96
336002616,R4555,2008,G96
336002617,R4555,2008,G96
336002618,R4555,2008,G96
336002619,R4555,2008,G96
336002620,R4555,2008,G96
336002621,R4555,2008,G96
336002622,R4555,2008,G96
336002623,R4555,2008,G96
336002624,R4555,2008,G96
336002625,R4555,2008,G96
336002626,R4555,2008,G96
336002627,R4555,2008,G96
336002628,R4555,2008,G96
336002629,R4555,2008,G96
336002630,R4555,2008,G96
336002631,R4555,2008,G96
336002632,R4555,2008,G96
336002633,R4555,2009,G96
336002634,R4555,2009,G96
336002635,R4555,2009,G96
336002636,R4555,2009,G96
336002657,R4555,2011,G96
336002658,R4555,2011,G96
336002659,R4555,2011,G96
336002660,R4555,2011,G96
336002661,R4555,2011,G96
336002662,R4555,2011,G96
336002663,R4555,2011,G96
336002664,R4555,2011,G96
336002875,R4556,2008,G96
336002876,R4556,2008,G96
336002878,R4556,2008,G96
336002879,R4556,2008,G96
336002885,R4556,2008,G96
336002886,R4556,2008,G96
336002887,R4556,2008,G96
336002888,R4556,2008,G96
336002889,R4556,2008,G96
336002890,R4556,2008,G96
336002891,R4556,2008,G96
336002892,R4556,2008,G96
336002896,R4556,2009,G96
