,packed_desig,year,obs
228000060,A4257,C2006,s2281G96
228000061,A4257,C2006,s2281G96
228000062,A4257,C2006,s2281G96
228000070,A4257,C2006,s3508703
228000071,A4257,C2006,s3508703
228000072,A4257,C2006,s3508703
228000073,A4257,C2006,s3508703
228000074,A4257,C2006,s3508703
228000075,A4257,C2006,s3508703
228000076,A4257,C2006,s3508703
228000077,A4257,C2006,s3508703
228000096,A4257,C2006,s8150703
228000097,A4257,C2006,s8150703
228000098,A4257,C2006,s8150703
228000099,A4257,C2006,s8150703
228000125,A4257,C2007,~03zx703
228000126,A4257,C2007,~03zx703
228000127,A4257,C2007,~03zx703
228000132,A4257,C2008,~02ClG96
228000133,A4257,C2008,~02ClG96
228000134,A4257,C2008,~02ClG96
228000135,A4257,C2008,~02ClG96
228000156,A4257,C2009,~064K703
228000157,A4257,C2009,~064K703
228000158,A4257,C2009,~064K703
228000159,A4257,C2009,~064K703
228000165,A4257,C2009,~06ouG96
228000166,A4257,C2009,~06ouG96
228000167,A4257,C2009,~06ouG96
228000168,A4257,C2009,~06ouG96
228000169,A4257,C2009,~06xF703
228000170,A4257,C2009,~06xF703
228000171,A4257,C2009,~06xF703
228000172,A4257,C2009,~06xF703
228000213,A4257,C2010,~0N8u703
228000214,A4257,C2010,~0N8u703
228000215,A4257,C2010,~0N8u703
228000216,A4257,C2010,~0N8u703
228000217,A4257,C2010,~0NY6703
228000218,A4257,C2010,~0NY6703
228000219,A4257,C2010,~0NY6703
228000220,A4257,C2010,~0NY6703
228000253,A4257,C2011,~0c9XG96
228000254,A4257,C2011,~0c9XG96
228000255,A4257,C2011,~0c9XG96
228000256,A4257,C2011,~0c9XG96
228001487,A4258,C2005,m3976703
228001488,A4258,C2005,m3976703
228001489,A4258,C2005,m3976703
228001490,A4258,C2005,m3976703
228001495,A4258,C2005,m8902703
228001496,A4258,C2005,m8902703
228001497,A4258,C2005,m8902703
228001498,A4258,C2005,m8902703
228001502,A4258,C2005,n3221703
228001503,A4258,C2005,n3221703
228001504,A4258,C2005,n3221703
228001505,A4258,C2005,n3222703
228001506,A4258,C2006,q4870703
228001507,A4258,C2006,q4870703
228001508,A4258,C2006,q4870703
228001509,A4258,C2006,q4870703
228001533,A4258,C2006,q9746703
228001534,A4258,C2006,q9746703
228001535,A4258,C2006,q9746703
228001536,A4258,C2006,q9746703
228001552,A4258,C2006,r1311703
228001553,A4258,C2006,r1311703
228001554,A4258,C2006,r1311703
228001555,A4258,C2006,r1857703
228001556,A4258,C2006,r1857703
228001557,A4258,C2006,r1857703
228001558,A4258,C2006,r1857703
228001570,A4258,C2006,r3509703
228001571,A4258,C2006,r3509703
228001573,A4258,C2006,r3509703
228001574,A4258,C2006,r3509703
228001581,A4258,C2006,r5383703
228001582,A4258,C2006,r5383703
228001583,A4258,C2006,r5383703
228001584,A4258,C2006,r5383703
228001589,A4258,C2007,u9933703
228001590,A4258,C2007,u9933703
228001591,A4258,C2007,u9933703
228001592,A4258,C2007,u9933703
228001593,A4258,C2007,v0987703
228001594,A4258,C2007,v0987703
228001595,A4258,C2007,v0987703
228001596,A4258,C2007,v0987703
228001623,A4258,C2007,v4855703
228001624,A4258,C2007,v4855703
228001625,A4258,C2007,v4855703
228001626,A4258,C2007,v4855703
228001670,A4258,C2007,v9864G96
228001671,A4258,C2007,v9864G96
228001673,A4258,C2007,v9864G96
228001674,A4258,C2007,v9864G96
228001679,A4258,C2007,w2041G96
228001680,A4258,C2007,w2041G96
228001681,A4258,C2007,w2041G96
228001682,A4258,C2007,w2041G96
228001683,A4258,C2007,w4398G96
228001684,A4258,C2007,w4398G96
228001685,A4258,C2007,w4398G96
228001686,A4258,C2007,w4398G96
228001711,A4258,C2008,z8822703
228001712,A4258,C2008,z8822703
228001713,A4258,C2008,z8822703
228001714,A4258,C2008,~000T703
228001715,A4258,C2008,~000T703
228001716,A4258,C2008,~000T703
228001717,A4258,C2008,~000T703
228001723,A4258,C2008,~00hV703
228001724,A4258,C2008,~00hV703
228001725,A4258,C2008,~00hV703
228001726,A4258,C2008,~017E703
228001727,A4258,C2008,~017E703
228001728,A4258,C2008,~017E703
228001729,A4258,C2008,~017E703
228001730,A4258,C2008,~01Zr703
228001731,A4258,C2008,~01Zr703
228001732,A4258,C2008,~01Zr703
228001733,A4258,C2008,~01Zr703
228001738,A4258,C2011,~0S6qG96
228001739,A4258,C2011,~0S6qG96
228001740,A4258,C2011,~0S6qG96
228001741,A4258,C2011,~0S6qG96
228001745,A4258,C2011,~0SOV703
228001746,A4258,C2011,~0SOV703
228001747,A4258,C2011,~0SOV703
228001748,A4258,C2011,~0SOV703
228001752,A4258,C2011,~0TNl703
228001753,A4258,C2011,~0TNl703
228001754,A4258,C2011,~0TNl703
228001769,A4258,C2011,~0TkOG96
228001770,A4258,C2011,~0TkOG96
228001771,A4258,C2011,~0TkOG96
228001772,A4258,C2011,~0TkOG96
228001791,A4258,C2011,~0UjjG96
228001792,A4258,C2011,~0UjjG96
228001793,A4258,C2011,~0Ujj703
228001794,A4258,C2011,~0UjjG96
228001795,A4258,C2011,~0Ujj703
228001796,A4258,C2011,~0Ujj703
228001797,A4258,C2011,~0Ujj703
228001803,A4258,C2011,~0WYE703
228001804,A4258,C2011,~0WYE703
228001805,A4258,C2011,~0WYE703
228001806,A4258,C2011,~0WYE703
228001807,A4258,C2012,~0eQk703
228001808,A4258,C2012,~0eQk703
228001809,A4258,C2012,~0eQk703
228001810,A4258,C2012,~0eQk703
228001813,A4258,C2012,~0hRA703
228001814,A4258,C2012,~0hRA703
228001815,A4258,C2012,~0hRA703
228001816,A4258,C2012,~0hRA703
228001817,A4258,C2012,~0hRA703
228003302,A4259,C2005,m9950G96
228003303,A4259,C2005,m9950G96
228003304,A4259,C2005,m9950G96
228003305,A4259,C2005,m9950G96
228003309,A4259,C2005,n1530G96
228003310,A4259,C2005,n1530G96
228003311,A4259,C2005,n1530G96
228003312,A4259,C2005,n1530G96
228003323,A4259,C2007,v4855703
228003324,A4259,C2007,v4855703
228003325,A4259,C2007,v4855703
228003326,A4259,C2007,v4855703
228003327,A4259,C2007,v5790G96
228003328,A4259,C2007,v5790G96
228003329,A4259,C2007,v5790G96
228003330,A4259,C2007,v5790G96
228003334,A4259,C2008,~02ClG96
228003335,A4259,C2008,~02ClG96
228003336,A4259,C2008,~02ClG96
228003337,A4259,C2008,~02ClG96
228003341,A4259,C2009,~02xiG96
228003342,A4259,C2009,~02xiG96
228003343,A4259,C2009,~02xiG96
228003344,A4259,C2009,~02xiG96
228003345,A4259,C2009,~03zxG96
228003346,A4259,C2009,~03zxG96
228003347,A4259,C2009,~03zxG96
228003348,A4259,C2009,~03zxG96
228003357,A4259,C2009,~03zx703
228003358,A4259,C2009,~03zx703
228003359,A4259,C2009,~03zx703
228003360,A4259,C2009,~03zx703
228003391,A4259,C2010,~0H98G96
228003392,A4259,C2010,~0H98G96
228003393,A4259,C2010,~0H98G96
228003394,A4259,C2010,~0H98G96
228003411,A4259,C2012,~0l1d703
228003412,A4259,C2012,~0l1d703
228003413,A4259,C2012,~0l1d703
228003414,A4259,C2012,~0l1d703
228003426,A4259,C2012,~0lZC703
228003427,A4259,C2012,~0lZC703
228003428,A4259,C2012,~0lZC703
228003429,A4259,C2012,~0lZC703
228003431,A4259,C2012,~0lxl703
228003432,A4259,C2012,~0lxl703
228003433,A4259,C2012,~0lxl703
228003435,A4259,C2012,~0lxl703
228003959,A4260,C2008,~000T703
228003960,A4260,C2008,~000T703
228003961,A4260,C2008,~000T703
228003962,A4260,C2008,~000T703
228003963,A4260,C2008,~000T703
228003964,A4260,C2008,~000T703
228003965,A4260,C2008,~000T703
228003966,A4260,C2008,~000T703
228003979,A4260,C2010,~0EVVG96
228003980,A4260,C2010,~0EVVG96
228003981,A4260,C2010,~0EVVG96
228003982,A4260,C2010,~0EVVG96
228003983,A4260,C2010,~0EVVG96
228003984,A4260,C2010,~0EVVG96
228003985,A4260,C2010,~0EVVG96
228003986,A4260,C2010,~0EVVG96
228004005,A4260,C2010,~0FJ9G96
228004006,A4260,C2010,~0FJ9G96
228004007,A4260,C2010,~0FJ9G96
228004008,A4260,C2010,~0FJ9G96
228004009,A4260,C2011,~0Spj703
228004010,A4260,C2011,~0Spj703
228004011,A4260,C2011,~0Spj703
228004012,A4260,C2011,~0Spj703
228004013,A4260,C2011,~0TNl703
228004014,A4260,C2011,~0TNl703
228004015,A4260,C2011,~0TNl703
228004016,A4260,C2011,~0TNl703
228004677,A4261,C2005,m7762G96
228004678,A4261,C2005,m7762G96
228004679,A4261,C2005,m7762G96
228004680,A4261,C2005,m7762G96
228004684,A4261,C2005,m8902703
228004685,A4261,C2005,m8902703
228004686,A4261,C2005,m8902703
228004687,A4261,C2005,m8902703
228004691,A4261,C2005,n0603G96
228004692,A4261,C2005,n0603G96
228004693,A4261,C2005,n0603G96
228004694,A4261,C2005,n0603G96
228004695,A4261,C2005,n3222G96
228004696,A4261,C2005,n3222G96
228004697,A4261,C2005,n3222G96
228004698,A4261,C2005,n3222G96
228004703,A4261,C2007,v7528G96
228004704,A4261,C2007,v7528G96
228004705,A4261,C2007,v7528G96
228004706,A4261,C2007,v7528G96
228004707,A4261,C2007,v7528703
228004708,A4261,C2007,v7528703
228004709,A4261,C2007,v7528703
228004710,A4261,C2007,v7528703
228004715,A4261,C2007,v9864G96
228004716,A4261,C2007,v9864G96
228004717,A4261,C2007,v9864G96
228004718,A4261,C2007,v9864G96
228004755,A4261,C2007,w2041G96
228004756,A4261,C2007,w2041G96
228004757,A4261,C2007,w2041G96
228004758,A4261,C2007,w2041G96
228004759,A4261,C2007,w2041G96
228004760,A4261,C2007,w2041G96
228004761,A4261,C2007,w2041G96
228004762,A4261,C2007,w2041G96
228004763,A4261,C2007,w2041G96
228004764,A4261,C2007,w2041G96
228004765,A4261,C2007,w2041G96
228004766,A4261,C2007,w2041G96
228004771,A4261,C2007,w3171703
228004772,A4261,C2007,w3171703
228004773,A4261,C2007,w3171703
228004774,A4261,C2007,w3171703
228004775,A4261,C2007,w7935703
228004776,A4261,C2007,w7935703
228004777,A4261,C2007,w7935703
228004778,A4261,C2007,w7935703
228004779,A4261,C2008,x8778G96
228004780,A4261,C2008,x8778G96
228004781,A4261,C2008,x8778G96
228004782,A4261,C2008,x8778G96
228004783,A4261,C2008,~02ClG96
228004784,A4261,C2008,~02ClG96
228004785,A4261,C2008,~02ClG96
228004786,A4261,C2008,~02ClG96
228004800,A4261,C2010,~0FfvG96
228004801,A4261,C2010,~0FfvG96
228004802,A4261,C2010,~0FfvG96
228004803,A4261,C2010,~0FfvG96
228004806,A4261,C2010,~0G46703
228004807,A4261,C2010,~0G46703
228004808,A4261,C2010,~0G46703
228004809,A4261,C2010,~0G46703
228004810,A4261,C2010,~0G46G96
228004811,A4261,C2010,~0G46G96
228004812,A4261,C2010,~0G46G96
228004813,A4261,C2010,~0G46G96
228004814,A4261,C2010,~0GPbG96
228004815,A4261,C2010,~0GPbG96
228004816,A4261,C2010,~0GPbG96
228004817,A4261,C2010,~0GPbG96
228004818,A4261,C2010,~0GPb703
228004819,A4261,C2010,~0GPb703
228004820,A4261,C2010,~0GPb703
228004821,A4261,C2010,~0GPb703
228004824,A4261,C2010,~0J1CG96
228004825,A4261,C2010,~0J1CG96
228004826,A4261,C2010,~0J1CG96
228004827,A4261,C2010,~0J1CG96
228004828,A4261,C2011,~0WoQG96
228004829,A4261,C2011,~0WoQG96
228004830,A4261,C2011,~0WoQG96
228004831,A4261,C2011,~0WoQG96
228004832,A4261,C2011,~0WttG96
228004833,A4261,C2011,~0WttG96
228004834,A4261,C2011,~0WttG96
228004835,A4261,C2011,~0WttG96
228004838,A4261,C2012,~0iOLG96
228004839,A4261,C2012,~0iOLG96
228004840,A4261,C2012,~0iOLG96
228004841,A4261,C2012,~0iOLG96
228004842,A4261,C2012,~0jCmG96
228004843,A4261,C2012,~0jCmG96
228004844,A4261,C2012,~0jCmG96
228004845,A4261,C2012,~0jCmG96
228004846,A4261,C2012,~0jPvG96
228004847,A4261,C2012,~0jPvG96
228004848,A4261,C2012,~0jPvG96
228004849,A4261,C2012,~0jPvG96
228004860,A4261,C2012,~0l1dG96
228004861,A4261,C2012,~0l1dG96
228004862,A4261,C2012,~0l1dG96
228004863,A4261,C2012,~0l1dG96
228004864,A4261,C2012,~0lZCG96
228004865,A4261,C2012,~0lZCG96
228004866,A4261,C2012,~0lZCG96
228004867,A4261,C2012,~0lZCG96
228004868,A4261,C2012,~0lZC703
228004869,A4261,C2012,~0lZC703
228004870,A4261,C2012,~0lZC703
228004871,A4261,C2012,~0lZC703
228004872,A4261,C2012,~0lxlG96
228004873,A4261,C2012,~0lxlG96
228004874,A4261,C2012,~0lxlG96
228004875,A4261,C2012,~0lxlG96
228004880,A4261,C2012,~0mGUG96
228004881,A4261,C2012,~0mGUG96
228004882,A4261,C2012,~0mGUG96
228004883,A4261,C2012,~0mGUG96
228005538,A4262,C2005,n3851703
228005539,A4262,C2005,n3851703
228005540,A4262,C2005,n3851703
228005541,A4262,C2005,n3851703
228005572,A4262,C2006,r8076703
228005573,A4262,C2006,r8076703
228005574,A4262,C2006,r8076703
228005575,A4262,C2006,r8076703
228005609,A4262,C2006,s2281G96
228005611,A4262,C2006,s2281G96
228005612,A4262,C2006,s2281G96
228005613,A4262,C2006,s2281G96
228005615,A4262,C2006,s3765G96
228005616,A4262,C2006,s3765G96
228005617,A4262,C2006,s3765G96
228005618,A4262,C2006,s3765G96
228005619,A4262,C2006,s8150G96
228005620,A4262,C2006,s8150G96
228005621,A4262,C2006,s8150G96
228005622,A4262,C2006,s8150G96
228005647,A4262,C2008,~02ClG96
228005648,A4262,C2008,~02ClG96
228005649,A4262,C2008,~02ClG96
228005650,A4262,C2008,~02ClG96
228005651,A4262,C2008,~02xiG96
228005652,A4262,C2008,~02xiG96
228005653,A4262,C2008,~02xiG96
228005654,A4262,C2008,~02xjG96
228005663,A4262,C2009,~05SL703
228005664,A4262,C2009,~05SL703
228005665,A4262,C2009,~05SL703
228005666,A4262,C2009,~05SL703
228005673,A4262,C2009,~064KG96
228005675,A4262,C2009,~064KG96
228005676,A4262,C2009,~064KG96
228005678,A4262,C2009,~064KG96
228005681,A4262,C2009,~069u703
228005682,A4262,C2009,~069u703
228005683,A4262,C2009,~069u703
228005684,A4262,C2009,~069u703
228005709,A4262,C2011,~0ZJm703
228005710,A4262,C2011,~0ZJm703
228005711,A4262,C2011,~0ZJm703
228005712,A4262,C2011,~0ZJm703
