,packed_desig,year,obs
127000700,36150,C2005,o2008703
127000701,36150,C2005,o2008703
127000702,36150,C2005,o2008703
127000703,36150,C2005,o2008703
127000715,36150,C2005,o5169703
127000716,36150,C2005,o5169703
127000717,36150,C2005,o5169703
127000718,36150,C2005,o5169703
127000719,36150,C2005,o5169703
127000720,36150,C2005,o5169703
127000721,36150,C2005,o5169703
127000722,36150,C2005,o5169703
127000737,36150,C2005,p2858703
127000738,36150,C2005,p2858703
127000739,36150,C2005,p2858703
127000740,36150,C2005,p2858703
127000748,36150,C2006,q2331703
127000749,36150,C2006,q2331703
127000750,36150,C2006,q2331703
127000751,36150,C2006,q2331703
127000755,36150,C2006,s3454703
127000756,36150,C2006,s3454703
127000757,36150,C2006,s3454703
127000758,36150,C2006,s3454703
127000759,36150,C2006,s6122703
127000760,36150,C2006,s6122703
127000761,36150,C2006,s6122703
127000762,36150,C2006,s6122703
127000763,36150,C2006,s7694703
127000764,36150,C2006,s7694703
127000765,36150,C2006,s7694703
127000766,36150,C2006,s7694703
127000767,36150,C2006,t1295703
127000768,36150,C2006,t1295703
127000769,36150,C2006,t1295703
127000770,36150,C2006,t1295703
127000771,36150,C2006,t3911703
127000772,36150,C2006,t3911703
127000773,36150,C2006,t3911703
127000774,36150,C2006,t3911703
127000779,36150,C2007,t5897703
127000780,36150,C2007,t5897703
127000781,36150,C2007,t5897703
127000782,36150,C2007,t5897703
127000796,36150,C2007,t7519703
127000797,36150,C2007,t7519703
127000798,36150,C2007,t7519703
127000799,36150,C2007,t7519703
127000803,36150,C2007,t9856G96
127000804,36150,C2007,t9856G96
127000805,36150,C2007,t9856G96
127000806,36150,C2007,t9856G96
127000815,36150,C2007,u0902703
127000816,36150,C2007,u0902703
127000817,36150,C2007,u0902703
127000818,36150,C2007,u0902703
127000841,36150,C2007,u3767G96
127000842,36150,C2007,u3767G96
127000843,36150,C2007,u3767G96
127000844,36150,C2007,u3767G96
127000853,36150,C2007,u6494703
127000854,36150,C2007,u6494703
127000855,36150,C2007,u6494703
