,packed_number,year,obs
325000174,O8312,2005,703
325000175,O8312,2005,703
325000176,O8312,2005,703
325000177,O8312,2005,703
325000178,O8312,2005,703
325000179,O8312,2005,703
325000180,O8312,2005,703
325000181,O8312,2005,703
325000194,O8312,2006,G96
325000195,O8312,2006,G96
325000196,O8312,2006,G96
325000197,O8312,2006,G96
325000198,O8312,2006,G96
325000199,O8312,2006,G96
325000200,O8312,2006,G96
325000201,O8312,2006,G96
325000218,O8312,2006,G96
325000219,O8312,2006,G96
325000220,O8312,2006,G96
325000221,O8312,2006,G96
325000285,O8312,2010,G96
325000286,O8312,2010,G96
325000287,O8312,2010,G96
325000680,O8313,2005,G96
325000681,O8313,2005,G96
325000682,O8313,2005,G96
325000683,O8313,2005,G96
325000684,O8313,2005,G96
325000685,O8313,2005,G96
325000686,O8313,2005,G96
325000687,O8313,2005,G96
325000704,O8313,2007,G96
325000705,O8313,2007,G96
325000706,O8313,2007,G96
325000707,O8313,2007,G96
325000708,O8313,2007,G96
325000709,O8313,2007,G96
325000710,O8313,2007,G96
325000711,O8313,2007,G96
325001142,O8314,2005,703
325001143,O8314,2005,703
325001144,O8314,2005,703
325001145,O8314,2005,703
325001146,O8314,2005,G96
325001147,O8314,2005,G96
325001148,O8314,2005,G96
325001149,O8314,2005,G96
325001150,O8314,2005,G96
325001151,O8314,2005,G96
325001152,O8314,2005,G96
325001153,O8314,2005,G96
325001157,O8314,2008,G96
325001158,O8314,2008,G96
325001159,O8314,2008,G96
325001160,O8314,2008,G96
325001161,O8314,2008,G96
325001162,O8314,2008,G96
325001163,O8314,2008,G96
325001164,O8314,2008,G96
325001224,O8314,2010,703
325001225,O8314,2010,703
325001226,O8314,2010,703
325001227,O8314,2010,703
325001228,O8314,2010,703
325001229,O8314,2010,703
325001230,O8314,2010,703
325001231,O8314,2010,703
325001234,O8314,2011,G96
325001235,O8314,2011,G96
325001236,O8314,2011,G96
325001237,O8314,2011,G96
325001435,O8315,2005,G96
325001436,O8315,2005,G96
325001437,O8315,2005,G96
325001438,O8315,2005,G96
325001439,O8315,2005,G96
325001440,O8315,2005,G96
325001441,O8315,2005,G96
325001448,O8315,2009,G96
325001449,O8315,2009,G96
325001450,O8315,2009,G96
325001451,O8315,2009,G96
325001461,O8315,2009,703
325001462,O8315,2009,703
325001463,O8315,2009,703
325001464,O8315,2009,703
325001465,O8315,2009,G96
325001466,O8315,2009,G96
325001467,O8315,2009,G96
325001468,O8315,2009,G96
325001509,O8315,2011,G96
325001510,O8315,2011,G96
325001511,O8315,2011,G96
325001512,O8315,2011,G96
325001521,O8315,2011,703
325001522,O8315,2011,703
325001523,O8315,2011,703
325001524,O8315,2011,703
325001530,O8315,2011,703
325001531,O8315,2011,703
325001532,O8315,2011,703
325001533,O8315,2011,703
325001868,O8316,2005,G96
325001869,O8316,2005,G96
325001870,O8316,2005,G96
325001871,O8316,2005,G96
325001899,O8316,2005,703
325001900,O8316,2005,703
325001901,O8316,2005,703
325001902,O8316,2005,703
325001921,O8316,2008,G96
325001922,O8316,2008,G96
325001923,O8316,2008,G96
325001924,O8316,2008,G96
325001953,O8316,2010,G96
325001954,O8316,2010,G96
325001955,O8316,2010,G96
325001956,O8316,2010,G96
325001957,O8316,2010,703
325001958,O8316,2010,703
325001959,O8316,2010,G96
325001960,O8316,2010,703
325001961,O8316,2010,G96
325001962,O8316,2010,703
325001963,O8316,2010,G96
325001964,O8316,2010,G96
325001965,O8316,2010,G96
325001966,O8316,2010,G96
325001967,O8316,2010,G96
325001968,O8316,2010,G96
325001969,O8316,2011,G96
325001970,O8316,2011,G96
325001971,O8316,2011,G96
325001972,O8316,2011,G96
325001976,O8316,2012,G96
325001977,O8316,2012,G96
325001978,O8316,2012,G96
325001982,O8316,2012,G96
325001983,O8316,2012,G96
325001984,O8316,2012,G96
325001985,O8316,2012,G96
325002361,O8317,2005,G96
325002362,O8317,2005,G96
325002363,O8317,2005,G96
325002364,O8317,2006,G96
325002365,O8317,2006,G96
325002366,O8317,2006,G96
325002367,O8317,2006,G96
325002368,O8317,2006,G96
325002369,O8317,2006,G96
325002370,O8317,2006,G96
325002371,O8317,2006,G96
325002375,O8317,2006,G96
325002376,O8317,2006,G96
325002377,O8317,2006,G96
325002378,O8317,2006,G96
325002419,O8317,2011,G96
325002420,O8317,2011,G96
325002421,O8317,2011,G96
325002434,O8317,2011,G96
325002435,O8317,2011,G96
325002436,O8317,2011,G96
325002437,O8317,2011,G96
325002438,O8317,2011,G96
325002439,O8317,2011,G96
325002440,O8317,2011,G96
325002441,O8317,2011,G96
325002442,O8317,2011,G96
325002443,O8317,2011,G96
325002444,O8317,2011,G96
325002445,O8317,2011,G96
325002446,O8317,2011,G96
325002447,O8317,2011,G96
325002448,O8317,2011,G96
325002449,O8317,2011,G96
325002450,O8317,2012,G96
325002451,O8317,2012,G96
325002452,O8317,2012,G96
325002453,O8317,2012,G96
325002838,O8318,2005,703
325002839,O8318,2005,703
325002840,O8318,2005,703
325002841,O8318,2005,703
325002866,O8318,2005,703
325002867,O8318,2005,703
325002868,O8318,2005,703
325002869,O8318,2005,703
325002882,O8318,2007,G96
325002883,O8318,2007,G96
325002884,O8318,2007,G96
325002885,O8318,2007,G96
325002886,O8318,2008,G96
325002887,O8318,2008,G96
325002888,O8318,2008,G96
325002889,O8318,2008,G96
325002890,O8318,2008,G96
325002891,O8318,2008,G96
325002892,O8318,2008,G96
325002893,O8318,2008,G96
325002937,O8318,2010,703
325002938,O8318,2010,703
325002939,O8318,2010,703
325002940,O8318,2010,703
325002955,O8318,2010,703
325002956,O8318,2010,703
325002957,O8318,2010,703
325002958,O8318,2010,703
325002971,O8318,2010,G96
325002972,O8318,2010,G96
325002973,O8318,2010,G96
325002985,O8318,2012,G96
325002986,O8318,2012,G96
325002987,O8318,2012,G96
325002988,O8318,2012,G96
325003338,O8319,2005,G96
325003339,O8319,2005,G96
325003340,O8319,2005,G96
325003341,O8319,2005,G96
325003342,O8319,2008,G96
325003343,O8319,2008,G96
325003344,O8319,2008,G96
325003345,O8319,2008,G96
325003346,O8319,2008,G96
325003347,O8319,2008,G96
325003348,O8319,2008,G96
325003349,O8319,2008,G96
325003392,O8319,2010,703
325003393,O8319,2010,703
325003394,O8319,2010,703
325003395,O8319,2010,703
325003411,O8319,2010,703
325003412,O8319,2010,703
325003413,O8319,2010,703
325003414,O8319,2010,703
325003419,O8319,2010,703
325003420,O8319,2010,703
325003421,O8319,2010,703
325003422,O8319,2010,703
325003423,O8319,2010,G96
325003424,O8319,2010,G96
325003425,O8319,2010,G96
325003426,O8319,2010,G96
325003427,O8319,2010,G96
325003428,O8319,2010,G96
325003429,O8319,2010,G96
325003430,O8319,2010,G96
325003431,O8319,2011,G96
325003432,O8319,2011,G96
325003433,O8319,2011,G96
325003434,O8319,2011,G96
325003842,O8320,2008,G96
325003843,O8320,2008,G96
325003844,O8320,2008,G96
325003845,O8320,2008,G96
325003846,O8320,2008,G96
