,packed_number,year,obs
331000048,Q1660,2005,G96
331000049,Q1660,2005,G96
331000050,Q1660,2005,G96
331000051,Q1660,2005,G96
331000058,Q1660,2006,G96
331000059,Q1660,2006,G96
331000060,Q1660,2006,G96
331000061,Q1660,2006,G96
331000065,Q1660,2006,G96
331000066,Q1660,2006,G96
331000067,Q1660,2006,G96
331000068,Q1660,2006,G96
331000069,Q1660,2007,G96
331000070,Q1660,2007,G96
331000071,Q1660,2007,G96
331000072,Q1660,2007,G96
331000076,Q1660,2007,G96
331000077,Q1660,2007,G96
331000078,Q1660,2007,G96
331000079,Q1660,2007,G96
331000080,Q1660,2009,G96
331000081,Q1660,2009,G96
331000082,Q1660,2009,G96
331000083,Q1660,2009,G96
331000084,Q1660,2009,G96
331000085,Q1660,2009,G96
331000086,Q1660,2009,G96
331000087,Q1660,2009,G96
331000093,Q1660,2010,G96
331000094,Q1660,2010,G96
331000095,Q1660,2010,G96
331000096,Q1660,2010,G96
331000097,Q1660,2010,G96
331000098,Q1660,2010,G96
331000099,Q1660,2010,G96
331000100,Q1660,2010,G96
331000101,Q1660,2010,G96
331000102,Q1660,2010,G96
331000103,Q1660,2010,G96
331000104,Q1660,2010,G96
331000111,Q1660,2012,G96
331000112,Q1660,2012,G96
331000113,Q1660,2012,G96
331000114,Q1660,2012,G96
331000118,Q1660,2012,703
331000119,Q1660,2012,703
331000120,Q1660,2012,703
331000121,Q1660,2012,703
331000122,Q1660,2012,G96
331000123,Q1660,2012,G96
331000124,Q1660,2012,G96
331000125,Q1660,2012,G96
331000126,Q1660,2012,G96
331000127,Q1660,2012,G96
331000128,Q1660,2012,G96
331000129,Q1660,2012,G96
331000291,Q1661,2005,G96
331000292,Q1661,2005,G96
331000293,Q1661,2005,G96
331000294,Q1661,2005,G96
331000301,Q1661,2006,703
331000302,Q1661,2006,703
331000303,Q1661,2006,703
331000304,Q1661,2006,703
331000310,Q1661,2006,G96
331000311,Q1661,2006,G96
331000312,Q1661,2006,G96
331000313,Q1661,2006,G96
331000317,Q1661,2006,703
331000318,Q1661,2006,703
331000319,Q1661,2006,703
331000320,Q1661,2006,703
331000321,Q1661,2006,703
331000322,Q1661,2006,703
331000323,Q1661,2006,703
331000324,Q1661,2006,703
331000327,Q1661,2006,703
331000328,Q1661,2006,703
331000329,Q1661,2006,703
331000330,Q1661,2006,703
331000341,Q1661,2007,703
331000342,Q1661,2007,703
331000343,Q1661,2007,703
331000344,Q1661,2007,703
331000352,Q1661,2007,703
331000353,Q1661,2007,703
331000354,Q1661,2007,703
331000355,Q1661,2007,703
331000356,Q1661,2007,703
331000357,Q1661,2007,703
331000358,Q1661,2007,703
331000359,Q1661,2007,703
331000360,Q1661,2007,703
331000361,Q1661,2007,703
331000362,Q1661,2007,703
331000363,Q1661,2007,703
331000364,Q1661,2007,G96
331000365,Q1661,2007,G96
331000366,Q1661,2007,G96
331000367,Q1661,2007,G96
331000372,Q1661,2010,G96
331000373,Q1661,2010,G96
331000374,Q1661,2010,G96
331000375,Q1661,2010,G96
331000376,Q1661,2010,703
331000377,Q1661,2010,703
331000378,Q1661,2010,703
331000379,Q1661,2010,703
331000388,Q1661,2011,G96
331000389,Q1661,2011,G96
331000390,Q1661,2011,G96
331000391,Q1661,2011,G96
331000392,Q1661,2011,G96
331000393,Q1661,2011,G96
331000394,Q1661,2011,G96
331000395,Q1661,2011,G96
331000396,Q1661,2011,G96
331000397,Q1661,2011,G96
331000398,Q1661,2011,G96
331000399,Q1661,2011,G96
331000400,Q1661,2011,G96
331000401,Q1661,2011,G96
331000402,Q1661,2011,G96
331000403,Q1661,2011,G96
331000418,Q1661,2012,703
331000419,Q1661,2012,703
331000420,Q1661,2012,703
331000421,Q1661,2012,703
331000422,Q1661,2012,703
331000423,Q1661,2012,703
331000424,Q1661,2012,703
331000425,Q1661,2012,703
331000433,Q1661,2012,703
331000434,Q1661,2012,703
331000435,Q1661,2012,703
331000436,Q1661,2012,703
331000445,Q1661,2012,703
331000446,Q1661,2012,703
331000447,Q1661,2012,703
331000448,Q1661,2012,703
331000931,Q1662,2005,703
331000932,Q1662,2005,703
331000933,Q1662,2005,703
331000934,Q1662,2005,703
331000946,Q1662,2006,G96
331000947,Q1662,2006,G96
331000948,Q1662,2006,G96
331000949,Q1662,2006,G96
331000950,Q1662,2009,703
331000951,Q1662,2009,703
331000952,Q1662,2009,703
331000953,Q1662,2009,703
331000954,Q1662,2009,G96
331000955,Q1662,2009,G96
331000956,Q1662,2009,G96
331000957,Q1662,2009,G96
331000958,Q1662,2010,G96
331000959,Q1662,2010,G96
331000960,Q1662,2010,G96
331000961,Q1662,2010,G96
331000962,Q1662,2010,G96
331000963,Q1662,2010,G96
331000964,Q1662,2010,G96
331000965,Q1662,2010,G96
331000966,Q1662,2010,G96
331000967,Q1662,2010,G96
331000968,Q1662,2010,G96
331000969,Q1662,2010,G96
331000970,Q1662,2010,G96
331000971,Q1662,2010,G96
331000972,Q1662,2010,G96
331000973,Q1662,2010,G96
331000981,Q1662,2011,703
331000982,Q1662,2011,703
331000983,Q1662,2011,703
331000984,Q1662,2011,703
331001000,Q1662,2011,703
331001001,Q1662,2011,703
331001002,Q1662,2011,703
331001003,Q1662,2011,703
331001021,Q1662,2011,703
331001022,Q1662,2011,703
331001023,Q1662,2011,703
331001024,Q1662,2011,703
331001041,Q1662,2011,703
331001042,Q1662,2011,703
331001043,Q1662,2011,703
331001044,Q1662,2011,703
331001045,Q1662,2011,703
331001046,Q1662,2011,703
331001047,Q1662,2011,703
331001048,Q1662,2011,703
331001049,Q1662,2011,G96
331001050,Q1662,2011,G96
331001051,Q1662,2011,G96
331001052,Q1662,2011,G96
331001648,Q1663,2010,G96
331001649,Q1663,2010,G96
331001650,Q1663,2010,G96
331001651,Q1663,2010,G96
331001652,Q1663,2010,G96
331001653,Q1663,2010,G96
331001654,Q1663,2010,G96
331001655,Q1663,2010,G96
331001656,Q1663,2010,G96
331001657,Q1663,2010,G96
331001658,Q1663,2010,G96
331001659,Q1663,2010,G96
331001663,Q1663,2010,G96
331001664,Q1663,2010,G96
331001665,Q1663,2010,G96
331001666,Q1663,2010,G96
331001667,Q1663,2011,G96
331001668,Q1663,2011,G96
331001669,Q1663,2011,G96
331001670,Q1663,2011,G96
331001671,Q1663,2012,G96
331001672,Q1663,2012,G96
331001673,Q1663,2012,G96
331001674,Q1663,2012,G96
331001675,Q1663,2012,G96
331001676,Q1663,2012,G96
331001677,Q1663,2012,G96
331001678,Q1663,2012,G96
331001994,Q1664,2005,G96
331001995,Q1664,2005,G96
331001996,Q1664,2005,G96
331001997,Q1664,2005,G96
331002007,Q1664,2006,G96
331002008,Q1664,2006,G96
331002009,Q1664,2006,G96
