,packed_number,year,obs
399000022,p4263,2008,G96
399000023,p4263,2008,G96
399000024,p4263,2008,G96
399000025,p4263,2008,G96
399000026,p4263,2010,G96
399000027,p4263,2010,G96
399000028,p4263,2010,G96
399000029,p4263,2010,G96
399000030,p4263,2010,G96
399000031,p4263,2010,G96
399000032,p4263,2010,G96
399000033,p4263,2010,G96
399000196,p4264,2007,G96
399000197,p4264,2007,G96
399000198,p4264,2007,G96
399000199,p4264,2007,G96
399000200,p4264,2007,G96
399000201,p4264,2007,G96
399000202,p4264,2007,G96
399000203,p4264,2007,G96
399000468,p4265,2010,G96
399000469,p4265,2010,G96
399000470,p4265,2010,G96
399000471,p4265,2010,G96
399000472,p4265,2010,G96
399000473,p4265,2010,G96
399000474,p4265,2010,G96
399000475,p4265,2012,G96
399000476,p4265,2012,G96
399000477,p4265,2012,G96
399000478,p4265,2012,G96
399000710,p4266,2008,G96
399000711,p4266,2008,G96
399000712,p4266,2008,G96
399000713,p4266,2008,G96
399000714,p4266,2010,G96
399000715,p4266,2010,G96
399000716,p4266,2010,G96
399000877,p4267,2007,G96
399000878,p4267,2007,G96
399000879,p4267,2007,G96
399000880,p4267,2007,G96
399000881,p4267,2008,G96
399000882,p4267,2008,G96
399000883,p4267,2008,G96
399000884,p4267,2008,G96
399001020,p4268,2007,G96
399001021,p4268,2007,G96
399001022,p4268,2007,G96
399001023,p4268,2007,G96
399001024,p4268,2010,G96
399001025,p4268,2010,G96
399001026,p4268,2010,G96
399001027,p4268,2010,G96
399001028,p4268,2010,G96
399001029,p4268,2010,G96
399001030,p4268,2010,G96
399001031,p4268,2010,G96
399001032,p4268,2011,G96
399001033,p4268,2011,G96
399001034,p4268,2011,G96
399001035,p4268,2011,G96
399001255,p4269,2007,G96
399001256,p4269,2007,G96
399001257,p4269,2007,G96
399001258,p4269,2007,G96
399001259,p4269,2011,G96
399001260,p4269,2011,G96
399001261,p4269,2011,G96
399001262,p4269,2011,G96
399001471,p4270,2008,G96
399001472,p4270,2008,G96
399001473,p4270,2008,G96
399001474,p4270,2008,G96
399001481,p4270,2010,G96
399001482,p4270,2010,G96
399001483,p4270,2010,G96
399001484,p4270,2010,G96
399001488,p4270,2010,G96
399001489,p4270,2010,G96
399001490,p4270,2010,G96
399001491,p4270,2010,G96
399001738,p4271,2005,G96
399001739,p4271,2005,G96
399001740,p4271,2005,G96
399001741,p4271,2005,G96
399001742,p4271,2005,G96
399001743,p4271,2005,G96
399001744,p4271,2005,G96
399001745,p4271,2005,G96
399001746,p4271,2005,G96
399001747,p4271,2005,G96
399001748,p4271,2005,G96
399001749,p4271,2005,G96
399001750,p4271,2009,G96
399001751,p4271,2009,G96
399001752,p4271,2009,G96
399001753,p4271,2009,G96
399001754,p4271,2009,703
399001755,p4271,2009,703
399001756,p4271,2009,703
399001757,p4271,2009,703
399001758,p4271,2010,G96
399001759,p4271,2010,G96
399001760,p4271,2010,G96
399001761,p4271,2010,G96
399001762,p4271,2010,G96
399001763,p4271,2010,G96
399001764,p4271,2010,G96
399001765,p4271,2010,G96
399001766,p4271,2010,G96
399001767,p4271,2010,G96
399001768,p4271,2010,G96
399001769,p4271,2010,G96
399001770,p4271,2010,G96
399001771,p4271,2010,G96
399001772,p4271,2010,G96
399001773,p4271,2010,G96
399001774,p4271,2012,G96
399001775,p4271,2012,G96
399001776,p4271,2012,G96
399001777,p4271,2012,G96
399002049,p4272,2005,G96
399002050,p4272,2005,G96
399002051,p4272,2005,G96
399002052,p4272,2005,G96
399002056,p4272,2006,G96
399002057,p4272,2006,G96
399002058,p4272,2006,G96
399002059,p4272,2006,G96
399002060,p4272,2009,703
399002061,p4272,2009,703
399002062,p4272,2009,703
399002063,p4272,2009,703
399002064,p4272,2009,703
399002065,p4272,2009,703
399002066,p4272,2009,703
399002067,p4272,2009,703
399002068,p4272,2009,703
399002069,p4272,2009,703
399002070,p4272,2009,703
399002071,p4272,2009,703
399002072,p4272,2009,703
399002073,p4272,2009,703
399002074,p4272,2009,703
399002075,p4272,2009,703
399002079,p4272,2010,G96
399002080,p4272,2010,G96
399002081,p4272,2010,G96
399002082,p4272,2010,G96
399002087,p4272,2011,G96
399002088,p4272,2011,G96
399002089,p4272,2011,G96
399002090,p4272,2011,G96
399002091,p4272,2011,G96
399002092,p4272,2011,G96
399002093,p4272,2011,G96
399002094,p4272,2011,G96
399002095,p4272,2011,G96
399002096,p4272,2011,G96
399002097,p4272,2011,G96
399002098,p4272,2011,G96
399002490,p4273,2010,G96
399002491,p4273,2010,G96
399002492,p4273,2010,G96
399002493,p4273,2010,G96
399002494,p4273,2010,G96
399002495,p4273,2010,G96
399002496,p4273,2010,G96
399002497,p4273,2010,G96
399002498,p4273,2010,G96
399002499,p4273,2010,G96
399002500,p4273,2010,G96
399002681,p4274,2007,G96
399002682,p4274,2007,G96
399002683,p4274,2007,G96
399002684,p4274,2007,G96
399002845,p4275,2006,G96
399002846,p4275,2006,G96
399002847,p4275,2006,G96
399002848,p4275,2006,G96
399002849,p4275,2009,G96
399002850,p4275,2009,G96
399002851,p4275,2009,G96
399002852,p4275,2009,G96
399002853,p4275,2011,G96
399002854,p4275,2011,G96
399002855,p4275,2011,G96
399002856,p4275,2011,G96
399003019,p4276,2009,703
399003020,p4276,2009,703
399003021,p4276,2009,703
399003022,p4276,2009,703
399003135,p4277,2010,G96
399003136,p4277,2010,G96
399003137,p4277,2010,G96
399003138,p4277,2010,G96
399003139,p4277,2010,G96
399003140,p4277,2010,G96
399003141,p4277,2010,G96
399003145,p4277,2010,G96
399003146,p4277,2010,G96
399003147,p4277,2010,G96
399003148,p4277,2010,G96
399003149,p4277,2012,G96
399003150,p4277,2012,G96
399003151,p4277,2012,G96
399003152,p4277,2012,G96
399003386,p4278,2005,G96
399003387,p4278,2005,G96
399003388,p4278,2005,G96
399003389,p4278,2005,G96
399003396,p4278,2005,G96
399003397,p4278,2005,G96
399003398,p4278,2005,G96
399003399,p4278,2005,G96
399003400,p4278,2006,G96
399003401,p4278,2006,G96
399003402,p4278,2006,G96
399003403,p4278,2008,G96
399003404,p4278,2008,G96
399003405,p4278,2008,G96
399003406,p4278,2008,G96
399003407,p4278,2008,G96
399003408,p4278,2008,G96
399003409,p4278,2008,G96
399003410,p4278,2008,G96
399003411,p4278,2009,703
399003412,p4278,2009,703
399003413,p4278,2009,703
399003414,p4278,2009,703
399003415,p4278,2010,G96
399003416,p4278,2010,G96
399003417,p4278,2010,G96
399003418,p4278,2010,G96
399003419,p4278,2010,G96
399003420,p4278,2010,G96
399003421,p4278,2010,G96
399003422,p4278,2010,G96
399003423,p4278,2012,G96
399003424,p4278,2012,G96
399003425,p4278,2012,G96
399003426,p4278,2012,G96
399003430,p4278,2012,G96
399003431,p4278,2012,G96
399003432,p4278,2012,G96
399003433,p4278,2012,G96
399003755,p4279,2007,G96
399003756,p4279,2007,G96
399003757,p4279,2007,G96
399003758,p4279,2007,G96
399003765,p4279,2012,G96
399003766,p4279,2012,G96
399003767,p4279,2012,G96
399003768,p4279,2012,G96
399003776,p4279,2012,G96
399003777,p4279,2012,G96
399003778,p4279,2012,G96
399003779,p4279,2012,G96
399004023,p4280,2005,703
399004024,p4280,2005,703
399004025,p4280,2005,703
399004026,p4280,2005,703
399004036,p4280,2011,G96
399004037,p4280,2011,G96
399004038,p4280,2011,G96
399004039,p4280,2011,G96
399004417,p4282,2007,G96
399004418,p4282,2007,G96
399004419,p4282,2007,G96
399004420,p4282,2007,G96
399004421,p4282,2010,G96
399004422,p4282,2010,G96
399004423,p4282,2010,G96
399004424,p4282,2010,G96
399004425,p4282,2010,G96
399004426,p4282,2010,G96
399004427,p4282,2010,G96
399004428,p4282,2010,G96
399004429,p4282,2010,G96
399004430,p4282,2010,G96
399004431,p4282,2010,G96
399004432,p4282,2010,G96
399004433,p4282,2010,G96
399004434,p4282,2010,G96
399004435,p4282,2010,G96
399004655,p4283,2006,703
399004656,p4283,2006,703
399004657,p4283,2006,703
399004658,p4283,2006,G96
399004659,p4283,2006,703
399004660,p4283,2006,G96
399004661,p4283,2006,G96
399004662,p4283,2006,G96
399004663,p4283,2006,703
399004664,p4283,2006,703
399004665,p4283,2006,703
399004666,p4283,2006,703
399004667,p4283,2009,G96
399004668,p4283,2009,G96
399004669,p4283,2009,G96
399004670,p4283,2009,G96
399004837,p4284,2005,G96
399004838,p4284,2005,G96
399004839,p4284,2005,G96
399004840,p4284,2005,G96
399004873,p4284,2010,G96
399004874,p4284,2010,G96
399004875,p4284,2010,G96
399004876,p4284,2010,G96
399004877,p4284,2012,G96
399004878,p4284,2012,G96
399004879,p4284,2012,G96
399004880,p4284,2012,G96
399005095,p4285,2006,G96
399005096,p4285,2006,G96
399005097,p4285,2006,G96
399005098,p4285,2006,G96
399005099,p4285,2007,G96
399005100,p4285,2007,G96
399005101,p4285,2007,G96
399005102,p4285,2007,G96
399005103,p4285,2009,G96
399005104,p4285,2009,G96
399005105,p4285,2009,G96
399005106,p4285,2009,G96
399005259,p4286,2008,G96
399005260,p4286,2008,G96
399005261,p4286,2008,G96
399005262,p4286,2008,G96
399005263,p4286,2008,G96
399005264,p4286,2008,G96
399005265,p4286,2008,G96
399005266,p4286,2008,G96
399005267,p4286,2008,G96
399005268,p4286,2008,G96
399005269,p4286,2008,G96
399005270,p4286,2008,G96
399005271,p4286,2008,G96
399005272,p4286,2008,G96
399005273,p4286,2008,G96
399005274,p4286,2008,G96
399005275,p4286,2010,G96
399005276,p4286,2010,G96
399005277,p4286,2010,G96
399005278,p4286,2010,G96
399005445,p4287,2005,G96
399005446,p4287,2005,G96
399005447,p4287,2005,G96
399005448,p4287,2005,G96
399005449,p4287,2012,G96
399005450,p4287,2012,G96
399005451,p4287,2012,G96
399005452,p4287,2012,G96
399005457,p4287,2012,G96
399005458,p4287,2012,G96
399005459,p4287,2012,G96
399005460,p4287,2012,G96
399005623,p4288,2007,G96
399005624,p4288,2007,G96
399005625,p4288,2007,G96
399005626,p4288,2007,G96
399005627,p4288,2007,G96
399005628,p4288,2007,G96
399005629,p4288,2007,G96
399005630,p4288,2007,G96
399005631,p4288,2007,G96
399005632,p4288,2007,G96
399005633,p4288,2007,G96
399005634,p4288,2007,G96
399005635,p4288,2008,G96
399005636,p4288,2008,G96
399005637,p4288,2008,G96
399005638,p4288,2008,G96
399005639,p4288,2008,G96
399005640,p4288,2008,G96
399005641,p4288,2008,G96
399005642,p4288,2008,G96
399005649,p4288,2010,G96
399005650,p4288,2010,G96
399005651,p4288,2010,G96
399005652,p4288,2010,G96
399005653,p4288,2012,G96
399005654,p4288,2012,G96
399005655,p4288,2012,G96
399005656,p4288,2012,G96
399005657,p4288,2012,G96
399005658,p4288,2012,G96
399005659,p4288,2012,G96
399005660,p4288,2012,G96
399005843,p4289,2007,G96
399005844,p4289,2007,G96
399005845,p4289,2007,G96
399005846,p4289,2007,G96
399005847,p4289,2007,G96
399005848,p4289,2007,G96
399005849,p4289,2007,G96
399005850,p4289,2007,G96
399005851,p4289,2007,G96
399005852,p4289,2007,G96
399005853,p4289,2007,G96
399005854,p4289,2007,G96
399005943,p4290,2006,703
399005944,p4290,2006,703
399005945,p4290,2006,703
399005946,p4290,2006,703
399005947,p4290,2009,G96
