,packed_number,year,obs
242000000,B8123,2011,G96
242000001,B8123,2011,703
242000002,B8123,2011,G96
242000003,B8123,2011,G96
242000004,B8123,2011,703
242000005,B8123,2011,G96
242000006,B8123,2011,703
242000007,B8123,2011,703
242000010,B8123,2011,G96
242000011,B8123,2011,G96
242000012,B8123,2011,G96
242000013,B8123,2011,G96
242000014,B8123,2012,G96
242000015,B8123,2012,G96
242000016,B8123,2012,G96
242000017,B8123,2012,G96
242000836,B8124,2006,G96
242000837,B8124,2006,G96
242000838,B8124,2006,G96
242000839,B8124,2006,G96
242000840,B8124,2006,G96
242000841,B8124,2006,G96
242000842,B8124,2006,G96
242000843,B8124,2006,G96
242000844,B8124,2006,G96
242000845,B8124,2006,G96
242000846,B8124,2006,G96
242000847,B8124,2006,G96
242000848,B8124,2006,G96
242000849,B8124,2006,G96
242000850,B8124,2006,G96
242000851,B8124,2006,G96
242000864,B8124,2010,G96
242000865,B8124,2010,G96
242000866,B8124,2010,G96
242000867,B8124,2010,G96
242000868,B8124,2010,G96
242000869,B8124,2010,G96
242000870,B8124,2010,G96
242000871,B8124,2010,G96
242001348,B8125,2006,G96
242001349,B8125,2006,G96
242001350,B8125,2006,G96
242001351,B8125,2006,G96
242001352,B8125,2006,703
242001353,B8125,2006,703
242001354,B8125,2006,703
242001355,B8125,2006,703
242001370,B8125,2006,G96
242001371,B8125,2006,G96
242001372,B8125,2006,G96
242001373,B8125,2006,G96
242001374,B8125,2006,G96
242001375,B8125,2006,G96
242001376,B8125,2006,G96
242001377,B8125,2006,G96
242001378,B8125,2006,G96
242001379,B8125,2006,G96
242001380,B8125,2006,G96
242001381,B8125,2006,G96
242001386,B8125,2008,G96
242001387,B8125,2008,G96
242001388,B8125,2008,G96
242001389,B8125,2008,G96
242001390,B8125,2008,G96
242001391,B8125,2008,G96
242001392,B8125,2008,G96
242001393,B8125,2008,G96
242001397,B8125,2009,G96
242001398,B8125,2009,G96
242001399,B8125,2009,G96
242001400,B8125,2009,G96
242001420,B8125,2009,703
242001421,B8125,2009,703
242001422,B8125,2009,703
242001423,B8125,2009,703
242001435,B8125,2009,703
242001436,B8125,2009,703
242001437,B8125,2009,703
242001438,B8125,2009,703
242001439,B8125,2009,703
242001440,B8125,2009,G96
242001441,B8125,2009,G96
242001442,B8125,2009,G96
242001443,B8125,2009,G96
242001460,B8125,2009,703
242001461,B8125,2009,703
242001462,B8125,2009,703
242001463,B8125,2009,703
242001469,B8125,2009,G96
242001470,B8125,2009,G96
242001471,B8125,2009,G96
242001472,B8125,2009,G96
242001503,B8125,2010,G96
242001504,B8125,2010,G96
242001505,B8125,2010,G96
242001506,B8125,2010,G96
242001507,B8125,2010,G96
242001508,B8125,2010,G96
242001509,B8125,2010,G96
242001510,B8125,2010,G96
242001514,B8125,2011,703
242001515,B8125,2011,703
242001516,B8125,2011,703
242001517,B8125,2011,703
242001537,B8125,2011,703
242001538,B8125,2011,703
242001539,B8125,2011,703
242001540,B8125,2011,703
242001551,B8125,2011,G96
242001552,B8125,2011,G96
242001553,B8125,2011,G96
242001554,B8125,2011,G96
242002206,B8126,2005,G96
242002207,B8126,2005,G96
242002208,B8126,2005,G96
242002209,B8126,2005,G96
242002210,B8126,2005,G96
242002211,B8126,2005,G96
242002212,B8126,2005,G96
242002213,B8126,2005,G96
242002242,B8126,2007,703
242002243,B8126,2007,703
242002244,B8126,2007,703
242002245,B8126,2007,703
242002256,B8126,2007,703
242002257,B8126,2007,703
242002258,B8126,2007,703
242002259,B8126,2007,703
242002265,B8126,2007,G96
242002266,B8126,2007,G96
242002267,B8126,2007,G96
242002268,B8126,2007,G96
242002269,B8126,2007,703
242002270,B8126,2007,703
242002271,B8126,2007,703
242002272,B8126,2007,703
242002281,B8126,2008,G96
242002282,B8126,2008,G96
242002283,B8126,2008,G96
242002296,B8126,2009,G96
242002297,B8126,2009,G96
242002298,B8126,2009,G96
242002299,B8126,2009,G96
242002300,B8126,2009,G96
242002301,B8126,2009,G96
242002302,B8126,2009,G96
242002303,B8126,2009,G96
242002314,B8126,2010,G96
242002315,B8126,2010,G96
242002316,B8126,2010,G96
242002317,B8126,2010,G96
242002326,B8126,2010,G96
242002327,B8126,2010,G96
242002328,B8126,2010,G96
242002329,B8126,2010,G96
242002330,B8126,2010,G96
242002331,B8126,2010,G96
242002332,B8126,2010,G96
242002333,B8126,2010,G96
242002334,B8126,2011,G96
242002335,B8126,2011,G96
242002336,B8126,2011,G96
242002337,B8126,2011,G96
242002347,B8126,2011,G96
242002348,B8126,2011,G96
242002349,B8126,2011,G96
242002350,B8126,2011,G96
242002351,B8126,2011,703
242002352,B8126,2011,703
242002353,B8126,2011,703
242002354,B8126,2011,703
242002355,B8126,2011,G96
242002356,B8126,2011,G96
242002357,B8126,2011,G96
242002358,B8126,2011,G96
242002359,B8126,2011,G96
242002360,B8126,2011,G96
242002361,B8126,2011,G96
242002362,B8126,2011,G96
242002372,B8126,2011,G96
242002373,B8126,2011,G96
242002374,B8126,2011,G96
242002375,B8126,2011,G96
242002427,B8126,2011,G96
242002428,B8126,2011,G96
242002429,B8126,2011,G96
242002430,B8126,2011,G96
242002431,B8126,2011,G96
242002432,B8126,2011,G96
242002433,B8126,2011,G96
242002434,B8126,2011,G96
242002435,B8126,2011,G96
242002436,B8126,2011,G96
242002437,B8126,2011,G96
242002438,B8126,2011,G96
242002817,B8127,2005,703
242002818,B8127,2005,703
242002819,B8127,2005,703
242002820,B8127,2005,703
242002821,B8127,2005,703
242002822,B8127,2005,703
242002823,B8127,2005,703
242002824,B8127,2005,703
242002833,B8127,2005,703
242002834,B8127,2005,703
242002835,B8127,2005,703
242002836,B8127,2005,703
242002837,B8127,2005,703
242002838,B8127,2005,703
242002839,B8127,2005,703
242002840,B8127,2005,703
242002852,B8127,2007,G96
242002853,B8127,2007,G96
242002854,B8127,2007,G96
242002855,B8127,2007,G96
242002867,B8127,2007,703
242002868,B8127,2007,703
242002869,B8127,2007,703
242002870,B8127,2007,703
242002879,B8127,2007,G96
242002880,B8127,2007,G96
242002881,B8127,2007,G96
242002882,B8127,2007,G96
242002889,B8127,2007,G96
242002890,B8127,2007,G96
242002891,B8127,2007,G96
242002892,B8127,2007,G96
242002893,B8127,2007,G96
242002894,B8127,2007,G96
242002895,B8127,2007,G96
242002896,B8127,2007,G96
242002900,B8127,2008,G96
242002901,B8127,2008,G96
242002902,B8127,2008,G96
242002903,B8127,2008,G96
242002904,B8127,2008,G96
242002905,B8127,2008,G96
242002906,B8127,2008,G96
242002907,B8127,2008,G96
242002908,B8127,2010,703
242002909,B8127,2010,703
242002910,B8127,2010,703
242002911,B8127,2010,703
242002946,B8127,2012,703
242002947,B8127,2012,703
242002948,B8127,2012,703
242002949,B8127,2012,703
242002953,B8127,2012,703
242002954,B8127,2012,703
242002955,B8127,2012,703
242002956,B8127,2012,703
242002965,B8127,2012,G96
242002966,B8127,2012,G96
242002967,B8127,2012,G96
242002968,B8127,2012,G96
242002978,B8127,2012,703
242002979,B8127,2012,703
242002980,B8127,2012,703
242002981,B8127,2012,703
242002982,B8127,2012,703
242002983,B8127,2012,703
242002984,B8127,2012,703
242002985,B8127,2012,703
242003922,B8128,2006,G96
242003923,B8128,2006,G96
242003924,B8128,2006,G96
242003925,B8128,2006,G96
242003926,B8128,2006,G96
242003927,B8128,2006,G96
242003928,B8128,2006,G96
242003929,B8128,2006,G96
242003933,B8128,2007,703
242003934,B8128,2007,703
242003935,B8128,2007,703
242003936,B8128,2007,703
242003943,B8128,2007,G96
242003944,B8128,2007,G96
242003945,B8128,2007,G96
242003946,B8128,2007,G96
242003966,B8128,2007,703
242003967,B8128,2007,703
242003968,B8128,2007,703
242003969,B8128,2007,703
242003977,B8128,2007,703
242003978,B8128,2007,703
242003979,B8128,2007,703
242003980,B8128,2007,703
242003989,B8128,2007,703
242003990,B8128,2007,703
242003991,B8128,2007,703
242003992,B8128,2007,703
242004009,B8128,2007,G96
242004010,B8128,2007,G96
242004011,B8128,2007,G96
242004012,B8128,2007,G96
242004018,B8128,2007,703
242004019,B8128,2007,703
242004020,B8128,2007,703
242004021,B8128,2007,703
242004031,B8128,2007,703
242004032,B8128,2007,703
242004033,B8128,2007,703
242004034,B8128,2007,703
242004047,B8128,2007,G96
242004048,B8128,2007,G96
242004049,B8128,2007,G96
242004050,B8128,2007,G96
242004051,B8128,2008,G96
242004052,B8128,2008,G96
242004053,B8128,2008,G96
242004054,B8128,2008,G96
242004055,B8128,2008,G96
242004056,B8128,2008,G96
242004057,B8128,2008,G96
242004058,B8128,2008,G96
242004064,B8128,2010,G96
242004065,B8128,2010,G96
242004066,B8128,2010,G96
242004067,B8128,2010,G96
242004073,B8128,2011,G96
242004074,B8128,2011,G96
242004075,B8128,2011,G96
242004076,B8128,2011,G96
242004773,B8129,2005,703
242004774,B8129,2005,703
242004775,B8129,2005,703
242004776,B8129,2005,703
242004780,B8129,2006,G96
242004781,B8129,2006,G96
242004782,B8129,2006,G96
242004783,B8129,2006,G96
242004808,B8129,2007,703
242004809,B8129,2007,703
242004810,B8129,2007,703
242004811,B8129,2007,703
242004817,B8129,2007,G96
242004818,B8129,2007,G96
242004819,B8129,2007,G96
242004820,B8129,2007,G96
242004824,B8129,2007,G96
242004825,B8129,2007,G96
242004826,B8129,2007,G96
242004827,B8129,2007,G96
242004828,B8129,2007,G96
242004829,B8129,2007,G96
242004830,B8129,2007,G96
242004831,B8129,2007,G96
242004838,B8129,2009,G96
242004839,B8129,2009,G96
242004840,B8129,2009,G96
242004841,B8129,2009,G96
242004842,B8129,2009,G96
242004843,B8129,2009,G96
242004844,B8129,2009,G96
242004845,B8129,2009,G96
242004846,B8129,2009,G96
242004847,B8129,2009,G96
242004848,B8129,2009,G96
242004849,B8129,2009,G96
242004850,B8129,2011,G96
242004851,B8129,2011,G96
242004852,B8129,2011,G96
242004853,B8129,2011,G96
242004854,B8129,2012,G96
242004855,B8129,2012,G96
242004856,B8129,2012,G96
242004857,B8129,2012,G96
242004858,B8129,2012,703
242004859,B8129,2012,703
242004860,B8129,2012,703
242004861,B8129,2012,703
242005345,B8130,2005,703
242005346,B8130,2005,703
242005347,B8130,2005,703
242005348,B8130,2005,703
242005359,B8130,2008,G96
242005360,B8130,2008,G96
242005361,B8130,2008,G96
242005362,B8130,2008,G96
242005363,B8130,2008,G96
242005364,B8130,2008,G96
242005365,B8130,2008,G96
242005372,B8130,2009,703
242005373,B8130,2009,703
242005374,B8130,2009,703
242005375,B8130,2009,703
242005379,B8130,2009,G96
242005380,B8130,2009,G96
242005381,B8130,2009,G96
242005382,B8130,2009,G96
242005387,B8130,2009,G96
242005388,B8130,2009,G96
242005389,B8130,2009,G96
242005394,B8130,2009,G96
242005395,B8130,2009,G96
242005396,B8130,2009,G96
242005397,B8130,2009,G96
242005398,B8130,2009,G96
242005399,B8130,2009,G96
242005400,B8130,2009,G96
242005401,B8130,2009,G96
242005402,B8130,2009,G96
242005403,B8130,2009,G96
242005404,B8130,2009,G96
242005405,B8130,2009,G96
242005426,B8130,2012,703
242005427,B8130,2012,703
242005428,B8130,2012,703
242005429,B8130,2012,703
242005433,B8130,2012,G96
242005434,B8130,2012,G96
242005435,B8130,2012,G96
242005436,B8130,2012,G96
242006005,B8131,2008,G96
242006006,B8131,2008,G96
242006007,B8131,2008,G96
242006024,B8131,2010,G96
242006025,B8131,2010,G96
242006026,B8131,2010,G96
242006027,B8131,2010,G96
242006777,B8132,2005,703
242006778,B8132,2005,G96
242006779,B8132,2005,G96
242006780,B8132,2005,703
242006781,B8132,2005,G96
242006782,B8132,2005,703
242006783,B8132,2005,G96
242006784,B8132,2005,703
242006785,B8132,2007,703
242006786,B8132,2007,703
242006787,B8132,2007,703
242006788,B8132,2007,703
242006789,B8132,2007,G96
242006790,B8132,2007,G96
242006791,B8132,2007,G96
242006792,B8132,2007,G96
242006814,B8132,2007,G96
242006815,B8132,2007,G96
242006816,B8132,2007,G96
242006817,B8132,2007,G96
242006822,B8132,2007,G96
242006823,B8132,2007,G96
242006824,B8132,2007,G96
242006846,B8132,2007,703
242006847,B8132,2007,703
242006848,B8132,2007,703
242006849,B8132,2007,703
242006873,B8132,2007,G96
242006874,B8132,2007,G96
242006875,B8132,2007,G96
242006876,B8132,2007,G96
242006881,B8132,2008,G96
242006882,B8132,2008,G96
242006883,B8132,2008,G96
242006884,B8132,2008,G96
242006885,B8132,2008,G96
242006886,B8132,2008,G96
242006887,B8132,2008,G96
242006888,B8132,2008,G96
242006889,B8132,2009,G96
242006890,B8132,2009,G96
242006891,B8132,2009,G96
242006892,B8132,2009,G96
242006893,B8132,2009,G96
242006894,B8132,2009,G96
242006895,B8132,2009,G96
242006896,B8132,2009,G96
242006897,B8132,2009,G96
242006898,B8132,2009,G96
242006899,B8132,2009,G96
242006906,B8132,2011,703
242006907,B8132,2011,703
242006908,B8132,2011,703
242006909,B8132,2011,703
242006920,B8132,2012,703
242006921,B8132,2012,703
242006922,B8132,2012,703
242006923,B8132,2012,703
242006929,B8132,2012,G96
242006930,B8132,2012,G96
242006931,B8132,2012,G96
242006932,B8132,2012,G96
242006948,B8132,2012,G96
242006949,B8132,2012,G96
242006950,B8132,2012,G96
242006951,B8132,2012,G96
242006959,B8132,2012,703
242006960,B8132,2012,703
242006961,B8132,2012,703
242006962,B8132,2012,703
242006963,B8132,2012,G96
242006964,B8132,2012,G96
242006965,B8132,2012,G96
242006966,B8132,2012,G96
242006967,B8132,2012,703
242006968,B8132,2012,703
242006969,B8132,2012,703
242006970,B8132,2012,703
242007580,B8133,2005,G96
242007581,B8133,2005,G96
242007582,B8133,2005,G96
242007583,B8133,2005,G96
242007587,B8133,2005,G96
242007588,B8133,2005,G96
242007589,B8133,2005,G96
242007590,B8133,2005,G96
242007591,B8133,2005,G96
242007592,B8133,2005,G96
242007593,B8133,2005,G96
242007594,B8133,2005,G96
242007595,B8133,2006,703
242007596,B8133,2006,703
242007597,B8133,2006,703
242007598,B8133,2006,703
242007599,B8133,2006,G96
242007600,B8133,2006,G96
242007601,B8133,2006,G96
242007602,B8133,2006,G96
242007640,B8133,2006,G96
242007641,B8133,2006,G96
242007642,B8133,2006,G96
242007643,B8133,2006,703
242007644,B8133,2006,G96
242007645,B8133,2006,703
242007646,B8133,2006,703
242007662,B8133,2007,G96
242007663,B8133,2007,G96
242007664,B8133,2007,G96
242007665,B8133,2007,G96
242007666,B8133,2007,G96
242007667,B8133,2007,G96
242007668,B8133,2007,G96
242007669,B8133,2007,G96
242007678,B8133,2008,G96
242007679,B8133,2008,G96
242007680,B8133,2008,G96
242007681,B8133,2008,G96
242007682,B8133,2008,G96
242007683,B8133,2008,G96
242007684,B8133,2008,G96
242007685,B8133,2008,G96
242007686,B8133,2009,G96
242007687,B8133,2009,G96
242007688,B8133,2009,G96
242007689,B8133,2009,G96
242007690,B8133,2009,G96
242007691,B8133,2009,G96
242007692,B8133,2009,G96
242007693,B8133,2009,G96
242007694,B8133,2009,G96
242007695,B8133,2009,G96
242007696,B8133,2009,G96
242007697,B8133,2009,G96
242007719,B8133,2011,G96
242007720,B8133,2011,G96
242007721,B8133,2011,G96
242007722,B8133,2011,G96
242007723,B8133,2011,G96
242007724,B8133,2011,G96
242007725,B8133,2011,G96
242007726,B8133,2011,G96
242008150,B8134,2005,703
242008152,B8134,2005,703
242008153,B8134,2005,703
242008155,B8134,2005,703
242008160,B8134,2006,G96
242008161,B8134,2006,G96
242008162,B8134,2006,G96
242008163,B8134,2006,G96
242008172,B8134,2007,G96
242008173,B8134,2007,G96
242008174,B8134,2007,G96
242008175,B8134,2007,G96
242008226,B8134,2007,703
242008227,B8134,2007,703
242008228,B8134,2007,703
242008229,B8134,2007,703
242008235,B8134,2007,G96
242008236,B8134,2007,G96
242008237,B8134,2007,G96
242008238,B8134,2007,G96
242008242,B8134,2007,G96
242008243,B8134,2007,G96
242008244,B8134,2007,G96
242008245,B8134,2007,G96
242008250,B8134,2007,G96
242008251,B8134,2007,G96
242008252,B8134,2007,G96
242008253,B8134,2007,G96
242008254,B8134,2008,G96
242008255,B8134,2008,G96
242008256,B8134,2008,G96
242008257,B8134,2008,G96
242008258,B8134,2009,G96
242008259,B8134,2009,G96
242008260,B8134,2009,G96
242008261,B8134,2009,G96
242008268,B8134,2009,703
242008269,B8134,2009,703
242008270,B8134,2009,703
242008271,B8134,2009,703
242008275,B8134,2009,G96
242008276,B8134,2009,G96
242008277,B8134,2009,G96
242008278,B8134,2009,G96
242008286,B8134,2009,G96
242008287,B8134,2009,G96
242008288,B8134,2009,G96
242008289,B8134,2009,G96
242008299,B8134,2009,G96
242008300,B8134,2009,G96
242008301,B8134,2009,G96
242008302,B8134,2009,G96
242008306,B8134,2009,G96
242008307,B8134,2009,G96
242008308,B8134,2009,G96
242008309,B8134,2009,G96
242008314,B8134,2011,703
242008315,B8134,2011,703
242008316,B8134,2011,703
242008317,B8134,2011,703
242008318,B8134,2011,G96
242008319,B8134,2011,G96
242008320,B8134,2011,G96
242008321,B8134,2011,G96
242008326,B8134,2011,G96
242008327,B8134,2011,G96
242008328,B8134,2011,G96
242008329,B8134,2011,G96
242008368,B8134,2011,G96
242008369,B8134,2011,G96
242008370,B8134,2011,G96
242008371,B8134,2011,G96
242008376,B8134,2011,G96
242008377,B8134,2011,G96
242008378,B8134,2011,G96
242008379,B8134,2011,G96
242008388,B8134,2012,703
242008389,B8134,2012,703
242008390,B8134,2012,703
242008391,B8134,2012,703
242008392,B8134,2012,G96
242008393,B8134,2012,G96
242008394,B8134,2012,G96
242008395,B8134,2012,G96
242008396,B8134,2012,G96
242008397,B8134,2012,G96
242008398,B8134,2012,G96
242008399,B8134,2012,G96
242008970,B8135,2005,G96
242008971,B8135,2005,G96
242008972,B8135,2005,G96
242008973,B8135,2005,G96
242008974,B8135,2005,G96
242008975,B8135,2005,G96
242008976,B8135,2005,G96
242008977,B8135,2005,G96
242008981,B8135,2006,G96
242008982,B8135,2006,G96
242008983,B8135,2006,G96
242008984,B8135,2006,G96
242008985,B8135,2006,G96
242008986,B8135,2006,G96
242008987,B8135,2006,G96
242008988,B8135,2006,G96
242008995,B8135,2008,G96
242008996,B8135,2008,G96
242008997,B8135,2008,G96
242008998,B8135,2008,G96
242008999,B8135,2008,G96
242009000,B8135,2008,G96
242009001,B8135,2008,G96
242009002,B8135,2008,G96
242009003,B8135,2008,G96
242009004,B8135,2008,G96
242009005,B8135,2008,G96
242009006,B8135,2008,G96
242009023,B8135,2010,703
242009025,B8135,2010,703
242009026,B8135,2010,703
242009027,B8135,2010,703
242009046,B8135,2010,703
242009047,B8135,2010,703
242009048,B8135,2010,703
242009049,B8135,2010,703
242009059,B8135,2010,703
242009060,B8135,2010,703
242009061,B8135,2010,703
242009062,B8135,2010,703
242009076,B8135,2010,G96
242009077,B8135,2010,G96
242009078,B8135,2010,G96
242009079,B8135,2010,G96
242009080,B8135,2010,703
242009081,B8135,2010,703
242009082,B8135,2010,703
242009083,B8135,2010,703
242009084,B8135,2010,G96
242009085,B8135,2010,G96
242009086,B8135,2010,G96
242009087,B8135,2010,G96
242009088,B8135,2012,G96
242009089,B8135,2012,G96
242009090,B8135,2012,G96
242009452,B8136,2005,G96
242009453,B8136,2005,G96
242009454,B8136,2005,G96
242009455,B8136,2005,G96
242009465,B8136,2005,G96
242009466,B8136,2005,G96
242009467,B8136,2005,G96
242009468,B8136,2005,G96
242009478,B8136,2006,703
242009479,B8136,2006,703
242009480,B8136,2006,703
242009481,B8136,2006,703
242009482,B8136,2006,703
242009483,B8136,2006,703
242009484,B8136,2006,703
242009485,B8136,2006,703
242009505,B8136,2009,G96
242009506,B8136,2009,G96
242009507,B8136,2009,G96
242009508,B8136,2009,G96
242009515,B8136,2009,G96
242009516,B8136,2009,G96
242009517,B8136,2009,G96
242009518,B8136,2009,G96
242009529,B8136,2011,G96
242009530,B8136,2011,G96
242009531,B8136,2011,G96
242009532,B8136,2011,G96
242010130,B8137,2005,G96
242010131,B8137,2005,G96
242010132,B8137,2005,G96
242010133,B8137,2005,G96
242010146,B8137,2008,G96
242010147,B8137,2008,G96
242010148,B8137,2008,G96
242010149,B8137,2008,G96
242010150,B8137,2008,G96
242010151,B8137,2008,G96
242010152,B8137,2008,G96
242010153,B8137,2008,G96
242010154,B8137,2009,703
242010155,B8137,2009,703
242010156,B8137,2009,703
242010157,B8137,2009,703
242010170,B8137,2009,G96
242010171,B8137,2009,G96
242010172,B8137,2009,G96
242010173,B8137,2009,G96
242010174,B8137,2010,G96
242010175,B8137,2010,G96
242010176,B8137,2010,G96
242010177,B8137,2010,G96
242010178,B8137,2011,G96
242010179,B8137,2011,G96
242010180,B8137,2011,G96
242010184,B8137,2012,G96
242010185,B8137,2012,G96
242010186,B8137,2012,G96
242010187,B8137,2012,G96
242010188,B8137,2012,G96
242010189,B8137,2012,G96
242010190,B8137,2012,G96
242010191,B8137,2012,G96
