,packed_number,year,obs
122000249,33736,2005,703
122000250,33736,2005,703
122000251,33736,2005,703
122000252,33736,2005,703
122000253,33736,2005,703
122000254,33736,2005,703
122000255,33736,2005,703
122000256,33736,2005,703
122000257,33736,2005,703
122000258,33736,2005,703
122000259,33736,2005,703
122000260,33736,2005,703
122000267,33736,2005,703
122000268,33736,2005,703
122000269,33736,2005,703
122000270,33736,2005,703
122000271,33736,2005,703
122000272,33736,2005,703
122000273,33736,2005,703
122000274,33736,2005,703
122000279,33736,2005,703
122000280,33736,2005,703
122000281,33736,2005,703
122000286,33736,2005,703
122000287,33736,2005,703
122000288,33736,2005,703
122000289,33736,2005,703
122000322,33736,2006,703
122000323,33736,2006,703
122000324,33736,2006,703
122000325,33736,2006,703
122000330,33736,2006,703
122000331,33736,2006,703
122000332,33736,2006,703
122000333,33736,2006,703
122000334,33736,2006,703
122000335,33736,2006,703
122000336,33736,2006,703
122000337,33736,2006,703
122000338,33736,2006,703
122000339,33736,2006,703
122000340,33736,2006,703
122000378,33736,2006,703
122000379,33736,2006,703
122000380,33736,2006,703
122000381,33736,2006,703
122000403,33736,2007,703
122000404,33736,2007,703
122000405,33736,2007,703
122000406,33736,2007,703
122000412,33736,2007,703
122000413,33736,2007,703
122000414,33736,2007,703
122000415,33736,2007,703
122000426,33736,2007,703
122000427,33736,2007,703
122000428,33736,2007,703
122000429,33736,2007,703
122000433,33736,2007,703
122000434,33736,2007,703
122000435,33736,2007,703
122000436,33736,2007,703
122000441,33736,2007,703
122000442,33736,2007,703
122000443,33736,2007,703
122000444,33736,2007,703
122000459,33736,2007,703
122000460,33736,2007,703
122000461,33736,2007,703
122000462,33736,2007,703
122000469,33736,2007,703
122000470,33736,2007,703
122000471,33736,2007,703
122000472,33736,2007,703
122000478,33736,2007,703
122000479,33736,2007,703
122000480,33736,2007,703
122000481,33736,2007,703
122000511,33736,2009,703
122000512,33736,2009,703
122000513,33736,2009,703
122000514,33736,2009,703
122000518,33736,2009,703
122000519,33736,2009,703
122000520,33736,2009,703
122000521,33736,2009,703
122000526,33736,2009,703
122000527,33736,2009,703
122000528,33736,2009,703
122000529,33736,2009,703
122000530,33736,2009,703
122000531,33736,2009,703
122000532,33736,2009,703
122000533,33736,2009,703
122000538,33736,2009,703
122000539,33736,2009,703
122000540,33736,2009,703
122000541,33736,2009,703
122000546,33736,2010,703
122000547,33736,2010,703
122000548,33736,2010,703
122000554,33736,2010,G96
122000555,33736,2010,G96
122000556,33736,2010,G96
122000557,33736,2010,G96
122000565,33736,2010,703
122000566,33736,2010,703
122000567,33736,2010,703
122000568,33736,2010,703
122000581,33736,2010,703
122000582,33736,2010,703
122000583,33736,2010,703
122000584,33736,2010,703
122000585,33736,2010,G96
122000586,33736,2010,G96
122000587,33736,2010,G96
122000588,33736,2010,G96
122000589,33736,2010,703
122000590,33736,2010,703
122000591,33736,2010,703
122000592,33736,2010,703
122000602,33736,2011,G96
122000603,33736,2011,G96
122000604,33736,2011,G96
122000605,33736,2011,G96
122000606,33736,2011,G96
122000607,33736,2011,G96
122000608,33736,2011,G96
122000609,33736,2011,G96
122000610,33736,2011,G96
122000611,33736,2011,G96
122000612,33736,2011,G96
122000613,33736,2011,G96
122000619,33736,2011,G96
122000620,33736,2011,G96
122000621,33736,2011,G96
122000622,33736,2011,G96
122000623,33736,2011,G96
122000624,33736,2011,G96
122000625,33736,2011,G96
122000626,33736,2011,G96
122000627,33736,2011,G96
122000628,33736,2011,G96
122000629,33736,2011,G96
122000630,33736,2011,G96
122000645,33736,2012,703
122000646,33736,2012,703
122000647,33736,2012,703
122000648,33736,2012,703
122000660,33736,2012,703
122000661,33736,2012,703
122000662,33736,2012,703
122000663,33736,2012,703
122000668,33736,2012,703
122000669,33736,2012,703
122000670,33736,2012,703
122000671,33736,2012,703
122000693,33736,2012,703
122000694,33736,2012,703
122000695,33736,2012,703
122000696,33736,2012,703
122000702,33736,2012,G96
122000703,33736,2012,G96
122000704,33736,2012,G96
122000705,33736,2012,G96
122003060,33737,2006,703
122003061,33737,2006,703
122003062,33737,2006,703
122003063,33737,2006,703
122003067,33737,2007,703
122003068,33737,2007,703
122003069,33737,2007,703
122003070,33737,2007,703
122003086,33737,2007,703
122003087,33737,2007,703
122003088,33737,2007,703
122003089,33737,2007,703
122003101,33737,2007,703
122003102,33737,2007,G96
122003103,33737,2007,703
122003104,33737,2007,G96
122003105,33737,2007,703
122003106,33737,2007,G96
122003107,33737,2007,703
122003108,33737,2007,G96
122003149,33737,2008,703
122003151,33737,2008,703
122003153,33737,2008,703
122003154,33737,2008,703
122003170,33737,2009,703
122003171,33737,2009,703
122003172,33737,2009,703
122003173,33737,2009,703
122003201,33737,2009,703
122003202,33737,2009,703
122003203,33737,2009,703
122003204,33737,2009,703
122003213,33737,2010,G96
122003214,33737,2010,G96
122003215,33737,2010,G96
122003216,33737,2010,G96
122003223,33737,2011,703
122003224,33737,2011,703
