,packed_desig,year,obs
103000043,25517,C2007,t7427703
103000044,25517,C2007,t7427703
103000045,25517,C2007,t7427703
103000046,25517,C2007,t7427703
103000050,25517,C2007,t8374G96
103000051,25517,C2007,t8374G96
103000052,25517,C2007,t8374G96
103000053,25517,C2007,t8374G96
103000063,25517,C2007,t8951G96
103000064,25517,C2007,t8951G96
103000065,25517,C2007,t8951G96
103000066,25517,C2007,t8951G96
103000070,25517,C2007,t9784G96
103000071,25517,C2007,t9784G96
103000072,25517,C2007,t9784G96
103000073,25517,C2007,t9784G96
103000079,25517,C2007,t9784703
103000080,25517,C2007,t9784703
103000081,25517,C2007,t9784703
103000082,25517,C2007,t9784703
103000136,25517,C2008,y8446703
103000137,25517,C2008,y8446703
103000138,25517,C2008,y8446703
103000139,25517,C2008,y8446703
103000183,25517,C2009,~0AM3G96
103000184,25517,C2009,~0AM3G96
103000185,25517,C2009,~0AM3G96
103000186,25517,C2009,~0AM3G96
103000192,25517,C2009,~0Aik703
103000193,25517,C2009,~0Aik703
103000194,25517,C2009,~0Aik703
103000195,25517,C2009,~0Aik703
103000196,25517,C2009,~0Aik703
103000197,25517,C2009,~0Aik703
103000198,25517,C2009,~0Aik703
103000199,25517,C2009,~0Aik703
103000205,25517,C2009,~0B4x703
103000206,25517,C2009,~0B4x703
103000207,25517,C2009,~0B4x703
103000208,25517,C2009,~0B4x703
103000247,25517,C2009,~0BtP703
103000248,25517,C2009,~0BtP703
103000249,25517,C2009,~0BtP703
103000250,25517,C2009,~0BtP703
103000251,25517,C2009,~0BtP703
103000261,25517,C2009,~0CQDG96
103000262,25517,C2009,~0CQDG96
103000263,25517,C2009,~0CQDG96
103000264,25517,C2009,~0CQDG96
103000270,25517,C2010,~0ECs703
103000271,25517,C2010,~0ECs703
103000272,25517,C2010,~0ECs703
103000273,25517,C2010,~0ECs703
103000304,25517,C2010,~0ECsG96
103000305,25517,C2010,~0ECsG96
103000306,25517,C2010,~0ECsG96
103000307,25517,C2010,~0ECsG96
103000310,25517,C2010,~0Er9703
103000311,25517,C2010,~0Er9703
103000313,25517,C2010,~0Er9703
103000314,25517,C2010,~0Er9703
103000317,25517,C2010,~0FC4G96
103000318,25517,C2010,~0FC4G96
103000319,25517,C2010,~0FC4G96
103000320,25517,C2010,~0FC4G96
103000321,25517,C2010,~0FC4G96
103000322,25517,C2010,~0FC4G96
103000323,25517,C2010,~0FC4G96
103000331,25517,C2011,~0Qzv703
103000332,25517,C2011,~0Qzv703
103000333,25517,C2011,~0Qzv703
103000334,25517,C2011,~0Qzv703
103000345,25517,C2011,~0TGK703
103000347,25517,C2011,~0TGK703
103000348,25517,C2011,~0TGK703
103000350,25517,C2011,~0TGK703
103000352,25517,C2011,~0Tcw703
103000353,25517,C2011,~0Tcw703
103000354,25517,C2011,~0Tcw703
103000355,25517,C2011,~0Tcw703
103000368,25517,C2011,~0UBt703
103000369,25517,C2011,~0UBt703
103000370,25517,C2011,~0UBt703
103000371,25517,C2011,~0UBt703
103000377,25517,C2011,~0UBt703
103000378,25517,C2011,~0UBt703
103000379,25517,C2011,~0UBt703
103000380,25517,C2011,~0UBt703
103000390,25517,C2011,~0Ud1G96
103000392,25517,C2011,~0Ud1G96
103000393,25517,C2011,~0Ud1G96
103000395,25517,C2011,~0Ud1G96
103000404,25517,C2011,~0VcQG96
103000405,25517,C2011,~0VcQG96
103000406,25517,C2011,~0VcQG96
103000407,25517,C2011,~0VcQG96
103000410,25517,C2011,~0WUr703
103000411,25517,C2011,~0WUr703
103000412,25517,C2011,~0WUr703
103000413,25517,C2011,~0WUr703
103000426,25517,C2012,~0hZ5703
103000427,25517,C2012,~0hZ5703
103000428,25517,C2012,~0hZ5703
103000429,25517,C2012,~0hZ5703
103000444,25517,C2012,~0iK9703
103000445,25517,C2012,~0iK9703
103000446,25517,C2012,~0iK9703
103000447,25517,C2012,~0iK9703
103000462,25517,C2012,~0ioqG96
103000463,25517,C2012,~0ioqG96
103000464,25517,C2012,~0ioqG96
103000465,25517,C2012,~0ioqG96
103000466,25517,C2012,~0ioqG96
103000467,25517,C2012,~0ioqG96
103000468,25517,C2012,~0ioqG96
103000474,25517,C2012,~0j9LG96
103000475,25517,C2012,~0j9LG96
103000476,25517,C2012,~0j9LG96
103000477,25517,C2012,~0j9LG96
103000478,25517,C2012,~0j9L703
103000479,25517,C2012,~0j9L703
103000480,25517,C2012,~0j9L703
103000481,25517,C2012,~0j9L703
103000485,25517,C2012,~0ksM703
103000486,25517,C2012,~0ksM703
103000487,25517,C2012,~0ksM703
103000488,25517,C2012,~0ksM703
103000489,25517,C2012,~0ksM703
103000490,25517,C2012,~0ksM703
103000491,25517,C2012,~0ksM703
103000492,25517,C2012,~0ksM703
103000498,25517,C2012,~0lqeG96
103000499,25517,C2012,~0lqeG96
103000500,25517,C2012,~0lqeG96
103000501,25517,C2012,~0lqeG96
103000507,25517,C2012,~0mXW703
103000508,25517,C2012,~0mXW703
103000509,25517,C2012,~0mXW703
103000510,25517,C2012,~0mXW703
103002389,25518,C2005,m8442703
103002390,25518,C2005,m8442703
103002391,25518,C2005,m8442703
103002392,25518,C2005,m8442703
103002393,25518,C2005,m9599703
103002394,25518,C2005,m9599703
103002395,25518,C2005,m9599703
103002396,25518,C2005,m9599703
103002400,25518,C2006,r3250G96
103002401,25518,C2006,r3250G96
103002402,25518,C2006,r3250G96
103002403,25518,C2006,r3250G96
103002445,25518,C2007,v5416703
103002446,25518,C2007,v5416703
103002447,25518,C2007,v5416703
103002448,25518,C2007,v5416703
103002452,25518,C2007,v6929703
103002453,25518,C2007,v6929703
103002454,25518,C2007,v6929703
103002455,25518,C2007,v6929703
103002510,25518,C2009,~0CQD703
103002511,25518,C2009,~0CQD703
103002512,25518,C2009,~0CQD703
103002513,25518,C2009,~0CQD703
103002514,25518,C2009,~0Cj1G96
103002515,25518,C2009,~0Cj1G96
103002516,25518,C2009,~0Cj1G96
103002517,25518,C2009,~0Cj1G96
103002538,25518,C2010,~0FC4703
103002539,25518,C2010,~0FC4703
103002540,25518,C2010,~0FC4703
103002541,25518,C2010,~0FC4703
103002546,25518,C2010,~0FC4703
103002547,25518,C2010,~0FC4703
103002548,25518,C2010,~0FC4703
103002549,25518,C2010,~0FC4703
103002555,25518,C2010,~0FC4G96
103002556,25518,C2010,~0FC4G96
103002557,25518,C2010,~0FC4G96
103002558,25518,C2010,~0FC4G96
103002569,25518,C2010,~0FvP703
103002570,25518,C2010,~0FvP703
103002571,25518,C2010,~0FvP703
103002572,25518,C2010,~0FvP703
103002587,25518,C2010,~0GJD703
103002589,25518,C2010,~0GJD703
103002590,25518,C2010,~0GJD703
103002592,25518,C2010,~0GJD703
103002593,25518,C2010,~0GJD703
103002594,25518,C2010,~0GJD703
103002595,25518,C2010,~0GJD703
103002596,25518,C2010,~0GJD703
103002597,25518,C2010,~0GJD703
103002598,25518,C2010,~0GJD703
103002599,25518,C2010,~0GJD703
103002600,25518,C2010,~0GJD703
103002678,25518,C2012,~0jMB703
103002679,25518,C2012,~0jMB703
103002680,25518,C2012,~0jMB703
103002681,25518,C2012,~0jMB703
103002682,25518,C2012,~0jou703
103002683,25518,C2012,~0jou703
103002684,25518,C2012,~0jou703
103002685,25518,C2012,~0jou703
103002701,25518,C2012,~0kPs703
103002702,25518,C2012,~0kPs703
103002703,25518,C2012,~0kPs703
103002704,25518,C2012,~0kPs703
103002705,25518,C2012,~0ksM703
103002706,25518,C2012,~0ksM703
103002707,25518,C2012,~0ksN703
103002708,25518,C2012,~0ksN703
103004113,25519,C2006,r8804703
103004114,25519,C2006,r8804703
103004115,25519,C2006,r8804703
103004116,25519,C2006,r8804703
103004165,25519,C2006,s3217703
103004166,25519,C2006,s3217703
103004167,25519,C2006,s3217703
103004168,25519,C2006,s3217703
103004180,25519,C2006,s3389703
103004181,25519,C2006,s3389703
103004182,25519,C2006,s3389703
103004183,25519,C2006,s3389703
103004196,25519,C2006,t3607G96
103004197,25519,C2006,t3607G96
103004198,25519,C2006,t3607G96
103004199,25519,C2006,t3607G96
103004200,25519,C2007,t5821G96
103004201,25519,C2007,t5821G96
103004202,25519,C2007,t5821G96
103004203,25519,C2007,t5821G96
103004204,25519,C2007,t8374G96
103004205,25519,C2007,t8374G96
103004206,25519,C2007,t8374G96
103004207,25519,C2007,t8374G96
103004208,25519,C2007,v9235G96
103004209,25519,C2007,v9235G96
103004210,25519,C2007,v9235G96
103004211,25519,C2007,v9235G96
103004218,25519,C2007,w5605G96
103004219,25519,C2007,w5605G96
103004220,25519,C2007,w5605G96
103004221,25519,C2007,w5605G96
103004222,25519,C2007,w7444703
103004223,25519,C2007,w7444703
103004224,25519,C2007,w7444703
103004225,25519,C2007,w7444703
103004230,25519,C2007,x0253703
103004231,25519,C2007,x0253703
103004232,25519,C2007,x0253703
103004233,25519,C2007,x0253703
103004241,25519,C2007,x2105703
103004242,25519,C2007,x2105703
103004243,25519,C2007,x2105703
103004244,25519,C2007,x2105703
103004245,25519,C2008,~03b3G96
103004246,25519,C2008,~03b3G96
103004247,25519,C2008,~03b3G96
103004248,25519,C2008,~03b3G96
103004253,25519,C2008,x5726703
103004254,25519,C2008,x5726703
103004256,25519,C2008,x5726703
103004257,25519,C2008,x5726703
103004279,25519,C2008,x9929703
103004280,25519,C2008,x9929703
103004281,25519,C2008,x9929703
103004282,25519,C2008,x9929703
103004288,25519,C2008,y1207703
103004289,25519,C2008,y1207703
103004290,25519,C2008,y1207703
103004291,25519,C2008,y1207703
103004292,25519,C2008,y2654703
103004293,25519,C2008,y2654703
103004294,25519,C2008,y2654703
103004300,25519,C2008,y4288703
103004301,25519,C2008,y4288703
103004302,25519,C2008,y4288703
103004303,25519,C2008,y4288703
103004304,25519,C2008,y6099G96
103004305,25519,C2008,y6099G96
103004306,25519,C2008,y6099G96
103004307,25519,C2008,y6099G96
103004308,25519,C2008,y7886703
103004309,25519,C2008,y7886703
103004310,25519,C2008,y7886703
103004311,25519,C2008,y7886703
103004312,25519,C2008,y9318703
103004313,25519,C2008,y9318703
103004314,25519,C2008,y9318703
103004315,25519,C2008,y9318703
103004397,25519,C2010,~0OWZ703
103004398,25519,C2010,~0OWZ703
103004399,25519,C2010,~0OWZ703
103004400,25519,C2010,~0OWZ703
103004410,25519,C2010,~0OWZ703
103004411,25519,C2010,~0OWZ703
103004412,25519,C2010,~0OWZ703
103004413,25519,C2010,~0OWZ703
103004424,25519,C2010,~0OztG96
103004425,25519,C2010,~0OztG96
103004426,25519,C2010,~0OztG96
103004427,25519,C2010,~0OztG96
103004433,25519,C2010,~0PU2703
103004434,25519,C2010,~0PU2703
103004435,25519,C2010,~0PU2703
103004436,25519,C2010,~0PU2703
103004449,25519,C2011,~0SevG96
103004450,25519,C2011,~0SevG96
103004451,25519,C2011,~0SevG96
103004452,25519,C2011,~0SevG96
103004456,25519,C2011,~0a8gG96
103004457,25519,C2011,~0a8gG96
103004458,25519,C2011,~0a8gG96
103004459,25519,C2011,~0a8gG96
103004460,25519,C2011,~0bSp703
103004461,25519,C2011,~0bSp703
103004462,25519,C2011,~0bSp703
103004463,25519,C2011,~0bSp703
103004464,25519,C2011,~0bj5G96
103004465,25519,C2011,~0bj5G96
103004466,25519,C2011,~0bj5G96
103004467,25519,C2011,~0bj5G96
103004499,25519,C2012,~0eH6703
103004500,25519,C2012,~0eH6703
103004501,25519,C2012,~0eH6703
103004502,25519,C2012,~0eH6703
103004503,25519,C2012,~0eh9703
103004504,25519,C2012,~0eh9703
103004505,25519,C2012,~0eh9703
103004506,25519,C2012,~0eh9703
103004507,25519,C2012,~0eh9G96
103004508,25519,C2012,~0eh9G96
103004509,25519,C2012,~0eh9G96
103004510,25519,C2012,~0eh9G96
103004511,25519,C2012,~0f0CG96
103004512,25519,C2012,~0f0CG96
103004513,25519,C2012,~0f0CG96
103004514,25519,C2012,~0f0CG96
103004520,25519,C2012,~0f0C703
103004521,25519,C2012,~0f0C703
103004522,25519,C2012,~0f0C703
103004523,25519,C2012,~0f0C703
103004548,25519,C2012,~0gBOG96
103004549,25519,C2012,~0gBOG96
103004550,25519,C2012,~0gBOG96
103004551,25519,C2012,~0gBOG96
103006351,25520,C2006,r7603703
103006352,25520,C2006,r7603703
103006353,25520,C2006,r7603703
103006354,25520,C2006,r7603703
103006372,25520,C2006,s7582703
103006373,25520,C2006,s7582703
103006374,25520,C2006,s7582703
103006433,25520,C2006,t3607703
103006434,25520,C2006,t3607703
103006435,25520,C2006,t3607703
103006436,25520,C2006,t3607703
103006453,25520,C2006,t3607703
103006454,25520,C2006,t3607703
103006455,25520,C2006,t3607703
103006456,25520,C2006,t3607703
103006461,25520,C2007,t8951703
103006462,25520,C2007,t8951703
103006463,25520,C2007,t8951703
103006464,25520,C2007,t8951703
103006468,25520,C2007,t9784G96
103006469,25520,C2007,t9784G96
103006470,25520,C2007,t9784G96
103006471,25520,C2007,t9784G96
103006472,25520,C2007,u3636703
103006473,25520,C2007,u3636703
103006474,25520,C2007,u3636703
103006475,25520,C2007,u3636703
103006483,25520,C2008,x8123703
103006484,25520,C2008,x8123703
103006485,25520,C2008,x8123703
103006486,25520,C2008,x8123703
103006500,25520,C2008,x9929703
103006501,25520,C2008,x9929703
103006502,25520,C2008,x9929703
103006503,25520,C2008,x9929703
103006513,25520,C2008,y1207G96
103006514,25520,C2008,y1207G96
103006515,25520,C2008,y1207G96
103006516,25520,C2008,y1207G96
103006517,25520,C2008,y1207G96
103006518,25520,C2008,y1207G96
103006519,25520,C2008,y1207G96
103006520,25520,C2008,y1207G96
103006521,25520,C2008,y2654703
103006522,25520,C2008,y2654703
103006523,25520,C2008,y2654703
103006524,25520,C2008,y2654703
103006530,25520,C2008,y2654G96
103006531,25520,C2008,y2654G96
103006532,25520,C2008,y2654G96
103006533,25520,C2008,y2654G96
103006544,25520,C2008,y6099703
103006545,25520,C2008,y6099703
103006546,25520,C2008,y6099703
103006547,25520,C2008,y6099703
103006556,25520,C2009,~07ZSG96
