,packed_number,year,obs
126000274,35673,2008,703
126000275,35673,2008,703
126000276,35673,2008,703
126000277,35673,2008,703
126000283,35673,2009,G96
126000284,35673,2009,G96
126000285,35673,2009,G96
126000286,35673,2009,G96
126000287,35673,2009,703
126000288,35673,2009,703
126000289,35673,2009,703
126000290,35673,2009,703
126000298,35673,2009,G96
126000299,35673,2009,G96
126000300,35673,2009,G96
126000301,35673,2009,G96
126000302,35673,2009,G96
126000303,35673,2009,G96
126000304,35673,2009,G96
126000305,35673,2009,G96
126000306,35673,2009,G96
126000307,35673,2009,G96
126000308,35673,2009,G96
126000309,35673,2009,G96
126000315,35673,2009,G96
126000316,35673,2009,G96
126000317,35673,2009,G96
126000318,35673,2009,G96
126000325,35673,2010,703
126000326,35673,2010,703
126000327,35673,2010,703
126000328,35673,2010,703
126000395,35673,2010,703
126000396,35673,2010,703
126000397,35673,2010,703
126000398,35673,2010,703
126000399,35673,2010,703
126000400,35673,2010,703
126000401,35673,2010,703
126000402,35673,2010,703
126000407,35673,2010,703
126000408,35673,2010,703
126000409,35673,2010,703
126000410,35673,2010,703
126000411,35673,2010,G96
126000412,35673,2010,G96
126000413,35673,2010,G96
126000414,35673,2010,G96
126000423,35673,2010,703
126000424,35673,2010,703
126000425,35673,2010,703
126000426,35673,2010,703
126000427,35673,2011,G96
126000428,35673,2011,G96
126000429,35673,2011,G96
126000430,35673,2011,G96
126002231,35674,2006,703
126002232,35674,2006,703
126002233,35674,2006,703
126002234,35674,2006,703
126002235,35674,2006,703
126002236,35674,2006,703
126002237,35674,2006,703
126002238,35674,2006,703
126002265,35674,2006,G96
126002266,35674,2006,G96
126002267,35674,2006,G96
126002268,35674,2006,G96
126002289,35674,2007,G96
126002291,35674,2007,G96
126002292,35674,2007,G96
126002300,35674,2007,703
126002301,35674,2007,703
126002302,35674,2007,703
126002303,35674,2007,703
126002316,35674,2009,703
126002317,35674,2009,703
126002318,35674,2009,703
126002319,35674,2009,703
126002320,35674,2009,703
126002321,35674,2009,703
126002322,35674,2009,703
126002323,35674,2009,703
126002328,35674,2009,703
126002329,35674,2009,703
126002330,35674,2009,703
126002331,35674,2009,703
126002399,35674,2011,703
126002400,35674,2011,703
126002401,35674,2011,703
126002402,35674,2011,703
126002403,35674,2011,703
126002408,35674,2011,703
126002409,35674,2011,703
126002410,35674,2011,703
126002411,35674,2011,703
126002412,35674,2011,703
126002413,35674,2011,703
126002414,35674,2011,703
126002415,35674,2011,703
126002428,35674,2011,703
126002429,35674,2011,703
126002430,35674,2011,703
126002431,35674,2012,G96
126002432,35674,2012,G96
126002433,35674,2012,G96
126002434,35674,2012,G96
126004668,35675,2008,703
126004669,35675,2008,703
126004670,35675,2008,703
126004671,35675,2008,703
126004672,35675,2008,G96
126004673,35675,2008,G96
126004674,35675,2008,G96
126004675,35675,2008,G96
126004681,35675,2008,703
126004682,35675,2008,703
126004683,35675,2008,703
126004684,35675,2008,703
126004685,35675,2008,703
126004686,35675,2008,703
126004687,35675,2008,703
126004688,35675,2008,703
126004693,35675,2008,G96
126004694,35675,2008,G96
126004695,35675,2008,G96
126004696,35675,2008,G96
126004699,35675,2008,703
126004700,35675,2008,703
126004701,35675,2008,703
126004703,35675,2008,G96
126004704,35675,2008,G96
126004705,35675,2008,G96
126004721,35675,2009,703
126004722,35675,2009,703
126004723,35675,2009,703
126004724,35675,2009,703
126004725,35675,2009,703
126004726,35675,2009,703
126004727,35675,2009,703
126004728,35675,2009,703
126004729,35675,2010,703
126004730,35675,2010,703
126004731,35675,2010,703
126004732,35675,2010,703
126004753,35675,2010,703
126004754,35675,2010,703
126004755,35675,2010,703
126004756,35675,2010,703
126004764,35675,2010,703
126004765,35675,2010,703
126004766,35675,2010,703
126004767,35675,2010,703
126004814,35675,2011,G96
126004815,35675,2011,G96
126004816,35675,2011,G96
126004817,35675,2011,G96
126004834,35675,2011,703
126004835,35675,2011,703
126004836,35675,2011,703
126004837,35675,2011,703
126004842,35675,2011,G96
126004843,35675,2011,G96
126004844,35675,2011,G96
126004845,35675,2011,G96
126004855,35675,2011,703
126004856,35675,2011,703
126004857,35675,2011,703
126004858,35675,2011,703
126007712,35676,2005,703
126007713,35676,2005,703
126007714,35676,2005,703
126007715,35676,2005,703
126007722,35676,2005,G96
126007723,35676,2005,G96
126007724,35676,2005,G96
126007725,35676,2005,G96
126007734,35676,2005,703
126007735,35676,2005,703
126007736,35676,2005,703
126007737,35676,2005,703
126007755,35676,2005,G96
126007756,35676,2005,G96
126007757,35676,2005,G96
126007758,35676,2005,G96
126007809,35676,2005,703
126007810,35676,2005,703
126007811,35676,2005,703
126007813,35676,2005,703
126007862,35676,2006,703
126007863,35676,2006,703
126007864,35676,2006,703
