# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2019-09-12 12:49:48
# Reference JD         = 2458739.034583
# Begin point
#     Lat    =  +54.117715 deg
#     Lon    =    9.113459 deg
#     Height =  61.1220 km
# End point
#     Lat    =  +55.015937 deg
#     Lon    =    9.319850 deg
#     Height =  16.8235 km
# Radiant
#     RA     = 184.9411 deg
#     Dec    = -11.5580 deg
#     Az     = 188.5000 deg
#     Alt    = +23.6000 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -2.562000,  61.1220,  +54.117715,    9.113459, -16.16
 -2.559000,  61.0995,  +54.118161,    9.113559, -14.45
 -2.535000,  60.9190,  +54.121732,    9.114358, -16.11
 -2.528000,  60.8664,  +54.122774,    9.114592, -15.26
 -2.521000,  60.8137,  +54.123815,    9.114825, -16.40
 -2.518000,  60.7912,  +54.124262,    9.114925, -10.17
 -2.508000,  60.7160,  +54.125750,    9.115258, -15.98
 -2.501000,  60.6634,  +54.126792,    9.115492, -15.54
 -2.498000,  60.6408,  +54.127238,    9.115592, -14.82
 -2.494000,  60.6107,  +54.127833,    9.115725, -16.28
 -2.491000,  60.5882,  +54.128280,    9.115825, -16.55
 -2.481000,  60.5130,  +54.129768,    9.116159, -16.36
 -2.474000,  60.4604,  +54.130810,    9.116392, -17.38
 -2.461000,  60.3627,  +54.132744,    9.116826, -15.74
 -2.444000,  60.2349,  +54.135274,    9.117393, -14.27
 -2.440000,  60.2049,  +54.135870,    9.117526, -15.98
 -2.427000,  60.1072,  +54.137804,    9.117960, -16.68
 -2.413000,  60.0020,  +54.139888,    9.118427, -17.04
 -2.407000,  59.9569,  +54.140781,    9.118627, -15.80
 -2.403000,  59.9268,  +54.141377,    9.118761, -15.12
 -2.400000,  59.9043,  +54.141823,    9.118861, -15.81
 -2.386000,  59.7991,  +54.143907,    9.119328, -16.18
 -2.380000,  59.7540,  +54.144800,    9.119528, -14.88
 -2.363000,  59.6263,  +54.147330,    9.120096, -17.02
 -2.343000,  59.4761,  +54.150308,    9.120764, -16.11
 -2.322000,  59.3184,  +54.153434,    9.121465, -16.70
 -2.299000,  59.1456,  +54.156858,    9.122234, -15.50
 -2.231000,  58.6351,  +54.166982,    9.124506, -14.63
 -2.221000,  58.5601,  +54.168471,    9.124841, -16.45
 -2.197000,  58.3799,  +54.172045,    9.125643, -15.09
 -2.174000,  58.2074,  +54.175470,    9.126413, -15.30
 -2.164000,  58.1323,  +54.176959,    9.126747, -16.60
 -2.103000,  57.6747,  +54.186044,    9.128789, -10.45
 -2.079000,  57.4947,  +54.189619,    9.129593, -15.41
 -2.066000,  57.3972,  +54.191555,    9.130028, -16.21
 -2.056000,  57.3223,  +54.193045,    9.130363, -16.26
 -2.035000,  57.1648,  +54.196173,    9.131066, -16.20
 -2.012000,  56.9924,  +54.199599,    9.131837, -16.56
 -1.998000,  56.8874,  +54.201685,    9.132306, -15.74
 -1.985000,  56.7900,  +54.203621,    9.132742, -16.68
 -1.978000,  56.7375,  +54.204664,    9.132977, -16.29
 -1.941000,  56.4603,  +54.210177,    9.134218, -14.79
 -1.927000,  56.3554,  +54.212263,    9.134687, -14.15
 -1.924000,  56.3329,  +54.212710,    9.134788, -15.49
 -1.911000,  56.2355,  +54.214647,    9.135224, -17.13
 -1.894000,  56.1081,  +54.217180,    9.135794, -14.17
 -1.890000,  56.0782,  +54.217776,    9.135929, -16.24
 -1.857000,  55.8310,  +54.222694,    9.137036, -16.68
 -1.836000,  55.6737,  +54.225823,    9.137741, -15.65
 -1.823000,  55.5764,  +54.227761,    9.138178, -15.74
 -1.816000,  55.5240,  +54.228804,    9.138413, -15.27
 -1.813000,  55.5015,  +54.229251,    9.138513, -15.15
 -1.796000,  55.3742,  +54.231785,    9.139085, -16.73
 -1.789000,  55.3218,  +54.232828,    9.139320, -13.14
 -1.786000,  55.2993,  +54.233275,    9.139420, -15.20
 -1.782000,  55.2694,  +54.233871,    9.139555, -16.17
 -1.779000,  55.2469,  +54.234319,    9.139656, -15.45
 -1.772000,  55.1945,  +54.235362,    9.139891, -17.43
 -1.765000,  55.1421,  +54.236405,    9.140126, -16.57
 -1.752000,  55.0448,  +54.238343,    9.140563, -10.21
 -1.745000,  54.9925,  +54.239386,    9.140798, -14.57
 -1.738000,  54.9401,  +54.240430,    9.141033, -16.56
 -1.728000,  54.8652,  +54.241920,    9.141370, -16.56
 -1.715000,  54.7679,  +54.243858,    9.141807, -16.10
 -1.705000,  54.6931,  +54.245349,    9.142143, -15.21
 -1.671000,  54.4387,  +54.250418,    9.143286, -12.85
 -1.664000,  54.3864,  +54.251461,    9.143522, -15.66
 -1.647000,  54.2592,  +54.253996,    9.144094, -15.40
 -1.644000,  54.2368,  +54.254443,    9.144195, -15.63
 -1.627000,  54.1096,  +54.256978,    9.144767, -16.55
 -1.620000,  54.0572,  +54.258021,    9.145002, -16.23
 -1.610000,  53.9825,  +54.259513,    9.145339, -16.46
 -1.583000,  53.7806,  +54.263538,    9.146248, -16.64
 -1.576000,  53.7282,  +54.264582,    9.146483, -14.46
 -1.563000,  53.6310,  +54.266521,    9.146921, -15.92
 -1.559000,  53.6011,  +54.267117,    9.147056, -14.07
 -1.556000,  53.5787,  +54.267565,    9.147157, -16.09
 -1.553000,  53.5563,  +54.268012,    9.147258, -14.68
 -1.543000,  53.4815,  +54.269503,    9.147595, -15.21
 -1.533000,  53.4068,  +54.270995,    9.147932, -15.90
 -1.522000,  53.3245,  +54.272635,    9.148302, -17.50
 -1.509000,  53.2274,  +54.274574,    9.148740, -16.44
 -1.502000,  53.1751,  +54.275618,    9.148976, -16.73
 -1.492000,  53.1003,  +54.277109,    9.149313, -16.62
 -1.485000,  53.0480,  +54.278153,    9.149549, -15.70
 -1.482000,  53.0256,  +54.278601,    9.149650, -16.58
 -1.479000,  53.0032,  +54.279048,    9.149751, -16.29
 -1.472000,  52.9509,  +54.280092,    9.149987, -16.67
 -1.468000,  52.9210,  +54.280689,    9.150122, -14.14
 -1.465000,  52.8986,  +54.281136,    9.150223, -17.35
 -1.455000,  52.8238,  +54.282628,    9.150560, -17.07
 -1.448000,  52.7715,  +54.283672,    9.150796, -16.81
 -1.445000,  52.7491,  +54.284119,    9.150897, -16.62
 -1.441000,  52.7192,  +54.284716,    9.151032, -16.02
 -1.431000,  52.6445,  +54.286208,    9.151369, -16.06
 -1.421000,  52.5698,  +54.287699,    9.151707, -15.77
 -1.411000,  52.4951,  +54.289191,    9.152044, -15.96
 -1.404000,  52.4429,  +54.290235,    9.152280, -16.49
 -1.398000,  52.3980,  +54.291130,    9.152482, -16.39
 -1.394000,  52.3682,  +54.291727,    9.152617, -15.48
 -1.387000,  52.3159,  +54.292771,    9.152854, -16.77
 -1.381000,  52.2711,  +54.293666,    9.153056, -16.01
 -1.357000,  52.0918,  +54.297247,    9.153866, -16.41
 -1.340000,  51.9649,  +54.299783,    9.154440, -15.32
 -1.337000,  51.9425,  +54.300231,    9.154541, -13.67
 -1.333000,  51.9126,  +54.300827,    9.154676, -16.61
 -1.323000,  51.8380,  +54.302319,    9.155014, -16.11
 -1.313000,  51.7633,  +54.303811,    9.155351, -17.00
 -1.296000,  51.6364,  +54.306348,    9.155925, -16.48
 -1.279000,  51.5095,  +54.308884,    9.156500, -15.70
 -1.263000,  51.3901,  +54.311272,    9.157040, -16.49
 -1.242000,  51.2334,  +54.314406,    9.157750, -16.03
 -1.239000,  51.2110,  +54.314853,    9.157851, -15.41
 -1.232000,  51.1588,  +54.315898,    9.158088, -16.86
 -1.225000,  51.1066,  +54.316942,    9.158324, -16.40
 -1.215000,  51.0320,  +54.318435,    9.158662, -14.95
 -1.209000,  50.9872,  +54.319330,    9.158865, -17.42
 -1.205000,  50.9574,  +54.319927,    9.159000, -15.87
 -1.195000,  50.8828,  +54.321420,    9.159338, -16.52
 -1.192000,  50.8604,  +54.321867,    9.159440, -15.21
 -1.182000,  50.7858,  +54.323360,    9.159778, -16.51
 -1.178000,  50.7559,  +54.323957,    9.159913, -17.00
 -1.161000,  50.6291,  +54.326494,    9.160488, -15.41
 -1.158000,  50.6068,  +54.326942,    9.160589, -14.77
 -1.148000,  50.5322,  +54.328434,    9.160928, -17.08
 -1.141000,  50.4800,  +54.329479,    9.161164, -15.91
 -1.138000,  50.4576,  +54.329927,    9.161266, -16.76
 -1.124000,  50.3532,  +54.332017,    9.161739, -15.07
 -1.117000,  50.3010,  +54.333062,    9.161976, -16.82
 -1.111000,  50.2563,  +54.333957,    9.162179, -16.01
 -1.107000,  50.2264,  +54.334554,    9.162315, -15.86
 -1.087000,  50.0773,  +54.337540,    9.162992, -15.60
 -1.009000,  49.4960,  +54.349184,    9.165633, -16.00
 -1.006000,  49.4736,  +54.349632,    9.165734, -16.74
 -0.993000,  49.3768,  +54.351573,    9.166175, -16.32
 -0.966000,  49.1756,  +54.355605,    9.167090, -16.06
 -0.962000,  49.1458,  +54.356202,    9.167225, -14.89
 -0.959000,  49.1234,  +54.356650,    9.167327, -16.11
