# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2010-12-25 23:24:00
# Reference JD         = 2455556.475000
# Begin point
#     Lat    =  +37.935620 deg
#     Lon    =  158.056339 deg
#     Height =  41.3699 km
# End point
#     Lat    =  +38.015390 deg
#     Lon    =  157.986518 deg
#     Height =  22.3376 km
# Radiant
#     RA     = 259.0223 deg
#     Dec    = +12.4541 deg
#     Az     = 147.2000 deg
#     Alt    = +60.8900 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -0.948000,  41.3699,  +37.935620,  158.056339, -19.82
 -0.945000,  41.3212,  +37.935823,  158.056161, -20.01
 -0.941000,  41.2563,  +37.936094,  158.055924, -20.26
 -0.938000,  41.2077,  +37.936297,  158.055747, -19.93
 -0.934000,  41.1428,  +37.936568,  158.055510, -20.05
 -0.931000,  41.0942,  +37.936772,  158.055332, -20.29
 -0.928000,  41.0455,  +37.936975,  158.055154, -20.06
 -0.924000,  40.9806,  +37.937246,  158.054917, -20.34
 -0.921000,  40.9320,  +37.937449,  158.054739, -20.57
 -0.918000,  40.8833,  +37.937653,  158.054561, -20.49
 -0.914000,  40.8184,  +37.937924,  158.054324, -20.45
 -0.911000,  40.7698,  +37.938127,  158.054147, -20.69
 -0.907000,  40.7049,  +37.938398,  158.053910, -20.75
 -0.904000,  40.6562,  +37.938602,  158.053732, -20.47
 -0.901000,  40.6076,  +37.938805,  158.053554, -20.72
 -0.897000,  40.5427,  +37.939076,  158.053317, -20.94
 -0.894000,  40.4941,  +37.939279,  158.053139, -20.64
 -0.891000,  40.4454,  +37.939483,  158.052961, -20.84
 -0.887000,  40.3805,  +37.939754,  158.052724, -20.94
 -0.884000,  40.3319,  +37.939957,  158.052546, -21.01
 -0.880000,  40.2670,  +37.940228,  158.052309, -21.02
 -0.877000,  40.2184,  +37.940432,  158.052131, -20.78
 -0.874000,  40.1697,  +37.940635,  158.051954, -20.64
 -0.870000,  40.1048,  +37.940906,  158.051717, -20.97
 -0.867000,  40.0562,  +37.941109,  158.051539, -20.88
 -0.864000,  40.0075,  +37.941313,  158.051361, -20.68
 -0.860000,  39.9427,  +37.941584,  158.051124, -20.64
 -0.857000,  39.8940,  +37.941787,  158.050946, -20.87
 -0.854000,  39.8453,  +37.941991,  158.050768, -20.82
 -0.850000,  39.7805,  +37.942262,  158.050531, -21.02
 -0.847000,  39.7318,  +37.942465,  158.050353, -21.10
 -0.843000,  39.6670,  +37.942736,  158.050116, -21.11
 -0.840000,  39.6183,  +37.942940,  158.049938, -21.17
 -0.837000,  39.5696,  +37.943143,  158.049760, -21.07
 -0.833000,  39.5048,  +37.943414,  158.049523, -21.05
 -0.830000,  39.4561,  +37.943618,  158.049345, -20.99
 -0.827000,  39.4075,  +37.943821,  158.049167, -21.13
 -0.823000,  39.3426,  +37.944092,  158.048930, -21.16
 -0.820000,  39.2939,  +37.944296,  158.048752, -21.09
 -0.816000,  39.2291,  +37.944567,  158.048515, -21.24
 -0.813000,  39.1804,  +37.944770,  158.048337, -21.34
 -0.810000,  39.1318,  +37.944974,  158.048159, -21.15
 -0.806000,  39.0669,  +37.945245,  158.047922, -21.37
 -0.803000,  39.0183,  +37.945448,  158.047744, -21.37
 -0.799000,  38.9534,  +37.945720,  158.047507, -21.29
 -0.796000,  38.9047,  +37.945923,  158.047329, -21.23
 -0.793000,  38.8561,  +37.946127,  158.047151, -21.46
 -0.789000,  38.7912,  +37.946398,  158.046914, -21.46
 -0.786000,  38.7426,  +37.946601,  158.046736, -21.39
 -0.783000,  38.6939,  +37.946805,  158.046558, -21.72
 -0.779000,  38.6290,  +37.947076,  158.046321, -21.75
 -0.776000,  38.5804,  +37.947279,  158.046143, -21.65
 -0.772000,  38.5155,  +37.947551,  158.045905, -21.56
 -0.769000,  38.4669,  +37.947754,  158.045727, -21.42
 -0.766000,  38.4182,  +37.947958,  158.045549, -21.42
 -0.762000,  38.3534,  +37.948229,  158.045312, -21.47
 -0.759000,  38.3047,  +37.948432,  158.045134, -21.51
 -0.756000,  38.2561,  +37.948636,  158.044956, -21.52
 -0.752000,  38.1912,  +37.948907,  158.044719, -21.44
 -0.749000,  38.1426,  +37.949111,  158.044541, -21.59
 -0.745000,  38.0777,  +37.949382,  158.044304, -21.43
 -0.742000,  38.0290,  +37.949585,  158.044126, -21.48
 -0.739000,  37.9804,  +37.949789,  158.043948, -21.57
 -0.735000,  37.9155,  +37.950060,  158.043710, -21.55
 -0.732000,  37.8669,  +37.950264,  158.043532, -21.67
 -0.729000,  37.8182,  +37.950467,  158.043354, -21.59
 -0.725000,  37.7534,  +37.950738,  158.043117, -21.49
 -0.722000,  37.7047,  +37.950942,  158.042939, -21.51
 -0.719000,  37.6561,  +37.951145,  158.042761, -21.54
 -0.715000,  37.5912,  +37.951417,  158.042524, -21.59
 -0.712000,  37.5426,  +37.951620,  158.042346, -21.51
 -0.708000,  37.4777,  +37.951892,  158.042108, -21.41
 -0.705000,  37.4290,  +37.952095,  158.041930, -21.51
 -0.702000,  37.3804,  +37.952299,  158.041752, -21.61
 -0.698000,  37.3155,  +37.952570,  158.041515, -21.81
 -0.695000,  37.2669,  +37.952773,  158.041337, -21.86
 -0.692000,  37.2182,  +37.952977,  158.041159, -21.82
 -0.688000,  37.1534,  +37.953248,  158.040921, -21.77
 -0.685000,  37.1047,  +37.953452,  158.040743, -21.82
 -0.681000,  37.0399,  +37.953723,  158.040506, -21.86
 -0.678000,  36.9912,  +37.953927,  158.040328, -21.92
 -0.675000,  36.9426,  +37.954130,  158.040150, -21.84
 -0.671000,  36.8777,  +37.954402,  158.039913, -21.81
 -0.668000,  36.8291,  +37.954605,  158.039734, -21.80
 -0.664000,  36.7642,  +37.954877,  158.039497, -22.00
 -0.661000,  36.7156,  +37.955080,  158.039319, -22.00
 -0.658000,  36.6669,  +37.955284,  158.039141, -22.06
 -0.654000,  36.6020,  +37.955555,  158.038903, -21.85
 -0.651000,  36.5534,  +37.955759,  158.038725, -22.13
 -0.648000,  36.5048,  +37.955962,  158.038547, -22.12
