# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
1.00000e-02,1.79837e+02,1.85500e-01,1.85500e+01,1.79837e+02,1.85500e-01,1.85500e+01,1.31999e-07,1.79837e+02,1.85500e-01,1.85500e+01,1.31999e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.68504e+00,-2.68504e+00,inf,4.55546e+00,4.55546e+00,-inf,1.58886e+01,8.42000e+05,8.42000e+05
2.00000e-02,1.79674e+02,3.71000e-01,1.85500e+01,1.79674e+02,3.71000e-01,1.85500e+01,1.34597e-07,1.79674e+02,3.71000e-01,1.85500e+01,1.34597e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.70620e+00,-2.70620e+00,inf,4.56392e+00,4.56392e+00,-inf,1.58971e+01,8.42000e+05,8.42000e+05
3.00000e-02,1.79511e+02,5.56500e-01,1.85500e+01,1.79511e+02,5.56500e-01,1.85500e+01,1.37206e-07,1.79511e+02,5.56500e-01,1.85500e+01,1.37206e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.72705e+00,-2.72705e+00,inf,4.57226e+00,4.57226e+00,-inf,1.59054e+01,8.42000e+05,8.42000e+05
4.00000e-02,1.79348e+02,7.42000e-01,1.85500e+01,1.79348e+02,7.42000e-01,1.85500e+01,1.39826e-07,1.79348e+02,7.42000e-01,1.85500e+01,1.39826e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.74759e+00,-2.74759e+00,inf,4.58048e+00,4.58048e+00,-inf,1.59136e+01,8.42000e+05,8.42000e+05
5.00000e-02,1.79184e+02,9.27500e-01,1.85500e+01,1.79184e+02,9.27500e-01,1.85500e+01,1.42457e-07,1.79184e+02,9.27500e-01,1.85500e+01,1.42457e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.76782e+00,-2.76782e+00,inf,4.58857e+00,4.58857e+00,-inf,1.59217e+01,8.42000e+05,8.42000e+05
6.00000e-02,1.79021e+02,1.11300e+00,1.85500e+01,1.79021e+02,1.11300e+00,1.85500e+01,1.45097e-07,1.79021e+02,1.11300e+00,1.85500e+01,1.45097e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.78776e+00,-2.78776e+00,inf,4.59655e+00,4.59655e+00,-inf,1.59297e+01,8.42000e+05,8.42000e+05
7.00000e-02,1.78858e+02,1.29850e+00,1.85500e+01,1.78858e+02,1.29850e+00,1.85500e+01,1.47745e-07,1.78858e+02,1.29850e+00,1.85500e+01,1.47745e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.80740e+00,-2.80740e+00,inf,4.60440e+00,4.60440e+00,-inf,1.59375e+01,8.42000e+05,8.42000e+05
8.00000e-02,1.78695e+02,1.48400e+00,1.85500e+01,1.78695e+02,1.48400e+00,1.85500e+01,1.50401e-07,1.78695e+02,1.48400e+00,1.85500e+01,1.50401e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.82675e+00,-2.82675e+00,inf,4.61214e+00,4.61214e+00,-inf,1.59453e+01,8.42000e+05,8.42000e+05
9.00000e-02,1.78532e+02,1.66950e+00,1.85500e+01,1.78532e+02,1.66950e+00,1.85500e+01,1.53065e-07,1.78532e+02,1.66950e+00,1.85500e+01,1.53065e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.84580e+00,-2.84580e+00,inf,4.61976e+00,4.61976e+00,-inf,1.59529e+01,8.42000e+05,8.42000e+05
1.00000e-01,1.78369e+02,1.85500e+00,1.85500e+01,1.78369e+02,1.85500e+00,1.85500e+01,1.55734e-07,1.78369e+02,1.85500e+00,1.85500e+01,1.55734e-07,1.44900e-01,1.44900e-01,0.00000e+00,-2.86457e+00,-2.86457e+00,inf,4.62727e+00,4.62727e+00,-inf,1.59604e+01,8.42000e+05,8.42000e+05
