# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
4.00000e-02,1.19866e+02,6.34400e-01,1.58600e+01,1.19866e+02,6.34400e-01,1.58600e+01,4.24380e-06,1.19866e+02,6.34400e-01,1.58600e+01,4.24380e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.55834e+00,-5.55834e+00,inf,5.70478e+00,5.70478e+00,-inf,1.68246e+01,4.63000e+05,4.63000e+05
8.00000e-02,1.19731e+02,1.26880e+00,1.58600e+01,1.19731e+02,1.26880e+00,1.58600e+01,4.32872e-06,1.19731e+02,1.26880e+00,1.58600e+01,4.32872e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.57985e+00,-5.57985e+00,inf,5.71338e+00,5.71338e+00,-inf,1.68332e+01,4.63000e+05,4.63000e+05
1.20000e-01,1.19597e+02,1.90320e+00,1.58600e+01,1.19597e+02,1.90320e+00,1.58600e+01,4.41551e-06,1.19597e+02,1.90320e+00,1.58600e+01,4.41551e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.60141e+00,-5.60141e+00,inf,5.72201e+00,5.72201e+00,-inf,1.68418e+01,4.63000e+05,4.63000e+05
1.60000e-01,1.19463e+02,2.53760e+00,1.58600e+01,1.19463e+02,2.53760e+00,1.58600e+01,4.50422e-06,1.19463e+02,2.53760e+00,1.58600e+01,4.50422e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.62300e+00,-5.62300e+00,inf,5.73064e+00,5.73064e+00,-inf,1.68504e+01,4.63000e+05,4.63000e+05
2.00000e-01,1.19329e+02,3.17200e+00,1.58600e+01,1.19329e+02,3.17200e+00,1.58600e+01,4.59488e-06,1.19329e+02,3.17200e+00,1.58600e+01,4.59488e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.64464e+00,-5.64464e+00,inf,5.73930e+00,5.73930e+00,-inf,1.68591e+01,4.63000e+05,4.63000e+05
2.40000e-01,1.19195e+02,3.80640e+00,1.58600e+01,1.19195e+02,3.80640e+00,1.58600e+01,4.68755e-06,1.19195e+02,3.80640e+00,1.58600e+01,4.68755e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.66632e+00,-5.66632e+00,inf,5.74797e+00,5.74797e+00,-inf,1.68678e+01,4.63000e+05,4.63000e+05
2.80000e-01,1.19061e+02,4.44080e+00,1.58600e+01,1.19061e+02,4.44080e+00,1.58600e+01,4.78228e-06,1.19061e+02,4.44080e+00,1.58600e+01,4.78228e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.68804e+00,-5.68804e+00,inf,5.75666e+00,5.75666e+00,-inf,1.68764e+01,4.63000e+05,4.63000e+05
3.20000e-01,1.18927e+02,5.07520e+00,1.58600e+01,1.18927e+02,5.07520e+00,1.58600e+01,4.87910e-06,1.18927e+02,5.07520e+00,1.58600e+01,4.87910e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.70980e+00,-5.70980e+00,inf,5.76536e+00,5.76536e+00,-inf,1.68851e+01,4.63000e+05,4.63000e+05
3.60000e-01,1.18793e+02,5.70960e+00,1.58600e+01,1.18793e+02,5.70960e+00,1.58600e+01,4.97808e-06,1.18793e+02,5.70960e+00,1.58600e+01,4.97808e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.73161e+00,-5.73161e+00,inf,5.77409e+00,5.77409e+00,-inf,1.68939e+01,4.63000e+05,4.63000e+05
4.00000e-01,1.18659e+02,6.34400e+00,1.58600e+01,1.18659e+02,6.34400e+00,1.58600e+01,5.07925e-06,1.18659e+02,6.34400e+00,1.58600e+01,5.07925e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.75345e+00,-5.75345e+00,inf,5.78282e+00,5.78282e+00,-inf,1.69026e+01,4.63000e+05,4.63000e+05
4.40000e-01,1.18525e+02,6.97840e+00,1.58600e+01,1.18525e+02,6.97840e+00,1.58600e+01,5.18268e-06,1.18525e+02,6.97840e+00,1.58600e+01,5.18268e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.77534e+00,-5.77534e+00,inf,5.79158e+00,5.79158e+00,-inf,1.69114e+01,4.63000e+05,4.63000e+05
4.80000e-01,1.18392e+02,7.61280e+00,1.58600e+01,1.18392e+02,7.61280e+00,1.58600e+01,5.28842e-06,1.18392e+02,7.61280e+00,1.58600e+01,5.28842e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.79727e+00,-5.79727e+00,inf,5.80035e+00,5.80035e+00,-inf,1.69201e+01,4.63000e+05,4.63000e+05
5.20000e-01,1.18258e+02,8.24720e+00,1.58600e+01,1.18258e+02,8.24720e+00,1.58600e+01,5.39652e-06,1.18258e+02,8.24720e+00,1.58600e+01,5.39652e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.81924e+00,-5.81924e+00,inf,5.80914e+00,5.80914e+00,-inf,1.69289e+01,4.63000e+05,4.63000e+05
5.60000e-01,1.18124e+02,8.88160e+00,1.58600e+01,1.18124e+02,8.88160e+00,1.58600e+01,5.50703e-06,1.18124e+02,8.88160e+00,1.58600e+01,5.50703e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.84125e+00,-5.84125e+00,inf,5.81794e+00,5.81794e+00,-inf,1.69377e+01,4.63000e+05,4.63000e+05
6.00000e-01,1.17991e+02,9.51600e+00,1.58600e+01,1.17991e+02,9.51600e+00,1.58600e+01,5.62001e-06,1.17991e+02,9.51600e+00,1.58600e+01,5.62001e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.86330e+00,-5.86330e+00,inf,5.82676e+00,5.82676e+00,-inf,1.69465e+01,4.63000e+05,4.63000e+05
6.40000e-01,1.17857e+02,1.01504e+01,1.58600e+01,1.17857e+02,1.01504e+01,1.58600e+01,5.73553e-06,1.17857e+02,1.01504e+01,1.58600e+01,5.73553e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.88539e+00,-5.88539e+00,inf,5.83560e+00,5.83560e+00,-inf,1.69554e+01,4.63000e+05,4.63000e+05
6.80000e-01,1.17724e+02,1.07848e+01,1.58600e+01,1.17724e+02,1.07848e+01,1.58600e+01,5.85364e-06,1.17724e+02,1.07848e+01,1.58600e+01,5.85364e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.90752e+00,-5.90752e+00,inf,5.84445e+00,5.84445e+00,-inf,1.69642e+01,4.63000e+05,4.63000e+05
7.20000e-01,1.17590e+02,1.14192e+01,1.58600e+01,1.17590e+02,1.14192e+01,1.58600e+01,5.97439e-06,1.17590e+02,1.14192e+01,1.58600e+01,5.97439e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.92969e+00,-5.92969e+00,inf,5.85332e+00,5.85332e+00,-inf,1.69731e+01,4.63000e+05,4.63000e+05
7.60000e-01,1.17457e+02,1.20536e+01,1.58600e+01,1.17457e+02,1.20536e+01,1.58600e+01,6.09787e-06,1.17457e+02,1.20536e+01,1.58600e+01,6.09787e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.95190e+00,-5.95190e+00,inf,5.86220e+00,5.86220e+00,-inf,1.69820e+01,4.63000e+05,4.63000e+05
8.00000e-01,1.17324e+02,1.26880e+01,1.58600e+01,1.17324e+02,1.26880e+01,1.58600e+01,6.22412e-06,1.17324e+02,1.26880e+01,1.58600e+01,6.22412e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.97415e+00,-5.97415e+00,inf,5.87110e+00,5.87110e+00,-inf,1.69909e+01,4.63000e+05,4.63000e+05
8.40000e-01,1.17191e+02,1.33224e+01,1.58600e+01,1.17191e+02,1.33224e+01,1.58600e+01,6.35321e-06,1.17191e+02,1.33224e+01,1.58600e+01,6.35321e-06,1.26500e-01,1.26500e-01,0.00000e+00,-5.99644e+00,-5.99644e+00,inf,5.88002e+00,5.88002e+00,-inf,1.69998e+01,4.63000e+05,4.63000e+05
8.80000e-01,1.17058e+02,1.39568e+01,1.58600e+01,1.17058e+02,1.39568e+01,1.58600e+01,6.48522e-06,1.17058e+02,1.39568e+01,1.58600e+01,6.48522e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.01877e+00,-6.01877e+00,inf,5.88895e+00,5.88895e+00,-inf,1.70087e+01,4.63000e+05,4.63000e+05
9.20000e-01,1.16925e+02,1.45912e+01,1.58600e+01,1.16925e+02,1.45912e+01,1.58600e+01,6.62021e-06,1.16925e+02,1.45912e+01,1.58600e+01,6.62021e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.04113e+00,-6.04113e+00,inf,5.89790e+00,5.89790e+00,-inf,1.70177e+01,4.63000e+05,4.63000e+05
9.60000e-01,1.16792e+02,1.52256e+01,1.58600e+01,1.16792e+02,1.52256e+01,1.58600e+01,6.75825e-06,1.16792e+02,1.52256e+01,1.58600e+01,6.75825e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.06354e+00,-6.06354e+00,inf,5.90686e+00,5.90686e+00,-inf,1.70266e+01,4.63000e+05,4.63000e+05
1.00000e+00,1.16659e+02,1.58600e+01,1.58600e+01,1.16659e+02,1.58600e+01,1.58600e+01,6.89941e-06,1.16659e+02,1.58600e+01,1.58600e+01,6.89941e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.08598e+00,-6.08598e+00,inf,5.91584e+00,5.91584e+00,-inf,1.70356e+01,4.63000e+05,4.63000e+05
1.04000e+00,1.16526e+02,1.64944e+01,1.58600e+01,1.16526e+02,1.64944e+01,1.58600e+01,7.04377e-06,1.16526e+02,1.64944e+01,1.58600e+01,7.04377e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.10847e+00,-6.10847e+00,inf,5.92483e+00,5.92483e+00,-inf,1.70446e+01,4.63000e+05,4.63000e+05
1.08000e+00,1.16393e+02,1.71288e+01,1.58600e+01,1.16393e+02,1.71288e+01,1.58600e+01,7.19140e-06,1.16393e+02,1.71288e+01,1.58600e+01,7.19140e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.13099e+00,-6.13099e+00,inf,5.93384e+00,5.93384e+00,-inf,1.70536e+01,4.63000e+05,4.63000e+05
1.12000e+00,1.16260e+02,1.77632e+01,1.58600e+01,1.16260e+02,1.77632e+01,1.58600e+01,7.34238e-06,1.16260e+02,1.77632e+01,1.58600e+01,7.34238e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.15355e+00,-6.15355e+00,inf,5.94286e+00,5.94286e+00,-inf,1.70626e+01,4.63000e+05,4.63000e+05
1.16000e+00,1.16127e+02,1.83976e+01,1.58600e+01,1.16127e+02,1.83976e+01,1.58600e+01,7.49680e-06,1.16127e+02,1.83976e+01,1.58600e+01,7.49680e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.17614e+00,-6.17614e+00,inf,5.95190e+00,5.95190e+00,-inf,1.70717e+01,4.63000e+05,4.63000e+05
1.20000e+00,1.15995e+02,1.90320e+01,1.58600e+01,1.15995e+02,1.90320e+01,1.58600e+01,7.65472e-06,1.15995e+02,1.90320e+01,1.58600e+01,7.65472e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.19878e+00,-6.19878e+00,inf,5.96095e+00,5.96095e+00,-inf,1.70807e+01,4.63000e+05,4.63000e+05
1.24000e+00,1.15862e+02,1.96664e+01,1.58600e+01,1.15862e+02,1.96664e+01,1.58600e+01,7.81623e-06,1.15862e+02,1.96664e+01,1.58600e+01,7.81623e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.22145e+00,-6.22145e+00,inf,5.97002e+00,5.97002e+00,-inf,1.70898e+01,4.63000e+05,4.63000e+05
1.28000e+00,1.15730e+02,2.03008e+01,1.58600e+01,1.15730e+02,2.03008e+01,1.58600e+01,7.98143e-06,1.15730e+02,2.03008e+01,1.58600e+01,7.98143e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.24416e+00,-6.24416e+00,inf,5.97911e+00,5.97911e+00,-inf,1.70989e+01,4.63000e+05,4.63000e+05
1.32000e+00,1.15597e+02,2.09352e+01,1.58600e+01,1.15597e+02,2.09352e+01,1.58600e+01,8.15039e-06,1.15597e+02,2.09352e+01,1.58600e+01,8.15039e-06,1.26500e-01,1.26500e-01,0.00000e+00,-6.26690e+00,-6.26690e+00,inf,5.98820e+00,5.98820e+00,-inf,1.71080e+01,4.63000e+05,4.63000e+05
