,packed_desig,year,obs
12000041,K12W03M,2012,G96
12000042,K12W03M,2012,G96
12000043,K12W03M,2012,G96
12000044,K12W03M,2012,G96
12000054,K12W03M,2012,G96
12000055,K12W03M,2012,G96
12000056,K12W03M,2012,G96
12000057,K12W03M,2012,G96
12000061,K12W03M,2012,G96
12000062,K12W03M,2012,G96
12000063,K12W03M,2012,G96
12000064,K12W03M,2012,G96
12000146,K12W03O,2012,G96
12000147,K12W03O,2012,G96
12000148,K12W03O,2012,G96
12000149,K12W03O,2012,G96
12000160,K12W03Q,2012,G96
12000161,K12W03Q,2012,G96
12000162,K12W03Q,2012,G96
12000163,K12W03Q,2012,G96
12000164,K12W03Q,2012,G96
12000165,K12W03Q,2012,G96
12000166,K12W03Q,2012,G96
12000167,K12W03Q,2012,G96
12000173,K12W03Q,2012,G96
12000174,K12W03Q,2012,G96
12000175,K12W03Q,2012,G96
12000176,K12W03Q,2012,G96
12000189,K12W03R,2012,703
12000190,K12W03R,2012,703
12000191,K12W03R,2012,703
12000192,K12W03R,2012,703
12000193,K12W03R,2012,703
12000194,K12W03R,2012,703
12000195,K12W03R,2012,703
12000196,K12W03R,2012,703
12000197,K12W03R,2012,703
12000198,K12W03R,2012,703
12000199,K12W03R,2012,703
12000200,K12W03R,2012,703
12000201,K12W03R,2012,703
12000222,K12W03R,2012,703
12000223,K12W03R,2012,703
12000224,K12W03R,2012,703
12000225,K12W03R,2012,703
12000226,K12W03R,2012,703
12000227,K12W03R,2012,703
12000228,K12W03R,2012,703
12000229,K12W03R,2012,703
12000230,K12W03R,2012,703
12000238,K12W03S,2012,703
12000239,K12W03S,2012,703
12000240,K12W03S,2012,703
12000241,K12W03S,2012,703
12000242,K12W03S,2012,G96
12000243,K12W03S,2012,G96
12000244,K12W03S,2012,G96
12000245,K12W03S,2012,703
12000246,K12W03S,2012,G96
12000247,K12W03S,2012,703
12000248,K12W03S,2012,703
12000249,K12W03S,2012,G96
12000250,K12W03S,2012,G96
12000251,K12W03S,2012,G96
12000294,K12W03X,2005,703
12000295,K12W03X,2005,703
12000296,K12W03X,2005,703
12000297,K12W03X,2005,703
12000298,K12W03X,2005,G96
12000299,K12W03X,2005,G96
12000300,K12W03X,2005,G96
12000301,K12W03X,2005,G96
12000311,K12W03X,2012,703
12000312,K12W03X,2012,703
12000313,K12W03X,2012,703
12000314,K12W03X,2012,703
12000315,K12W03X,2012,703
12000316,K12W03X,2012,703
12000317,K12W03X,2012,703
12000318,K12W03X,2012,G96
12000319,K12W03X,2012,G96
12000320,K12W03X,2012,G96
12000321,K12W03X,2012,G96
12000322,K12W03X,2012,G96
12000323,K12W03X,2012,G96
12000324,K12W03X,2012,G96
12000325,K12W03X,2012,G96
12000415,K12W04A,2012,G96
12000416,K12W04A,2012,G96
12000417,K12W04A,2012,G96
12000418,K12W04A,2012,G96
12000422,K12W04A,2012,G96
12000423,K12W04A,2012,G96
12000424,K12W04A,2012,G96
12000433,K12W04A,2012,G96
12000434,K12W04A,2012,G96
12000435,K12W04A,2012,G96
12000436,K12W04A,2012,G96
12000437,K12W04A,2012,G96
12000438,K12W04A,2012,G96
12000439,K12W04A,2012,G96
12000440,K12W04A,2012,G96
12000583,K12W04D,2012,G96
12000584,K12W04D,2012,G96
12000585,K12W04D,2012,G96
12000646,K12W04F,2008,G96
12000647,K12W04F,2008,G96
12000648,K12W04F,2008,G96
12000649,K12W04F,2008,G96
12000810,K12W04H,2012,G96
12000811,K12W04H,2012,G96
12000812,K12W04H,2012,G96
12000813,K12W04H,2012,G96
12000814,K12W04H,2012,G96
12000815,K12W04H,2012,G96
12000816,K12W04H,2012,G96
12000817,K12W04H,2012,G96
12001131,K12W04Z,2010,G96
12001132,K12W04Z,2010,G96
12001133,K12W04Z,2010,G96
12001134,K12W04Z,2010,G96
12001150,K12W04Z,2012,G96
12001151,K12W04Z,2012,G96
12001152,K12W04Z,2012,G96
12001153,K12W04Z,2012,G96
12001154,K12W04Z,2012,G96
12001155,K12W04Z,2012,G96
12001156,K12W04Z,2012,G96
12001157,K12W04Z,2012,G96
12001231,K12W05C,2007,G96
12001232,K12W05C,2007,G96
12001233,K12W05C,2007,G96
12001234,K12W05C,2007,G96
12001245,K12W05C,2012,G96
12001246,K12W05C,2012,G96
12001247,K12W05C,2012,G96
12001248,K12W05C,2012,G96
12001442,K12W05E,2012,703
12001443,K12W05E,2012,703
12001444,K12W05E,2012,703
12001445,K12W05E,2012,703
12001449,K12W05E,2012,703
12001450,K12W05E,2012,703
12001451,K12W05E,2012,703
12001452,K12W05E,2012,703
12001456,K12W05E,2012,G96
12001457,K12W05E,2012,G96
12001458,K12W05E,2012,G96
12001459,K12W05E,2012,G96
12001638,K12W05H,2012,G96
12001639,K12W05H,2012,G96
12001640,K12W05H,2012,G96
12001641,K12W05H,2012,G96
12001782,K12W05K,2012,G96
12001783,K12W05K,2012,G96
12001784,K12W05K,2012,G96
12001785,K12W05K,2012,G96
12001823,K12W06A,2012,G96
12001824,K12W06A,2012,G96
12001825,K12W06A,2012,G96
12001826,K12W06A,2012,G96
12001827,K12W06A,2012,G96
12001828,K12W06A,2012,G96
12001829,K12W06A,2012,G96
12001830,K12W06A,2012,G96
12001871,K12W06J,2009,G96
12001872,K12W06J,2009,G96
12001873,K12W06J,2009,G96
12001874,K12W06J,2009,G96
12001881,K12W06J,2012,G96
12001882,K12W06J,2012,G96
12001883,K12W06J,2012,G96
12001884,K12W06J,2012,G96
12001885,K12W06J,2012,G96
12001886,K12W06J,2012,G96
12001887,K12W06J,2012,G96
12001888,K12W06J,2012,G96
12002031,K12W06N,2012,G96
12002032,K12W06N,2012,G96
12002033,K12W06N,2012,G96
12002034,K12W06N,2012,G96
12002035,K12W06N,2012,G96
12002036,K12W06N,2012,G96
12002037,K12W06N,2012,G96
12002038,K12W06N,2012,G96
12002156,K12W06Q,2008,G96
12002157,K12W06Q,2008,G96
12002158,K12W06Q,2008,G96
12002159,K12W06Q,2008,G96
12002160,K12W06Q,2012,G96
12002161,K12W06Q,2012,G96
12002162,K12W06Q,2012,G96
12002163,K12W06Q,2012,G96
12002170,K12W06Q,2012,G96
12002171,K12W06Q,2012,G96
12002172,K12W06Q,2012,G96
12002173,K12W06Q,2012,G96
12002248,K12W06Z,2012,G96
12002249,K12W06Z,2012,G96
12002250,K12W06Z,2012,G96
12002251,K12W06Z,2012,G96
12002294,K12W07D,2009,G96
12002295,K12W07D,2009,G96
12002296,K12W07D,2009,G96
12002297,K12W07D,2009,G96
12002298,K12W07D,2009,G96
12002299,K12W07D,2009,G96
12002300,K12W07D,2009,G96
12002301,K12W07D,2009,G96
12002302,K12W07D,2012,G96
12002303,K12W07D,2012,G96
12002304,K12W07D,2012,G96
12002343,K12W07E,2008,G96
12002344,K12W07E,2008,G96
12002345,K12W07E,2008,G96
12002346,K12W07E,2008,G96
12002347,K12W07E,2012,G96
12002348,K12W07E,2012,G96
12002349,K12W07E,2012,G96
12002350,K12W07E,2012,G96
12002354,K12W07F,2008,G96
12002355,K12W07F,2008,G96
12002356,K12W07F,2008,G96
12002357,K12W07F,2008,G96
12002365,K12W07F,2012,G96
12002366,K12W07F,2012,G96
12002367,K12W07F,2012,G96
12002368,K12W07F,2012,G96
12002372,K12W07F,2012,G96
12002373,K12W07F,2012,G96
12002374,K12W07F,2012,G96
12002375,K12W07F,2012,G96
12002401,K12W07G,2012,G96
12002402,K12W07G,2012,G96
12002403,K12W07G,2012,G96
12002404,K12W07G,2012,G96
12002437,K12W07H,2012,G96
12002438,K12W07H,2012,G96
12002439,K12W07H,2012,G96
12002440,K12W07H,2012,G96
12002444,K12W07H,2012,G96
12002445,K12W07H,2012,G96
12002446,K12W07H,2012,G96
12002447,K12W07H,2012,G96
12002549,K12W07J,2012,G96
12002550,K12W07J,2012,G96
12002551,K12W07J,2012,G96
12002552,K12W07J,2012,G96
12002678,K12W07M,2011,G96
12002679,K12W07M,2011,G96
12002680,K12W07M,2011,G96
12002681,K12W07M,2011,G96
12002682,K12W07M,2012,G96
12002683,K12W07M,2012,G96
12002684,K12W07M,2012,G96
12002685,K12W07M,2012,G96
12002689,K12W07M,2012,G96
12002690,K12W07M,2012,G96
12002691,K12W07M,2012,G96
12002692,K12W07M,2012,G96
12002784,K12W07P,2012,G96
12002785,K12W07P,2012,G96
12002786,K12W07P,2012,G96
12002787,K12W07P,2012,G96
12002799,K12W07P,2012,G96
12002800,K12W07P,2012,G96
12002801,K12W07P,2012,G96
12002802,K12W07P,2012,G96
12002806,K12W07P,2012,G96
12002807,K12W07P,2012,G96
12002808,K12W07P,2012,G96
12002809,K12W07P,2012,G96
12002810,K12W07P,2012,G96
12002811,K12W07P,2012,G96
12002812,K12W07P,2012,G96
12002813,K12W07P,2012,G96
12002886,K12W07S,2012,G96
12002887,K12W07S,2012,G96
12002888,K12W07S,2012,G96
12002889,K12W07S,2012,G96
12002890,K12W07S,2012,G96
12002891,K12W07S,2012,G96
12002892,K12W07S,2012,G96
12002893,K12W07S,2012,G96
12002942,K12W07T,2012,703
12002943,K12W07T,2012,703
12002944,K12W07T,2012,703
