,packed_desig,year,obs
21000061,K15TO8G,C2009,~3XEgG96
21000062,K15TO8G,C2009,~3XEgG96
21000063,K15TO8G,C2009,~3XEgG96
21000064,K15TO8G,C2009,~3XEgG96
21000149,K15TO8J,C2008,~3OLuG96
21000150,K15TO8J,C2008,~3OLuG96
21000151,K15TO8J,C2008,~3OLuG96
21000152,K15TO8J,C2008,~3OLuG96
21000153,K15TO8J,C2010,~3OLuG96
21000154,K15TO8J,C2010,~3OLuG96
21000155,K15TO8J,C2010,~3OLvG96
21000352,K15TO8O,C2006,~2QjxG96
21000353,K15TO8O,C2006,~2QjxG96
21000354,K15TO8O,C2006,~2QjxG96
21000355,K15TO8O,C2006,~2QjxG96
21000359,K15TO8O,C2006,~2QjxG96
21000360,K15TO8O,C2006,~2QjxG96
21000361,K15TO8O,C2006,~2QjxG96
21000362,K15TO8O,C2006,~2QjxG96
21000574,K15TO8Y,C2007,~1jmGG96
21000575,K15TO8Y,C2007,~1jmGG96
21000576,K15TO8Y,C2007,~1jmGG96
21000577,K15TO8Y,C2007,~1jmGG96
21000578,K15TO8Y,C2007,~1jmGG96
21000579,K15TO8Y,C2007,~1jmGG96
21000580,K15TO8Y,C2007,~1jmGG96
21000581,K15TO8Y,C2007,~1jmGG96
21000615,K15TO8Z,C2007,~40FXG96
21000616,K15TO8Z,C2007,~40FXG96
21000617,K15TO8Z,C2007,~40FXG96
21000618,K15TO8Z,C2007,~40FXG96
21000619,K15TO8Z,C2011,~40FXG96
21000620,K15TO8Z,C2011,~40FXG96
21000621,K15TO8Z,C2011,~40FXG96
21000622,K15TO8Z,C2011,~40FXG96
21000713,K15TO9C,C2010,~4ZJYG96
21000714,K15TO9C,C2010,~4ZJYG96
21000715,K15TO9C,C2010,~4ZJYG96
21000716,K15TO9C,C2010,~4ZJYG96
21000751,K15TO9F,C2011,~40FXG96
21000752,K15TO9F,C2011,~40FXG96
21000753,K15TO9F,C2011,~40FXG96
21000754,K15TO9F,C2011,~40FXG96
21000755,K15TO9F,C2011,~40FXG96
21000756,K15TO9F,C2011,~40FXG96
21000757,K15TO9F,C2011,~40FXG96
21000758,K15TO9F,C2011,~40FXG96
21000794,K15TO9G,C2006,~4iCDG96
21000795,K15TO9G,C2006,~4iCDG96
21000796,K15TO9G,C2006,~4iCDG96
21000797,K15TO9G,C2006,~4iCDG96
21000871,K15TO9J,C2007,~1cKfG96
21000872,K15TO9J,C2007,~1cKfG96
21000873,K15TO9J,C2007,~1cKfG96
