,packed_desig,year,obs
7000537,K10B48H,2005,G96
7000538,K10B48H,2005,G96
7000539,K10B48H,2005,G96
7000540,K10B48H,2005,G96
7000835,K10B48T,2007,G96
7000836,K10B48T,2007,G96
7000837,K10B48T,2007,G96
7000838,K10B48T,2007,G96
7000925,K10B48U,2009,G96
7000926,K10B48U,2009,G96
7000927,K10B48U,2009,G96
7000928,K10B48U,2009,G96
7001038,K10B48X,2012,G96
7001039,K10B48X,2012,G96
7001040,K10B48X,2012,G96
7001041,K10B48X,2012,G96
7001497,K10B49L,2006,G96
7001498,K10B49L,2006,G96
7001499,K10B49L,2006,G96
7001500,K10B49L,2006,G96
7001699,K10B49S,2005,G96
7001700,K10B49S,2005,G96
7001701,K10B49S,2005,G96
7001702,K10B49S,2005,G96
7001706,K10B49S,2009,G96
7001707,K10B49S,2009,G96
7001708,K10B49S,2009,G96
7001709,K10B49S,2009,G96
7001914,K10B49W,2005,G96
7001915,K10B49W,2005,G96
7001916,K10B49W,2005,G96
7001917,K10B49W,2005,G96
7001918,K10B49W,2009,G96
7001919,K10B49W,2009,G96
7001920,K10B49W,2009,G96
7001921,K10B49W,2009,G96
7001922,K10B49W,2009,703
7001923,K10B49W,2009,703
7001924,K10B49W,2009,703
7001925,K10B49W,2009,703
7002185,K10B50N,2009,G96
7002186,K10B50N,2009,G96
7002187,K10B50N,2009,G96
7002188,K10B50N,2009,G96
7002266,K10B50T,2009,703
7002267,K10B50T,2009,703
7002268,K10B50T,2009,703
7002269,K10B50T,2009,703
7002270,K10B50T,2009,703
7002271,K10B50T,2009,703
7002272,K10B50T,2009,703
7002273,K10B50T,2009,703
7002404,K10B50Z,2009,703
7002405,K10B50Z,2009,703
7002406,K10B50Z,2009,703
7002407,K10B50Z,2009,703
7002661,K10B51M,2006,G96
7002662,K10B51M,2006,G96
7002663,K10B51M,2006,G96
7002664,K10B51M,2006,G96
7002942,K10B52A,2005,G96
7002943,K10B52A,2005,G96
7002944,K10B52A,2005,G96
7002945,K10B52A,2005,G96
7003168,K10B52E,2011,G96
7003169,K10B52E,2011,G96
7003170,K10B52E,2011,G96
7003171,K10B52E,2011,G96
7003370,K10B52U,2008,G96
7003371,K10B52U,2008,G96
7003372,K10B52U,2008,G96
7003373,K10B52U,2008,G96
7003374,K10B52U,2009,G96
7003375,K10B52U,2009,G96
7003376,K10B52U,2009,G96
7003377,K10B52U,2009,G96
7003405,K10B52U,2011,G96
7003406,K10B52U,2011,G96
7003407,K10B52U,2011,G96
7003408,K10B52U,2011,G96
7003733,K10B53D,2010,G96
7003734,K10B53D,2010,G96
7003735,K10B53D,2010,G96
