,packed_desig,year,obs
18000225,K15BP4M,C2005,~3FUjG96
18000226,K15BP4M,C2005,~3FUjG96
18000227,K15BP4M,C2005,~3FUjG96
18000228,K15BP4M,C2005,~3FUjG96
18000229,K15BP4M,C2010,~3FUjG96
18000230,K15BP4M,C2010,~3FUjG96
18000231,K15BP4M,C2010,~3FUjG96
18000315,K15BP4O,C2009,~3ILpG96
18000316,K15BP4O,C2009,~3ILpG96
18000317,K15BP4O,C2009,~3ILpG96
18000318,K15BP4O,C2009,~3ILpG96
18000319,K15BP4O,C2009,~3ILpG96
18000320,K15BP4O,C2009,~3ILpG96
18000321,K15BP4O,C2009,~3ILpG96
18000322,K15BP4O,C2009,~3ILpG96
18000323,K15BP4O,C2011,~3ILpG96
18000324,K15BP4O,C2011,~3ILpG96
18000325,K15BP4O,C2011,~3ILpG96
18000326,K15BP4O,C2011,~3ILpG96
18000327,K15BP4O,C2011,~3ILpG96
18000328,K15BP4O,C2011,~3ILpG96
18000329,K15BP4O,C2011,~3ILpG96
18000330,K15BP4O,C2011,~3ILpG96
18000378,K15BP4U,C2008,~1IxTG96
18000379,K15BP4U,C2008,~1IxTG96
18000380,K15BP4U,C2008,~1IxTG96
18000381,K15BP4U,C2008,~1IxTG96
18000382,K15BP4U,C2008,~1IxTG96
18000383,K15BP4U,C2008,~1IxTG96
18000384,K15BP4U,C2008,~1IxTG96
18000385,K15BP4U,C2008,~1IxTG96
18000386,K15BP4U,C2008,~1IxTG96
18000387,K15BP4U,C2008,~1IxTG96
18000388,K15BP4U,C2008,~1IxTG96
18000389,K15BP4U,C2008,~1IxTG96
18000390,K15BP4U,C2010,~1IxTG96
18000391,K15BP4U,C2010,~1IxTG96
18000392,K15BP4U,C2010,~1IxTG96
18000393,K15BP4U,C2010,~1IxTG96
18000394,K15BP4U,C2010,~1IxTG96
18000395,K15BP4U,C2010,~1IxTG96
18000396,K15BP4U,C2010,~1IxTG96
18000397,K15BP4U,C2012,~1IxTG96
18000398,K15BP4U,C2012,~1IxTG96
18000399,K15BP4U,C2012,~1IxTG96
18000400,K15BP4U,C2012,~1IxTG96
18000537,K15BP4W,C2011,~4qRR703
