,packed_desig,year,obs
11000122,K12H93U,C2006,~3YtgG96
11000123,K12H93U,C2006,~3YtgG96
11000124,K12H93U,C2006,~3YtgG96
11000125,K12H93U,C2006,~3YtgG96
11000320,K12H93W,C2005,~3jCAG96
11000321,K12H93W,C2005,~3jCAG96
11000322,K12H93W,C2005,~3jCAG96
11000323,K12H93W,C2005,~3jCAG96
11000324,K12H93W*,C2012,~3YtgG96
11000325,K12H93W,C2012,~3YtgG96
11000326,K12H93W,C2012,~3YtgG96
11000327,K12H93W,C2012,~3YtgG96
11000328,K12H93W,C2012,~3YtgG96
11000329,K12H93W,C2012,~3YtgG96
11000330,K12H93W,C2012,~3YtgG96
11000331,K12H93W,C2012,~3YtgG96
11000547,K12H93Y*,C2012,~3YthG96
11000548,K12H93Y,C2012,~3YthG96
11000549,K12H93Y,C2012,~3YthG96
11000550,K12H93Y,C2012,~3YthG96
11000618,K12H93Z,C2008,~3YthG96
11000619,K12H93Z,C2008,~3YthG96
11000620,K12H93Z,C2008,~3YthG96
11000621,K12H93Z,C2008,~3YthG96
11000622,K12H93Z*,C2012,~3YthG96
11000623,K12H93Z,C2012,~3YthG96
11000624,K12H93Z,C2012,~3YthG96
11000689,K12H94A*,C2012,~3YthG96
11000690,K12H94A,C2012,~3YthG96
11000691,K12H94A,C2012,~3YthG96
11000851,K12H94C*,C2012,~3YtiG96
11000852,K12H94C,C2012,~3YtiG96
11000853,K12H94C,C2012,~3YtiG96
11000854,K12H94C,C2012,~3YtiG96
11001023,K12H94E*,C2012,~3YtiG96
11001024,K12H94E,C2012,~3YtiG96
11001025,K12H94E,C2012,~3YtiG96
11001026,K12H94E,C2012,~3YtiG96
11001256,K12H94J*,C2012,~3YtjG96
11001257,K12H94J,C2012,~3YtjG96
11001258,K12H94J,C2012,~3YtjG96
11001259,K12H94J,C2012,~3YtjG96
11001310,K12H94K*,C2012,~3YtjG96
11001311,K12H94K,C2012,~3YtjG96
11001312,K12H94K,C2012,~3YtjG96
11001313,K12H94K,C2012,~3YtjG96
11001497,K12H94N*,C2012,~3YtkG96
11001498,K12H94N,C2012,~3YtkG96
11001499,K12H94N,C2012,~3YtkG96
11001500,K12H94N,C2012,~3YtkG96
11001501,K12H94N,C2012,~3YtkG96
11001502,K12H94N,C2012,~3YtkG96
11001503,K12H94N,C2012,~3YtkG96
11001504,K12H94N,C2012,~3YtkG96
11001540,K12H94O,C2005,~3jCAG96
11001541,K12H94O,C2005,~3jCAG96
11001542,K12H94O,C2005,~3jCAG96
11001543,K12H94O,C2005,~3jCAG96
11001544,K12H94O*,C2012,~3YtkG96
11001545,K12H94O,C2012,~3YtkG96
11001546,K12H94O,C2012,~3YtkG96
11001547,K12H94O,C2012,~3YtkG96
11001729,K12H94S*,C2012,~3YtlG96
11001730,K12H94S,C2012,~3YtlG96
11001731,K12H94S,C2012,~3YtlG96
11001732,K12H94S,C2012,~3YtlG96
11001836,K12H94U*,C2012,~3YtlG96
11001837,K12H94U,C2012,~3YtlG96
11001838,K12H94U,C2012,~3YtlG96
11001839,K12H94U,C2012,~3YtlG96
11001840,K12H94U,C2012,~3YtlG96
11001841,K12H94U,C2012,~3YtlG96
11001842,K12H94U,C2012,~3YtlG96
11001843,K12H94U,C2012,~3YtlG96
11001994,K12H94X*,C2012,~3YtmG96
11001995,K12H94X,C2012,~3YtmG96
11001996,K12H94X,C2012,~3YtmG96
11001997,K12H94X,C2012,~3YtmG96
11001998,K12H94X,C2012,~3YtmG96
11001999,K12H94X,C2012,~3YtmG96
11002000,K12H94X,C2012,~3YtmG96
11002001,K12H94X,C2012,~3YtmG96
11002060,K12H94Y*,C2012,~3YtmG96
11002061,K12H94Y,C2012,~3YtmG96
11002062,K12H94Y,C2012,~3YtmG96
11002063,K12H94Y,C2012,~3YtmG96
11002064,K12H94Y,C2012,~3YtmG96
11002065,K12H94Y,C2012,~3YtmG96
11002066,K12H94Y,C2012,~3YtmG96
11002067,K12H94Y,C2012,~3YtmG96
11002134,K12H94Z,C2012,~3YtmG96
11002135,K12H94Z,C2012,~3YtmG96
11002136,K12H94Z,C2012,~3YtmG96
11002137,K12H94Z,C2012,~3YtmG96
11002221,K12H95A,C2012,~3YtmG96
11002222,K12H95A,C2012,~3YtmG96
11002223,K12H95A,C2012,~3YtmG96
11002224,K12H95A,C2012,~3YtmG96
11002282,K12H95C,C2012,~3YtmG96
11002283,K12H95C,C2012,~3YtmG96
11002284,K12H95C,C2012,~3YtmG96
11002285,K12H95C,C2012,~3YtmG96
11002286,K12H95C,C2012,~3aDlG96
11002287,K12H95C,C2012,~3aDlG96
11002288,K12H95C,C2012,~3aDlG96
11002289,K12H95C,C2012,~3aDlG96
11002345,K12H95D*,C2012,~3aDlG96
11002346,K12H95D,C2012,~3aDlG96
11002347,K12H95D,C2012,~3aDlG96
11002348,K12H95D,C2012,~3aDlG96
11002414,K12H95E*,C2012,~3aDlG96
11002415,K12H95E,C2012,~3aDlG96
11002416,K12H95E,C2012,~3aDlG96
11002417,K12H95E,C2012,~3aDlG96
11002493,K12H95F,C2012,~3aDlG96
11002494,K12H95F,C2012,~3aDlG96
11002495,K12H95F,C2012,~3aDlG96
11002496,K12H95F,C2012,~3aDlG96
11002536,K12H95G,C2005,~4qHBG96
11002537,K12H95G,C2005,~4qHBG96
11002538,K12H95G,C2005,~4qHBG96
11002539,K12H95G,C2005,~4qHBG96
11002540,K12H95G*,C2012,~3aDlG96
11002541,K12H95G,C2012,~3aDlG96
11002542,K12H95G,C2012,~3aDlG96
11002543,K12H95G,C2012,~3aDlG96
11002544,K12H95G,C2012,~3aDlG96
11002545,K12H95G,C2012,~3aDlG96
11002546,K12H95G,C2012,~3aDlG96
11002547,K12H95G,C2012,~3aDmG96
11002571,K12H95H,C2008,~3aDmG96
11002572,K12H95H,C2008,~3aDmG96
11002573,K12H95H,C2008,~3aDmG96
11002574,K12H95H,C2008,~3aDmG96
11002625,K12H95J,C2012,~3aDmG96
11002626,K12H95J,C2012,~3aDmG96
11002627,K12H95J,C2012,~3aDmG96
11002628,K12H95J,C2012,~3aDmG96
11002693,K12H95K,C2007,~435EG96
11002694,K12H95K,C2007,~435EG96
11002695,K12H95K,C2007,~435EG96
11002696,K12H95K,C2007,~435EG96
11002761,K12H95L*,C2012,~3aDmG96
11002762,K12H95L,C2012,~3aDmG96
