,packed_desig,year,obs
23001190,K16E86L,C2011,~1obKG96
23001191,K16E86L,C2011,~1obKG96
23001192,K16E86L,C2011,~1obKG96
23001193,K16E86L,C2011,~1obKG96
23001705,K16E86Q,C2011,~3CGaG96
23001706,K16E86Q,C2011,~3CGaG96
23001707,K16E86Q,C2011,~3CGaG96
23001708,K16E86Q,C2011,~3CGaG96
23001828,K16E86S,C2009,~1w4IG96
23001829,K16E86S,C2009,~1w4IG96
23001830,K16E86S,C2009,~1w4IG96
23001831,K16E86S,C2009,~1w4IG96
23001920,K16E86T,C2012,~1pReG96
23001921,K16E86T,C2012,~1pReG96
23001922,K16E86T,C2012,~1pReG96
23001923,K16E86T,C2012,~1pReG96
23001924,K16E86T,C2012,~1pReG96
23001925,K16E86T,C2012,~1pReG96
23001926,K16E86T,C2012,~1pReG96
23001927,K16E86T,C2012,~1w4IG96
23001928,K16E86T,C2012,~1w4IG96
23001929,K16E86T,C2012,~1w4IG96
23001930,K16E86T,C2012,~1w4IG96
23002108,K16E87D,C2007,~4uztG96
23002109,K16E87D,C2007,~4uztG96
23002110,K16E87D,C2007,~4uztG96
23002111,K16E87D,C2007,~4uztG96
23002147,K16E87G,C2012,~1pRfG96
23002148,K16E87G,C2012,~1pRfG96
23002149,K16E87G,C2012,~1pRfG96
23002150,K16E87G,C2012,~1pRfG96
23002151,K16E87G,C2012,~1pRfG96
23002152,K16E87G,C2012,~1pRfG96
23002153,K16E87G,C2012,~1pRfG96
23002154,K16E87G,C2012,~1pRfG96
23002450,K16E87M,C2012,~1w4JG96
23002451,K16E87M,C2012,~1w4JG96
23002452,K16E87M,C2012,~1w4JG96
23002453,K16E87M,C2012,~1w4JG96
23002501,K16E88F,C2007,~1obNG96
23002502,K16E88F,C2007,~1obNG96
23002503,K16E88F,C2007,~1obNG96
23002504,K16E88F,C2007,~1obNG96
23002505,K16E88F,C2007,~1obNG96
23002506,K16E88F,C2007,~1obNG96
23002507,K16E88F,C2007,~1obNG96
23002508,K16E88F,C2007,~1obNG96
23002509,K16E88F,C2012,~1obNG96
23002510,K16E88F,C2012,~1obNG96
23002511,K16E88F,C2012,~1obNG96
