,packed_desig,year,obs
5000064,K08RF4U,C2008,~3UtCG96
5000065,K08RF4U,C2008,~3UtCG96
5000066,K08RF4U,C2008,~3UtCG96
5000067,K08RF4U,C2008,~3UtCG96
5000068,K08RF4U,C2008,~3UtCG96
5000069,K08RF4U,C2008,~3UtCG96
5000070,K08RF4U,C2008,~3UtCG96
5000071,K08RF4U,C2008,~3UtCG96
5000123,K08RF4V,C2008,~3UtCG96
5000124,K08RF4V,C2008,~3UtCG96
5000125,K08RF4V,C2008,~3UtCG96
5000126,K08RF4V,C2008,~3UtCG96
5000190,K08RF4W*,C2008,~3UtCG96
5000191,K08RF4W,C2008,~3UtCG96
5000192,K08RF4W,C2008,~3UtCG96
5000193,K08RF4W,C2008,~3UtCG96
5000197,K08RF4W,C2008,~3UtCG96
5000198,K08RF4W,C2008,~3UtCG96
5000199,K08RF4W,C2008,~3UtCG96
5000200,K08RF4W,C2008,~3UtCG96
5000235,K08RF4X*,C2008,~3UtCG96
5000236,K08RF4X,C2008,~3UtCG96
5000237,K08RF4X,C2008,~3UtCG96
5000238,K08RF4X,C2008,~3UtCG96
5000239,K08RF4X,C2008,~3UtCG96
5000240,K08RF4X,C2008,~3UtCG96
5000241,K08RF4X,C2008,~3UtCG96
5000242,K08RF4X,C2008,~3UtCG96
5000243,K08RF4X,C2008,~3UtCG96
5000244,K08RF4X,C2008,~3UtCG96
5000245,K08RF4X,C2008,~3UtCG96
5000246,K08RF4X,C2008,~3UtCG96
5000325,K08RF4Y*,C2008,~3UtCG96
5000326,K08RF4Y,C2008,~3UtCG96
5000327,K08RF4Y,C2008,~3UtCG96
5000328,K08RF4Y,C2008,~3UtCG96
5000329,K08RF4Y,C2008,~3UtCG96
5000330,K08RF4Y,C2008,~3UtCG96
5000331,K08RF4Y,C2008,~3UtCG96
5000332,K08RF4Y,C2008,~3UtCG96
5000336,K08RF4Y,C2012,~3UtCG96
5000337,K08RF4Y,C2012,~3UtCG96
5000338,K08RF4Y,C2012,~3UtCG96
5000339,K08RF4Y,C2012,~3UtCG96
5000357,K08RF4Z*,C2008,~3UtDG96
5000358,K08RF4Z,C2008,~3UtDG96
5000359,K08RF4Z,C2008,~3UtDG96
5000360,K08RF4Z,C2008,~3UtDG96
5000361,K08RF4Z,C2008,~3UtDG96
5000362,K08RF4Z,C2008,~3UtDG96
5000363,K08RF4Z,C2008,~3UtDG96
5000364,K08RF4Z,C2008,~3UtDG96
5000368,K08RF4Z,C2012,~3UtDG96
5000369,K08RF4Z,C2012,~3UtDG96
5000370,K08RF4Z,C2012,~3UtDG96
5000371,K08RF4Z,C2012,~3UtDG96
5000408,K08RF5A,C2008,~3UtDG96
5000409,K08RF5A,C2008,~3UtDG96
5000410,K08RF5A,C2008,~3UtDG96
5000411,K08RF5A,C2008,~3UtDG96
5000510,K08RF5C,C2008,~3UtDG96
5000511,K08RF5C,C2008,~3UtDG96
5000512,K08RF5C,C2008,~3UtDG96
5000513,K08RF5C,C2008,~3UtDG96
5000529,K08RF5D*,C2008,~3UtD703
5000530,K08RF5D,C2008,~3UtD703
5000531,K08RF5D,C2008,~3UtD703
5000532,K08RF5D,C2008,~3UtD703
5000533,K08RF5D,C2008,~3UtDG96
5000534,K08RF5D,C2008,~3UtDG96
5000535,K08RF5D,C2008,~3UtDG96
5000536,K08RF5D,C2008,~3UtDG96
5000537,K08RF5D,C2008,~3UtDG96
5000538,K08RF5D,C2008,~3UtDG96
5000539,K08RF5D,C2008,~3UtDG96
5000540,K08RF5D,C2008,~3UtDG96
5000544,K08RF5D,C2012,~3UtDG96
5000545,K08RF5D,C2012,~3UtDG96
5000546,K08RF5D,C2012,~3UtDG96
5000547,K08RF5D,C2012,~3UtDG96
5000548,K08RF5D,C2012,~3UtDG96
5000549,K08RF5D,C2012,~3UtDG96
5000550,K08RF5D,C2012,~3UtDG96
5000551,K08RF5D,C2012,~3UtDG96
5000607,K08RF5E*,C2008,~3UtD703
5000608,K08RF5E,C2008,~3UtD703
5000609,K08RF5E,C2008,~3UtD703
5000610,K08RF5E,C2008,~3UtD703
