,packed_desig,year,obs
28000036,K17X77O,2009,G96
28000037,K17X77O,2009,G96
28000038,K17X77O,2009,G96
28000039,K17X77O,2009,G96
28000199,K17X77S,2006,G96
28000200,K17X77S,2006,G96
28000201,K17X77S,2006,G96
28000202,K17X77S,2006,G96
28000203,K17X77S,2011,G96
28000204,K17X77S,2011,G96
28000205,K17X77S,2011,G96
28000206,K17X77S,2011,G96
28000283,K17X77U,2008,G96
28000284,K17X77U,2008,G96
28000285,K17X77U,2008,G96
28000286,K17X77U,2008,G96
28000631,K17X78D,2012,G96
28000632,K17X78D,2012,G96
28000633,K17X78D,2012,G96
28000634,K17X78D,2012,G96
28000869,K17X78J,2008,G96
28000870,K17X78J,2008,G96
28000871,K17X78J,2008,G96
28000872,K17X78J,2008,G96
28001095,K17X78T,2011,G96
28001096,K17X78T,2011,G96
28001097,K17X78T,2011,G96
28001098,K17X78T,2011,G96
28001145,K17X78U,2008,703
28001146,K17X78U,2008,703
28001147,K17X78U,2008,703
28001148,K17X78U,2008,703
28001302,K17X78W,2010,G96
28001303,K17X78W,2010,G96
28001304,K17X78W,2010,G96
28001305,K17X78W,2010,G96
28001378,K17X78X,2011,G96
28001379,K17X78X,2011,G96
28001380,K17X78X,2011,G96
28001381,K17X78X,2011,G96
28001543,K17X79A,2007,G96
28001544,K17X79A,2007,G96
28001545,K17X79A,2007,G96
28001546,K17X79A,2007,G96
28001547,K17X79A,2009,G96
28001548,K17X79A,2009,G96
28001549,K17X79A,2009,G96
28001550,K17X79A,2009,G96
28001610,K17X79B,2008,G96
28001611,K17X79B,2008,G96
28001612,K17X79B,2008,G96
28001613,K17X79B,2008,G96
28001663,K17X79C,2008,G96
28001664,K17X79C,2008,G96
28001665,K17X79C,2008,G96
28001666,K17X79C,2008,G96
28001667,K17X79C,2008,G96
28001668,K17X79C,2008,G96
28001669,K17X79C,2008,G96
28001670,K17X79C,2008,G96
28001720,K17X79D,2009,G96
28001721,K17X79D,2009,G96
28001722,K17X79D,2009,G96
28001723,K17X79D,2009,G96
28001814,K17X79E,2007,G96
28001815,K17X79E,2007,G96
28001816,K17X79E,2007,G96
28001817,K17X79E,2007,G96
28001818,K17X79E,2007,G96
28001819,K17X79E,2007,G96
28001820,K17X79E,2007,G96
28001821,K17X79E,2007,G96
28001822,K17X79E,2009,G96
28001823,K17X79E,2009,G96
28001824,K17X79E,2009,G96
