,packed_desig,year,obs
30000443,K19N08B,C2008,~5XwcG96
30000444,K19N08B,C2008,~5XwcG96
30000445,K19N08B,C2008,~5XwcG96
30000446,K19N08B,C2008,~5XwcG96
30000447,K19N08B,C2012,~5XwcG96
30000448,K19N08B,C2012,~5XwcG96
30000449,K19N08B,C2012,~5XwcG96
30000450,K19N08B,C2012,~5XwcG96
30001609,K19N08Q,C2011,~6rD8G96
30001610,K19N08Q,C2011,~6rD8G96
30001611,K19N08Q,C2011,~6rD8G96
30001612,K19N08Q,C2011,~6rD8G96
30001746,K19N08R,C2010,~7BcqG96
30001747,K19N08R,C2010,~7BcqG96
30001748,K19N08R,C2010,~7BcqG96
30001749,K19N08R,C2010,~7BcqG96
30001850,K19N08S,C2008,~4YIXG96
30001851,K19N08S,C2008,~4YIXG96
30001852,K19N08S,C2008,~4YIXG96
30001853,K19N08S,C2008,~4YIXG96
30001854,K19N08S,C2008,~4YIXG96
30001855,K19N08S,C2008,~4YIXG96
30001856,K19N08S,C2008,~4YIXG96
30001857,K19N08S,C2008,~4YIXG96
30002314,K19N08X,C2010,~5SI8G96
30002315,K19N08X,C2010,~5SI8G96
30002316,K19N08X,C2010,~5SI8G96
30002317,K19N08X,C2010,~5SI8G96
30002822,K19N09D,C2009,~4ql0G96
30002823,K19N09D,C2009,~4ql0G96
30002824,K19N09D,C2009,~4ql0G96
30002825,K19N09D,C2009,~4ql0G96
30003094,K19N09G,C2008,~6ha7G96
30003095,K19N09G,C2008,~6ha7G96
30003096,K19N09G,C2008,~6ha7G96
30003097,K19N09G,C2008,~6ha7G96
30003182,K19N09H,C2009,~4ql0G96
30003183,K19N09H,C2009,~4ql0G96
30003184,K19N09H,C2009,~4ql0G96
30003185,K19N09H,C2009,~4ql0G96
30003186,K19N09H,C2009,~4ql0G96
30003187,K19N09H,C2009,~4ql0G96
30003188,K19N09H,C2009,~4ql0G96
30003189,K19N09H,C2009,~4ql0G96
30003492,K19N09L,C2012,~4OImG96
30003493,K19N09L,C2012,~4OImG96
30003494,K19N09L,C2012,~4OImG96
30003495,K19N09L,C2012,~4OImG96
30003695,K19N09O,C2011,~4ql0G96
30003696,K19N09O,C2011,~4ql0G96
30003697,K19N09O,C2011,~4ql0G96
30003698,K19N09O,C2011,~4ql0G96
30004121,K19N09T,C2010,~40k9G96
30004122,K19N09T,C2010,~40k9G96
30004123,K19N09T,C2010,~40k9G96
30004124,K19N09T,C2010,~40k9G96
30004930,K19N10F,C2012,~4UQtG96
30004931,K19N10F,C2012,~4UQtG96
30004932,K19N10F,C2012,~4UQtG96
30004933,K19N10F,C2012,~4UQtG96
30005153,K19N10J,C2007,~6ha7G96
30005154,K19N10J,C2007,~6ha7G96
30005155,K19N10J,C2007,~6ha7G96
30005156,K19N10J,C2007,~6ha7G96
30005317,K19N10L,C2012,~6ha7G96
30005318,K19N10L,C2012,~6ha7G96
30005319,K19N10L,C2012,~6ha7G96
30005320,K19N10L,C2012,~6ha7G96
30005864,K19N10U,C2008,~5XwcG96
30005865,K19N10U,C2008,~5XwcG96
30005866,K19N10U,C2008,~5XwcG96
30005867,K19N10U,C2008,~5XwcG96
30006302,K19N11A,C2008,~7BcqG96
30006303,K19N11A,C2008,~7BcqG96
30006304,K19N11A,C2008,~7BcqG96
30006305,K19N11A,C2008,~7BcqG96
30006638,K19N11G,C2011,~4ql0G96
30006639,K19N11G,C2011,~4ql0G96
30006640,K19N11G,C2011,~4ql0G96
30006641,K19N11G,C2011,~4ql0G96
30006709,K19N11H,C2010,~4OImG96
30006710,K19N11H,C2010,~4OImG96
30006711,K19N11H,C2010,~4OImG96
30007187,K19N11P,C2012,~40k9G96
30007188,K19N11P,C2012,~40k9G96
30007189,K19N11P,C2012,~40k9G96
30007190,K19N11P,C2012,~40k9G96
30007379,K19N11S,C2009,~4iPEG96
30007380,K19N11S,C2009,~4iPEG96
30007381,K19N11S,C2009,~4iPEG96
30007382,K19N11S,C2009,~4iPEG96
30007731,K19N12D,C2008,~4ql0G96
30007732,K19N12D,C2008,~4ql0G96
30007733,K19N12D,C2008,~4ql0G96
30007734,K19N12D,C2008,~4ql0G96
30008603,K19N13A,C2007,~40k9G96
30008604,K19N13A,C2007,~40k9G96
30008605,K19N13A,C2007,~40k9G96
30008606,K19N13A,C2007,~40k9G96
